gene_id	TCGA-BH-A1FE-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FE-11B-14R-A13Q-07
SNRPB	1564.0698	SNRPB	902.2005
SNRPC	1024.0388	SNRPC	702.0608
SNRPD1	906.875	SNRPD1	666.4338
SNRPD2	1753.4173	SNRPD2	1678.6587
SNRPD3	2079.4721	SNRPD3	1243.5417
SNRPE	861.6255	SNRPE	915.4733
SNRPF	809.1038	SNRPF	449.5285
SNRPG	855.7	SNRPG	408.6622
SNRPN	1192.5715	SNRPN	1162.5882
SNTA1	222.4766	SNTA1	235.7667
SNTB1	344.7579	SNTB1	1036.3255
SNTB2	1008.1476	SNTB2	2081.7324
removed	removed	SNTG2	6.9857
SNUPN	460.8444	SNUPN	391.198
SNURF	32.9944	removed	removed
SNW1	1938.186	SNW1	1600.0699
SNX10	545.4178	SNX10	244.8481
SNX11	685.7451	SNX11	402.0258
SNX12	222.7459	SNX12	175.6898
SNX13	1330.5501	SNX13	2080.6846
SNX14	1519.6283	SNX14	1443.9399
SNX15	270.9582	SNX15	419.1408
SNX16	355.2623	SNX16	493.189
SNX17	2040.536	SNX17	1188.9626
SNX18	993.6031	SNX18	3582.9549
SNX19	2623.123	SNX19	2067.7611
SNX1	2763.7196	SNX1	4438.7007
SNX20	144.3835	SNX20	30.999
SNX21	262.6678	SNX21	327.2965
SNX22	170.34	SNX22	79.3748
SNX24	244.832	SNX24	149.4935
SNX25	783.7856	SNX25	460.007
SNX27	1679.8115	SNX27	1443.0492
SNX29	1072.7897	SNX29	923.1575
SNX2	1679.6175	SNX2	2037.0241
SNX30	714.2953	SNX30	1273.4893
removed	removed	SNX32	18.5121
SNX33	846.8117	SNX33	810.6881
SNX3	2913.4738	SNX3	3531.2609
SNX4	1100.532	SNX4	1144.2543
SNX5	2157.4305	SNX5	2525.6724
SNX6	1772.5406	SNX6	1842.8222
SNX7	435.2569	SNX7	636.3954
SNX8	207.6628	SNX8	157.8764
SNX9	2026.2609	SNX9	1964.0238
SOAT1	699.7509	SOAT1	709.745
SOAT2	6.1949	SOAT2	6.2871
SOBP	116.8945	SOBP	310.8627
SOCS1	47.9429	SOCS1	8.0335
SOCS2	359.3024	SOCS2	736.9892
SOCS3	831.9978	SOCS3	1260.5658
SOCS4	804.7943	SOCS4	970.6601
SOCS5	1080.0619	SOCS5	2083.1296
SOCS6	1124.2341	SOCS6	1929.7939
SOCS7	95.8858	SOCS7	193.154
SOD1	2598.0742	SOD1	1730.3528
SOD2	4165.9148	SOD2	6290.6043
SOD3	162.4133	SOD3	482.3612
removed	removed	SOHLH2	22.8082
SOLH	304.0873	SOLH	202.2354
SON	11031.715	SON	12935.7317
SORBS1	908.2217	SORBS1	5303.5278
SORBS2	581.2403	SORBS2	2750.262
SORBS3	996.0272	SORBS3	1203.6326
SORCS1	66.5275	SORCS1	72.3018
SORCS2	289.0041	SORCS2	86.6224
SORD	1032.9271	SORD	302.8292
SORL1	1978.318	SORL1	4968.2152
SORT1	3763.5176	SORT1	2751.6591
SOS1	2392.8355	SOS1	3499.8254
SOS2	1825.601	SOS2	2800.5589
SOSTDC1	103.9661	SOSTDC1	846.3151
SOX10	108.0062	SOX10	2274.8865
SOX11	110.1609	SOX11	36.6748
SOX12	995.4885	SOX12	285.365
SOX13	1167.5981	SOX13	666.4338
SOX15	5.6562	SOX15	47.5026
SOX17	44.4415	SOX17	98.1488
SOX18	75.6851	SOX18	107.5795
removed	removed	SOX2OT	5.2393
SOX2	17.5072	removed	removed
SOX4	8380.0417	SOX4	3480.6147
SOX5	33.6678	SOX5	100.9431
SOX6	27.2036	SOX6	138.6657
SOX7	145.5686	SOX7	590.22
removed	removed	SOX8	105.833
SOX9	1358.2924	SOX9	6110.0244
SP100	2532.6241	SP100	1892.7698
SP110	1194.263	SP110	576.3185
SP140L	309.7435	SP140L	385.9588
SP140	159.4505	SP140	48.2012
SP1	4420.1737	SP1	6533.3566
SP2	660.1576	SP2	811.3867
SP3	3248.5355	SP3	4230.5274
SP4	416.6723	SP4	843.5208
SP6	217.6284	SP6	95.3545
SPA17	115.2784	SPA17	86.2731
SPAG16	234.597	SPAG16	497.0311
SPAG17	80.8026	SPAG17	12.5742
SPAG1	349.8754	SPAG1	167.307
SPAG4	40.4013	SPAG4	16.7656
SPAG5	810.911	SPAG5	129.2351
removed	removed	SPAG6	5.9378
SPAG7	283.6173	SPAG7	227.7331
SPAG8	7.0029	SPAG8	27.5934
SPAG9	2120.2613	SPAG9	2912.3297
SPARCL1	13213.3863	SPARCL1	15317.1498
SPARC	80550.266	SPARC	15248.6902
SPAST	840.0781	SPAST	1000.6986
SPATA13	470.9797	SPATA13	744.3241
SPATA17	54.6765	SPATA17	16.4163
SPATA18	86.9975	SPATA18	959.1338
removed	removed	SPATA1	5.9553
SPATA20	654.232	SPATA20	553.6151
removed	removed	SPATA22	5.2393
SPATA24	14.0058	SPATA24	19.2106
SPATA2L	52.7911	SPATA2L	71.9525
SPATA2	629.1832	SPATA2	428.2221
removed	removed	SPATA4	5.9378
SPATA5L1	196.6198	SPATA5L1	275.5851
SPATA5	323.4799	SPATA5	513.7967
SPATA6	130.0922	SPATA6	275.9343
SPATA7	117.9719	SPATA7	311.9106
SPATA9	7.8109	SPATA9	11.1771
SPATS2L	1673.9613	SPATS2L	1355.2218
SPATS2	870.2444	SPATS2	629.759
SPC24	7.5416	removed	removed
SPC25	177.4965	SPC25	32.1341
SPCS1	1720.8107	SPCS1	1725.7946
SPCS2	725.069	SPCS2	696.8215
SPCS3	2780.6882	SPCS3	4181.9769
SPDEF	1940.8794	SPDEF	621.0269
SPDYA	15.0455	SPDYA	14.401
SPDYE1	11.3124	SPDYE1	19.2106
SPDYE3	92.6241	SPDYE3	107.3
SPDYE5	5.3868	SPDYE5	9.4307
SPDYE6	17.7766	SPDYE6	23.402
SPDYE8P	21.278	SPDYE8P	31.7848
SPEF1	15.0832	removed	removed
SPEF2	164.8374	SPEF2	547.328
SPEG	69.7596	SPEG	262.3123
SPEN	2779.8801	SPEN	4374.7817
SPESP1	78.6479	SPESP1	109.6577
SPG11	3155.0737	SPG11	3395.3895
SPG20	956.4339	SPG20	2822.913
SPG21	2337.8897	SPG21	1971.0094
SPG7	582.3177	SPG7	664.6874
SPHAR	75.7228	SPHAR	249.6926
SPHK1	280.1535	SPHK1	182.2005
SPHK2	115.3134	SPHK2	85.2602
removed	removed	SPHKAP	500.5239
SPI1	284.4253	SPI1	86.2731
SPIB	116.6251	SPIB	5.9378
SPIN1	3034.4085	SPIN1	4911.2819
SPIN2B	51.5198	SPIN2B	70.5973
SPIN3	708.1005	SPIN3	488.9976
SPIN4	219.7832	SPIN4	458.2606
removed	removed	SPINK2	13.6221
removed	removed	SPINK5	133.7758
SPINK8	22.6247	SPINK8	6.9857
SPINT1	3805.8043	SPINT1	1786.5875
SPINT2	5367.7193	SPINT2	2615.4384
SPIRE1	982.8294	SPIRE1	1150.5414
SPIRE2	50.6363	SPIRE2	72.6511
SPNS1	689.761	SPNS1	353.2658
SPNS2	400.3852	SPNS2	251.5753
SPNS3	12.1204	removed	removed
SPN	575.0455	SPN	294.0971
SPOCD1	115.0091	SPOCD1	5.5885
SPOCK1	1259.1745	SPOCK1	252.8816
SPOCK2	1055.8104	SPOCK2	312.4066
SPON1	1827.4864	SPON1	818.0231
SPON2	610.868	SPON2	285.7143
SPOPL	2471.4834	SPOPL	1995.8086
SPOP	1304.4239	SPOP	1305.6235
SPP1	721.0289	SPP1	92.5603
SPPL2A	1029.9643	SPPL2A	871.4635
SPPL2B	419.635	SPPL2B	372.686
SPPL3	1654.2994	SPPL3	1660.8453
SPRED1	1517.7429	SPRED1	2723.3671
SPRED2	2051.8484	SPRED2	1713.2379
SPRN	48.4816	SPRN	24.1006
SPRY1	1443.9432	SPRY1	1976.598
SPRY2	301.6632	SPRY2	1518.6867
SPRY3	72.1837	SPRY3	123.6465
SPRY4	728.3011	SPRY4	735.9413
SPRYD3	987.1389	SPRYD3	827.1044
SPRYD4	249.9495	SPRYD4	366.0496
SPR	707.2924	SPR	230.1781
SPSB1	639.6876	SPSB1	675.1659
SPSB2	26.6649	SPSB2	24.4499
SPSB3	282.2706	SPSB3	312.9584
SPSB4	9.6963	removed	removed
SPTAN1	6628.7792	SPTAN1	4024.1006
SPTBN1	5417.2783	SPTBN1	11775.4104
SPTBN2	789.1724	SPTBN2	485.854
removed	removed	SPTBN4	10.4785
SPTBN5	27.4621	SPTBN5	33.9294
SPTB	33.9371	SPTB	71.9525
SPTLC1	1488.9233	SPTLC1	2345.0926
SPTLC2	5944.3808	SPTLC2	3867.6214
SPTLC3	522.2544	SPTLC3	554.6629
SPTY2D1	1740.5804	SPTY2D1	1698.0405
SQLE	6393.9129	SQLE	577.3664
SQRDL	1734.8327	SQRDL	962.9759
SQSTM1	3822.5062	SQSTM1	3727.1359
SR140	3166.3861	SR140	5501.5718
SRA1	305.434	SRA1	286.7621
SRBD1	632.6847	SRBD1	601.8163
SRCAP	4013.7364	SRCAP	3412.8537
SRCIN1	171.8403	SRCIN1	179.1827
SRCRB4D	17.2756	SRCRB4D	9.8708
SRC	1285.0313	SRC	388.4038
SRD5A1	288.7348	SRD5A1	296.5421
SRD5A2	5.1175	removed	removed
SRD5A3	645.8663	SRD5A3	344.7433
SREBF1	1281.2605	SREBF1	1189.3119
SREBF2	4077.3012	SREBF2	2521.481
SRFBP1	354.9929	SRFBP1	668.1802
SRF	1482.1898	SRF	2575.62
SRGAP1	621.6416	SRGAP1	521.1317
SRGAP2	1341.3238	SRGAP2	669.9267
SRGAP3	129.2842	SRGAP3	528.8159
SRGN	1716.2481	SRGN	1027.5934
SRI	1842.0308	SRI	1460.007
SRL	17.5072	SRL	26.5456
SRMS	65.9888	removed	removed
SRM	1108.6122	SRM	448.8299
SRP14	4094.2697	SRP14	3013.9714
SRP19	599.965	SRP19	715.5606
SRP54	1763.9216	SRP54	1146.0007
SRP68	1798.9361	SRP68	1981.1387
SRP72	3775.3687	SRP72	4209.2211
SRP9	5815.9047	SRP9	3916.5211
SRPK1	2820.0121	SRPK1	1618.5819
SRPK2	1473.8401	SRPK2	1281.5229
SRPK3	22.5574	SRPK3	8.4457
SRPRB	1262.4066	SRPRB	1152.9864
SRPR	3479.3617	SRPR	2788.6832
SRPX2	605.7505	SRPX2	89.4167
SRPX	585.0111	SRPX	1547.328
SRRD	387.0446	SRRD	271.3936
SRRM1	1906.4036	SRRM1	3502.9689
SRRM2	14827.015	SRRM2	26980.0908
SRRM3	21.8167	SRRM3	23.0527
SRRM5	40.0404	SRRM5	17.9218
SRRT	1141.472	SRRT	727.9078
SRR	184.1169	SRR	365.6514
SRXN1	1404.3499	SRXN1	433.4614
SS18L1	1448.522	SS18L1	791.8268
SS18L2	299.2391	SS18L2	275.5851
SS18	2616.1201	SS18	2570.3807
SSBP1	908.7604	SSBP1	847.7122
SSBP2	426.3686	SSBP2	889.9756
SSBP3	491.0107	SSBP3	788.6832
SSBP4	257.4911	SSBP4	159.9721
SSB	2583.721	SSB	2319.1303
SSC5D	836.5767	SSC5D	152.9864
SSFA2	2425.6952	SSFA2	4508.9067
SSH1	2039.4586	SSH1	1643.3811
SSH2	1239.2431	SSH2	725.1135
SSH3	593.3607	SSH3	515.8924
SSNA1	342.8725	SSNA1	138.3165
SSPN	1180.7959	SSPN	2874.9563
SSPO	7.2722	SSPO	19.9092
SSR1	5256.481	SSR1	5582.9549
SSR2	5494.0408	SSR2	5752.3577
SSR3	3931.3178	SSR3	5204.6804
SSR4	2039.1893	SSR4	1443.9399
SSRP1	3380.2438	SSRP1	2685.2951
SSSCA1	203.6227	SSSCA1	155.0821
SSTR1	9.1576	SSTR1	55.1869
SSTR2	789.9805	SSTR2	16.7656
SSU72	1623.8637	SSU72	1877.7506
SSX2IP	722.1063	SSX2IP	565.1415
ST13	5276.6817	ST13	7703.8072
ST14	2389.8727	ST14	673.0702
ST20	36.1134	ST20	33.0772
ST3GAL1	5685.5431	ST3GAL1	919.6647
ST3GAL2	453.8415	ST3GAL2	186.8669
ST3GAL3	122.2813	ST3GAL3	165.5606
ST3GAL4	443.3371	ST3GAL4	137.6179
ST3GAL5	439.8357	ST3GAL5	359.4132
ST3GAL6	59.2553	ST3GAL6	172.5463
ST5	1174.8704	ST5	2257.4223
ST6GAL1	2176.8231	ST6GAL1	2425.4279
ST6GAL2	618.6789	ST6GAL2	337.7576
ST6GALNAC1	16.9686	ST6GALNAC1	31.0863
ST6GALNAC2	392.4315	ST6GALNAC2	845.6165
ST6GALNAC3	49.559	ST6GALNAC3	142.5079
ST6GALNAC4	553.7674	ST6GALNAC4	184.4219
ST6GALNAC5	56.8312	ST6GALNAC5	156.8285
ST6GALNAC6	1147.6668	ST6GALNAC6	717.08
ST7L	278.2304	ST7L	495.9832
ST7OT1	17.3995	ST7OT1	102.5498
ST7	485.1768	ST7	590.0384
ST8SIA1	113.393	ST8SIA1	573.8736
ST8SIA2	58.4472	ST8SIA2	129.9336
ST8SIA4	475.9275	ST8SIA4	360.1118
ST8SIA6	157.8345	ST8SIA6	90.4645
STAB1	592.2833	STAB1	400.6951
STAB2	54.1378	STAB2	117.7087
STAC2	42.5561	STAC2	1212.7139
STAC3	32.4746	STAC3	8.3828
STAC	68.9516	STAC	114.2159
STAG1	1461.3373	STAG1	1907.9776
STAG2	3845.3976	STAG2	6169.0534
STAG3L1	106.1208	STAG3L1	75.7946
STAG3L2	35.5532	STAG3L2	75.0961
STAG3L3	88.5166	STAG3L3	258.4946
STAG3L4	82.688	STAG3L4	132.3786
STAG3	22.6167	STAG3	39.0639
STAM2	1363.6792	STAM2	1637.094
STAMBPL1	184.4994	STAMBPL1	202.5847
STAMBP	977.7119	STAMBP	777.8554
STAM	798.5994	STAM	753.4055
STAP1	56.0232	STAP1	9.0814
STAP2	634.8394	STAP2	341.949
STARD10	1553.2961	STARD10	440.7964
STARD13	685.4757	STARD13	723.0178
STARD3NL	721.8369	STARD3NL	732.7978
STARD3	725.3384	STARD3	386.3081
STARD4	128.7455	STARD4	76.4932
STARD5	106.9288	STARD5	62.1725
STARD7	3835.7821	STARD7	3597.5026
STARD8	244.832	STARD8	173.5941
STAR	7.8109	STAR	9.78
STAT1	13081.9473	STAT1	2936.081
STAT2	3883.1055	STAT2	2041.2155
STAT3	8730.1865	STAT3	5588.1942
STAT4	190.4249	STAT4	158.5749
STAT5A	1774.6953	STAT5A	2038.7705
STAT5B	2118.3759	STAT5B	3878.0999
STAT6	2398.4917	STAT6	2667.4817
STAU1	4822.3015	STAU1	3028.292
STAU2	1400.0404	STAU2	995.4593
STBD1	444.5249	STBD1	728.3095
STC1	249.9495	STC1	403.7723
STC2	4349.0674	STC2	4376.5281
STEAP1	373.5775	STEAP1	431.0164
STEAP2	732.6106	STEAP2	1441.8442
STEAP3	413.1708	STEAP3	1880.8942
STEAP4	687.3611	STEAP4	1281.5229
STIL	386.7753	STIL	185.4698
STIM1	1207.1914	STIM1	1237.1638
STIM2	681.7049	STIM2	952.1481
STIP1	3862.0968	STIP1	1627.6633
STK10	857.5853	STK10	343.3461
STK11IP	394.3169	STK11IP	225.6374
STK11	426.6379	STK11	285.0157
STK16	576.1228	STK16	380.021
STK17A	874.0152	STK17A	1122.948
STK17B	1808.0937	STK17B	2420.8872
STK19	253.4994	STK19	197.4432
STK24	2004.9828	STK24	3210.9675
STK25	1010.5717	STK25	716.3814
STK32A	5.1175	removed	removed
STK32B	308.1274	STK32B	213.7618
STK32C	110.969	STK32C	43.3112
removed	removed	STK33	6.2871
STK35	1776.042	STK35	953.5452
STK36	654.7707	STK36	740.8313
STK38L	1698.7408	STK38L	2193.5033
STK38	1801.0908	STK38	1453.7199
STK39	712.6793	STK39	457.2127
STK3	736.6507	STK3	647.2232
STK40	836.5767	STK40	1019.5599
STK4	1858.4607	STK4	1577.3664
removed	removed	STL	17.4852
STMN1	4001.8854	STMN1	1604.6105
STMN2	47.6736	STMN2	59.3783
STMN3	566.6958	STMN3	314.0063
STOML1	102.35	STOML1	56.9333
STOML2	1146.3201	STOML2	911.6312
STOM	5578.6142	STOM	7434.16
STON1	506.8292	STON1	661.9595
STON2	313.5142	STON2	468.0405
STOX1	75.1465	STOX1	249.738
STOX2	30.4357	STOX2	153.3357
STRA13	274.729	STRA13	87.6703
STRA6	228.1328	STRA6	25.1484
STRADA	508.7873	STRADA	486.2033
STRADB	342.3338	STRADB	431.715
STRAP	3016.6319	STRAP	2375.131
STRBP	2344.8926	STRBP	811.7359
STRC	5.1687	STRC	33.5662
STRN3	945.1215	STRN3	1051.694
STRN4	873.2072	STRN4	737.6877
STRN	765.4703	STRN	873.5592
STS	652.8853	STS	713.5871
STT3A	4166.4534	STT3A	4239.9581
STT3B	3684.8697	STT3B	2686.343
STUB1	566.1141	STUB1	321.1457
STX10	139.2499	STX10	72.6511
STX11	116.3558	STX11	187.2162
STX12	1273.9883	STX12	2417.0451
STX16	1421.5878	STX16	2807.8938
STX17	984.4455	STX17	1912.3297
STX18	493.9735	STX18	378.2745
removed	removed	STX19	122.5987
STX1A	88.8802	STX1A	33.1715
STX1B	17.5072	STX1B	33.8805
STX2	318.0931	STX2	286.7621
STX3	1061.208	STX3	728.2571
STX4	317.285	STX4	171.1491
STX5	805.0636	STX5	907.4397
STX6	1720.6922	STX6	1394.0622
STX7	1302.2692	STX7	2127.8379
STX8	205.7774	STX8	289.9057
STXBP1	1096.4918	STXBP1	1169.0534
STXBP2	565.8878	STXBP2	364.6525
STXBP3	1059.5919	STXBP3	1851.5543
STXBP4	249.9495	STXBP4	217.9532
STXBP5L	5.9255	removed	removed
STXBP5	702.9533	STXBP5	784.7782
STXBP6	13.1978	STXBP6	31.7848
STYK1	111.5076	STYK1	59.029
STYXL1	729.9172	STYXL1	426.4757
STYX	1954.3465	STYX	892.0713
SUB1	2824.8603	SUB1	4243.8002
SUCLA2	620.1899	SUCLA2	1255.7387
SUCLG1	1218.5038	SUCLG1	1762.1376
SUCLG2	1566.7632	SUCLG2	1674.1181
SUCNR1	12.9284	SUCNR1	9.0814
SUDS3	2044.0374	SUDS3	2633.2518
SUFU	1050.973	SUFU	700.6636
SUGT1L1	21.4558	SUGT1L1	95.5362
removed	removed	SUGT1P1	9.0814
SUGT1	394.8556	SUGT1	641.9839
SULF1	9027.0015	SULF1	1616.1369
SULF2	12205.7774	SULF2	1976.598
SULT1A1	217.0898	SULT1A1	172.197
SULT1A2	5.1175	removed	removed
SULT1A3	390.5434	SULT1A3	519.6822
SULT1C2	18.3153	SULT1C2	38.072
SULT1C3	5.3868	removed	removed
SULT1C4	52.7911	SULT1C4	129.5844
SULT2B1	172.6483	SULT2B1	57.6319
SUMF1	1492.6941	SUMF1	896.9612
SUMF2	2286.984	SUMF2	1879.1477
SUMO1P3	167.2615	SUMO1P3	146.6993
SUMO1	2343.8152	SUMO1	1998.6029
SUMO2	2991.3137	SUMO2	3279.7765
SUMO3	5717.0561	SUMO3	1880.1956
SUN1	2495.1855	SUN1	3514.4953
SUN2	1905.3262	SUN2	2262.3123
SUOX	715.1034	SUOX	491.0933
SUPT16H	4441.7211	SUPT16H	4160.6706
SUPT3H	117.9719	SUPT3H	262.6615
SUPT4H1	1222.622	SUPT4H1	1130.9186
SUPT5H	1283.9539	SUPT5H	1260.2166
SUPT6H	2963.0328	SUPT6H	2059.029
SUPT7L	1067.6722	SUPT7L	1204.6804
SUPV3L1	629.4526	SUPV3L1	787.9846
SURF1	578.8162	SURF1	310.8627
SURF2	74.0691	SURF2	42.2634
SURF4	6977.5773	SURF4	3358.0161
SURF6	398.8957	SURF6	314.3556
SUSD1	230.8262	SUSD1	200.8383
SUSD2	3391.2868	SUSD2	179.1827
SUSD3	634.3007	SUSD3	92.9095
SUSD4	130.3616	SUSD4	302.4799
SUSD5	57.9086	SUSD5	39.1198
SUV39H1	169.4162	SUV39H1	115.2637
SUV39H2	289.5428	SUV39H2	249.3888
SUV420H1	1481.1124	SUV420H1	2347.8868
SUV420H2	124.9747	SUV420H2	69.5075
SUZ12P	158.9119	SUZ12P	319.9441
SUZ12	1609.8579	SUZ12	1765.6305
SV2A	114.7397	SV2A	170.4506
SV2B	67.0662	SV2B	129.5844
SVEP1	750.0101	SVEP1	1329.8847
SVIL	2338.9617	SVIL	3302.2808
SVIP	394.5862	SVIP	485.854
SVOPL	9.427	SVOPL	58.6797
SWAP70	1736.9874	SWAP70	3135.1729
SYAP1	2758.6021	SYAP1	1001.3971
SYBU	514.4435	SYBU	469.4377
SYCE1	20.5831	SYCE1	49.0744
SYCE2	29.897	SYCE2	9.0814
SYCP2L	5.1175	SYCP2L	11.1771
SYCP2	468.1166	SYCP2	927.3489
SYDE1	214.935	SYDE1	198.3933
SYDE2	471.8874	SYDE2	380.021
SYF2	837.654	SYF2	1206.4268
SYK	989.8323	SYK	499.8254
SYMPK	994.6805	SYMPK	1115.9623
SYN1	23.9714	SYN1	7.335
SYN2	26.6649	SYN2	256.3744
removed	removed	SYN3	6.6364
SYNCRIP	5058.5146	SYNCRIP	7990.5693
SYNC	140.2384	SYNC	62.8397
SYNE1	2029.493	SYNE1	2407.6144
SYNE2	4634.5701	SYNE2	8534.0552
SYNGAP1	360.6491	SYNGAP1	454.0692
SYNGR1	511.8228	SYNGR1	506.8914
SYNGR2	4657.7335	SYNGR2	1388.4038
SYNGR3	11.8511	removed	removed
SYNJ1	535.9908	SYNJ1	707.6493
SYNJ2BP	1558.1442	SYNJ2BP	1920.014
SYNJ2	902.2961	SYNJ2	1512.0503
SYNM	640.7649	SYNM	5410.7579
SYNPO2	2164.7027	SYNPO2	4492.8397
SYNPO	1259.9825	SYNPO	1028.9906
SYNRG	2013.0631	SYNRG	2102.3402
SYPL1	3501.7171	SYPL1	5121.9001
SYPL2	16.1605	SYPL2	17.1149
SYP	9.9657	SYP	17.4642
SYS1-DBNDD2	15.6111	SYS1-DBNDD2	13.0248
SYS1	1053.5533	SYS1	1091.7744
SYT11	591.4753	SYT11	236.116
SYT12	334.7923	SYT12	169.4027
SYT13	190.9636	SYT13	80.3353
SYT14	10.7737	removed	removed
SYT15	161.6053	SYT15	156.8285
SYT17	217.8978	SYT17	128.5365
SYT1	78.6479	SYT1	146.35
SYT2	9.6963	SYT2	19.2106
SYT5	5.1175	removed	removed
SYT6	5.3868	SYT6	24.7992
SYT7	1644.0644	SYT7	1076.1439
SYT8	9.1576	SYT8	173.9434
SYT9	185.038	SYT9	25.4977
SYTL1	269.6115	SYTL1	315.4034
SYTL2	2548.7846	SYTL2	935.7317
SYTL3	190.4249	SYTL3	208.5225
SYTL4	368.7294	SYTL4	325.5327
SYTL5	37.7079	SYTL5	122.5987
SYVN1	1419.9717	SYVN1	1346.839
TAB1	526.7605	TAB1	408.2326
TAB2	3523.5338	TAB2	5170.7999
TAB3	1165.7127	TAB3	1440.0978
TAC1	6.1949	TAC1	52.0433
TACC1	2516.7329	TACC1	3611.9455
TACC2	681.7049	TACC2	1080.6846
TACC3	424.2139	TACC3	95.0052
TACO1	282.2706	TACO1	170.7999
TACR1	159.1812	TACR1	369.5424
TACR2	6.7336	TACR2	16.7656
TACSTD2	3388.0547	TACSTD2	5062.8711
TADA1	354.1849	TADA1	520.0838
TADA2A	229.7488	TADA2A	240.6567
TADA2B	1139.0479	TADA2B	870.4156
TADA3	1182.051	TADA3	758.8299
TAF10	582.8564	TAF10	409.0115
TAF11	830.3818	TAF11	626.2662
TAF12	354.7236	TAF12	343.6954
TAF13	246.4481	TAF13	206.7761
TAF15	1528.7859	TAF15	1260.9151
TAF1A	103.9661	TAF1A	162.7663
TAF1B	266.9181	TAF1B	333.9155
TAF1C	325.6346	TAF1C	551.5194
TAF1D	553.4442	TAF1D	1438.7076
TAF1L	49.8283	TAF1L	55.5362
TAF1	1751.8012	TAF1	1844.5686
TAF2	1743.721	TAF2	1134.4743
TAF3	268.2648	TAF3	322.7384
TAF4B	205.2387	TAF4B	674.1181
TAF4	1186.7214	TAF4	458.9591
TAF5L	650.1919	TAF5L	770.8697
TAF5	151.1009	TAF5	158.5749
TAF6L	143.8287	TAF6L	100.5938
TAF6	1061.2565	TAF6	477.4712
TAF7	1888.8964	TAF7	3758.9941
TAF8	621.103	TAF8	523.2274
TAF9B	1003.0301	TAF9B	1212.7139
TAF9	977.4426	TAF9	1408.6622
TAGAP	468.1166	TAGAP	317.1498
TAGLN2	11453.2355	TAGLN2	4358.3654
TAGLN	6716.8541	TAGLN	12740.1851
TAL1	93.4617	TAL1	176.0391
TALDO1	2132.651	TALDO1	1082.0817
TANC1	1382.5332	TANC1	1818.3723
TANC2	1504.2758	TANC2	994.4115
TANK	950.5084	TANK	3752.707
TAOK1	1368.7967	TAOK1	1015.3685
TAOK2	897.7173	TAOK2	516.9403
TAOK3	1200.1885	TAOK3	1587.8449
TAP1	2407.6493	TAP1	707.6493
TAP2	1236.8433	TAP2	932.2389
TAPBPL	352.3184	TAPBPL	415.3056
TAPBP	4713.218	TAPBP	2411.1072
TAPT1	703.2523	TAPT1	1137.6179
TARBP1	705.407	TARBP1	1324.4848
TARBP2	282.5399	TARBP2	167.6563
TARDBP	3647.4311	TARDBP	4017.1149
TARP	66.5275	TARP	50.9955
TARS2	577.4695	TARS2	327.9776
TARSL2	225.4394	TARSL2	566.5386
TARS	3209.2115	TARS	1848.4108
removed	removed	TAS1R1	8.0335
TAS2R14	5.4703	TAS2R14	14.9948
TAS2R20	10.235	TAS2R20	30.737
removed	removed	TAS2R31	6.9857
removed	removed	TAS2R3	5.2393
removed	removed	TAS2R4	19.5599
TAS2R5	18.3153	TAS2R5	37.0241
TASP1	203.6227	TASP1	273.8386
TATDN1	802.1009	TATDN1	819.0709
TATDN2	1265.1	TATDN2	1330.0733
TATDN3	312.7062	TATDN3	396.7866
TAT	5.6562	TAT	901.5019
TAX1BP1	3796.6467	TAX1BP1	4282.92
TAX1BP3	1507.4109	TAX1BP3	982.3716
TAZ	195.5424	TAZ	225.2882
TBC1D10A	457.852	TBC1D10A	215.2288
TBC1D10B	953.7405	TBC1D10B	581.2085
TBC1D10C	112.8544	TBC1D10C	49.249
TBC1D12	549.1886	TBC1D12	781.3482
TBC1D13	765.201	TBC1D13	997.555
TBC1D14	2034.3411	TBC1D14	2508.5575
TBC1D15	1219.3118	TBC1D15	2463.4998
TBC1D16	490.7414	TBC1D16	263.3601
TBC1D17	482.6422	TBC1D17	710.7649
TBC1D19	186.9234	TBC1D19	199.4411
TBC1D1	1243.822	TBC1D1	1208.8718
TBC1D20	1793.5493	TBC1D20	1444.6385
TBC1D22A	283.3479	TBC1D22A	231.5753
TBC1D22B	472.4503	TBC1D22B	445.4977
TBC1D23	1160.8646	TBC1D23	1348.9347
TBC1D24	336.2952	TBC1D24	260.2166
TBC1D25	380.3111	TBC1D25	481.6626
removed	removed	TBC1D26	5.5885
TBC1D2B	1776.3114	TBC1D2B	1484.8061
TBC1D2	244.832	TBC1D2	224.9389
TBC1D3B	44.1721	TBC1D3B	83.4789
TBC1D3C	22.3554	TBC1D3C	63.5697
removed	removed	TBC1D3H	10.4785
TBC1D3	303.2469	TBC1D3	385.0367
TBC1D4	1053.1277	TBC1D4	3874.2578
TBC1D5	1779.8128	TBC1D5	2755.1519
TBC1D7	757.3847	TBC1D7	270.8837
TBC1D8B	352.0302	TBC1D8B	503.6675
TBC1D8	1015.6892	TBC1D8	668.8788
TBC1D9B	2478.4863	TBC1D9B	2032.8327
TBC1D9	7703.185	TBC1D9	3960.8802
TBCA	941.6201	TBCA	1041.9141
TBCB	507.4702	TBCB	247.9742
TBCCD1	406.7066	TBCCD1	431.3657
TBCC	370.8841	TBCC	332.8676
TBCD	1529.4162	TBCD	995.3755
TBCEL	479.9677	TBCEL	609.8498
