gene_id	TCGA-E9-A1RB-01A-11R-A157-07	gene_id	TCGA-E9-A1RB-11A-33R-A157-07
STMN1	8921.9563	STMN1	1769.0326
STMN2	121.488	STMN2	74.6467
STMN3	308.5328	STMN3	404.4663
STOML1	126.4308	STOML1	192.0825
STOML2	1669.0947	STOML2	1201.2181
STOM	8891.7794	STOM	7739.8298
removed	removed	STON1-GTF2A1L	14.5514
STON1	210.1977	STON1	1241.0119
STON2	410.2497	STON2	435.6992
STOX1	184.4433	STOX1	285.1566
removed	removed	STOX2	107.4412
STRA13	758.845	STRA13	232.6853
STRA6	98.5952	STRA6	8.4329
STRADA	415.1925	STRADA	404.4663
STRADB	340.2706	STRADB	710.8612
STRAP	3954.4745	STRAP	2305.6141
STRBP	2276.795	STRBP	762.3956
STRC	15.3486	STRC	9.6822
STRN3	457.5911	STRN3	847.3491
STRN4	1137.3569	STRN4	889.5135
STRN	408.949	STRN	791.7545
STS	414.4121	STS	1597.8762
STT3A	7412.8512	STT3A	3706.4106
STT3B	2586.8887	STT3B	2312.7977
STUB1	2082.8824	STUB1	1133.0397
STX10	378.7721	STX10	219.8798
STX11	45.7856	STX11	583.1186
STX12	959.1571	STX12	2663.231
STX16	1268.9906	STX16	1427.3444
STX17	751.821	STX17	1271.1798
STX18	420.3954	STX18	426.017
removed	removed	STX19	33.1069
STX1A	89.961	STX1A	24.0431
STX1B	104.5786	STX1B	51.222
STX2	316.3371	STX2	370.1101
STX3	1440.6868	STX3	606.231
STX4	844.4329	STX4	505.661
STX5	1012.7471	STX5	938.2369
STX6	2301.0406	STX6	1143.7776
STX7	964.6202	STX7	2802.2175
STX8	203.4339	STX8	432.5759
STXBP1	497.9188	STXBP1	1776.8408
STXBP2	1116.025	STXBP2	450.3787
STXBP3	764.0479	STXBP3	925.4314
STXBP4	106.9199	STXBP4	156.1646
STXBP5	228.3611	STXBP5	660.5513
removed	removed	STXBP6	86.5152
STYK1	143.6004	STYK1	57.7809
STYXL1	741.155	STYXL1	471.6171
STYX	603.2778	STYX	599.3597
SUB1	6328.564	SUB1	3326.3059
SUCLA2	625.5437	SUCLA2	1909.184
SUCLG1	1466.4412	SUCLG1	2413.0554
SUCLG2	1924.2976	SUCLG2	1820.8792
SUCNR1	7.2841	SUCNR1	66.5261
SUDS3	2463.0593	SUDS3	1444.5225
SUFU	523.4131	SUFU	692.1215
SUGT1L1	23.0307	SUGT1L1	84.4038
removed	removed	SUGT1P1	11.8685
SUGT1	488.0333	SUGT1	650.2694
SULF1	45634.2352	SULF1	6267.8223
SULF2	5748.9594	SULF2	2627.3132
SULT1A1	375.1301	SULT1A1	230.8113
SULT1A2	26.5349	SULT1A2	15.3041
SULT1A3	841.8418	SULT1A3	406.8525
removed	removed	SULT1B1	16.2411
SULT1C2	25.4943	removed	removed
removed	removed	SULT1C4	121.1837
SULT2B1	65.8169	SULT2B1	35.9179
SULT4A1	22.8928	removed	removed
SUMF1	2103.2778	SUMF1	1384.5553
SUMF2	2251.0406	SUMF2	2766.2997
SUMO1P3	152.4454	SUMO1P3	130.2413
SUMO1	2151.1446	SUMO1	1776.8408
SUMO2	3508.0645	SUMO2	2769.423
SUMO3	3704.7347	SUMO3	2068.5563
SUN1	2727.565	SUN1	3990.0055
SUN2	1024.974	SUN2	6551.1049
SUOX	939.3861	SUOX	709.6119
SUPT16H	3585.5879	SUPT16H	3988.1315
SUPT3H	50.4683	SUPT3H	128.055
SUPT4H1	1178.1504	SUPT4H1	1248.0362
SUPT5H	2254.9428	SUPT5H	1947.9972
SUPT6H	1821.5401	SUPT6H	3137.9714
SUPT7L	856.6597	SUPT7L	830.7957
SUPV3L1	1054.8907	SUPV3L1	540.9542
SURF1	696.6701	SURF1	527.2117
SURF2	277.8356	SURF2	138.9865
SURF4	9148.0229	SURF4	5759.6627
SURF6	990.3746	SURF6	520.3404
SUSD1	156.6077	SUSD1	247.0524
SUSD2	84.5473	SUSD2	158.6632
SUSD3	2238.5536	SUSD3	221.4414
SUSD4	711.2383	SUSD4	145.2331
SUSD5	166.7534	SUSD5	87.1398
SUV39H1	405.5671	SUV39H1	176.466
SUV39H2	583.7669	SUV39H2	152.729
SUV420H1	1092.3517	SUV420H1	1550.4021
SUV420H2	178.7201	SUV420H2	73.085
SUZ12P	161.0302	SUZ12P	103.381
SUZ12	1160.5099	SUZ12	1014.4452
SV2A	64.256	SV2A	81.8302
SV2B	5.2029	SV2B	191.1455
SVEP1	207.9839	SVEP1	6721.6616
SVIL	2200.6738	SVIL	2708.9685
SVIP	419.8751	SVIP	284.2196
removed	removed	SVOPL	18.7398
SWAP70	2028.8762	SWAP70	3424.3773
SYAP1	2128.7721	SYAP1	1163.4263
SYBU	330.6452	SYBU	500.3514
removed	removed	SYCE1	70.4896
SYCE2	29.1363	removed	removed
SYCP1	7.5442	removed	removed
removed	removed	SYCP2L	7.1836
SYCP2	139.4381	SYCP2	188.6468
SYDE1	216.1811	SYDE1	406.028
SYDE2	235.692	SYDE2	237.6825
SYF2	1349.3757	SYF2	1605.9967
SYK	280.437	SYK	666.8228
SYMPK	1110.0416	SYMPK	1290.5442
SYN1	17.9501	SYN1	5.3096
removed	removed	SYN2	286.4059
removed	removed	SYN3	6.2466
SYNCRIP	4584.8075	SYNCRIP	4317.0141
SYNC	51.5739	SYNC	185.055
SYNE1	670.9157	SYNE1	4835.1683
SYNE2	1439.6462	SYNE2	7281.9552
SYNGAP1	260.666	SYNGAP1	327.9457
SYNGR1	370.9912	SYNGR1	558.1635
SYNGR2	3796.8262	SYNGR2	1960.4904
SYNGR3	134.4953	SYNGR3	12.1808
SYNJ1	197.7107	SYNJ1	529.398
SYNJ2BP	739.5942	SYNJ2BP	1515.1089
SYNJ2	399.5838	SYNJ2	636.2146
SYNM	386.3163	SYNM	6202.2332
removed	removed	SYNPO2L	5.9343
SYNPO2	702.3933	SYNPO2	6384.3211
SYNPO	643.0801	SYNPO	3541.8131
SYNRG	477.3673	SYNRG	1366.1279
SYPL1	4177.9396	SYPL1	3596.1584
SYPL2	13.7877	SYPL2	63.4028
SYP	13.2674	SYP	32.1699
SYS1-DBNDD2	14.6592	SYS1-DBNDD2	8.3361
SYS1	1144.7294	SYS1	1094.7544
SYT11	390.2185	SYT11	629.6557
SYT12	889.9584	SYT12	245.1784
SYT13	8002.3413	SYT13	695.5571
SYT15	18.7305	SYT15	273.9127
SYT17	210.9781	SYT17	109.3152
SYT1	836.8887	SYT1	117.4358
SYT2	5.2029	SYT2	7.4959
SYT7	1216.9615	SYT7	946.9821
removed	removed	SYT8	66.2138
SYT9	378.2518	SYT9	37.7918
SYTL1	293.1842	SYTL1	198.9537
SYTL2	2091.3111	SYTL2	953.2287
SYTL3	56.1915	SYTL3	273.9127
SYTL4	1073.1009	SYTL4	867.0258
SYTL5	633.4547	SYTL5	124.307
SYVN1	1629.5525	SYVN1	1448.2705
TAB1	411.7872	TAB1	570.2819
TAB2	1946.41	TAB2	3405.3252
TAB3	982.0499	TAB3	1000.7027
removed	removed	TAC1	7.8082
TACC1	2503.9022	TACC1	10075.1152
TACC2	1105.8793	TACC2	1690.9503
TACC3	970.0832	TACC3	226.4387
TACO1	377.4714	TACO1	286.7182
removed	removed	TACR1	467.2445
TACR2	23.153	TACR2	20.3014
TACSTD2	1520.0312	TACSTD2	1968.6109
TADA1	750.7804	TADA1	355.1183
TADA2A	167.5338	TADA2A	192.0825
TADA2B	621.2279	TADA2B	907.6286
TADA3	1855.1067	TADA3	1266.2481
TAF10	1216.4412	TAF10	537.5185
TAF11	559.0531	TAF11	451.3094
TAF12	1209.9376	TAF12	529.398
TAF13	144.9011	TAF13	152.1043
TAF15	1531.9979	TAF15	1903.3341
TAF1A	284.8595	TAF1A	123.6824
TAF1B	148.283	TAF1B	230.1866
TAF1C	351.1967	TAF1C	418.8335
TAF1D	948.6655	TAF1D	623.8682
TAF1L	28.8762	TAF1L	63.0905
TAF1	1406.6077	TAF1	2185.992
TAF2	1434.9636	TAF2	868.5875
TAF3	267.1696	TAF3	332.0059
TAF4B	329.0843	TAF4B	286.0935
TAF4	648.283	TAF4	441.0088
TAF5L	1798.3871	TAF5L	688.3735
TAF5	172.7367	TAF5	158.3509
TAF6L	210.4579	TAF6L	137.1125
TAF6	1800.9886	TAF6	788.3408
TAF7	2308.5328	TAF7	2943.3903
TAF8	266.9095	TAF8	550.324
TAF9B	741.6753	TAF9B	980.089
TAF9	1009.6254	TAF9	1005.8
TAGAP	66.077	TAGAP	580.3076
TAGLN2	21192.2477	TAGLN2	8512.2199
TAGLN	5414.1519	TAGLN	8765.5189
TAL1	19.2508	TAL1	214.2578
TALDO1	3659.7294	TALDO1	2808.4641
TANC1	456.0354	TANC1	1171.8591
TANC2	1744.2768	TANC2	961.9739
TANK	448.7513	TANK	1499.1801
TAOK1	257.5442	TAOK1	1365.5032
TAOK2	1534.8595	TAOK2	1148.7468
TAOK3	1002.3413	TAOK3	1205.2784
TAP1	1413.1113	TAP1	1042.2425
TAP2	876.7482	TAP2	834.9934
TAPBPL	501.0484	TAPBPL	456.035
TAPBP	3230.4891	TAPBP	1970.4849
TAPT1	559.0531	TAPT1	932.9273
TARBP1	2008.845	TARBP1	586.2419
TARBP2	619.667	TARBP2	213.0085
TARDBP	5412.8512	TARDBP	3282.2675
TARP	13.2674	TARP	23.1124
TARS2	1246.0978	TARS2	532.2089
TARSL2	220.3434	TARSL2	370.1101
TARS	5308.0125	TARS	1878.6601
TAS1R3	15.0884	TAS1R3	9.9945
TAS2R14	12.3985	TAS2R14	6.8619
TAS2R20	25.2341	TAS2R20	19.9891
removed	removed	TAS2R4	6.8712
removed	removed	TAS2R5	13.7425
TASP1	263.0073	TASP1	211.7592
TATDN1	547.3465	TATDN1	501.2884
TATDN2	2350.4162	TATDN2	1278.9881
TATDN3	281.7378	TATDN3	361.9895
removed	removed	TAT	3748.2627
TAX1BP1	3397.5026	TAX1BP1	3513.3911
TAX1BP3	1311.9381	TAX1BP3	1565.2159
TAZ	459.1571	TAZ	222.3784
TBC1D10A	210.1899	TBC1D10A	401.4055
TBC1D10B	2958.897	TBC1D10B	939.1739
TBC1D10C	18.2102	TBC1D10C	68.7124
TBC1D12	425.8585	TBC1D12	813.9299
TBC1D13	1267.1696	TBC1D13	1280.862
TBC1D14	1223.7253	TBC1D14	2297.4936
TBC1D15	992.4558	TBC1D15	1574.7638
TBC1D16	435.2237	TBC1D16	1113.1413
TBC1D17	341.2669	TBC1D17	966.6995
TBC1D19	86.3684	TBC1D19	116.4988
TBC1D1	1238.2934	TBC1D1	1096.9001
TBC1D20	1749.4797	TBC1D20	1624.4241
TBC1D22A	239.5942	TBC1D22A	320.7621
TBC1D22B	323.923	TBC1D22B	324.0978
TBC1D23	1286.6805	TBC1D23	1138.1276
TBC1D24	739.8725	TBC1D24	368.2361
TBC1D25	385.796	TBC1D25	476.9267
TBC1D2B	1233.3507	TBC1D2B	3631.1392
TBC1D2	296.8262	TBC1D2	217.3811
TBC1D3B	82.9865	TBC1D3B	51.8466
TBC1D3C	23.6733	TBC1D3C	15.6165
TBC1D3	248.7513	TBC1D3	218.5242
TBC1D4	648.8033	TBC1D4	2633.5598
TBC1D5	1143.3403	TBC1D5	2358.0854
TBC1D7	222.4246	TBC1D7	118.9974
TBC1D8B	430.0208	TBC1D8B	327.6333
TBC1D8	399.0635	TBC1D8	736.7846
TBC1D9B	1995.3174	TBC1D9B	3980.9479
TBC1D9	7740.6348	TBC1D9	4036.8548
TBCA	1408.1686	TBCA	1176.8564
TBCB	998.3741	TBCB	495.7851
TBCCD1	305.4891	TBCCD1	242.9921
TBCC	313.2154	TBCC	378.8553
TBCD	2009.7893	TBCD	968.1268
TBCEL	350.6764	TBCEL	542.8281
TBCE	742.8434	TBCE	295.4228
TBCK	972.5911	TBCK	849.879
TBK1	1099.3757	TBK1	692.1215
TBKBP1	62.9553	TBKBP1	284.5319
TBL1XR1	5895.1613	TBL1XR1	4176.7783
TBL1X	1959.1571	TBL1X	1513.8596
TBL2	1331.6857	TBL2	637.4639
TBL3	897.7627	TBL3	480.05
TBPL1	274.974	TBPL1	258.2962
TBP	246.8783	TBP	227.0633
TBRG1	550.9834	TBRG1	897.7309
TBRG4	1423.7773	TBRG4	560.6309
TBX15	46.5661	TBX15	1046.9275
TBX18	28.8762	TBX18	325.1347
TBX19	46.0744	TBX19	81.3149
TBX1	13.2674	TBX1	34.3562
TBX20	83.7669	TBX20	12.1808
removed	removed	TBX21	44.6631
TBX22	14.8283	removed	removed
TBX2	78.3039	TBX2	133.3646
TBX3	336.8887	TBX3	1688.1393
removed	removed	TBX4	5.6219
TBX5	73.8814	TBX5	167.4084
TBX6	42.6639	TBX6	22.1754
TBXA2R	25.2341	TBXA2R	25.9233
TBXAS1	167.2737	TBXAS1	268.2908
TC2N	1756.5036	TC2N	2487.702
removed	removed	TCAP	56.5316
TCEA1	2186.5245	TCEA1	1683.142
TCEA2	133.4547	TCEA2	222.6907
TCEA3	1668.0541	TCEA3	582.1816
TCEAL1	383.1946	TCEAL1	376.669
removed	removed	TCEAL2	29.9836
TCEAL3	393.8606	TCEAL3	246.1154
TCEAL4	1712.539	TCEAL4	1488.2486
TCEAL5	5.7232	TCEAL5	29.9836
TCEAL6	15.3486	TCEAL6	12.4932
TCEAL7	25.7544	TCEAL7	131.4906
TCEAL8	1105.6191	TCEAL8	988.5219
TCEANC	58.0125	TCEANC	94.6357
TCEB1	1651.4048	TCEB1	495.3541
TCEB2	2341.5713	TCEB2	1007.8863
TCEB3	2226.0094	TCEB3	1861.7319
TCERG1	1163.3715	TCERG1	727.727
TCF12	1806.9719	TCF12	2444.9692
TCF15	9.6254	TCF15	25.9233
TCF19	937.565	TCF19	343.2498
TCF20	1387.8772	TCF20	1223.0811
removed	removed	TCF21	14.3671
TCF25	849.3757	TCF25	1665.9639
TCF3	1424.2976	TCF3	781.4476
TCF4	1621.7482	TCF4	4977.5904
TCF7L1	593.3923	TCF7L1	946.9821
TCF7L2	520.0312	TCF7L2	1557.2734
TCF7	137.3569	TCF7	604.0447
TCFL5	923.257	TCFL5	457.2499
TCHP	387.6171	TCHP	364.4975
TCIRG1	765.6087	TCIRG1	500.3514
removed	removed	TCL1A	7.8082
TCN1	8.845	TCN1	25.9233
TCN2	161.8106	TCN2	1004.1384
TCOF1	1174.5578	TCOF1	836.4176
TCP10L	15.1769	TCP10L	15.3041
TCP11L1	222.4532	TCP11L1	338.8772
TCP11L2	157.3881	TCP11L2	357.9293
TCP1	4285.3252	TCP1	3835.6711
TCTA	983.3507	TCTA	946.6698
TCTE3	40.5827	TCTE3	52.159
TCTEX1D1	14.8283	TCTEX1D1	7.8082
TCTEX1D2	541.6233	TCTEX1D2	118.6851
TCTN1	973.4391	TCTN1	592.1762
TCTN2	936.0042	TCTN2	441.9458
TCTN3	1035.3798	TCTN3	1130.007
removed	removed	TDGF1	18.4274
TDG	875.9105	TDG	386.9759
TDO2	161.5505	TDO2	29.0466
TDP1	666.2331	TDP1	345.1238
TDP2	867.3257	TDP2	998.5164
TDRD10	31.7378	TDRD10	41.2275
TDRD1	8.845	TDRD1	7.1836
TDRD3	314.5161	TDRD3	518.1541
TDRD5	158.4287	TDRD5	88.0768
removed	removed	TDRD6	33.1069
TDRD7	323.1009	TDRD7	473.4911
removed	removed	TDRD9	11.8685
TDRKH	1387.0968	TDRKH	349.8087
TEAD1	2251.5609	TEAD1	4986.3356
TEAD2	1156.6077	TEAD2	736.7846
TEAD3	461.2383	TEAD3	406.6526
TEAD4	574.1415	TEAD4	117.4358
TECPR1	74.4017	TECPR1	223.003
TECPR2	403.2258	TECPR2	975.4041
TECR	1926.8991	TECR	1296.4785
removed	removed	TECTA	19.0521
TEC	9.1051	TEC	59.0302
TEF	279.9168	TEF	1093.7768
removed	removed	TEKT3	7.1836
TEK	91.3111	TEK	1391.1142
TELO2	790.0624	TELO2	299.5237
TENC1	752.5338	TENC1	5658.468
TEP1	421.436	TEP1	927.6177
TERF1	1200.5723	TERF1	641.5242
TERF2IP	1059.5734	TERF2IP	1733.427
TERF2	491.4152	TERF2	663.3872
TERT	7.0239	removed	removed
removed	removed	TESC	182.4002
TESK1	523.6733	TESK1	993.8315
TESK2	319.9792	TESK2	218.0058
TES	2172.4558	TES	1477.8949
TET1	98.8554	TET1	159.6002
TET2	449.5317	TET2	1055.048
TET3	623.3091	TET3	639.0255
TEX10	669.8751	TEX10	434.4499
TEX14	87.6691	TEX14	16.2411
TEX15	5.7232	removed	removed
TEX261	2637.6171	TEX261	3481.8459
TEX264	1075.4422	TEX264	664.6365
TEX2	3927.1592	TEX2	2232.2168
TEX9	87.1488	TEX9	86.2029
TFAM	1082.7263	TFAM	752.0887
TFAP2A	1127.2112	TFAP2A	726.1654
TFAP2B	5194.589	TFAP2B	989.7712
TFAP2C	523.153	TFAP2C	1040.0562
removed	removed	TFAP2E	5.9343
TFAP4	528.8762	TFAP4	237.3702
TFB1M	128.2518	TFB1M	135.2385
TFB2M	1098.0749	TFB2M	317.0141
TFCP2L1	116.8054	TFCP2L1	296.4004
TFCP2	900.3642	TFCP2	748.9654
TFDP1	3601.1967	TFDP1	1441.7116
TFDP2	266.9095	TFDP2	424.4554
TFDP3	63.4755	TFDP3	9.0575
TFE3	1434.4433	TFE3	2314.6717
TFEB	178.9802	TFEB	295.1511
TFEC	125.1301	TFEC	164.9098
TFF1	1766.129	TFF1	245.1784
TFF2	9.1051	removed	removed
TFF3	719.0427	TFF3	550.6364
TFG	4300.9886	TFG	1480.4404
TFIP11	624.3496	TFIP11	752.8883
TFPI2	797.8668	TFPI2	187.3975
TFPI	128.512	TFPI	1994.5342
TFPT	123.5432	TFPT	104.8583
TFR2	259.8855	TFR2	26.2357
TFRC	10701.6129	TFRC	2974.9356
TF	1224.5057	TF	1412.3526
TGDS	183.6629	TGDS	285.4689
TGFA	43.4443	TGFA	306.3949
TGFB1I1	449.5317	TGFB1I1	447.5677
TGFB1	418.3143	TGFB1	512.8445
TGFB2	1647.2425	TGFB2	418.5211
TGFB3	457.076	TGFB3	598.7351
TGFBI	3936.7846	TGFBI	3633.0132
TGFBR1	1015.8689	TGFBR1	2120.0906
TGFBR2	829.0843	TGFBR2	15488.4048
TGFBR3	2365.5047	TGFBR3	9447.6458
TGFBRAP1	224.5057	TGFBRAP1	397.5951
TGIF1	1269.5109	TGIF1	887.0149
TGIF2	2160.7206	TGIF2	578.2962
removed	removed	TGM1	5.9343
TGM2	3712.539	TGM2	1121.2618
removed	removed	TGM5	10.9315
TGOLN2	5560.6139	TGOLN2	8871.7108
TGS1	1475.5463	TGS1	688.3735
TG	7.0239	TG	6.8712
TH1L	3802.5494	TH1L	1485.75
THADA	949.5317	THADA	1089.7166
THAP10	78.0437	THAP10	65.9015
THAP11	450.5723	THAP11	595.2994
THAP1	416.7534	THAP1	300.1484
THAP2	146.2019	THAP2	203.6386
THAP3	182.898	THAP3	269.8056
THAP4	690.1665	THAP4	635.5899
THAP5	868.3663	THAP5	754.8997
THAP6	396.462	THAP6	414.1485
THAP7	211.4984	THAP7	177.4436
THAP8	81.9459	THAP8	69.9617
THAP9	137.3569	THAP9	129.3043
THBD	285.64	THBD	986.9603
THBS1	12229.7086	THBS1	15180.7605
THBS2	5790.3226	THBS2	5755.6024
THBS3	980.2289	THBS3	812.7024
THBS4	113.9386	THBS4	1538.8459
THEM4	750.7804	THEM4	312.3292
THEMIS	5.7232	THEMIS	74.022
THG1L	160.5099	THG1L	173.655
THNSL1	458.6368	THNSL1	278.2853
THNSL2	25.2341	THNSL2	166.4715
THOC1	753.642	THOC1	391.3485
THOC2	2354.5786	THOC2	1808.386
THOC3	490.3746	THOC3	460.6856
THOC4	1265.8689	THOC4	416.3348
THOC5	427.9396	THOC5	630.2803
THOC6	696.1837	THOC6	185.1206
THOC7	1680.5411	THOC7	912.3136
THOP1	554.1103	THOP1	236.4332
THPO	170.3954	THPO	21.863
THRAP3	3998.179	THRAP3	3872.5697
THRA	337.9527	THRA	1550.1991
THRB	377.9917	THRB	2309.6744
THRSP	180.5411	THRSP	1892.7149
THSD1P1	58.6707	THSD1P1	104.318
THSD1	38.5016	THSD1	311.0799
THSD4	1356.9199	THSD4	1730.9284
THSD7A	46.8262	THSD7A	255.7976
removed	removed	THSD7B	77.1453
THTPA	180.5411	THTPA	359.1786
THUMPD1	2464.36	THUMPD1	2061.3727
THUMPD2	294.7451	THUMPD2	161.4742
THUMPD3	898.283	THUMPD3	907.6286
THY1	2266.6493	THY1	789.5682
THYN1	681.3215	THYN1	829.234
TIA1	1745.5775	TIA1	1398.6101
TIAF1	202.5754	TIAF1	183.7745
TIAL1	1914.4121	TIAL1	1329.5854
TIAM1	311.3944	TIAM1	305.458
TIAM2	36.0978	TIAM2	113.4848
TICAM1	313.9958	TICAM1	321.6991
TICAM2	125.1119	TICAM2	158.1822
TIE1	184.4433	TIE1	983.2123
TIFA	540.3226	TIFA	495.9788
TIGD1	112.1228	TIGD1	77.4576
TIGD2	156.6077	TIGD2	199.5784
TIGD3	12.7471	TIGD3	10.3069
TIGD4	7.5442	TIGD4	9.0575
TIGD5	207.8564	TIGD5	74.022
TIGD6	156.6077	TIGD6	214.2578
TIGD7	768.0775	TIGD7	332.0528
TIGIT	22.6327	TIGIT	37.1672
removed	removed	TIMD4	25.9233
TIMELESS	2971.384	TIMELESS	524.713
TIMM10	670.9157	TIMM10	284.5319
TIMM13	717.4818	TIMM13	442.2581
TIMM16	329.1051	TIMM16	101.6725
TIMM17A	2984.6514	TIMM17A	744.5928
TIMM17B	819.719	TIMM17B	333.2553
TIMM22	431.8418	TIMM22	374.4827
TIMM44	507.0239	TIMM44	358.5539
TIMM50	817.6379	TIMM50	498.1651
TIMM8A	303.0697	TIMM8A	100.8823
TIMM8B	880.8533	TIMM8B	401.343
TIMM9	448.4912	TIMM9	589.6775
TIMP1	3348.3351	TIMP1	1993.2849
TIMP2	7526.5349	TIMP2	26606.3871
TIMP3	4494.7971	TIMP3	38798.1573
TIMP4	53.8502	TIMP4	2666.979
TINAGL1	883.1946	TINAGL1	1524.4788
TINF2	757.0239	TINF2	1070.0398
TIPARP	2167.2711	TIPARP	1322.0895
TIPIN	243.2362	TIPIN	69.3371
TIPRL	1857.4402	TIPRL	946.3575
TIRAP	184.1831	TIRAP	208.3236
TJAP1	343.3923	TJAP1	447.5677
TJP1	1538.5016	TJP1	3554.9309
TJP2	645.4214	TJP2	2840.0094
TJP3	950.8325	TJP3	213.0085
TK1	2005.4631	TK1	216.4441
TK2	616.5453	TK2	1585.383
TKT	7226.847	TKT	5645.0379
TLCD1	209.1571	TLCD1	31.5452
TLE1	614.204	TLE1	1373.6238
TLE2	195.3694	TLE2	566.5652
TLE3	2495.0572	TLE3	1203.0921
TLE4	79.6046	TLE4	589.9898
TLE6	20.2914	TLE6	6.2466
TLK1	921.9563	TLK1	1526.0404
TLK2	803.8502	TLK2	714.2969
TLL1	37.9813	TLL1	311.3922
TLL2	15.3486	TLL2	8.7452
TLN1	4316.077	TLN1	16655.579
TLN2	906.3476	TLN2	3908.7968
TLR10	7.2841	TLR10	44.3507
TLR1	109.001	TLR1	465.9952
TLR2	341.051	TLR2	553.135
TLR3	44.4849	TLR3	555.009
TLR4	213.5796	TLR4	1792.1449
TLR5	339.23	TLR5	550.9487
TLR6	36.6805	TLR6	86.8275
TLR7	90.7908	TLR7	138.6742
TLR8	26.0146	TLR8	163.6605
TLR9	23.7487	TLR9	33.9471
TM2D1	547.6067	TM2D1	342.6251
TM2D2	2215.4006	TM2D2	1010.6973
TM2D3	773.9334	TM2D3	798.6258
TM4SF18	39.0219	TM4SF18	344.1868
TM4SF19	13.7331	removed	removed
TM4SF1	2253.1217	TM4SF1	3614.8981
TM6SF1	69.1988	TM6SF1	179.277
TM6SF2	5.4448	TM6SF2	5.3096
TM7SF2	530.1769	TM7SF2	1941.1259
TM7SF3	2890.999	TM7SF3	1763.4106
TM7SF4	8.0645	removed	removed
TM9SF1	1300.5255	TM9SF1	1491.9622
TM9SF2	3993.7565	TM9SF2	4959.163
TM9SF3	4859.001	TM9SF3	7353.7909
TM9SF4	2963.3195	TM9SF4	1922.6985
TMBIM1	1234.3913	TMBIM1	8121.4961
TMBIM4	1665.2992	TMBIM4	1615.4884
TMBIM6	36581.4256	TMBIM6	23335.3635
removed	removed	TMC1	5.6219
removed	removed	TMC2	38.7288
TMC4	713.3195	TMC4	408.2143
TMC5	595.4735	TMC5	201.7647
TMC6	443.2882	TMC6	298.2744
TMC7	111.6025	TMC7	106.8166
TMC8	105.6191	TMC8	243.9291
TMCC1	1054.3704	TMCC1	1041.6179
TMCC2	23.9334	TMCC2	56.2193
TMCC3	80.9053	TMCC3	633.7159
TMCO1	5170.3954	TMCO1	2288.1237
TMCO3	1545.2653	TMCO3	1166.8619
TMCO4	500.7804	TMCO4	543.1405
TMCO6	136.0562	TMCO6	223.94
TMCO7	230.2289	TMCO7	394.1594
TMED10P1	68.4183	TMED10P1	75.5837
TMED10	6951.0926	TMED10	8463.1842
TMED1	478.7851	TMED1	302.8719
TMED2	16951.6129	TMED2	7211.9934
TMED3	2470.8637	TMED3	1052.8617
TMED4	1400.1041	TMED4	1079.722
TMED5	1423.257	TMED5	2345.5766
TMED7-TICAM2	132.3127	TMED7-TICAM2	193.641
TMED7	2651.0042	TMED7	2456.3286
TMED8	472.6847	TMED8	462.5595
TMED9	2920.6556	TMED9	1796.8299
TMEFF1	69.6982	TMEFF1	54.1079
removed	removed	TMEM100	1054.7357
TMEM101	120.4475	TMEM101	505.0363
TMEM102	123.5692	TMEM102	75.5837
TMEM104	506.2435	TMEM104	375.4197
TMEM106A	80.9053	TMEM106A	135.5509
TMEM106B	1654.7867	TMEM106B	1925.8218
TMEM106C	5271.3319	TMEM106C	1309.9086
TMEM107	286.1602	TMEM107	213.6332
TMEM108	180.281	TMEM108	63.4028
TMEM109	2477.1072	TMEM109	3861.3258
TMEM110	244.4771	TMEM110	267.0415
TMEM111	1472.1644	TMEM111	2028.5781
TMEM115	1106.1394	TMEM115	884.204
TMEM116	289.0219	TMEM116	206.1373
TMEM117	52.5494	TMEM117	106.5043
TMEM119	296.5661	TMEM119	598.1104
TMEM11	346.514	TMEM11	440.3842
TMEM120A	523.6733	TMEM120A	945.4205
TMEM120B	574.9922	TMEM120B	298.468
TMEM121	49.948	TMEM121	25.2987
TMEM123	11920.1353	TMEM123	6139.455
TMEM125	860.5619	TMEM125	179.9016
TMEM126A	293.1842	TMEM126A	282.3456
TMEM126B	771.8522	TMEM126B	548.1377
TMEM127	2367.3257	TMEM127	2143.2029
TMEM128	409.4693	TMEM128	456.6253
TMEM129	228.4079	TMEM129	523.7761
TMEM130	11.4464	TMEM130	34.3562
TMEM131	1517.4298	TMEM131	1852.7368
TMEM132A	873.3091	TMEM132A	236.7455
removed	removed	TMEM132B	11.8685
removed	removed	TMEM132C	1950.8082
TMEM133	101.717	TMEM133	173.9674
TMEM134	514.5682	TMEM134	249.8634
TMEM135	950.5723	TMEM135	1172.4838
TMEM136	86.8887	TMEM136	162.0989
TMEM138	904.2664	TMEM138	465.6828
TMEM139	98.8554	TMEM139	177.7153
TMEM140	433.655	TMEM140	1642.4299
TMEM141	1292.924	TMEM141	443.8198
TMEM143	94.4329	TMEM143	123.37
TMEM144	214.36	TMEM144	473.8034
TMEM145	33.2986	removed	removed
TMEM147	1646.9823	TMEM147	833.2943
TMEM149	182.6041	TMEM149	80.8027
TMEM14A	589.4901	TMEM14A	296.4004
TMEM14B	626.1707	TMEM14B	811.7436
TMEM14C	1244.5369	TMEM14C	1816.5066
TMEM150A	398.0229	TMEM150A	297.3374
TMEM150B	9.1051	TMEM150B	24.3617
