gene_id	TCGA-BH-A18Q-01A-12R-A12D-07	gene_id	TCGA-BH-A18Q-11A-34R-A12D-07
RPS6KA6	73.7054	RPS6KA6	114.9859
RPS6KB1	1097.5326	RPS6KB1	1169.9654
RPS6KB2	680.7159	RPS6KB2	371.0336
RPS6KC1	683.2574	RPS6KC1	670.7509
RPS6KL1	100.3918	RPS6KL1	121.5834
RPS6	30716.086	RPS6	31535.6582
RPS7	4838.2929	RPS7	6117.8134
RPS8	14550.8843	RPS8	19317.3107
RPS9	10858.4136	RPS9	11186.6164
RPSAP58	6417.8757	RPSAP58	6374.4895
RPSAP9	18.6381	RPSAP9	13.8234
RPSA	3818.2781	RPSA	3966.6981
RPTOR	1130.5729	RPTOR	834.4329
RPUSD1	487.5569	RPUSD1	215.5199
RPUSD2	138.5153	RPUSD2	149.5445
RPUSD3	483.7446	RPUSD3	316.3682
RPUSD4	389.7067	RPUSD4	495.4445
RQCD1	221.1162	RQCD1	201.6965
RRAD	42.783	RRAD	63.4621
RRAGA	1682.5161	RRAGA	1956.0163
RRAGB	288.0441	RRAGB	414.0748
RRAGC	449.1496	RRAGC	511.4672
RRAGD	475.2727	RRAGD	420.3582
RRAS2	277.0306	RRAS2	500.1571
RRAS	526.104	RRAS	759.0324
RRBP1	10020.1207	RRBP1	2685.831
RREB1	1401.2496	RREB1	1479.4219
RRH	13.9786	RRH	5.9692
RRM1	2819.8666	RRM1	1437.9516
RRM2B	944.6151	RRM2B	1089.8523
RRM2	1210.2086	RRM2	68.1747
RRN3P1	36.4291	RRN3P1	87.339
RRN3P2	11.437	RRN3P2	12.8809
RRN3P3	137.9096	RRN3P3	65.1398
RRN3	1597.7973	RRN3	1409.0481
RRP12	633.2733	RRP12	556.7075
RRP15	832.7862	RRP15	693.0569
RRP1B	1319.0723	RRP1B	1054.3512
RRP1	923.4353	RRP1	326.4216
RRP7A	684.5282	RRP7A	366.9494
RRP7B	315.6285	RRP7B	209.4439
RRP8	180.0275	RRP8	278.9821
RRP9	288.0441	RRP9	209.2366
RRS1	303.2934	RRS1	228.4009
RSAD1	707.8259	RSAD1	773.17
RSAD2	707.4023	RSAD2	194.4706
RSBN1L	425.7715	RSBN1L	701.863
RSBN1	788.3088	RSBN1	1080.4273
RSC1A1	196.3613	RSC1A1	428.1087
RSF1	1112.782	RSF1	1393.3396
RSL1D1	4898.8669	RSL1D1	4489.7895
RSL24D1	1616.4355	RSL24D1	2425.0707
RSPH1	26.2628	RSPH1	38.6428
RSPH3	125.8075	RSPH3	193.5281
RSPH4A	21.6033	RSPH4A	46.497
removed	removed	RSPH9	11.6243
RSPO1	14.4022	RSPO1	70.3739
RSPO3	61.8448	RSPO3	879.3591
RSPO4	6.7775	RSPO4	18.2218
RSPRY1	697.6596	RSPRY1	478.7936
RSRC1	501.5355	RSRC1	228.0867
RSRC2	1785.0259	RSRC2	1606.3462
RSU1	5167.4256	RSU1	1615.7713
RTCD1	569.7342	RTCD1	454.6026
RTEL1	411.598	RTEL1	427.6909
RTF1	1581.7007	RTF1	1937.4804
RTKN2	268.1351	RTKN2	50.5812
RTKN	880.2287	RTKN	472.196
RTN1	113.0997	RTN1	526.2331
RTN2	512.1254	RTN2	277.7254
RTN3	5618.5534	RTN3	3795.7901
RTN4IP1	229.1645	RTN4IP1	142.9469
RTN4RL1	169.4377	RTN4RL1	676.4059
RTN4RL2	36.0055	RTN4RL2	22.306
RTN4R	49.9841	RTN4R	36.4436
RTN4	3583.1833	RTN4	6791.0776
RTP4	926.8241	RTP4	123.4684
RTTN	339.299	RTTN	543.1982
RUFY1	873.8748	RUFY1	1008.1684
RUFY2	401.5673	RUFY2	617.6657
RUFY3	759.5044	RUFY3	1112.7867
RUFY4	37.2763	removed	removed
RUNDC1	414.2751	RUNDC1	841.6588
RUNDC2A	49.1369	RUNDC2A	109.3308
RUNDC2C	39.157	RUNDC2C	67.1756
removed	removed	RUNDC3A	6.2834
RUNDC3B	27.9572	RUNDC3B	154.8853
RUNX1T1	24.9921	RUNX1T1	267.3578
RUNX1	3630.6259	RUNX1	3390.1979
RUNX2	92.3435	RUNX2	223.6883
RUNX3	587.1016	RUNX3	546.9683
RUSC1	749.3381	RUSC1	507.0688
RUSC2	1477.9202	RUSC2	930.8828
RUVBL1	1814.83	RUVBL1	533.126
RUVBL2	2136.1855	RUVBL2	793.2768
RWDD1	1123.7954	RWDD1	822.4945
RWDD2A	104.6278	RWDD2A	118.1276
RWDD2B	561.6859	RWDD2B	422.5573
RWDD3	266.8686	RWDD3	311.3415
RWDD4A	500.2647	RWDD4A	547.5966
RXFP1	17.3674	removed	removed
RXRA	1763.4226	RXRA	2524.0339
RXRB	1738.8542	RXRB	1038.6428
removed	removed	RXRG	22.306
RYBP	1486.392	RYBP	1821.8662
RYK	3033.7816	RYK	2092.3657
RYR1	521.8681	RYR1	350.2985
RYR2	166.8961	RYR2	20.7352
RYR3	279.9958	RYR3	203.2674
S100A10	1904.4795	S100A10	3194.1565
S100A11	5939.2142	S100A11	3165.8812
S100A13	1191.9941	S100A13	1113.1008
S100A14	886.5827	S100A14	873.7041
S100A16	1291.9623	S100A16	1948.1621
S100A1	7042.2535	S100A1	727.6155
S100A2	78.3649	S100A2	56.2363
S100A4	885.7355	S100A4	1599.7487
S100A6	5072.1169	S100A6	6779.4533
S100A7A	7.6247	removed	removed
S100A7	184.2635	removed	removed
S100A8	355.8191	S100A8	14.7659
S100A9	1474.5314	S100A9	67.2322
S100B	2516.5731	S100B	772.2275
S100PBP	744.255	S100PBP	775.055
S100P	9.7427	removed	removed
S1PR1	296.5159	S1PR1	1273.0129
S1PR2	249.9206	S1PR2	377.9453
S1PR3	147.8344	S1PR3	2353.4653
S1PR4	18.2146	S1PR4	13.5093
S1PR5	16.5202	S1PR5	15.7085
SAA1	6142.963	SAA1	4058.7496
SAA2	692.1529	SAA2	913.9177
SAA4	34.7347	SAA4	15.3943
SAAL1	221.1162	SAAL1	194.4706
SAC3D1	195.7005	SAC3D1	68.4888
SACM1L	984.8565	SACM1L	1328.3066
SACS	485.0154	SACS	1306.0006
SAE1	3413.322	SAE1	1092.6799
SAFB2	1096.6854	SAFB2	1064.0905
SAFB	1762.999	SAFB	1247.251
SALL1	13.9786	SALL1	27.3327
SALL2	240.6015	SALL2	862.394
SALL4	23.7213	SALL4	13.5093
SAMD10	185.5343	SAMD10	90.1665
SAMD11	5.6507	SAMD11	9.0763
SAMD12	465.53	SAMD12	513.9805
SAMD13	80.9065	SAMD13	56.5504
SAMD1	432.9133	SAMD1	119.0701
removed	removed	SAMD3	32.0452
SAMD4A	919.1994	SAMD4A	770.6566
SAMD4B	2417.0285	SAMD4B	1830.9771
SAMD5	965.7948	SAMD5	1845.4288
SAMD8	91.9199	SAMD8	260.4461
SAMD9L	1413.1102	SAMD9L	1027.961
SAMD9	676.4799	SAMD9	544.4549
SAMHD1	1653.6016	SAMHD1	1032.771
SAMM50	677.3271	SAMM50	927.1128
SAMSN1	138.5153	SAMSN1	84.1973
SAP130	622.6835	SAP130	817.1536
SAP18	1762.999	SAP18	2154.8853
SAP30BP	1027.6395	SAP30BP	945.0204
SAP30L	990.7868	SAP30L	1903.5501
SAP30	156.3063	SAP30	93.9365
SAPS1	1711.7441	SAPS1	1137.9202
SAPS2	1221.2221	SAPS2	1099.2774
SAPS3	2374.6691	SAPS3	2661.9541
SAR1A	2071.7992	SAR1A	2868.6773
SAR1B	294.8216	SAR1B	370.7194
SARDH	25.8392	SARDH	76.6572
SARM1	253.9024	SARM1	576.0038
SARNP	780.7646	SARNP	602.3783
SARS2	541.1585	SARS2	260.7603
SARS	2332.3096	SARS	2335.2183
SART1	1132.2673	SART1	810.2419
SART3	1510.5369	SART3	1494.8162
SASH1	2737.2657	SASH1	3203.2674
SASH3	313.8833	SASH3	256.6761
SASS6	322.7788	SASS6	178.1338
SAT1	2673.7266	SAT1	2404.9639
SAT2	292.28	SAT2	586.2394
SATB1	1510.5369	SATB1	1063.4621
SATB2	210.1027	SATB2	78.2281
SATL1	23.7213	SATL1	29.5319
SAV1	1490.628	SAV1	2359.7235
SBDSP1	289.7384	SBDSP1	644.989
SBDS	1296.6218	SBDS	2612.9438
SBF1	1431.7484	SBF1	1531.8882
SBF2	1029.7321	SBF2	1853.7637
SBK1	685.3754	SBK1	207.3516
SBNO1	614.6352	SBNO1	843.2297
SBNO2	2178.1214	SBNO2	1049.9529
SC4MOL	442.2323	SC4MOL	764.3732
SC5DL	560.4151	SC5DL	2112.7867
SC65	206.714	SC65	227.4584
SCAF1	1543.1537	SCAF1	963.5564
SCAI	294.398	SCAI	603.8329
SCAMP1	1700.3071	SCAMP1	1742.0672
SCAMP2	2054.4319	SCAMP2	1718.1904
SCAMP3	1732.9239	SCAMP3	830.9771
SCAMP4	1114.8999	SCAMP4	1337.7317
SCAMP5	383.7763	SCAMP5	311.6557
SCAND1	246.9554	SCAND1	250.0785
SCAND2	289.3148	SCAND2	523.0914
SCAND3	220.6926	SCAND3	161.1687
SCAPER	690.8821	SCAPER	650.644
SCAP	1620.3325	SCAP	1802.6233
SCARA3	329.5563	SCARA3	1599.4345
SCARA5	108.4401	SCARA5	728.558
SCARB1	2036.6409	SCARB1	1388.3129
SCARB2	3493.3813	SCARB2	7919.8869
SCARF1	142.3277	SCARF1	269.2429
SCARF2	54.2201	SCARF2	166.5096
removed	removed	SCARNA12	5.0267
SCARNA2	5.5067	SCARNA2	5.0267
removed	removed	SCARNA9	11.6243
SCCPDH	574.3937	SCCPDH	1300.3456
SCD5	230.4352	SCD5	634.9356
SCD	2043.4184	SCD	23913.2893
SCEL	49.5605	removed	removed
SCFD1	873.0276	SCFD1	1043.0412
SCFD2	324.8967	SCFD2	334.2758
SCG2	8.4719	SCG2	8.1684
SCG3	5.5067	SCG3	37.7003
SCG5	22.8741	SCG5	92.994
SCGB1D2	1265.6995	SCGB1D2	333.9617
SCGB2A1	231.2824	SCGB2A1	120.9551
SCGB2A2	4066.5043	SCGB2A2	1516.1797
SCGB3A1	219.8454	SCGB3A1	159.2837
SCGBL	30.4988	SCGBL	21.0493
removed	removed	SCGN	93.3082
SCHIP1	327.4383	SCHIP1	410.864
SCIN	28.8044	SCIN	109.0418
SCLT1	293.9744	SCLT1	180.0189
SCLY	125.8075	SCLY	139.1769
SCMH1	1247.9085	SCMH1	1107.1316
SCML1	170.2849	SCML1	318.2532
SCML2	248.2262	SCML2	76.0289
SCML4	29.6516	SCML4	45.2403
SCN11A	8.0483	SCN11A	23.8768
SCN1B	48.2897	SCN1B	85.1398
SCN2A	354.1247	SCN2A	512.7238
SCN2B	15.2494	SCN2B	204.8382
SCN3A	36.4291	SCN3A	357.2102
SCN3B	24.5685	SCN3B	258.5611
SCN4A	52.9493	SCN4A	165.8812
SCN4B	204.1724	SCN4B	1267.9862
SCN5A	15.2494	SCN5A	70.3739
SCN7A	40.2414	SCN7A	325.7933
SCN8A	36.8527	SCN8A	139.8052
SCN9A	8.8955	SCN9A	54.6654
SCNM1	498.994	SCNM1	280.5529
SCNN1A	772.6358	SCNN1A	1662.5825
SCNN1B	301.5991	SCNN1B	330.82
SCNN1D	14.8258	SCNN1D	85.454
SCNN1G	161.813	SCNN1G	153.9428
SCO1	270.6767	SCO1	386.7421
SCO2	502.3827	SCO2	206.409
SCOC	1173.3559	SCOC	1724.7879
SCP2	2419.1465	SCP2	2795.476
SCPEP1	3962.3001	SCPEP1	4243.481
SCRG1	233.4004	SCRG1	45.8687
SCRIB	1627.0253	SCRIB	979.2648
SCRN1	2565.2865	SCRN1	2045.5545
SCRN2	453.6694	SCRN2	794.8476
SCRN3	282.5373	SCRN3	343.3867
SCUBE1	30.4988	SCUBE1	138.5485
SCUBE2	752.7269	SCUBE2	8715.677
SCUBE3	439.6908	SCUBE3	34.8728
SCYL1	1242.2662	SCYL1	1289.4973
SCYL2	1596.9501	SCYL2	1163.9962
SCYL3	970.7381	SCYL3	650.1979
SDAD1	904.3736	SDAD1	1173.7355
SDC1	6029.8634	SDC1	2654.4141
SDC2	3283.2786	SDC2	2378.2595
SDC3	3104.9455	SDC3	3523.0914
SDC4	6415.3341	SDC4	6792.3343
SDCBP2	54.9444	SDCBP2	47.8982
SDCBP	2868.5799	SDCBP	3587.8102
SDCCAG1	762.8931	SDCCAG1	1233.7418
SDCCAG3	405.3796	SDCCAG3	424.4423
SDCCAG8	821.3491	SDCCAG8	628.6522
SDF2L1	283.3845	SDF2L1	114.3575
SDF2	494.758	SDF2	578.6993
SDF4	1575.3468	SDF4	1561.1059
SDHAF1	211.3735	SDHAF1	155.5137
SDHAF2	365.9854	SDHAF2	530.6315
SDHAP1	582.0184	SDHAP1	359.7235
SDHAP2	426.1358	SDHAP2	427.584
SDHAP3	97.8503	SDHAP3	130.3801
SDHA	2776.66	SDHA	1885.3283
SDHB	851.8479	SDHB	887.2133
SDHC	2241.2369	SDHC	1472.5102
SDHD	1394.8957	SDHD	1719.4471
SDK1	457.9053	SDK1	354.6968
SDK2	241.0251	SDK2	499.8429
SDPR	272.7947	SDPR	2945.0204
SDR16C5	307.5294	SDR16C5	75.0864
SDR39U1	491.8564	SDR39U1	589.7801
SDR42E1	493.0636	SDR42E1	280.8671
SDSL	85.9896	SDSL	78.8564
SDS	69.893	SDS	9.4251
SEC11A	1987.0804	SEC11A	1986.4907
SEC11C	1406.7563	SEC11C	685.5168
SEC13	1910.8334	SEC13	1206.0949
SEC14L1	2130.2552	SEC14L1	1989.6324
SEC14L2	613.5296	SEC14L2	944.3198
SEC14L4	8.0483	removed	removed
SEC14L5	13.555	SEC14L5	28.9036
SEC16A	1981.9972	SEC16A	3821.552
SEC16B	411.7844	SEC16B	355.4697
SEC1	5.0831	SEC1	22.6799
SEC22A	450.2806	SEC22A	358.781
SEC22B	1602.4568	SEC22B	1389.2554
SEC22C	471.0367	SEC22C	797.361
SEC23A	584.9836	SEC23A	1452.7176
SEC23B	2743.196	SEC23B	1365.0644
SEC23IP	805.6762	SEC23IP	1367.2636
SEC24A	1022.5564	SEC24A	912.9752
SEC24B	1059.4091	SEC24B	1793.9051
SEC24C	2988.4571	SEC24C	2852.6547
SEC24D	1680.8218	SEC24D	1212.0641
SEC31A	3889.0183	SEC31A	4292.0955
SEC31B	80.9065	SEC31B	270.7666
SEC61A1	14108.995	SEC61A1	5317.5526
SEC61A2	145.852	SEC61A2	154.967
SEC61B	821.7727	SEC61B	748.6648
SEC61G	556.6028	SEC61G	468.7402
SEC62	3308.6943	SEC62	4052.4662
SEC63	6986.3391	SEC63	3048.382
SECISBP2L	1444.4562	SECISBP2L	2458.6868
SECISBP2	639.6272	SECISBP2	1126.9243
SECTM1	1330.933	SECTM1	214.5774
SEH1L	1125.4898	SEH1L	713.792
SEL1L3	658.2654	SEL1L3	725.7304
SEL1L	2632.2143	SEL1L	5320.7666
SELENBP1	3315.0482	SELENBP1	2256.0478
SELE	227.0465	SELE	595.9786
SELK	367.2562	SELK	456.1734
SELL	117.3356	SELL	109.0167
SELM	904.3736	SELM	779.7675
SELO	315.5777	SELO	276.7829
SELPLG	387.5887	SELPLG	295.3189
SELP	103.7806	SELP	373.547
SELS	827.7031	SELS	609.4879
SELT	2187.864	SELT	1652.8432
SEMA3A	29.6516	SEMA3A	178.1338
SEMA3B	57.6088	SEMA3B	397.1096
SEMA3C	1586.7839	SEMA3C	10272.6987
SEMA3D	62.6919	SEMA3D	867.7348
SEMA3E	97.0031	SEMA3E	463.0851
SEMA3F	619.7183	SEMA3F	1149.2303
SEMA3G	409.192	SEMA3G	1823.1228
SEMA4A	1709.6262	SEMA4A	783.5375
SEMA4B	2189.1348	SEMA4B	1382.3437
SEMA4C	941.2263	SEMA4C	1405.278
SEMA4D	720.5337	SEMA4D	629.9089
SEMA4F	205.4432	SEMA4F	294.6905
SEMA4G	125.2187	SEMA4G	157.9485
SEMA5A	514.6669	SEMA5A	3977.0657
SEMA5B	58.456	SEMA5B	21.3635
SEMA6A	751.8797	SEMA6A	719.7612
SEMA6B	94.4615	SEMA6B	179.7047
SEMA6C	200.3601	SEMA6C	282.7521
SEMA6D	112.2525	SEMA6D	1470.6252
SEMA7A	74.5526	SEMA7A	52.7804
SENP1	640.0508	SENP1	606.3462
SENP2	1210.6322	SENP2	1043.0412
SENP3	867.8556	SENP3	860.8168
SENP5	960.288	SENP5	804.5869
SENP6	3175.2621	SENP6	2714.1062
SENP7	607.8577	SENP7	889.4125
SENP8	52.5257	SENP8	50.5812
SEP15	3721.6986	SEP15	2821.2378
SEPHS1	2719.0511	SEPHS1	1204.524
SEPHS2	1976.0669	SEPHS2	1267.672
SEPN1	4135.9737	SEPN1	3111.8442
SEPP1	8041.9951	SEPP1	16302.5259
SEPSECS	302.4463	SEPSECS	466.541
SEPT10	1387.6946	SEPT10	2630.5372
SEPT11	1554.1671	SEPT11	2151.7436
SEPT1	91.9199	SEPT1	114.9859
SEPT2	6092.9789	SEPT2	8758.404
SEPT3	918.7758	SEPT3	190.7006
SEPT4	957.7465	SEPT4	534.0873
SEPT5	591.3375	SEPT5	660.0691
SEPT6	397.3314	SEPT6	981.7782
SEPT7P2	120.7243	SEPT7P2	322.3374
SEPT7	2450.916	SEPT7	3679.5476
SEPT8	1764.4562	SEPT8	1713.4119
SEPT9	6656.7828	SEPT9	4387.9987
SEPW1	2441.1734	SEPW1	2398.0522
SEPX1	507.0423	SEPX1	279.6104
SERAC1	329.5563	SERAC1	280.2388
SERBP1	6214.9741	SERBP1	5801.131
SERF1A	806.0998	SERF1A	441.7216
SERF2	5036.6705	SERF2	3742.416
SERGEF	329.5563	SERGEF	328.935
SERHL2	84.668	SERHL2	376.7955
SERHL	141.9041	SERHL	327.6783
SERINC1	6951.6044	SERINC1	9047.1254
SERINC2	2179.8157	SERINC2	1320.4524
SERINC3	3207.4553	SERINC3	3229.0292
SERINC4	10.8271	SERINC4	8.5925
SERINC5	388.8595	SERINC5	281.8096
SERP1	5836.1029	SERP1	3870.3393
SERP2	9.3191	SERP2	78.5423
SERPINA11	24.5685	SERPINA11	24.191
SERPINA1	1780.3664	SERPINA1	530.0031
SERPINA3	3273.1124	SERPINA3	2616.7138
SERPINA5	93.1907	SERPINA5	337.4175
SERPINA6	120.7243	removed	removed
SERPINB10	6.3539	removed	removed
removed	removed	SERPINB13	5.9692
SERPINB1	559.5679	SERPINB1	896.6384
SERPINB2	170.2849	SERPINB2	19.1643
SERPINB5	4118.6064	SERPINB5	1592.2086
SERPINB6	505.3479	SERPINB6	1942.8212
SERPINB7	18.6381	removed	removed
SERPINB8	204.1724	SERPINB8	213.9491
SERPINB9	369.3741	SERPINB9	459.3151
SERPINE1	263.4756	SERPINE1	378.8878
SERPINE2	4537.541	SERPINE2	581.841
SERPINF1	1474.5314	SERPINF1	4468.7402
SERPINF2	56.338	SERPINF2	118.1276
SERPING1	5542.7301	SERPING1	12212.3783
SERPINH1	3190.5115	SERPINH1	1886.585
SERPINI1	255.4273	SERPINI1	465.5985
SERTAD1	286.7733	SERTAD1	378.5737
SERTAD2	1010.2722	SERTAD2	1885.9566
removed	removed	SERTAD3	791.0776
SERTAD4	1386.4238	SERTAD4	432.9249
SESN1	451.975	SESN1	1233.4276
SESN2	177.0624	SESN2	414.3889
SESN3	434.6076	SESN3	442.9783
SESTD1	2195.4887	SESTD1	2032.3594
SETBP1	429.5245	SETBP1	1894.125
SETD1A	1258.0748	SETD1A	989.3183
SETD1B	1369.48	SETD1B	1212.0641
SETD2	2274.2772	SETD2	3454.9167
SETD3	945.0387	SETD3	1502.6704
SETD4	308.8002	SETD4	436.3808
SETD5	3548.8722	SETD5	3450.5184
SETD6	513.6969	SETD6	384.6623
SETD7	1689.2937	SETD7	3663.525
SETD8	1269.5118	SETD8	811.8128
SETDB1	1527.4807	SETDB1	1019.1643
SETDB2	385.0471	SETDB2	635.2498
SETMAR	566.769	SETMAR	790.4493
SETX	1630.4141	SETX	3661.9541
SET	6906.7034	SET	5061.263
SEZ6L2	1023.4036	SEZ6L2	742.3814
SF1	4077.5177	SF1	5367.5778
SF3A1	3506.9025	SF3A1	3710.6032
SF3A2	1870.592	SF3A2	864.5932
SF3A3	1964.2063	SF3A3	1777.5683
SF3B14	870.9097	SF3B14	927.427
SF3B1	7217.6215	SF3B1	10465.5985
SF3B2	4468.4952	SF3B2	3975.4948
SF3B3	7895.7958	SF3B3	3570.2168
SF3B4	2205.655	SF3B4	1279.2963
SF3B5	1726.9935	SF3B5	846.3713
SF4	587.5252	SF4	448.6334
SFI1	654.453	SFI1	555.1367
SFMBT1	524.4096	SFMBT1	359.7235
SFMBT2	204.1724	SFMBT2	304.744
SFN	751.5747	SFN	565.4948
SFPQ	5343.5264	SFPQ	3791.5803
SFRP1	55748.8086	SFRP1	25984.2915
SFRP2	1690.5644	SFRP2	6422.8715
SFRP4	551.5196	SFRP4	2574.6151
SFRS11	3096.4736	SFRS11	4133.836
SFRS12IP1	694.6945	SFRS12IP1	713.1637
SFRS12	2167.9551	SFRS12	1849.1989
SFRS13A	2397.9667	SFRS13A	2111.2158
SFRS13B	69.893	SFRS13B	27.3327
SFRS14	2339.121	SFRS14	1750.8985
SFRS15	1304.6701	SFRS15	1017.5935
SFRS16	578.6297	SFRS16	488.2187
SFRS17A	881.0759	SFRS17A	837.8888
SFRS18	3105.3691	SFRS18	3695.5702
SFRS1	5566.0277	SFRS1	3994.9733
SFRS2B	1474.955	SFRS2B	1803.9585
SFRS2IP	2303.9288	SFRS2IP	4231.8567
SFRS2	4214.9359	SFRS2	3062.4976
SFRS3	7423.4883	SFRS3	5781.0242
SFRS4	2017.5792	SFRS4	1631.1656
SFRS5	3418.8288	SFRS5	8542.8841
SFRS6	4573.5465	SFRS6	5421.6148
SFRS7	2227.6819	SFRS7	2493.5595
SFRS8	822.6199	SFRS8	1094.879
SFRS9	1967.1714	SFRS9	1289.6638
SFT2D1	417.6639	SFT2D1	359.0952
SFT2D2	399.4112	SFT2D2	103.0317
SFT2D3	263.8992	SFT2D3	313.5407
SFTPD	13.555	SFTPD	19.4785
SFXN1	376.1516	SFXN1	455.2309
SFXN2	876.84	SFXN2	325.4791
SFXN3	459.1761	SFXN3	981.464
SFXN4	276.607	SFXN4	359.7235
SFXN5	269.8295	SFXN5	436.3808
removed	removed	SGCA	10.0534
SGCB	858.2018	SGCB	1485.7053
SGCD	126.2311	SGCD	438.58
SGCE	800.593	SGCE	1355.3252
removed	removed	SGCG	42.4128
SGEF	581.5948	SGEF	462.771
SGIP1	33.8875	SGIP1	99.2774
SGK196	54.6437	SGK196	47.7537
SGK1	1336.0161	SGK1	1513.3522
SGK223	560.8387	SGK223	706.5661
SGK269	1232.6591	SGK269	2188.8156
SGK2	39.0384	SGK2	111.9164
SGK3	962.0078	SGK3	923.6161
SGK494	46.9766	SGK494	53.6067
SGMS1	574.8173	SGMS1	748.6648
SGMS2	526.5276	SGMS2	716.9337
SGOL1	201.6308	SGOL1	10.0534
SGOL2	245.6846	SGOL2	165.5671
SGPL1	1779.9428	SGPL1	1709.7078
SGPP1	264.3228	SGPP1	441.7216
SGPP2	190.1938	SGPP2	47.7537
SGSH	931.9072	SGSH	928.9978
SGSM1	30.0752	SGSM1	326.7358
SGSM2	1624.4837	SGSM2	2197.6123
SGSM3	1887.5357	SGSM3	1062.8338
SGTA	1618.977	SGTA	1259.1894
SGTB	161.4021	SGTB	284.4989
SH2B1	1458.0112	SH2B1	1180.6472
SH2B2	9.7427	SH2B2	10.9959
SH2B3	582.442	SH2B3	1283.6946
SH2D1A	41.0886	SH2D1A	31.4169
SH2D1B	20.7561	SH2D1B	5.655
SH2D2A	54.6437	SH2D2A	28.5894
SH2D3A	285.5025	SH2D3A	334.59
SH2D3C	261.3576	SH2D3C	525.2906
SH2D4A	120.3008	SH2D4A	266.1012
SH2D4B	11.437	removed	removed
SH3BGRL2	564.6511	SH3BGRL2	1421.6148
SH3BGRL3	2474.6373	SH3BGRL3	1193.5281
SH3BGRL	2705.0725	SH3BGRL	4966.6887
SH3BGR	371.0685	SH3BGR	161.797
SH3BP1	538.2866	SH3BP1	210.3079
SH3BP2	1018.3204	SH3BP2	1442.0358
SH3BP4	2299.2693	SH3BP4	2921.1436
SH3BP5L	1553.7435	SH3BP5L	604.147
SH3BP5	1569.6495	SH3BP5	1936.4342
SH3D19	1106.0044	SH3D19	3548.5391
SH3GL1	1789.6855	SH3GL1	1109.645
SH3GL2	8.4719	removed	removed
SH3GL3	7.2011	SH3GL3	6.5975
SH3GLB1	2915.5989	SH3GLB1	3761.5457
SH3GLB2	710.3675	SH3GLB2	1608.2312
SH3KBP1	541.3534	SH3KBP1	745.5231
SH3PXD2A	2483.5328	SH3PXD2A	2641.219
SH3PXD2B	1887.5357	SH3PXD2B	1958.2155
SH3RF1	1152.5998	SH3RF1	1316.3682
SH3RF2	102.9334	SH3RF2	520.8922
SH3RF3	61.4212	SH3RF3	169.9654
SH3TC1	105.475	SH3TC1	171.8505
SH3TC2	63.4544	SH3TC2	223.3742
SH3YL1	872.1805	SH3YL1	1134.1502
removed	removed	SHANK1	8.4826
SHANK2	1340.252	SHANK2	1287.4647
SHANK3	988.2453	SHANK3	1018.536
SHARPIN	860.7434	SHARPIN	556.3933
SHB	168.5905	SHB	525.2906
SHC1	2856.7193	SHC1	2911.7185
SHC2	55.4908	SHC2	392.0829
SHC3	5.0831	SHC3	16.9651
SHC4	662.9249	SHC4	273.327
SHCBP1	522.2916	SHCBP1	27.0185
SHE	169.0141	SHE	654.0999
SHFM1	943.3443	SHFM1	758.404
SHF	192.3118	SHF	170.2796
SHISA2	82.6009	SHISA2	1340.8734
removed	removed	SHISA3	11.9384
SHISA4	65.6571	SHISA4	195.4131
SHISA5	2029.4398	SHISA5	2153.6287
removed	removed	SHISA6	30.1602
removed	removed	SHISA7	6.2834
SHISA9	63.9627	SHISA9	87.9673
SHKBP1	873.8748	SHKBP1	515.8655
SHMT1	959.0173	SHMT1	856.4342
SHMT2	3104.9455	SHMT2	713.4779
SHOC2	923.0118	SHOC2	1501.0996
SHOX2	871.3333	SHOX2	117.185
SHPK	369.3741	SHPK	508.5674
SHPRH	895.7789	SHPRH	1074.3544
SHQ1	326.5911	SHQ1	477.8511
SHROOM1	121.5715	SHROOM1	210.8074
SHROOM2	354.1247	SHROOM2	234.3701
SHROOM3	2957.5347	SHROOM3	3162.7396
SHROOM4	175.368	SHROOM4	598.492
SIAE	536.6938	SIAE	712.3908
SIAH1	858.7737	SIAH1	612.6327
SIAH2	1087.7899	SIAH2	544.7691
SIDT1	72.011	SIDT1	678.9193
SIDT2	1115.1753	SIDT2	2007.1348
SIGIRR	264.3228	SIGIRR	337.1034
SIGLEC10	105.475	SIGLEC10	84.1973
SIGLEC11	5.5067	SIGLEC11	5.655
SIGLEC12	55.4908	SIGLEC12	14.1376
SIGLEC14	72.011	SIGLEC14	19.7926
removed	removed	SIGLEC15	48.0679
SIGLEC16	6.7775	SIGLEC16	5.655
SIGLEC1	436.302	SIGLEC1	128.8093
SIGLEC5	36.8527	SIGLEC5	15.7085
removed	removed	SIGLEC6	8.1684
SIGLEC7	17.791	SIGLEC7	5.9692
SIGLEC8	14.8258	SIGLEC8	23.2485
SIGLEC9	36.0055	SIGLEC9	17.9076
removed	removed	SIGLECP3	49.0104
SIGMAR1	1680.8218	SIGMAR1	797.9893
SIK1	781.5313	SIK1	1706.8803
SIK2	1294.0803	SIK2	2329.8775
SIK3	1166.5784	SIK3	2402.4505
SIKE1	1163.6133	SIKE1	887.8417
SIL1	434.1841	SIL1	488.5328
SILV	76.6705	SILV	207.6657
SIM1	497.7232	SIM1	23.8768
SIM2	305.835	SIM2	44.612
SIN3A	2203.1134	SIN3A	2904.4926
SIN3B	1166.5784	SIN3B	1430.4116
