gene_id	TCGA-BH-A0BZ-01A-31R-A12P-07	gene_id	TCGA-BH-A0BZ-11A-61R-A12P-07
TRPT1	509.3215	TRPT1	344.4354
TRPV1	72.7783	TRPV1	189.5478
TRPV2	548.2678	TRPV2	381.9839
removed	removed	TRPV3	11.1057
TRPV4	74.2698	TRPV4	219.5144
TRPV6	6.642	TRPV6	250.2031
TRRAP	2167.3636	TRRAP	1962.827
TRUB1	461.6197	TRUB1	444.0834
TRUB2	698.0149	TRUB2	505.0997
TSC1	879.7645	TSC1	1173.3911
TSC22D1	2544.192	TSC22D1	7725.246
TSC22D2	365.6125	TSC22D2	715.588
TSC22D3	2710.2423	TSC22D3	3649.7879
TSC22D4	1153.5965	TSC22D4	662.1536
TSC2	1733.5648	TSC2	1614.2251
TSEN15	996.9054	TSEN15	457.442
TSEN2	140.6899	TSEN2	152.7214
TSEN34	1480.5646	TSEN34	689.2319
TSEN54	1439.8068	TSEN54	236.8445
TSFM	847.4602	TSFM	482.715
TSG101	2280.0211	TSG101	1394.3497
TSGA10	28.6814	TSGA10	62.8216
TSGA14	384.6328	TSGA14	235.0393
removed	removed	TSHR	11.1923
TSHZ1	416.9371	TSHZ1	1295.0627
TSHZ2	110.8008	TSHZ2	587.0566
TSHZ3	422.0696	TSHZ3	418.4493
TSIX	16.6775	TSIX	11.4523
TSKU	2798.3999	TSKU	2794.8371
removed	removed	TSLP	77.2633
TSNARE1	126.5001	TSNARE1	162.8306
TSNAXIP1	6.0382	TSNAXIP1	23.4678
TSNAX	1313.3067	TSNAX	967.2534
TSN	1751.9813	TSN	1770.918
TSPAN10	34.1158	TSPAN10	31.0497
TSPAN11	52.5323	TSPAN11	196.7687
TSPAN12	152.4643	TSPAN12	389.2048
TSPAN13	6070.194	TSPAN13	1815.6873
TSPAN14	2069.2882	TSPAN14	3490.5677
TSPAN15	2193.0712	TSPAN15	1673.4362
TSPAN17	1509.8498	TSPAN17	611.9686
TSPAN18	434.7498	TSPAN18	888.5278
TSPAN1	721.8658	TSPAN1	383.7892
TSPAN2	253.906	TSPAN2	212.6546
TSPAN31	1305.1551	TSPAN31	1283.5093
TSPAN32	9.0573	TSPAN32	11.5534
TSPAN33	591.4409	TSPAN33	260.6733
TSPAN3	2382.6704	TSPAN3	7159.852
TSPAN4	678.0889	TSPAN4	1375.2144
TSPAN5	54.3437	TSPAN5	201.4622
TSPAN6	284.0969	TSPAN6	1549.9594
TSPAN7	98.1206	TSPAN7	1839.8772
removed	removed	TSPAN8	22.0236
TSPAN9	1643.2938	TSPAN9	1837.3499
TSPO	1304.8532	TSPO	1577.0376
TSPYL1	1155.1091	TSPYL1	2847.8419
TSPYL2	602.9134	TSPYL2	651.3223
TSPYL3	19.3222	TSPYL3	24.912
TSPYL4	473.0923	TSPYL4	891.4162
TSPYL5	182.9572	TSPYL5	681.2889
TSR1	1245.9748	TSR1	1118.5486
TSR2	1290.6634	TSR2	543.0093
TSSC1	671.7488	TSSC1	254.8967
TSSC4	554.6079	TSSC4	311.5805
TSSK3	12.6319	TSSK3	23.5184
TSSK4	9.0573	TSSK4	11.9144
TSSK6	9.963	TSSK6	9.7482
TSTA3	7021.5111	TSTA3	542.2872
TSTD1	1351.3473	TSTD1	507.627
TSTD2	283.6954	TSTD2	628.4574
TST	247.2639	TST	736.5286
TTBK1	45.8903	removed	removed
TTBK2	39.8521	TTBK2	312.3026
TTC12	179.9381	TTC12	227.8184
TTC13	233.3761	TTC13	258.146
TTC14	482.1496	TTC14	784.5473
TTC15	621.3299	TTC15	728.2246
TTC16	5.1325	removed	removed
TTC17	1425.3151	TTC17	1922.9172
TTC18	17.556	TTC18	100.7961
TTC19	868.8444	TTC19	1253.781
TTC1	1078.421	TTC1	1027.1685
TTC21A	119.2543	TTC21A	63.1826
TTC21B	263.869	TTC21B	562.141
TTC22	5.1325	TTC22	39.3537
TTC23L	5.1325	TTC23L	14.4417
TTC23	191.1088	TTC23	468.2733
TTC25	23.8509	TTC25	13.3586
TTC26	173.598	TTC26	118.0612
TTC27	690.4672	TTC27	501.1283
removed	removed	TTC28	1426.6486
TTC30A	168.1636	TTC30A	370.7916
TTC30B	217.073	TTC30B	248.3979
TTC31	473.3942	TTC31	441.9171
TTC32	22.9451	TTC32	28.5224
TTC33	256.0193	TTC33	427.1144
TTC35	1233.6025	TTC35	834.7324
removed	removed	TTC36	62.8216
TTC37	1268.926	TTC37	2286.849
TTC38	313.986	TTC38	864.699
TTC39A	3012.1519	TTC39A	1968.0477
TTC39B	352.6304	TTC39B	133.225
TTC39C	550.3812	TTC39C	646.6288
TTC3	4216.7711	TTC3	7693.8352
TTC4	688.9577	TTC4	549.147
TTC5	232.7723	TTC5	223.4859
TTC7A	741.1276	TTC7A	741.1102
TTC7B	254.5098	TTC7B	770.1056
TTC8	342.0636	TTC8	586.6956
TTC9C	449.5434	TTC9C	267.8942
TTC9	1583.5157	TTC9	438.3067
TTF1	627.0662	TTF1	356.3499
TTF2	589.0256	TTF2	427.1144
TTK	426.2963	TTK	22.3847
removed	removed	TTLL10	19.4963
TTLL11	47.7017	TTLL11	97.8428
TTLL12	1480.5646	TTLL12	831.1219
TTLL13	6.6662	TTLL13	8.4195
TTLL1	153.3701	TTLL1	215.5429
TTLL3	209.2415	TTLL3	588.8763
TTLL4	442.9014	TTLL4	432.53
TTLL5	488.1878	TTLL5	600.0542
TTLL7	106.2722	TTLL7	142.9732
TTLL9	6.0382	TTLL9	14.8028
TTL	686.8443	TTL	788.5188
removed	removed	TTN	293.4705
TTPAL	670.5412	TTPAL	455.9978
removed	removed	TTPA	18.0522
TTYH1	11.4726	TTYH1	188.8257
TTYH2	153.0772	TTYH2	180.5073
TTYH3	2016.756	TTYH3	989.981
TUBA1A	3470.6016	TUBA1A	7638.4547
TUBA1B	26788.3282	TUBA1B	12696.6405
TUBA1C	6960.5253	TUBA1C	1557.5413
TUBA3E	5.1325	TUBA3E	5.0546
TUBA4A	288.0217	TUBA4A	463.5797
TUBA8	31.3986	TUBA8	49.824
TUBAL3	11.4726	TUBAL3	6.8598
TUBB1	21.1337	TUBB1	42.6031
TUBB2A	464.6388	TUBB2A	2649.6976
TUBB2B	11.8469	TUBB2B	249.12
TUBB2C	7634.3875	TUBB2C	4015.8859
TUBB3	373.5648	TUBB3	116.4762
TUBB4	50.4189	TUBB4	81.9569
TUBB6	1317.2255	TUBB6	3502.2042
TUBBP5	43.1731	removed	removed
TUBB	28472.4885	TUBB	12592.8333
TUBD1	169.3713	TUBD1	220.2365
TUBE1	81.5156	TUBE1	291.7231
TUBG1	2556.5703	TUBG1	688.5098
TUBG2	439.2784	TUBG2	496.0737
TUBGCP2	1147.7213	TUBGCP2	1155.4111
TUBGCP3	399.7283	TUBGCP3	621.3557
TUBGCP4	195.6374	TUBGCP4	290.2789
TUBGCP5	172.3904	TUBGCP5	422.0598
TUBGCP6	475.5076	TUBGCP6	806.571
TUB	127.7078	TUB	336.1314
TUFM	5157.8232	TUFM	2307.4285
TUFT1	1277.3794	TUFT1	487.4086
TUG1	3144.0863	TUG1	4212.2935
TULP3	569.7034	TULP3	843.0364
TULP4	927.4662	TULP4	948.1
TUSC1	377.6889	TUSC1	341.186
TUSC2	336.9311	TUSC2	602.9425
TUSC3	781.0401	TUSC3	735.0844
TUSC5	20.8318	TUSC5	6738.1533
TUT1	582.3836	TUT1	491.019
TWF1	2642.9164	TWF1	1540.9333
TWF2	1493.9875	TWF2	709.6561
TWIST1	109.5932	TWIST1	292.0841
TWIST2	20.2279	TWIST2	89.8998
TWISTNB	547.9659	TWISTNB	488.1307
TWSG1	1130.3495	TWSG1	796.8228
TXK	6.0382	TXK	12.6365
TXLNA	2332.2515	TXLNA	1909.9197
TXLNB	24.7566	TXLNB	155.6097
TXLNG	125.2925	TXLNG	355.6278
TXN2	1328.1002	TXN2	1438.758
TXNDC11	1568.7222	TXNDC11	1122.845
TXNDC12	1679.8249	TXNDC12	1274.4833
TXNDC15	1265.303	TXNDC15	1251.7375
TXNDC16	287.7198	TXNDC16	390.649
TXNDC17	1099.1471	TXNDC17	418.8284
TXNDC5	4551.6099	TXNDC5	6330.4955
TXNDC9	747.2262	TXNDC9	505.8218
TXNIP	6734.0931	TXNIP	37445.2568
TXNL1	1300.6265	TXNL1	1143.4245
TXNL4A	672.3526	TXNL4A	594.6385
TXNL4B	179.6362	TXNL4B	126.7262
TXNRD1	2187.6368	TXNRD1	2326.9248
TXNRD2	235.1876	TXNRD2	245.5095
TXNRD3IT1	124.9906	TXNRD3IT1	273.3099
TXN	4447.7319	TXN	1539.4891
TYK2	1478.4512	TYK2	961.0976
TYMP	4666.3144	TYMP	458.1641
TYMS	902.1662	TYMS	78.2995
TYRO3	177.2209	TYRO3	1199.7473
TYROBP	1777.0398	TYROBP	975.5393
TYSND1	758.6988	TYSND1	543.0093
TYW1B	44.3807	TYW1B	48.3798
TYW1	524.7188	TYW1	426.7533
TYW3	394.9853	TYW3	717.2488
U2AF1L4	104.7022	U2AF1L4	106.8364
U2AF1	1362.5179	U2AF1	859.2833
U2AF2	3343.9505	U2AF2	1708.0964
UACA	1701.8643	UACA	2589.0423
UAP1L1	985.4329	UAP1L1	277.6424
UAP1	1665.9371	UAP1	1789.6922
UBA1	10645.6336	UBA1	7212.5643
UBA2	1891.7654	UBA2	2858.0197
UBA3	573.3263	UBA3	969.4016
UBA52	7877.4247	UBA52	6363.7512
UBA5	550.6831	UBA5	706.2515
UBA6	856.2156	UBA6	917.7724
UBA7	1052.7587	UBA7	857.8392
UBAC1	1088.384	UBAC1	550.5912
UBAC2	1363.3814	UBAC2	1141.5326
UBAP1	1268.5939	UBAP1	1730.8421
UBAP2L	6574.6849	UBAP2L	2726.2388
UBAP2	1105.8948	UBAP2	816.3192
UBASH3A	98.1206	UBASH3A	11.9144
UBASH3B	120.7638	UBASH3B	153.4435
UBB	14439.1275	UBB	11315.4617
UBC	51594.8373	UBC	33910.2807
UBD	2040.9087	UBD	198.9349
UBE2A	1866.405	UBE2A	1266.1793
UBE2B	1011.699	UBE2B	1128.6217
UBE2CBP	49.2113	UBE2CBP	37.1875
UBE2C	1673.7867	UBE2C	11.1923
UBE2D1	359.2724	UBE2D1	297.1387
UBE2D2	1897.5017	UBE2D2	1244.8777
UBE2D3	3967.6957	UBE2D3	4700.7853
UBE2D4	237.5726	UBE2D4	544.4138
UBE2E1	1433.7686	UBE2E1	1088.9069
UBE2E2	422.3715	UBE2E2	508.7102
UBE2E3	685.9386	UBE2E3	1017.0593
UBE2F	995.5649	UBE2F	506.1829
UBE2G1	896.3695	UBE2G1	1312.7539
UBE2G2	1304.2494	UBE2G2	1661.5218
UBE2H	2179.4852	UBE2H	2118.9638
UBE2I	2446.0714	UBE2I	1274.1222
UBE2J1	1571.1374	UBE2J1	1723.2602
UBE2J2	895.4638	UBE2J2	592.4722
UBE2K	2124.8396	UBE2K	1697.9872
UBE2L3	1915.6163	UBE2L3	2063.0021
UBE2L6	7930.5608	UBE2L6	1270.1507
UBE2MP1	138.2746	UBE2MP1	63.1826
UBE2M	1411.1254	UBE2M	588.1397
UBE2NL	11.4726	removed	removed
UBE2N	2102.8002	UBE2N	1436.2307
UBE2O	1803.9097	UBE2O	635.7975
UBE2Q1	3806.7779	UBE2Q1	1514.9382
removed	removed	UBE2Q2P1	33.9381
UBE2Q2	854.706	UBE2Q2	1031.14
UBE2QL1	75.4774	UBE2QL1	45.4915
UBE2R2	1977.2058	UBE2R2	1757.5593
UBE2S	682.0137	UBE2S	75.8191
UBE2T	448.6376	UBE2T	33.216
UBE2V1	5368.2542	UBE2V1	2908.1325
UBE2V2	944.3732	UBE2V2	677.6785
UBE2W	990.2634	UBE2W	633.2702
UBE2Z	4565.4766	UBE2Z	2235.5808
UBE3A	797.6451	UBE3A	1903.0598
UBE3B	1233.9044	UBE3B	1542.3775
UBE3C	2920.0694	UBE3C	2587.5982
UBE4A	1394.5203	UBE4A	2105.2442
UBE4B	1307.5704	UBE4B	1603.3938
UBFD1	2586.4594	UBFD1	1340.5542
UBIAD1	629.7834	UBIAD1	558.1731
UBL3	1081.4401	UBL3	1704.486
UBL4A	1445.5431	UBL4A	737.2507
UBL5	2331.9496	UBL5	1286.3977
UBL7	789.7955	UBL7	805.1268
UBLCP1	404.2569	UBLCP1	562.5056
UBN1	1726.0171	UBN1	1460.7817
UBN2	907.8421	UBN2	886.0005
UBOX5	212.2062	UBOX5	362.4876
UBP1	1499.8868	UBP1	2791.5877
UBQLN1	4338.4406	UBQLN1	3326.293
UBQLN2	1183.7875	UBQLN2	1342.7205
UBQLN4	2223.2621	UBQLN4	1130.0659
removed	removed	UBQLNL	7.5819
UBR1	646.6903	UBR1	1219.2436
UBR2	1172.013	UBR2	1219.6047
UBR3	1257.4534	UBR3	1856.8463
UBR4	3646.162	UBR4	5523.6032
UBR5	3314.0614	UBR5	3665.3128
UBR7	990.2634	UBR7	1054.2468
UBTD1	332.1005	UBTD1	303.9986
UBTD2	970.6393	UBTD2	920.6607
UBTF	3217.7523	UBTF	2195.8661
UBXN10	81.2137	UBXN10	375.8462
UBXN11	348.4037	UBXN11	233.9561
UBXN1	1911.0876	UBXN1	954.9598
UBXN2A	233.0742	UBXN2A	371.8747
UBXN2B	593.8561	UBXN2B	767.9393
UBXN4	3103.6305	UBXN4	3073.9236
UBXN6	1269.8317	UBXN6	1315.2812
UBXN7	209.5252	UBXN7	491.7411
UBXN8	285.0026	UBXN8	186.2984
UCA1	5.4344	removed	removed
UCHL1	324.2509	UCHL1	1234.7685
UCHL3	283.4931	UCHL3	375.1241
UCHL5	422.8727	UCHL5	380.8539
UCK1	1159.0309	UCK1	563.2277
UCK2	434.7498	UCK2	211.5714
UCKL1AS	17.5742	UCKL1AS	8.0404
UCKL1	1083.8071	UCKL1	412.6654
removed	removed	UCP1	11.1923
UCP2	3442.373	UCP2	3172.1274
UCP3	12.3783	UCP3	17.3301
UEVLD	436.8632	UEVLD	376.5683
UFC1	3346.9696	UFC1	1835.9058
UFD1L	1257.7523	UFD1L	889.9684
UFM1	967.3183	UFM1	1649.2463
UFSP1	18.1146	UFSP1	9.7482
UFSP2	360.2113	UFSP2	628.7066
UGCG	463.4312	UGCG	550.9523
UGDH	1910.7857	UGDH	1226.4645
UGGT1	1737.1877	UGGT1	2289.3763
UGGT2	288.3236	UGGT2	497.5178
UGP2	1875.7642	UGP2	7447.2425
removed	removed	UGT1A6	6.5168
removed	removed	UGT1A7	39.4368
removed	removed	UGT2B10	18.0522
removed	removed	UGT2B11	2870.9342
removed	removed	UGT2B15	21.6626
removed	removed	UGT2B28	27.8003
removed	removed	UGT2B4	18.4132
UGT8	5.4344	UGT8	79.7906
UHMK1	453.1663	UHMK1	881.307
UHRF1BP1L	483.0553	UHRF1BP1L	715.588
UHRF1BP1	710.9971	UHRF1BP1	807.6541
UHRF1	660.5782	UHRF1	10.1092
UHRF2	528.3418	UHRF2	767.5783
UIMC1	458.6006	UIMC1	430.0027
ULBP1	17.8127	removed	removed
ULBP2	29.889	ULBP2	7.2209
ULBP3	6.642	ULBP3	10.4703
ULK1	1211.2612	ULK1	993.5915
ULK2	363.801	ULK2	1080.964
ULK3	688.6557	ULK3	485.2424
ULK4	40.4559	ULK4	97.1207
UMODL1	37.7387	removed	removed
UMPS	836.8934	UMPS	574.4201
UNC119B	323.3452	UNC119B	1388.573
UNC119	606.5363	UNC119	586.6956
UNC13A	13.5859	removed	removed
UNC13B	1170.8053	UNC13B	1781.7493
removed	removed	UNC13C	10.8313
UNC13D	422.6734	UNC13D	137.1965
UNC45A	2914.6351	UNC45A	1488.221
UNC50	683.5233	UNC50	624.9662
UNC5A	158.5025	UNC5A	62.4605
UNC5B	1702.77	UNC5B	520.9856
UNC5CL	8.1636	UNC5CL	18.4493
UNC5C	30.4929	UNC5C	49.1019
UNC93B1	2298.1357	UNC93B1	461.0524
UNG	1148.7659	UNG	859.2833
UNKL	363.5082	UNKL	411.9505
UNK	799.1547	UNK	527.1234
UPF0639	84.5347	removed	removed
UPF1	3382.8968	UPF1	2078.1659
UPF2	1070.8733	UPF2	1087.1017
UPF3A	422.6734	UPF3A	584.5293
UPF3B	262.6613	UPF3B	147.3057
removed	removed	UPK1A	5.4157
UPK3A	11.1707	UPK3A	21.3016
UPK3BL	359.3781	UPK3BL	143.2476
removed	removed	UPK3B	12.6365
UPP1	151.2567	UPP1	151.2772
UPRT	188.3916	UPRT	246.9537
UQCC	1188.3161	UQCC	765.412
UQCR10	1182.2779	UQCR10	1102.6266
UQCR11	1305.1551	UQCR11	1061.8287
UQCRB	4582.9874	UQCRB	2580.7383
UQCRC1	1856.7439	UQCRC1	2164.0942
UQCRC2	2613.9331	UQCRC2	3972.9217
UQCRFS1	1055.174	UQCRFS1	1644.5528
UQCRHL	493.9241	UQCRHL	288.8347
UQCRH	1569.9298	UQCRH	1153.1727
UQCRQ	1891.4635	UQCRQ	1360.0505
URB1	893.6524	URB1	1165.477
URB2	418.7486	URB2	324.578
URGCP	699.5245	URGCP	855.6729
URM1	1050.0415	URM1	962.9028
UROD	935.3159	UROD	1397.5991
UROS	528.9456	UROS	554.9237
USE1	166.3522	USE1	282.336
USF1	1464.5634	USF1	775.5213
USF2	2156.5401	USF2	1629.75
USHBP1	31.3986	USHBP1	175.4671
USMG5	483.6591	USMG5	623.1609
USO1	1492.339	USO1	2327.6469
USP10	1218.2051	USP10	1271.2339
USP11	1458.5252	USP11	1276.6495
USP12	153.672	USP12	433.2521
USP13	349.6113	USP13	633.2702
USP14	2868.4429	USP14	1501.9406
USP15	903.0115	USP15	915.2451
USP16	800.6642	USP16	1158.9494
USP18	1213.6765	USP18	226.0132
USP19	780.4363	USP19	1574.5103
USP1	1713.9407	USP1	931.131
USP20	879.7645	USP20	518.0973
USP21	678.9946	USP21	463.9408
USP22	2408.6346	USP22	6218.2507
USP24	1277.9832	USP24	2314.2883
USP25	799.1547	USP25	1543.8216
USP27X	115.3295	USP27X	102.1753
USP28	462.8274	USP28	509.4323
USP2	83.327	USP2	129.6146
USP30	407.276	USP30	628.2155
USP31	527.7379	USP31	859.2833
USP32	1055.4759	USP32	1287.8419
USP33	1519.8128	USP33	2209.2247
USP34	2145.9733	USP34	3983.031
USP35	171.4846	USP35	162.1085
USP36	1736.8858	USP36	1156.7831
USP37	673.8622	USP37	482.715
USP38	933.5044	USP38	726.0583
USP39	1702.77	USP39	883.1122
USP3	472.4583	USP3	507.2588
USP40	899.9925	USP40	1191.8043
USP42	521.3978	USP42	348.4069
USP43	120.4619	USP43	61.7384
removed	removed	USP44	12.9976
USP45	115.3295	USP45	180.8828
USP46	339.6483	USP46	571.5317
USP47	1382.444	USP47	2257.9655
USP48	1219.7147	USP48	1283.8704
USP49	6.9439	USP49	17.6911
USP4	857.7251	USP4	1716.4004
USP51	34.1158	USP51	63.9047
USP53	415.4276	USP53	1597.6171
USP54	531.9647	USP54	946.2948
USP5	3437.8444	USP5	1490.3872
USP6NL	659.6724	USP6NL	544.8145
USP6	34.7196	USP6	37.5485
USP7	3643.4448	USP7	2759.4548
USP8	731.2159	USP8	1381.9045
USP9X	2753.4154	USP9X	4630.0208
USPL1	231.2627	USPL1	536.5105
UST	124.6887	UST	348.4069
UTP11L	616.8013	UTP11L	530.3728
UTP14A	670.2393	UTP14A	411.5895
UTP14C	888.5199	UTP14C	1538.767
UTP15	320.9299	UTP15	333.6041
UTP18	1038.5689	UTP18	511.9596
UTP20	864.0652	UTP20	808.3762
UTP23	727.904	UTP23	439.0288
UTP3	550.3812	UTP3	645.9067
UTP6	793.4184	UTP6	713.0607
UTRN	1391.8032	UTRN	8368.9864
removed	removed	UTS2D	7.5819
UVRAG	699.8264	UVRAG	1299.7563
UXS1	847.7621	UXS1	531.817
UXT	854.9657	UXT	746.0312
VAC14	963.0916	VAC14	918.1334
VAMP1	101.2363	VAMP1	97.081
VAMP2	1356.1778	VAMP2	2701.3268
VAMP3	2485.9235	VAMP3	3367.813
VAMP4	416.6352	VAMP4	510.5154
VAMP5	1155.408	VAMP5	588.5008
VAMP7	1197.9772	VAMP7	1170.8638
VAMP8	5829.874	VAMP8	1370.8818
VANGL1	1944.9015	VANGL1	748.082
VANGL2	89.9691	VANGL2	582.002
VAPA	3107.5553	VAPA	2922.2854
VAPB	2102.1964	VAPB	1314.198
VARS2	1189.4875	VARS2	458.5504
VARS	3031.776	VARS	905.8579
VASH1	598.101	VASH1	646.9429
VASH2	28.3795	VASH2	84.8452
VASN	608.3478	VASN	419.1714
VASP	2298.4376	VASP	1462.5869
VAT1L	6.3401	VAT1L	21.6626
VAT1	4279.2664	VAT1	6859.8249
VAV1	361.6877	VAV1	203.6285
VAV2	3737.9425	VAV2	549.8691
VAV3	173.8999	VAV3	1325.3904
VAX2	68.8354	VAX2	24.1899
VBP1	1093.8184	VBP1	715.9491
VCAM1	2118.8014	VCAM1	1417.0954
VCAN	17329.3079	VCAN	3907.9339
VCL	3359.9517	VCL	6106.3273
VCPIP1	1220.0166	VCPIP1	659.2653
VCP	17177.4474	VCP	7182.5977
VDAC1	5747.1507	VDAC1	2839.2454
VDAC2	1561.4763	VDAC2	1206.2461
VDAC3	2240.1691	VDAC3	1541.2943
VDR	1223.0357	VDR	424.226
VEGFA	1179.8626	VEGFA	1044.4986
VEGFB	2447.5809	VEGFB	3629.9305
VEGFC	279.2664	VEGFC	494.2684
VENTX	9.963	VENTX	50.185
VEPH1	12.0764	VEPH1	40.7979
VEZF1	2184.3158	VEZF1	1821.8251
VEZT	1120.0845	VEZT	1158.5883
VGF	6.642	removed	removed
removed	removed	VGLL1	44.4083
VGLL3	513.5482	VGLL3	2227.9989
VGLL4	1525.9718	VGLL4	1776.2361
VHL	522.6055	VHL	791.7682
VILL	80.9118	VILL	151.2772
VIM	24031.3926	VIM	59248.5134
VIPAR	381.9156	VIPAR	447.6938
VIPR1	356.5552	VIPR1	463.5797
removed	removed	VIPR2	89.5893
removed	removed	VIP	5.4157
VIT	65.8163	VIT	467.9123
VKORC1L1	1113.7444	VKORC1L1	4718.1154
VKORC1	1629.2822	VKORC1	1164.365
VLDLR	113.518	VLDLR	2670.6381
VMA21	968.8278	VMA21	901.5254
VMAC	151.2567	VMAC	102.5363
VMO1	66.1182	VMO1	18.0522
VN1R1	5.1325	VN1R1	10.1092
VNN1	29.889	VNN1	65.7099
VNN2	41.3616	VNN2	43.6863
VOPP1	1687.3726	VOPP1	987.0927
VPRBP	501.3752	VPRBP	1054.4851
VPREB3	7.5477	VPREB3	6.1377
VPS11	1242.9617	VPS11	1405.9031
VPS13A	353.2342	VPS13A	1104.0708
VPS13B	1105.8948	VPS13B	1355.718
VPS13C	1036.4556	VPS13C	2490.1164
VPS13D	1738.9992	VPS13D	3315.8227
VPS16	754.1701	VPS16	650.6002
VPS18	682.6176	VPS18	698.9801
VPS24	3257.3024	VPS24	3981.9623
VPS25	2069.5902	VPS25	848.8131
VPS26A	1348.0263	VPS26A	1460.7817
VPS26B	894.86	VPS26B	1376.6585
VPS28	4451.0529	VPS28	1350.6634
VPS29	1149.3698	VPS29	1035.1115
VPS33A	765.9325	VPS33A	508.6235
VPS33B	513.8501	VPS33B	272.9488
VPS35	4336.0254	VPS35	2754.7613
VPS36	710.6951	VPS36	1399.7653
VPS37A	1209.9932	VPS37A	758.8627
VPS37B	628.2738	VPS37B	834.0103
VPS37C	1804.2116	VPS37C	778.0486
VPS37D	76.685	VPS37D	32.1329
VPS39	1381.2363	VPS39	2243.1627
VPS41	1000.8303	VPS41	1360.7726
VPS45	1242.3579	VPS45	993.5915
VPS4A	1791.2295	VPS4A	1696.9041
VPS4B	1086.8745	VPS4B	1614.9472
VPS52	2597.3281	VPS52	1320.6968
VPS53	696.8073	VPS53	1133.6763
VPS54	548.8716	VPS54	821.0127
VPS72	1402.6719	VPS72	603.3035
VPS8	675.3717	VPS8	903.6917
VRK1	300.0981	VRK1	205.0727
VRK2	452.3451	VRK2	446.7262
VRK3	691.9768	VRK3	617.0232
VSIG10L	61.8915	VSIG10L	70.4035
VSIG10	851.9888	VSIG10	823.54
VSIG1	9.963	removed	removed
removed	removed	VSIG2	210.1273
VSIG4	336.9311	VSIG4	1336.5827
VSNL1	44.9845	VSNL1	61.7384
VSTM2A	55.8653	removed	removed
VSTM2L	405.7665	VSTM2L	20.5795
removed	removed	VSX2	8.304
VTA1	919.9185	VTA1	911.2736
VTCN1	273.5301	VTCN1	3954.5085
VTI1A	305.6653	VTI1A	481.7619
VTI1B	1219.757	VTI1B	1722.5995
VTN	18.4165	VTN	7.5819
VWA1	1690.6936	VWA1	740.8611
VWA2	6.642	VWA2	437.2236
VWA5A	184.7687	VWA5A	1119.9567
removed	removed	VWCE	55.6007
VWDE	15.6993	VWDE	38.9927
VWF	3718.6203	VWF	25711.3458
WAC	2049.966	WAC	3358.0648
WAPAL	1571.4394	WAPAL	1560.7907
WARS2	289.8332	WARS2	401.8413
WARS	5972.9791	WARS	3145.0492
WASF1	91.4786	WASF1	254.1746
WASF2	2850.0264	WASF2	6756.2054
WASF3	157.2949	WASF3	1376.6585
WASH2P	217.9787	WASH2P	169.3294
WASH3P	283.4931	WASH3P	155.6097
WASH5P	272.6243	WASH5P	157.0539
WASH7P	897.8791	WASH7P	542.6483
WASL	2161.3707	WASL	1589.3131
WAS	346.5922	WAS	169.3294
WBP11P1	8.4535	WBP11P1	11.9144
WBP11	1525.2472	WBP11	1893.6727
WBP1	1265.8525	WBP1	1227.071
removed	removed	WBP2NL	5.7767
WBP2	5261.0763	WBP2	3329.5424
WBP4	222.2054	WBP4	419.5324
WBP5	464.6388	WBP5	906.219
WBSCR16	1184.9951	WBSCR16	776.9654
WBSCR17	12.3783	WBSCR17	88.8167
WBSCR22	1954.8645	WBSCR22	764.4553
WBSCR26	43.475	removed	removed
WBSCR27	16.3031	WBSCR27	8.665
WBSCR28	11.4726	removed	removed
WDFY1	1838.6293	WDFY1	1230.0749
WDFY2	150.0491	WDFY2	314.4688
removed	removed	WDFY3	2436.321
WDFY4	353.838	WDFY4	213.7377
WDHD1	192.0145	WDHD1	113.0066
WDR11	617.1032	WDR11	1449.2283
WDR12	443.2033	WDR12	354.1836
WDR13	904.823	WDR13	1124.6502
WDR17	5.1325	WDR17	35.0212
WDR18	613.4803	WDR18	237.5666
WDR19	273.832	WDR19	824.6232
WDR1	9340.1766	WDR1	4568.2823
WDR20	413.3142	WDR20	540.1209
WDR24	498.1508	WDR24	216.265
WDR25	200.1661	WDR25	208.6831
WDR26	4219.1864	WDR26	3166.7118
WDR27	25.0585	WDR27	127.4483
WDR31	45.2864	WDR31	139.0017
WDR33	1093.5165	WDR33	1219.9657
WDR34	2933.0516	WDR34	594.9995
WDR35	248.7735	WDR35	582.363
WDR36	605.6306	WDR36	863.2548
WDR37	223.4131	WDR37	607.6361
WDR3	960.0725	WDR3	860.3665
WDR41	661.4839	WDR41	686.7046
WDR43	844.743	WDR43	763.6068
WDR44	385.2366	WDR44	582.363
WDR45L	3096.3846	WDR45L	1673.4362
WDR45	719.7524	WDR45	985.2875
removed	removed	WDR46	575.1422
WDR47	503.5852	WDR47	594.6385
WDR48	888.8218	WDR48	1279.8989
WDR4	235.7914	WDR4	99.648
WDR52	162.1254	WDR52	258.8681
WDR53	176.919	WDR53	155.9708
WDR54	230.357	WDR54	100.3701
WDR55	678.3757	WDR55	435.5303
WDR59	378.5946	WDR59	647.3508
WDR5B	195.9393	WDR5B	293.1673
WDR5	1382.444	WDR5	617.7453
WDR60	522.9074	WDR60	552.7575
WDR61	992.3768	WDR61	971.2068
WDR62	381.9156	WDR62	24.551
WDR65	6.9439	WDR65	15.8859
WDR66	16.3031	WDR66	32.855
WDR67	355.9514	WDR67	120.5885
