gene_id	TCGA-A7-A13E-01A-11R-A12P-07	gene_id	TCGA-A7-A13E-11A-61R-A12P-07
RPS20	14796.1994	RPS20	16308.4883
RPS21	6828.2268	RPS21	3113.279
RPS23	6970.0011	RPS23	10001.915
RPS24	12046.9734	RPS24	12157.9376
RPS25	5776.0222	RPS25	7507.291
RPS26	444.1123	RPS26	566.9378
RPS27A	13181.595	RPS27A	6236.316
RPS27L	400.5551	RPS27L	1235.8464
RPS27	108.0389	RPS27	58.5478
RPS29	3890.253	RPS29	4165.6756
RPS2P32	32.4544	RPS2P32	29.2739
RPS2	10201.7722	RPS2	6251.4408
RPS3A	5265.7201	RPS3A	4507.2044
RPS3	13386.5699	RPS3	10822.072
RPS4X	12044.4112	RPS4X	25521.9597
RPS5	6543.8241	RPS5	6656.8843
RPS6KA1	1971.1754	RPS6KA1	504.9747
RPS6KA2	548.3079	RPS6KA2	2157.9741
RPS6KA3	259.6349	RPS6KA3	1769.1192
RPS6KA4	410.8039	RPS6KA4	461.5518
RPS6KA5	77.7197	RPS6KA5	179.5466
RPS6KA6	24.7678	RPS6KA6	29.7618
RPS6KB1	625.1735	RPS6KB1	884.0717
RPS6KB2	488.5235	RPS6KB2	344.4562
RPS6KC1	895.9112	RPS6KC1	634.2678
RPS6KL1	134.9418	RPS6KL1	91.7249
RPS6	47276.1823	RPS6	19501.7827
RPS7	10511.7967	RPS7	3286.9708
RPS8	16392.8686	RPS8	12654.1301
RPS9	6036.9382	RPS9	6242.1708
RPSAP58	6320.9138	RPSAP58	4585.2682
RPSAP9	16.6542	RPSAP9	17.0764
RPSA	4749.8666	RPSA	3639.2334
RPTOR	731.0772	RPTOR	754.2908
RPUSD1	659.763	RPUSD1	196.623
RPUSD2	265.6133	RPUSD2	109.7771
RPUSD3	769.937	RPUSD3	353.7263
RPUSD4	361.2683	RPUSD4	430.8142
RQCD1	236.1482	RQCD1	197.5988
removed	removed	RRAD	31.7134
RRAGA	3133.1269	RRAGA	2303.8557
RRAGB	228.8887	RRAGB	310.7912
RRAGC	507.2104	RRAGC	759.9162
RRAGD	450.9448	RRAGD	661.1022
RRAS2	259.6349	RRAS2	746.9723
RRAS	455.6421	RRAS	2114.5512
RRBP1	10660.4035	RRBP1	3072.7834
RREB1	1079.1075	RREB1	1370.9942
RRM1	1401.516	RRM1	1491.993
RRM2B	756.699	RRM2B	1180.226
RRM2	712.7149	RRM2	46.8382
removed	removed	RRN3P1	41.9593
removed	removed	RRN3P2	5.8548
RRN3P3	52.1661	RRN3P3	57.3768
RRN3	1295.6123	RRN3	1471.0134
RRP12	1320.3801	RRP12	424.4715
RRP15	873.2785	RRP15	448.8664
RRP1B	2152.2366	RRP1B	837.7214
RRP1	1295.1852	RRP1	223.4574
RRP7A	1319.526	RRP7A	530.3454
RRP7B	92.2387	RRP7B	31.8402
RRP8	227.6076	RRP8	259.074
RRP9	591.438	RRP9	150.2727
RRS1	474.0045	RRS1	182.9619
RSAD1	882.6732	RSAD1	533.7607
RSAD2	691.7903	RSAD2	188.8166
RSBN1L	480.0726	RSBN1L	326.887
RSBN1	406.1065	RSBN1	596.6996
RSC1A1	304.6739	RSC1A1	343.9878
RSF1	3163.8732	RSF1	821.6207
RSL1D1	3388.9185	RSL1D1	3018.6267
RSL24D1	1252.0551	RSL24D1	1466.6223
RSPH10B2	5.1244	removed	removed
RSPH1	110.174	RSPH1	24.3949
RSPH3	183.6234	RSPH3	167.837
removed	removed	RSPH4A	9.758
RSPH9	5.1244	removed	removed
removed	removed	RSPO1	8.7822
RSPO3	16.6542	RSPO3	366.4116
RSPRY1	545.3187	RSPRY1	399.5887
RSRC1	207.1101	RSRC1	224.9211
RSRC2	944.5927	RSRC2	997.752
RSU1	2718.4798	RSU1	2348.2545
RTCD1	556.4215	RTCD1	614.264
RTDR1	5.5514	removed	removed
RTEL1	272.2964	RTEL1	245.6617
RTF1	1492.9006	RTF1	1406.1229
RTKN2	638.4114	RTKN2	28.2981
RTKN	2438.7744	RTKN	266.8804
RTN1	21.3516	RTN1	631.8283
RTN2	69.6061	RTN2	213.2116
RTN3	3384.2212	RTN3	10737.1777
RTN4IP1	354.8628	RTN4IP1	144.9058
RTN4RL1	356.998	RTN4RL1	416.6651
RTN4RL2	201.1316	RTN4RL2	18.5401
RTN4R	83.2711	RTN4R	45.8624
RTN4	8725.9528	RTN4	18262.521
RTP4	31.6003	RTP4	101.9707
RTTN	812.6401	RTTN	196.1351
RUFY1	924.5223	RUFY1	1048.9813
RUFY2	707.1634	RUFY2	329.8192
RUFY3	1016.761	RUFY3	711.8436
RUNDC1	746.8773	RUNDC1	725.5048
RUNDC2A	51.6708	RUNDC2A	90.7491
RUNDC2C	16.5261	RUNDC2C	24.0973
removed	removed	RUNDC3B	71.721
RUNX1T1	7.2595	RUNX1T1	271.2715
RUNX1	2774.4208	RUNX1	2296.5373
RUNX2	119.1417	RUNX2	80.9911
RUNX3	2740.6854	RUNX3	186.3771
RUSC1	1366.4994	RUSC1	435.2053
RUSC2	1070.9939	RUSC2	1002.631
RUVBL1	1695.0528	RUVBL1	549.5442
RUVBL2	1508.2737	RUVBL2	639.1468
RWDD1	573.5027	RWDD1	932.8615
RWDD2A	130.6715	RWDD2A	98.0676
RWDD2B	508.167	RWDD2B	475.7008
RWDD3	213.5113	RWDD3	250.2918
RWDD4A	664.8874	RWDD4A	449.3543
RXRA	2535.7105	RXRA	3175.73
RXRB	1208.0709	RXRB	775.7583
removed	removed	RXRG	87.3338
RYBP	1180.3139	RYBP	1181.6897
RYK	1419.8783	RYK	1521.7548
RYR1	1164.5137	RYR1	113.1924
RYR2	26.0489	RYR2	39.5198
RYR3	14.092	RYR3	77.0879
S100A10	5103.8753	S100A10	5338.0952
S100A11	9065.4425	S100A11	7011.5864
removed	removed	S100A12	7.8064
S100A13	3034.4828	S100A13	1597.379
S100A14	1236.2549	S100A14	197.5988
S100A16	7629.7641	S100A16	2852.2534
S100A1	5085.513	S100A1	3500.1824
S100A2	99.9253	S100A2	30.7376
S100A3	10.6758	S100A3	9.758
S100A4	1603.0746	S100A4	5338.0952
S100A6	24433.4365	S100A6	14223.6989
S100A8	6.4055	S100A8	194.1835
S100A9	49.1086	S100A9	420.0804
S100B	12.3839	S100B	1744.7243
S100PBP	512.8643	S100PBP	442.5238
S100P	4498.3453	S100P	12.1975
S1PR1	235.7211	S1PR1	3829.5137
S1PR2	725.0988	S1PR2	360.0689
S1PR3	265.1735	S1PR3	816.732
S1PR4	8.5406	S1PR4	35.1287
S1PR5	525.2482	S1PR5	20.4917
SAA1	664.4603	SAA1	23389.3563
SAA2	180.6341	SAA2	26266.4925
removed	removed	SAA4	299.0817
SAAL1	187.0396	SAAL1	138.0752
SAC3D1	212.6615	SAC3D1	77.5758
SACM1L	923.6682	SACM1L	1380.2643
SACS	251.5213	SACS	672.8117
SAE1	1372.0508	SAE1	1545.1739
SAFB2	980.8904	SAFB2	466.9187
SAFB	1489.4844	SAFB	748.436
SALL1	14.9461	SALL1	33.1771
SALL2	134.9418	SALL2	361.0447
SALL4	33.3084	removed	removed
SAMD10	170.8124	SAMD10	66.3542
removed	removed	SAMD11	35.2702
SAMD12	21.7786	SAMD12	227.8485
SAMD13	92.2387	SAMD13	26.8344
SAMD14	7.6866	removed	removed
SAMD1	1032.1341	SAMD1	150.2727
removed	removed	SAMD3	20.4917
SAMD4A	283.5486	SAMD4A	2048.197
SAMD4B	12739.6178	SAMD4B	1426.6146
removed	removed	SAMD5	346.4078
SAMD8	75.1575	SAMD8	250.7797
SAMD9L	400.1281	SAMD9L	935.301
SAMD9	293.3703	SAMD9	559.6193
SAMHD1	464.0632	SAMHD1	1704.1458
SAMM50	714.423	SAMM50	1444.1789
SAMSN1	47.4004	SAMSN1	183.9377
SAP130	771.2181	SAP130	636.7073
SAP18	1358.3858	SAP18	2375.0889
SAP30BP	1086.367	SAP30BP	722.0895
SAP30L	414.6472	SAP30L	1466.6223
SAP30	792.5697	SAP30	65.8663
SAPS1	1459.5922	SAPS1	1025.5622
SAPS2	903.5977	SAPS2	779.1736
SAPS3	1445.5002	SAPS3	1802.7842
SAR1A	1706.8432	SAR1A	4927.2849
SAR1B	307.0353	SAR1B	548.8856
SARDH	5.5514	SARDH	60.9873
SARM1	82.2291	SARM1	209.4743
SARNP	735.9624	SARNP	628.9302
SARS2	678.7659	SARS2	251.2676
SARS	2484.8938	SARS	2228.7194
SART1	1051.3505	SART1	446.9148
SART3	1100.8861	SART3	798.6895
SASH1	930.0737	SASH1	3606.0563
SASH3	98.2171	SASH3	306.888
SASS6	186.6126	SASS6	88.7975
SAT1	9208.4979	SAT1	4153.4782
SAT2	706.3094	SAT2	684.0334
SATB1	1665.8482	SATB1	627.4372
SATB2	197.7154	SATB2	162.4701
SATL1	16.2272	SATL1	39.5198
SAV1	1192.2707	SAV1	1279.7572
SBDSP1	401.8362	SBDSP1	702.0856
SBDS	1614.6045	SBDS	3663.1404
SBF1	2422.9743	SBF1	1199.7419
SBF2	764.5223	SBF2	2077.7246
SBK1	1020.1772	SBK1	104.8981
SBNO1	689.6552	SBNO1	653.2958
SBNO2	1275.5418	SBNO2	821.1328
SBSN	4622.6113	removed	removed
SC4MOL	887.7976	SC4MOL	682.5697
SC5DL	391.5875	SC5DL	2027.2174
SC65	782.3209	SC65	226.3848
SCAF1	1109.4267	SCAF1	741.6054
SCAI	248.105	SCAI	278.5899
SCAMP1	1631.2587	SCAMP1	1115.8234
SCAMP2	1714.1027	SCAMP2	2808.8305
SCAMP3	3039.1801	SCAMP3	1279.7572
SCAMP4	1097.4698	SCAMP4	1449.0579
SCAMP5	248.105	SCAMP5	344.9441
SCAND1	510.3021	SCAND1	315.6702
SCAND2	168.6773	SCAND2	244.9249
SCAND3	65.3358	SCAND3	35.1287
SCAPER	262.1971	SCAPER	378.6091
SCAP	2935.6977	SCAP	1775.0179
SCARA3	44.4112	SCARA3	1207.0604
removed	removed	SCARA5	3507.0129
SCARB1	2256.0051	SCARB1	3798.2882
SCARB2	5300.3096	SCARB2	9655.5072
SCARF1	56.7951	SCARF1	444.9632
SCARF2	179.7801	SCARF2	174.1797
SCARNA17	5.5514	removed	removed
SCCPDH	693.4985	SCCPDH	1249.5075
SCD5	289.5271	SCD5	221.9937
SCD	6699.2634	SCD	235057.2
removed	removed	SCEL	34.6408
SCFD1	897.6193	SCFD1	1231.9432
SCFD2	380.9117	SCFD2	475.2129
SCG2	22.2056	SCG2	22.4433
SCG5	40.1409	SCG5	67.8179
removed	removed	SCGB1D2	1050.9329
removed	removed	SCGB2A1	20.4917
removed	removed	SCGB2A2	6469.0435
removed	removed	SCGB3A1	37.5682
SCGB3A2	1104.3023	removed	removed
removed	removed	SCGN	35.6166
SCHIP1	1114.5511	SCHIP1	278.9217
SCIN	26.4759	SCIN	274.677
SCLT1	258.7808	SCLT1	146.3695
SCLY	178.072	SCLY	143.93
SCMH1	1028.2908	SCMH1	1099.7228
removed	removed	SCML1	203.9415
SCML2	215.6507	SCML2	48.3019
removed	removed	SCML4	19.028
removed	removed	SCN11A	62.9389
SCN1B	78.5737	SCN1B	375.1938
removed	removed	SCN2A	75.1363
removed	removed	SCN2B	116.6077
removed	removed	SCN3A	199.5504
removed	removed	SCN3B	115.144
SCN4A	5.1244	SCN4A	621.5824
SCN4B	33.7355	SCN4B	1236.3343
removed	removed	SCN5A	23.907
removed	removed	SCN7A	77.0879
removed	removed	SCN8A	24.3949
SCN9A	13.665	SCN9A	255.6587
SCNM1	908.7221	SCNM1	339.5772
SCNN1A	1173.9084	SCNN1A	787.4678
SCNN1B	493.6479	SCNN1B	131.7325
SCNN1D	49.9626	SCNN1D	10.7338
SCNN1G	97.3631	SCNN1G	19.5159
SCO1	488.0965	SCO1	620.1187
SCO2	417.6364	SCO2	280.0536
SCOC	1095.3347	SCOC	1395.3891
SCP2	2007.046	SCP2	3668.0194
SCPEP1	3200.1708	SCPEP1	2082.8378
SCRG1	3602.8611	SCRG1	43.9108
SCRIB	3231.3441	SCRIB	600.1149
SCRN1	456.0692	SCRN1	1673.0032
SCRN2	389.0253	SCRN2	835.2819
SCRN3	259.2079	SCRN3	427.3989
removed	removed	SCTR	10.7338
removed	removed	SCUBE1	400.5645
SCUBE2	31.1733	SCUBE2	2931.2929
SCUBE3	113.1632	SCUBE3	42.935
SCXB	7.6866	removed	removed
SCYL1	1329.9413	SCYL1	1278.0984
SCYL2	1295.6123	SCYL2	1107.0412
SCYL3	657.8627	SCYL3	372.3006
SDAD1	1100.032	SDAD1	1028.4896
SDC1	10597.63	SDC1	949.4501
SDC2	1611.1882	SDC2	3917.8233
SDC3	1379.3103	SDC3	4798.9676
SDC4	5422.4405	SDC4	2299.4647
SDCBP2	110.174	SDCBP2	61.2556
SDCBP	2988.3634	SDCBP	7343.3572
SDCCAG1	691.7903	SDCCAG1	1049.9571
SDCCAG3	1922.9209	SDCCAG3	501.5594
SDCCAG8	596.5624	SDCCAG8	513.7569
SDF2L1	179.7801	SDF2L1	90.7491
SDF2	895.9112	SDF2	700.6219
SDF4	2744.1016	SDF4	2036.4875
SDHAF1	684.9578	SDHAF1	116.1198
SDHAF2	389.0253	SDHAF2	603.0423
SDHAP1	120.4228	SDHAP1	95.6281
SDHAP2	104.6226	SDHAP2	94.6523
SDHAP3	53.8059	SDHAP3	55.1325
SDHA	2225.6859	SDHA	2301.4162
SDHB	1469.8409	SDHB	1425.1509
SDHC	2779.9722	SDHC	2335.5691
SDHD	830.5754	SDHD	2303.8557
SDK1	27.33	SDK1	649.3926
SDK2	324.1166	SDK2	183.9377
SDPR	31.6003	SDPR	5314.6761
removed	removed	SDR16C5	40.0077
SDR39U1	447.947	SDR39U1	566.8939
removed	removed	SDR42E1	88.3096
SDSL	64.0547	SDSL	87.3338
SDS	112.3092	SDS	14.6369
SEC11A	1526.209	SEC11A	2590.252
SEC11C	690.9363	SEC11C	381.0486
SEC13	3486.7087	SEC13	1487.6019
SEC14L1	1310.5583	SEC14L1	3270.3823
SEC14L2	306.3307	SEC14L2	560.2585
SEC14L5	30.3192	SEC14L5	28.2981
SEC16A	6388.8118	SEC16A	3178.1695
SEC16B	283.0319	SEC16B	215.6315
SEC1	14.5191	SEC1	6.8306
SEC22A	307.4624	SEC22A	324.4524
SEC22B	1226.4332	SEC22B	2063.8098
SEC22C	660.6171	SEC22C	790.3952
SEC23A	860.4676	SEC23A	2842.0076
SEC23B	3201.8789	SEC23B	1268.5356
SEC23IP	752.0017	SEC23IP	1239.7496
SEC24A	824.17	SEC24A	989.9456
SEC24B	1375.04	SEC24B	1376.849
SEC24C	2240.632	SEC24C	2521.9463
SEC24D	1964.7699	SEC24D	1404.1713
SEC31A	6876.4386	SEC31A	5537.7334
SEC31B	38.2065	SEC31B	77.971
SEC61A1	9404.8938	SEC61A1	6735.797
SEC61A2	272.275	SEC61A2	84.6552
SEC61B	1376.7482	SEC61B	1084.5979
SEC61G	1342.5857	SEC61G	532.7849
SEC62	2067.6844	SEC62	4819.4593
SEC63	5015.4799	SEC63	3132.7949
SECISBP2L	1822.5686	SECISBP2L	2005.7499
SECISBP2	817.3375	SECISBP2	721.6016
SECTM1	460.7665	SECTM1	331.2829
SEH1L	2086.0468	SEH1L	731.8474
removed	removed	SEL1L2	25.3707
SEL1L3	903.5977	SEL1L3	686.9608
SEL1L	2016.4407	SEL1L	4960.4619
SELENBP1	2337.141	SELENBP1	5254.6646
SELE	10.2487	SELE	183.4498
SELK	469.3071	SELK	450.818
SELL	40.568	SELL	196.1351
SELM	521.832	SELM	885.5354
SELO	287.3919	SELO	227.8485
SELPLG	152.0231	SELPLG	768.4398
SELP	5.1244	SELP	1006.0463
SELS	914.7005	SELS	808.4475
SELT	954.4144	SELT	1859.8683
SELV	53.3789	removed	removed
SEMA3A	11.1028	SEMA3A	227.3606
SEMA3B	170.8124	SEMA3B	562.5467
SEMA3C	1787.552	SEMA3C	10325.3916
SEMA3D	14.092	SEMA3D	553.2767
removed	removed	SEMA3E	203.4536
SEMA3F	303.1921	SEMA3F	1116.7992
SEMA3G	181.4882	SEMA3G	6354.3874
SEMA4A	128.5364	SEMA4A	262.9772
SEMA4B	587.5947	SEMA4B	1039.2234
SEMA4C	749.8666	SEMA4C	579.1353
SEMA4D	499.6263	SEMA4D	355.19
SEMA4F	349.3114	SEMA4F	389.3428
SEMA4G	162.7672	SEMA4G	37.1047
SEMA5A	258.7808	SEMA5A	1506.142
SEMA5B	17.0812	SEMA5B	32.6892
SEMA6A	40.568	SEMA6A	828.9392
SEMA6B	72.1683	SEMA6B	513.269
SEMA6C	540.6213	SEMA6C	328.8434
SEMA6D	35.8706	SEMA6D	580.599
SEMA7A	127.2553	SEMA7A	57.572
SENP1	495.7831	SENP1	412.762
SENP2	869.0082	SENP2	752.3392
SENP3	1736.1503	SENP3	749.5142
SENP5	901.8896	SENP5	741.6054
SENP6	1843.4931	SENP6	1670.0759
SENP7	312.1597	SENP7	395.6855
SENP8	35.0165	SENP8	65.8663
SEP15	1904.5586	SEP15	3117.1822
SEPHS1	3244.582	SEPHS1	955.3049
SEPHS2	1217.0385	SEPHS2	1209.9878
SEPN1	3152.7704	SEPN1	4257.8884
SEPP1	4086.9393	SEPP1	24810.2234
SEPSECS	216.9318	SEPSECS	405.4435
SEPT10	1504.4304	SEPT10	2426.3182
SEPT11	3427.7784	SEPT11	6316.8192
SEPT1	24.7678	SEPT1	29.2739
SEPT2	5788.8331	SEPT2	13487.9483
SEPT3	527.8104	SEPT3	47.814
SEPT4	332.2302	SEPT4	560.1072
SEPT5	1249.4929	SEPT5	282.981
SEPT6	519.6968	SEPT6	732.8232
SEPT7P2	147.3257	SEPT7P2	110.7529
SEPT7	3342.7992	SEPT7	4462.8057
SEPT8	813.1739	SEPT8	1669.4172
SEPT9	5929.3264	SEPT9	3328.4422
SEPW1	1331.0558	SEPW1	4626.7395
SEPX1	258.7808	SEPX1	467.4066
SERAC1	447.5286	SERAC1	255.6587
SERBP1	5149.1406	SERBP1	4931.6759
SERF1A	495.356	SERF1A	436.1811
SERF2	4392.8088	SERF2	8093.7057
SERGEF	130.2445	SERGEF	256.1466
SERHL2	11.1028	SERHL2	78.9127
SERHL	193.018	SERHL	162.958
SERINC1	3894.9504	SERINC1	11903.2546
SERINC2	1733.7461	SERINC2	942.6195
SERINC3	3006.2987	SERINC3	3840.2475
SERINC5	191.3099	SERINC5	265.9046
SERP1	3175.2792	SERP1	3106.1898
SERP2	21.3516	SERP2	39.0319
removed	removed	SERPINA11	99.5313
SERPINA1	230.5968	SERPINA1	1792.0504
SERPINA3	2082.6305	SERPINA3	5582.0444
removed	removed	SERPINA5	705.5009
removed	removed	SERPINA6	10.7338
SERPINB1	612.3625	SERPINB1	1108.017
removed	removed	SERPINB2	37.0803
SERPINB5	9451.9056	SERPINB5	461.5518
SERPINB6	1948.1157	SERPINB6	2652.2151
SERPINB7	6.4055	SERPINB7	36.1045
SERPINB8	767.3748	SERPINB8	307.8638
SERPINB9	77.2926	SERPINB9	398.125
removed	removed	SERPIND1	7.8064
SERPINE1	1636.8101	SERPINE1	826.0118
SERPINE2	294.2244	SERPINE2	810.887
SERPINF1	1627.4154	SERPINF1	18130.3006
SERPINF2	17.0812	SERPINF2	84.4064
SERPING1	2152.2366	SERPING1	21186.0076
SERPINH1	4529.9456	SERPINH1	4843.3664
SERPINI1	169.5313	SERPINI1	201.9899
SERTAD1	125.9742	SERTAD1	307.3759
SERTAD2	1378.8833	SERTAD2	1189.496
SERTAD3	289.1	SERTAD3	565.4741
SERTAD4	1602.6476	SERTAD4	191.2561
SESN1	269.8836	SESN1	1640.802
SESN2	520.9779	SESN2	557.6677
SESN3	179.353	SESN3	292.739
SESTD1	1697.0215	SESTD1	2177.0022
SETBP1	39.2869	SETBP1	759.6576
SETD1A	1132.4864	SETD1A	646.9531
SETD1B	831.8565	SETD1B	804.0564
SETD2	1959.2185	SETD2	2323.3717
SETD3	893.349	SETD3	1831.5702
SETD4	460.3395	SETD4	258.5861
SETD5	2850.4324	SETD5	2135.0429
SETD6	504.3109	SETD6	221.0228
SETD7	2104.4091	SETD7	7295.0553
SETD8	772.0722	SETD8	635.2436
SETDB1	1783.2817	SETDB1	772.8309
SETDB2	513.7184	SETDB2	323.9645
SETMAR	270.3107	SETMAR	524.0028
SETX	1252.9091	SETX	3010.8204
SET	6323.049	SET	3906.1137
SEZ6L2	3512.3305	SEZ6L2	334.2103
removed	removed	SEZ6L	18.5401
removed	removed	SEZ6	26.3465
SF1	3306.0745	SF1	3678.7531
SF3A1	2092.401	SF3A1	2741.9738
SF3A2	1043.2369	SF3A2	634.2678
SF3A3	2032.2408	SF3A3	1467.5981
SF3B14	3142.9486	SF3B14	881.6322
SF3B1	5172.2003	SF3B1	6885.7086
SF3B2	3779.2249	SF3B2	3606.0563
SF3B3	5551.8309	SF3B3	2718.0814
SF3B4	2650.1548	SF3B4	1163.6374
SF3B5	1838.7958	SF3B5	1237.3101
SF4	704.6013	SF4	279.5657
SFI1	444.1123	SFI1	138.5631
SFMBT1	498.3453	SFMBT1	258.5861
SFMBT2	18.7894	SFMBT2	135.6357
SFN	1978.5289	SFN	212.2358
SFPQ	4487.725	SFPQ	2242.4684
SFRP1	6114.2308	SFRP1	10304.8998
SFRP2	2507.0994	SFRP2	9318.8574
SFRP4	778.0506	SFRP4	5257.1041
removed	removed	SFRP5	12.6854
SFRS11	1978.0079	SFRS11	2042.8302
SFRS12IP1	336.9275	SFRS12IP1	681.106
SFRS12	883.9543	SFRS12	1040.1992
SFRS13A	1544.5714	SFRS13A	1282.1967
SFRS13B	68.325	SFRS13B	11.7096
SFRS14	2216.7183	SFRS14	892.8539
SFRS15	1183.7301	SFRS15	726.9685
SFRS16	310.4516	SFRS16	171.2523
SFRS17A	394.1497	SFRS17A	427.3989
SFRS18	1328.4936	SFRS18	1358.2942
SFRS1	3697.662	SFRS1	3018.1388
SFRS2B	896.7652	SFRS2B	1071.9125
SFRS2IP	1727.3407	SFRS2IP	3224.0319
SFRS2	2412.986	SFRS2	2305.2219
SFRS3	4729.3691	SFRS3	3683.6321
SFRS4	2099.2847	SFRS4	1290.9789
SFRS5	1553.9661	SFRS5	3055.707
SFRS6	2627.9492	SFRS6	2395.0927
SFRS7	1714.9568	SFRS7	1317.8133
SFRS8	703.3202	SFRS8	578.6474
SFRS9	1445.9272	SFRS9	1131.924
SFT2D1	481.691	SFT2D1	468.8703
SFT2D2	366.8197	SFT2D2	81.479
SFT2D3	407.3876	SFT2D3	315.6702
removed	removed	SFTA1P	25.8586
SFXN1	372.7981	SFXN1	381.0486
SFXN2	190.0288	SFXN2	203.9415
SFXN3	980.4633	SFXN3	1046.5418
SFXN4	247.251	SFXN4	301.0332
SFXN5	72.5953	SFXN5	169.7886
removed	removed	SGCA	18.5401
SGCB	1036.8314	SGCB	2902.9948
SGCD	148.6068	SGCD	1032.8807
SGCE	810.505	SGCE	1539.807
removed	removed	SGCG	501.0715
SGEF	258.3538	SGEF	275.6625
SGIP1	68.752	SGIP1	39.5198
SGK196	120.4228	SGK196	43.4229
SGK1	1350.2722	SGK1	2547.8049
SGK223	319.4192	SGK223	858.701
SGK269	901.0356	SGK269	3033.7516
SGK2	8.1136	SGK2	787.4678
SGK3	1057.6492	SGK3	541.1475
SGK494	39.7182	SGK494	14.6369
SGMS1	1255.0443	SGMS1	1072.8883
SGMS2	734.4934	SGMS2	502.0473
SGOL1	144.7635	removed	removed
SGOL2	142.6284	SGOL2	81.9669
SGPL1	1138.0378	SGPL1	1378.3127
SGPP1	97.3631	SGPP1	571.8168
SGPP2	11.9569	SGPP2	18.0522
SGSH	615.3518	SGSH	943.5953
removed	removed	SGSM1	72.6968
SGSM2	1236.2549	SGSM2	1111.4323
SGSM3	1397.2456	SGSM3	696.2309
SGTA	1285.7905	SGTA	1062.1546
SGTB	232.3946	SGTB	276.2187
SH2B1	955.6955	SH2B1	560.1072
SH2B2	60.6384	SH2B2	10.7338
SH2B3	280.9864	SH2B3	1834.0097
removed	removed	SH2D1A	29.2739
removed	removed	SH2D1B	24.3949
SH2D2A	164.834	SH2D2A	14.6369
SH2D3A	494.929	SH2D3A	60.0115
SH2D3C	109.32	SH2D3C	862.1163
SH2D4A	155.0123	SH2D4A	383.4881
SH2D5	5.1244	removed	removed
SH3BGRL2	514.1454	SH3BGRL2	1299.2732
SH3BGRL3	4140.0662	SH3BGRL3	3138.6497
SH3BGRL	1348.9911	SH3BGRL	4260.8158
SH3BGR	233.159	SH3BGR	144.9058
SH3BP1	138.3453	SH3BP1	169.3007
SH3BP2	1492.0465	SH3BP2	1299.7611
SH3BP4	521.832	SH3BP4	1759.8491
SH3BP5L	2101.8469	SH3BP5L	716.7226
SH3BP5	1087.9727	SH3BP5	2817.4077
SH3D19	1536.0307	SH3D19	7016.4653
SH3D20	13.665	removed	removed
SH3GL1	5120.5295	SH3GL1	1229.0158
removed	removed	SH3GL2	6.8306
SH3GLB1	1717.946	SH3GLB1	8511.3857
SH3GLB2	624.7465	SH3GLB2	817.7175
SH3KBP1	216.5048	SH3KBP1	2302.392
SH3PXD2A	1208.4979	SH3PXD2A	2153.5831
SH3PXD2B	2154.7988	SH3PXD2B	1955.0085
SH3RF1	1184.5842	SH3RF1	694.2793
removed	removed	SH3RF2	295.1785
SH3RF3	62.7736	SH3RF3	546.4461
SH3TC1	69.179	SH3TC1	180.0345
SH3TC2	128.9634	SH3TC2	104.4102
SH3YL1	3983.7728	SH3YL1	507.9021
removed	removed	SHANK1	5.3669
SHANK2	774.2073	SHANK2	388.367
SHANK3	350.1655	SHANK3	1504.1904
SHARPIN	1568.9121	SHARPIN	750.3876
SHB	654.2116	SHB	332.7466
SHC1	2833.3511	SHC1	3341.1275
SHC2	287.8189	SHC2	297.1301
SHC3	13.665	SHC3	11.2217
SHC4	1580.869	SHC4	55.1325
SHCBP1	419.3445	SHCBP1	41.9593
SHE	36.2976	SHE	1264.1445
SHFM1	2282.054	SHFM1	884.5596
SHF	427.4581	SHF	92.2128
SHISA2	13.238	SHISA2	612.3124
SHISA3	5.5514	SHISA3	46.3503
SHISA4	255.3646	SHISA4	228.8243
SHISA5	3494.3952	SHISA5	3536.2868
removed	removed	SHISA6	17.0764
removed	removed	SHISA9	39.5198
SHKBP1	568.8054	SHKBP1	715.7468
SHMT1	939.8698	SHMT1	1761.7373
SHMT2	2336.714	SHMT2	753.8029
SHOC2	837.835	SHOC2	1686.6644
SHOX2	76.0115	SHOX2	210.7721
removed	removed	SHOX	10.2459
SHPK	178.499	SHPK	305.2926
SHPRH	553.0095	SHPRH	492.8358
SHQ1	298.0677	SHQ1	397.1492
SHROOM1	56.7951	SHROOM1	221.5058
SHROOM2	33.3084	SHROOM2	123.4383
SHROOM3	2829.5078	SHROOM3	1258.7776
SHROOM4	98.2171	SHROOM4	1120.7024
SIAE	593.5732	SIAE	2136.9945
SIAH1	833.5732	SIAH1	542.3575
SIAH2	778.0506	SIAH2	654.2716
SIDT1	16.2272	SIDT1	379.5849
SIDT2	796.5795	SIDT2	3927.5227
SIGIRR	460.3395	SIGIRR	345.9199
SIGLEC10	38.8598	SIGLEC10	27.3223
removed	removed	SIGLEC11	38.544
SIGLEC12	14.092	SIGLEC12	8.2943
SIGLEC14	14.092	SIGLEC14	19.5159
removed	removed	SIGLEC15	8.2943
removed	removed	SIGLEC16	8.7822
SIGLEC1	315.576	SIGLEC1	1766.1918
SIGLEC5	26.0489	SIGLEC5	31.2255
removed	removed	SIGLEC6	16.5885
SIGLEC7	16.2272	SIGLEC7	29.7618
SIGLEC8	10.6758	SIGLEC8	25.8586
SIGLEC9	42.2761	SIGLEC9	50.2535
removed	removed	SIGLECP3	27.3223
