gene_id	TCGA-E2-A1L7-01A-11R-A144-07	gene_id	TCGA-E2-A1L7-11A-33R-A144-07
SEC63	5086.4976	SEC63	2701.1401
SECISBP2L	556.5935	SECISBP2L	1476.7915
SECISBP2	1172.874	SECISBP2	1120.114
SECTM1	406.6481	SECTM1	536.645
SEH1L	1095.2323	SEH1L	709.2834
removed	removed	SEL1L2	7.7362
SEL1L3	992.3572	SEL1L3	864.8208
SEL1L	1482.9552	SEL1L	3317.9967
SELENBP1	1282.0575	SELENBP1	2138.4365
SELE	73.2743	SELE	1107.4919
SELK	706.0536	SELK	484.9349
SELL	566.2987	SELL	171.0098
SELM	649.7634	SELM	1369.2997
SELO	445.4689	SELO	446.6612
SELPLG	855.0285	SELPLG	673.4528
SELP	76.6711	SELP	725.57
SELS	1694.5287	SELS	859.1205
SELT	2333.6164	SELT	1421.8241
SEMA3A	35.9093	SEMA3A	69.2182
SEMA3B	121.8003	SEMA3B	525.6515
SEMA3C	1041.8537	SEMA3C	4889.658
SEMA3D	28.1451	SEMA3D	201.9544
SEMA3E	143.637	SEMA3E	427.5244
SEMA3F	2922.237	SEMA3F	2107.0847
SEMA3G	241.1743	SEMA3G	2094.8697
SEMA4A	608.0311	SEMA4A	805.7818
SEMA4B	2719.8835	SEMA4B	3339.1694
SEMA4C	1061.2641	SEMA4C	1111.5635
removed	removed	SEMA4D	630.2932
SEMA4F	223.705	SEMA4F	332.2476
SEMA4G	107.3347	SEMA4G	94.5643
SEMA5A	504.1854	SEMA5A	3205.2117
SEMA5B	12.6168	SEMA5B	26.0586
SEMA6A	524.5663	SEMA6A	881.9218
SEMA6B	84.9205	SEMA6B	662.0521
SEMA6C	229.0428	SEMA6C	291.1238
SEMA6D	85.4058	SEMA6D	436.0749
SEMA7A	118.4035	SEMA7A	191.7752
SENP1	648.3077	SENP1	562.7036
SENP2	892.3935	SENP2	763.0293
SENP3	696.9987	SENP3	974.5765
SENP5	877.3505	SENP5	641.2866
SENP6	2015.2857	SENP6	2038.6808
SENP7	359.5778	SENP7	501.2215
SENP8	59.687	SENP8	46.8241
SEP15	3564.7216	SEP15	3024.43
SEPHS1	2656.3144	SEPHS1	1052.9316
SEPHS2	1057.382	SEPHS2	1143.7296
SEPN1	3596.2635	SEPN1	3732.4919
SEPP1	3432.362	SEPP1	14049.0147
SEPSECS	261.07	SEPSECS	328.1759
SEPT10	476.0403	SEPT10	1638.4365
SEPT11	1592.1388	SEPT11	1391.6938
SEPT1	198.4714	SEPT1	144.9511
SEPT2	8373.6504	SEPT2	7784.202
SEPT3	1921.6305	SEPT3	360.7492
SEPT4	221.7639	SEPT4	602.1987
SEPT5	1812.4469	SEPT5	662.4593
SEPT6	851.6317	SEPT6	804.9674
SEPT7P2	189.7367	SEPT7P2	176.7101
SEPT7	3173.1166	SEPT7	3089.1694
SEPT8	2507.4706	SEPT8	1496.079
SEPT9	10181.2447	SEPT9	5681.5961
SEPW1	2350.1152	SEPW1	3480.456
SEPX1	309.1108	SEPX1	353.4202
SERAC1	234.3807	SERAC1	281.3518
SERBP1	10619.9199	SERBP1	6486.9707
SERF1A	611.4279	SERF1A	541.5309
SERF2	5739.5997	SERF2	5201.3681
SERGEF	220.3081	SERGEF	314.3322
SERHL2	20.8274	SERHL2	47.3005
SERHL	235.8365	SERHL	252.443
SERINC1	6811.1125	SERINC1	6737.785
SERINC2	2904.7677	SERINC2	2633.9577
SERINC3	2194.3467	SERINC3	2515.0651
SERINC4	5.3961	SERINC4	5.8795
SERINC5	132.476	SERINC5	198.2899
SERP1	5735.4507	SERP1	3882.7728
SERP2	71.3333	SERP2	68.8111
SERPINA10	19.4104	removed	removed
SERPINA11	694.8926	SERPINA11	516.2866
SERPINA12	75.2153	removed	removed
SERPINA1	2202.5961	SERPINA1	7712.9479
SERPINA3	2597.598	SERPINA3	21491.8567
SERPINA4	8.7347	SERPINA4	43.1596
SERPINA5	316.3897	SERPINA5	1522.8013
SERPINA6	269.3194	SERPINA6	16.6938
SERPINA9	29.1156	removed	removed
removed	removed	SERPINB13	6.5147
SERPINB1	667.2328	SERPINB1	906.759
removed	removed	SERPINB2	6.9218
SERPINB5	55.8049	SERPINB5	1327.7687
SERPINB6	888.0262	SERPINB6	1834.6906
SERPINB8	246.9975	SERPINB8	254.0717
SERPINB9	436.2489	SERPINB9	428.7459
SERPINE1	1106.3933	SERPINE1	5292.3453
SERPINE2	1336.4066	SERPINE2	1136.8078
SERPINF1	2772.2916	SERPINF1	5201.1401
SERPINF2	49.0113	SERPINF2	1057.8176
SERPING1	6668.446	SERPING1	13916.5309
SERPINH1	4023.2925	SERPINH1	3450.7329
SERPINI1	144.6075	SERPINI1	262.6221
SERTAD1	275.1425	SERTAD1	506.9218
SERTAD2	762.3438	SERTAD2	1037.4593
SERTAD3	443.5278	SERTAD3	778.5016
SERTAD4	324.1538	SERTAD4	164.0879
SESN1	1252.4566	SESN1	1620.114
SESN2	231.4691	SESN2	288.6808
SESN3	784.6658	SESN3	245.9283
SESTD1	1986.6553	SESTD1	1391.6938
SETBP1	2379.2309	SETBP1	1055.3746
SETD1A	702.1715	SETD1A	1000.4072
SETD1B	743.9039	SETD1B	780.9446
SETD2	2882.4457	SETD2	2773.6156
SETD3	1349.9939	SETD3	1357.0847
SETD4	350.8431	SETD4	381.1075
SETD5	3804.4401	SETD5	2412.8664
SETD6	146.0002	SETD6	324.2915
SETD7	1980.8322	SETD7	2369.7068
SETD8	609.4868	SETD8	877.0358
SETDB1	1089.8945	SETDB1	1042.3453
SETDB2	717.2146	SETDB2	522.3941
SETMAR	833.1918	SETMAR	767.9153
SETX	2699.5026	SETX	2776.873
SET	13566.42	SET	5511.8078
SEZ6L2	4113.0656	SEZ6L2	722.3127
SEZ6L	96.5668	SEZ6L	10.1792
SEZ6	1042.8242	removed	removed
SF1	5317.9668	SF1	5642.9153
SF3A1	4210.5835	SF3A1	3907.956
SF3A2	1884.2654	SF3A2	1260.5863
SF3A3	2451.5346	SF3A3	1745.9283
SF3B14	1383.4769	SF3B14	1002.8502
SF3B1	7324.5178	SF3B1	7493.8925
SF3B2	6257.9158	SF3B2	4730.456
SF3B3	3837.4378	SF3B3	3905.1303
SF3B4	2062.3559	SF3B4	1361.9707
SF3B5	1362.6107	SF3B5	1105.456
SF4	807.473	SF4	596.0912
SFI1	894.3346	SFI1	521.1726
SFMBT1	324.6391	SFMBT1	338.7622
SFMBT2	63.5691	SFMBT2	260.9935
SFN	1206.9926	SFN	1126.3884
SFPQ	9600.1116	SFPQ	4769.2671
SFRP1	259.6142	SFRP1	22046.4169
SFRP2	6555.8656	SFRP2	4059.4463
SFRP4	644.4256	SFRP4	5387.215
removed	removed	SFRP5	5.7003
SFRS11	5161.2277	SFRS11	2644.1368
SFRS12IP1	344.5348	SFRS12IP1	460.5049
SFRS12	1059.8083	SFRS12	1567.1824
SFRS13A	2858.668	SFRS13A	1738.1922
removed	removed	SFRS13B	37.4593
SFRS14	2252.1267	SFRS14	1443.4731
SFRS15	1125.8037	SFRS15	944.2182
SFRS16	519.7137	SFRS16	726.3844
SFRS17A	927.3323	SFRS17A	1024.0228
SFRS18	2214.7276	SFRS18	1998.3713
SFRS1	8303.2876	SFRS1	3653.0945
SFRS2B	1430.5471	SFRS2B	1320.0326
SFRS2IP	2186.0973	SFRS2IP	2989.4137
SFRS2	6476.346	SFRS2	2772.8298
SFRS3	6910.5908	SFRS3	6058.6319
SFRS4	2185.1268	SFRS4	2178.7459
SFRS5	2669.4165	SFRS5	5870.114
SFRS6	6453.9609	SFRS6	4338.7622
SFRS7	3610.8213	SFRS7	2200.7329
SFRS8	589.5912	SFRS8	969.0554
SFRS9	1498.4836	SFRS9	1728.8274
SFT2D1	147.0338	SFT2D1	501.6287
SFT2D2	97.5373	SFT2D2	81.3925
SFT2D3	411.9859	SFT2D3	229.2345
removed	removed	SFTA2	38.6808
SFTPA2	192.163	SFTPA2	38.2736
SFTPB	5.3379	removed	removed
SFTPD	31.0567	SFTPD	26.4658
SFXN1	923.9355	SFXN1	388.4365
SFXN2	380.9293	SFXN2	401.0586
SFXN3	1068.0577	SFXN3	990.6352
SFXN4	271.7457	SFXN4	336.3192
SFXN5	1020.5022	SFXN5	486.1564
removed	removed	SGCA	6.9218
SGCB	2227.8297	SGCB	1101.7915
SGCD	274.172	SGCD	326.9544
SGCE	1050.5884	SGCE	1177.1173
removed	removed	SGCG	5.7003
SGEF	601.7227	SGEF	719.0554
SGIP1	79.5827	SGIP1	60.6678
SGK196	26.6893	SGK196	23.6156
removed	removed	SGK1	6666.1238
SGK223	670.1444	SGK223	1146.987
SGK269	904.0398	SGK269	1559.8534
SGK2	61.1671	SGK2	47.6384
SGK3	2470.7073	SGK3	1049.9756
SGK494	36.8798	SGK494	31.759
SGMS1	396.4576	SGMS1	665.7166
SGMS2	194.5893	SGMS2	515.0651
SGOL1	243.6006	SGOL1	13.8436
SGOL2	592.5027	SGOL2	124.5928
SGPL1	5153.4635	SGPL1	1721.9055
SGPP1	211.5735	SGPP1	451.9544
SGPP2	46.585	SGPP2	28.9088
SGSH	940.4343	SGSH	1077.7687
SGSM1	151.4012	SGSM1	155.9446
SGSM2	956.9332	SGSM2	2305.7818
SGSM3	607.0605	SGSM3	1503.2573
SGTA	2733.4708	SGTA	1536.2378
SGTB	162.7951	SGTB	215.5578
SH2B1	499.818	SH2B1	1150.6515
SH2B2	32.9977	SH2B2	23.6156
SH2B3	651.7045	SH2B3	787.0521
SH2D1A	147.0338	SH2D1A	39.9023
SH2D1B	7.2789	SH2D1B	6.9218
SH2D2A	178.0905	SH2D2A	42.7524
SH2D3A	45.6145	SH2D3A	393.3225
SH2D3C	251.3648	SH2D3C	607.4919
SH2D4A	195.5599	SH2D4A	125
SH2D4B	8.2494	removed	removed
SH3BGRL2	347.9316	SH3BGRL2	1454.8046
SH3BGRL3	3413.8057	SH3BGRL3	2070.4397
SH3BGRL	17754.2157	SH3BGRL	4142.101
SH3BGR	106.272	SH3BGR	255.7003
SH3BP1	691.4618	SH3BP1	310.908
SH3BP2	1509.1593	SH3BP2	1518.7296
SH3BP4	1315.0552	SH3BP4	3346.9055
SH3BP5L	591.5322	SH3BP5L	581.4332
SH3BP5	1199.6069	SH3BP5	2066.4862
SH3D19	578.9154	SH3D19	2024.43
removed	removed	SH3D20	15.4723
SH3GL1	2185.1268	SH3GL1	1508.1433
SH3GL2	107.7278	removed	removed
SH3GL3	11.6462	removed	removed
SH3GLB1	1985.1996	SH3GLB1	2964.9837
SH3GLB2	1613.9755	SH3GLB2	1508.1433
SH3KBP1	598.3259	SH3KBP1	749.1857
SH3PXD2A	1327.672	SH3PXD2A	1656.3518
SH3PXD2B	1363.5812	SH3PXD2B	2142.101
SH3RF1	640.0582	SH3RF1	1016.6938
SH3RF2	12.6168	SH3RF2	274.0228
SH3RF3	67.9364	SH3RF3	173.0456
SH3TC1	271.7457	SH3TC1	484.5277
SH3TC2	14.5578	SH3TC2	141.2866
SH3YL1	801.1646	SH3YL1	1125
removed	removed	SHANK1	9.3648
SHANK2	233.4102	SHANK2	1165.3094
SHANK3	319.3012	SHANK3	1188.5179
SHARPIN	1487.8078	SHARPIN	723.9414
SHB	460.9972	SHB	593.241
SHC1	2443.2852	SHC1	3984.1205
SHC2	155.2833	SHC2	282.9805
SHC3	20.3809	SHC3	5.7003
SHC4	9.2199	SHC4	382.329
SHCBP1	189.2515	SHCBP1	48.0456
SHE	124.2266	SHE	526.0586
SHFM1	975.8583	SHFM1	953.5831
SHF	69.8775	SHF	186.4821
SHISA2	1402.8873	SHISA2	260.5863
removed	removed	SHISA3	19.544
SHISA4	86.3763	SHISA4	234.5277
SHISA5	3647.7011	SHISA5	3373.7785
removed	removed	SHISA6	33.7948
SHISA9	209.1472	SHISA9	26.0586
SHKBP1	1362.1254	SHKBP1	821.2541
SHMT1	783.8214	SHMT1	846.8322
SHMT2	1869.7076	SHMT2	1105.456
SHOC2	1029.2369	SHOC2	1320.8469
SHOX2	68.907	SHOX2	54.9674
removed	removed	SHOX	9.3648
SHPK	230.8334	SHPK	415.3094
SHPRH	290.9911	SHPRH	634.1164
SHQ1	274.6573	SHQ1	461.3192
SHROOM1	532.8157	SHROOM1	212.5407
SHROOM2	387.7229	SHROOM2	289.0879
SHROOM3	1032.6337	SHROOM3	4882.7362
SHROOM4	149.9454	SHROOM4	767.101
SIAE	328.5212	SIAE	957.0033
SIAH1	460.0364	SIAH1	551.7997
SIAH2	1451.4133	SIAH2	956.0261
removed	removed	SIAH3	6.1075
SIDT1	740.0218	SIDT1	682.4104
SIDT2	768.6182	SIDT2	1731.7142
SIGIRR	286.7888	SIGIRR	568.8111
SIGLEC10	298.435	SIGLEC10	379.886
SIGLEC11	5.3379	SIGLEC11	17.101
SIGLEC14	79.0974	SIGLEC14	66.3681
SIGLEC16	12.6168	SIGLEC16	10.5863
SIGLEC1	550.7704	SIGLEC1	853.013
SIGLEC5	53.8639	SIGLEC5	38.6808
SIGLEC7	49.9818	SIGLEC7	46.4169
SIGLEC8	168.3853	SIGLEC8	98.5342
SIGLEC9	58.7165	SIGLEC9	43.5668
removed	removed	SIGLECP3	8.9577
SIGMAR1	1897.3675	SIGMAR1	1028.0945
SIK1	2099.721	SIK1	3126.6287
SIK2	437.7047	SIK2	1245.9283
SIK3	513.4053	SIK3	1848.9414
SIKE1	915.686	SIKE1	600.57
SIL1	518.2579	SIL1	901.4658
SILV	20.8662	SILV	60.2606
SIM2	120.8298	SIM2	36.645
SIN3A	2952.8084	SIN3A	2234.9349
SIN3B	963.7268	SIN3B	1332.2476
SIP1	142.6665	SIP1	130.2932
SIPA1L1	834.1623	SIPA1L1	1361.5635
SIPA1L2	1876.5013	SIPA1L2	1147.3941
SIPA1L3	3137.6926	SIPA1L3	1580.6189
SIPA1	688.099	SIPA1	776.0586
SIRPA	1050.1031	SIRPA	2581.4332
SIRPB1	104.8162	SIRPB1	164.9023
SIRPB2	83.4648	SIRPB2	46.4169
SIRPG	119.8593	SIRPG	41.9381
SIRT1	761.3733	SIRT1	749.5928
SIRT2	740.9924	SIRT2	1093.6482
SIRT3	262.8655	SIRT3	838.5546
SIRT4	5.8231	SIRT4	18.3225
SIRT5	148.0044	SIRT5	343.6482
SIRT6	344.0495	SIRT6	232.899
SIRT7	454.2036	SIRT7	296.8241
SIT1	89.2879	SIT1	38.6808
SIVA1	1283.9985	SIVA1	762.215
SIX1	393.546	SIX1	13.4365
SIX2	395.9723	SIX2	10.1792
SIX3	35.424	removed	removed
SIX4	262.5258	SIX4	96.0912
SIX5	636.1761	SIX5	694.2182
SKA1	680.8201	SKA1	21.5798
SKA2	1935.2178	SKA2	344.8697
SKA3	307.4366	SKA3	31.3925
SKAP1	311.0518	SKAP1	135.9935
SKAP2	378.0177	SKAP2	1157.1661
SKIL	670.1444	SKIL	476.3844
SKIV2L2	916.2732	SKIV2L2	1495.2565
SKIV2L	773.9901	SKIV2L	1033.1922
SKI	1692.1024	SKI	2678.7459
SKP1	8745.845	SKP1	5412.4593
SKP2	413.4417	SKP2	92.4267
SLA2	128.594	SLA2	51.7101
SLAIN1	183.4284	SLAIN1	190.1466
SLAIN2	1073.3956	SLAIN2	1343.6482
SLAMF1	87.8321	SLAMF1	44.3811
SLAMF6	322.2128	SLAMF6	162.8664
SLAMF7	735.1692	SLAMF7	360.342
SLAMF8	1108.9894	SLAMF8	569.3363
removed	removed	SLAMF9	7.7362
SLA	1204.4159	SLA	818.8111
SLBP	2364.1878	SLBP	743.0782
SLC10A3	787.0921	SLC10A3	583.8762
SLC10A6	13.5873	SLC10A6	33.7948
SLC10A7	176.6347	SLC10A7	254.0717
SLC11A1	58.7165	SLC11A1	28.5016
SLC11A2	949.169	SLC11A2	1622.9642
removed	removed	SLC12A1	26.873
SLC12A2	860.8516	SLC12A2	2832.6547
SLC12A4	676.8749	SLC12A4	1533.5831
SLC12A5	10.6757	removed	removed
SLC12A6	436.3072	SLC12A6	551.8078
SLC12A7	3531.7239	SLC12A7	2005.7003
SLC12A8	171.2969	SLC12A8	226.3844
SLC12A9	428.4848	SLC12A9	805.7818
SLC13A2	156.7391	SLC13A2	491.8567
SLC13A3	189.7367	SLC13A3	89.5765
removed	removed	SLC13A5	6.9218
SLC14A1	11.161	SLC14A1	25.2443
SLC14A2	11.161	removed	removed
SLC15A2	20.8662	SLC15A2	184.8534
SLC15A3	936.067	SLC15A3	499.5928
SLC15A4	314.9339	SLC15A4	685.2606
SLC16A10	63.5691	removed	removed
removed	removed	SLC16A11	48.4528
SLC16A12	6.3084	SLC16A12	25.6515
SLC16A13	45.1292	SLC16A13	69.2182
SLC16A14	472.6435	SLC16A14	211.3192
SLC16A1	1187.4318	SLC16A1	508.5505
SLC16A2	588.6206	SLC16A2	608.3062
SLC16A3	488.1718	SLC16A3	316.3681
SLC16A4	39.7913	SLC16A4	463.7622
SLC16A5	120.3445	SLC16A5	260.1792
SLC16A6	279.9951	SLC16A6	88.355
SLC16A7	20.3809	SLC16A7	52.9316
SLC16A8	8.7347	SLC16A8	5.7003
SLC16A9	68.4217	SLC16A9	147.3941
SLC17A5	287.7593	SLC17A5	629.4788
SLC17A7	8.2494	SLC17A7	44.3811
SLC17A8	5.3379	removed	removed
SLC17A9	190.7073	SLC17A9	58.2248
SLC19A1	455.6593	SLC19A1	158.3876
SLC19A2	834.1623	SLC19A2	906.759
SLC19A3	64.5396	SLC19A3	262.215
SLC1A1	2741.7202	SLC1A1	378.2573
SLC1A2	1157.3456	SLC1A2	188.9251
SLC1A3	579.4007	SLC1A3	442.9967
SLC1A4	3266.7718	SLC1A4	1019.9511
SLC1A5	6556.8361	SLC1A5	3975.9772
removed	removed	SLC1A7	24.0228
SLC20A1	2930.4865	SLC20A1	880.2932
SLC20A2	423.6322	SLC20A2	1292.3453
removed	removed	SLC22A11	10.1792
SLC22A15	173.2379	SLC22A15	62.2964
SLC22A17	1055.9262	SLC22A17	1315.9609
SLC22A18AS	6.3084	SLC22A18AS	7.7362
SLC22A18	75.7006	SLC22A18	186.4821
SLC22A20	9.7052	removed	removed
SLC22A23	440.8589	SLC22A23	711.5961
SLC22A3	16.0136	SLC22A3	63.5179
SLC22A4	245.0564	SLC22A4	112.3168
SLC22A5	1063.6904	SLC22A5	512.6221
removed	removed	SLC23A1	8.5505
SLC23A2	485.7455	SLC23A2	921.8241
SLC23A3	22.6714	SLC23A3	10.5537
SLC24A1	191.6778	SLC24A1	445.0326
SLC24A2	6.3084	removed	removed
SLC24A3	255.7321	SLC24A3	480.8632
SLC24A4	7.2789	SLC24A4	5.7003
SLC24A5	10.8553	SLC24A5	8.0334
SLC24A6	766.7111	SLC24A6	670.1954
SLC25A10	950.6248	SLC25A10	501.2215
SLC25A11	605.6048	SLC25A11	865.6352
SLC25A12	438.19	SLC25A12	639.658
SLC25A13	349.8726	SLC25A13	510.1792
SLC25A14	208.1766	SLC25A14	154.316
SLC25A15	605.6533	SLC25A15	328.693
SLC25A16	133.9318	SLC25A16	200.7329
SLC25A17	837.0739	SLC25A17	531.3518
SLC25A18	28.1451	SLC25A18	24.43
SLC25A19	490.5981	SLC25A19	116.8567
SLC25A1	1637.268	SLC25A1	993.8925
SLC25A20	190.222	SLC25A20	403.9088
SLC25A21	69.6979	SLC25A21	13.9984
SLC25A22	206.7209	SLC25A22	397.3941
SLC25A23	1016.1349	SLC25A23	901.4658
SLC25A24	1347.0824	SLC25A24	1109.1205
SLC25A25	999.6361	SLC25A25	1672.6384
SLC25A26	122.601	SLC25A26	400.5293
SLC25A27	51.4376	SLC25A27	253.2573
SLC25A28	544.9472	SLC25A28	603.013
SLC25A29	947.228	SLC25A29	841.2052
SLC25A30	287.2741	SLC25A30	548.4528
SLC25A32	664.0835	SLC25A32	543.408
SLC25A33	174.2084	SLC25A33	263.4365
SLC25A34	12.6168	SLC25A34	14.658
SLC25A35	129.3413	SLC25A35	208.2044
SLC25A36	1566.9053	SLC25A36	1440.9609
SLC25A37	183.9136	SLC25A37	792.7524
SLC25A38	641.0288	SLC25A38	765.0651
SLC25A39	2759.1896	SLC25A39	1558.6319
SLC25A3	4643.4551	SLC25A3	5135.9935
SLC25A40	150.4307	SLC25A40	199.5114
SLC25A42	194.5893	SLC25A42	265.8795
SLC25A43	485.2602	SLC25A43	358.7134
SLC25A44	869.5863	SLC25A44	682.4104
SLC25A45	160.1359	SLC25A45	157.1661
SLC25A46	764.7701	SLC25A46	486.1564
SLC25A4	430.4258	SLC25A4	674.2671
SLC25A5	5365.037	SLC25A5	3376.2215
SLC25A6	10199.1993	SLC25A6	9280.1303
SLC26A10	64.3552	SLC26A10	34.8697
SLC26A11	544.462	SLC26A11	458.4691
SLC26A1	47.1721	SLC26A1	43.6401
SLC26A2	473.1287	SLC26A2	1019.9511
removed	removed	SLC26A3	46.8241
removed	removed	SLC26A4	29.7231
SLC26A6	176.0718	SLC26A6	154.9756
SLC26A7	16.0136	SLC26A7	15.0651
SLC26A8	6.3084	removed	removed
removed	removed	SLC26A9	5.2932
SLC27A1	359.0926	SLC27A1	1269.544
SLC27A2	382.8703	SLC27A2	50.0814
SLC27A3	307.1697	SLC27A3	696.6612
SLC27A4	807.9583	SLC27A4	572.4756
SLC27A5	59.653	SLC27A5	120.8184
SLC27A6	12.6168	SLC27A6	658.7948
removed	removed	SLC28A3	163.2736
SLC29A1	1431.0324	SLC29A1	2509.772
SLC29A2	513.2161	SLC29A2	272.4552
SLC29A3	903.5545	SLC29A3	209.2834
SLC29A4	85.4058	SLC29A4	66.7752
SLC2A10	480.4076	SLC2A10	804.5603
SLC2A11	74.7301	SLC2A11	173.4528
SLC2A12	36.3945	SLC2A12	227.6059
SLC2A13	169.3558	SLC2A13	144.9511
SLC2A14	10.6757	SLC2A14	74.1042
SLC2A1	1622.2249	SLC2A1	1335.5049
SLC2A3	516.3169	SLC2A3	3748.7785
SLC2A4RG	1677.0593	SLC2A4RG	924.2671
SLC2A4	13.5873	SLC2A4	66.3681
SLC2A5	47.0702	SLC2A5	56.5961
SLC2A6	85.8911	SLC2A6	44.3811
SLC2A8	451.7773	SLC2A8	290.3094
SLC2A9	84.9205	SLC2A9	184.8534
SLC30A1	288.2446	SLC30A1	321.6612
SLC30A2	5.8231	SLC30A2	19.544
SLC30A3	6.3084	removed	removed
SLC30A4	32.5124	SLC30A4	88.355
SLC30A5	859.3959	SLC30A5	1099.7557
SLC30A6	306.6845	SLC30A6	274.43
SLC30A7	1251.0008	SLC30A7	785.8306
SLC30A8	25.7188	removed	removed
SLC30A9	1758.583	SLC30A9	1250.4072
SLC31A1	947.228	SLC31A1	1248.7785
SLC31A2	481.8634	SLC31A2	466.2052
SLC33A1	1034.5748	SLC33A1	666.1238
SLC34A2	9.2199	SLC34A2	2046.4169
SLC35A1	981.6814	SLC35A1	701.9055
SLC35A2	997.695	SLC35A2	567.5896
SLC35A3	735.6545	SLC35A3	393.3225
SLC35A4	2075.458	SLC35A4	2057.0033
SLC35A5	763.3143	SLC35A5	746.7427
SLC35B1	1320.3931	SLC35B1	617.671
SLC35B2	1248.0893	SLC35B2	1257.329
SLC35B3	267.8636	SLC35B3	472.7199
SLC35B4	219.8229	SLC35B4	349.7557
SLC35C1	770.5932	SLC35C1	439.3322
SLC35C2	928.7881	SLC35C2	1010.5863
SLC35D1	854.5432	SLC35D1	526.4658
SLC35D2	368.3125	SLC35D2	456.8404
SLC35E1	2492.7818	SLC35E1	1873.7785
SLC35E2	3522.5864	SLC35E2	2657.8827
SLC35E2	124.6294	SLC35E2	55.0651
SLC35E3	204.2946	SLC35E3	221.0912
SLC35E4	59.357	SLC35E4	70.0936
SLC35F1	5.8231	SLC35F1	23.6156
SLC35F2	349.3874	SLC35F2	247.9642
SLC35F3	57.2607	SLC35F3	255.7003
SLC35F5	842.897	SLC35F5	738.1922
SLC36A1	252.3353	SLC36A1	205.6189
SLC36A4	525.5368	SLC36A4	121.3355
SLC37A1	678.879	SLC37A1	438.1107
SLC37A2	272.231	SLC37A2	173.8599
SLC37A3	463.4235	SLC37A3	824.5114
SLC37A4	391.605	SLC37A4	479.6417
SLC38A10	3209.5111	SLC38A10	3096.9055
SLC38A1	6783.9379	SLC38A1	5228.8274
SLC38A2	6452.5052	SLC38A2	4012.215
SLC38A3	124.7119	SLC38A3	199.1042
SLC38A4	32.5124	SLC38A4	9.3648
SLC38A5	80.5532	SLC38A5	78.9902
SLC38A6	148.9749	SLC38A6	131.1075
SLC38A7	132.476	SLC38A7	205.2117
SLC38A9	111.1246	SLC38A9	179.5603
SLC39A10	763.7996	SLC39A10	742.2638
SLC39A11	2610.7	SLC39A11	763.4365
SLC39A13	664.3212	SLC39A13	933.6319
SLC39A14	766.2259	SLC39A14	2384.3648
SLC39A1	2337.4985	SLC39A1	2870.9283
removed	removed	SLC39A2	7.7362
SLC39A3	745.3597	SLC39A3	378.2573
SLC39A4	9.2199	SLC39A4	64.7394
SLC39A6	38468.5187	SLC39A6	13839.5765
SLC39A7	2078.8548	SLC39A7	3058.6319
SLC39A8	349.8726	SLC39A8	729.2345
SLC39A9	2043.916	SLC39A9	2191.7752
removed	removed	SLC3A1	5.7003
SLC3A2	3489.021	SLC3A2	3733.7134
SLC40A1	5156.3751	SLC40A1	4096.0912
SLC41A1	1069.9988	SLC41A1	631.1075
SLC41A2	109.6688	SLC41A2	274.43
SLC41A3	700.2305	SLC41A3	1144.9511
SLC43A1	171.2969	SLC43A1	176.3029
SLC43A2	745.845	SLC43A2	831.4332
SLC43A3	2374.3394	SLC43A3	1736.5635
SLC44A1	1442.6786	SLC44A1	2462.1336
SLC44A2	5531.4813	SLC44A2	5771.5798
SLC44A3	88.3174	SLC44A3	243.0782
SLC44A4	306.6845	SLC44A4	742.2638
SLC44A5	68.4217	SLC44A5	31.759
SLC45A1	36.3945	SLC45A1	54.1531
SLC45A2	7.2789	removed	removed
SLC45A3	71.3333	SLC45A3	119.2997
SLC45A4	769.1374	SLC45A4	372.1498
SLC46A1	664.6124	SLC46A1	1158.7785
removed	removed	SLC46A2	18.7296
SLC46A3	338.7116	SLC46A3	452.3616
SLC47A1	82.9795	SLC47A1	70.0326
removed	removed	SLC47A2	7.7362
SLC48A1	665.777	SLC48A1	776.873
SLC4A10	22.322	SLC4A10	18.7296
SLC4A11	12.6168	SLC4A11	164.9023
SLC4A1AP	774.9606	SLC4A1AP	720.684
SLC4A2	2145.3403	SLC4A2	1735.4316
SLC4A3	481.3781	SLC4A3	360.342
SLC4A4	18.9251	SLC4A4	18.3225
SLC4A5	382.3851	SLC4A5	170.6107
SLC4A7	2138.5418	SLC4A7	2016.6938
SLC4A8	375.5914	SLC4A8	198.2899
SLC5A1	96.5668	SLC5A1	1042.7524
SLC5A3	975.6836	SLC5A3	721.3884
removed	removed	SLC5A4	7.329
SLC5A6	1120.8735	SLC5A6	1765.5049
SLC5A8	195.5599	removed	removed
SLC5A9	15.5283	SLC5A9	21.5798
SLC6A11	241.6596	removed	removed
SLC6A12	66.9659	SLC6A12	11.8078
removed	removed	SLC6A14	627.0358
removed	removed	SLC6A15	9.772
removed	removed	SLC6A16	16.6938
SLC6A17	5.8231	SLC6A17	15.4723
SLC6A1	12.1315	SLC6A1	9.3648
SLC6A20	16.0136	SLC6A20	13.8436
removed	removed	SLC6A2	13.0293
SLC6A4	28.1451	removed	removed
SLC6A6	1552.8327	SLC6A6	920.6026
SLC6A8	745.3597	SLC6A8	571.6612
SLC6A9	122.6204	SLC6A9	272.8746
SLC7A10	5.3961	SLC7A10	11.6002
SLC7A11	288.7298	SLC7A11	40.7166
removed	removed	SLC7A14	7.7362
SLC7A1	2662.6228	SLC7A1	1316.7752
SLC7A2	4206.2356	SLC7A2	3806.5961
removed	removed	SLC7A3	45.6026
