gene_id	TCGA-BH-A0BS-01A-11R-A12P-07	gene_id	TCGA-BH-A0BS-11A-11R-A12P-07
SFRS18	690.4058	SFRS18	1857.388
SFRS1	5019.2791	SFRS1	3582.5314
SFRS2B	977.8321	SFRS2B	1790.3888
SFRS2IP	2914.3992	SFRS2IP	2817.477
SFRS2	2292.6489	SFRS2	2519.1233
SFRS3	4501.3938	SFRS3	7171.7277
SFRS4	1039.9783	SFRS4	1974.8998
SFRS5	2313.6523	SFRS5	5130.5302
SFRS6	3351.0412	SFRS6	4508.5946
SFRS7	1674.0641	SFRS7	2467.0463
SFRS8	477.4255	SFRS8	854.1529
SFRS9	1856.2949	SFRS9	1902.6388
SFT2D1	555.7556	SFT2D1	484.0785
SFT2D2	99.6735	SFT2D2	63.8142
SFT2D3	345.6884	SFT2D3	344.8182
removed	removed	SFTA2	11.225
SFTPD	16.5076	SFTPD	39.6383
SFXN1	469.0098	SFXN1	322.0174
SFXN2	896.5888	SFXN2	441.2831
SFXN3	988.8371	SFXN3	645.7887
SFXN4	390.6797	SFXN4	443.037
SFXN5	745.4311	SFXN5	266.5939
SGCA	10.6814	SGCA	5.6125
SGCB	1204.7306	SGCB	1316.8337
SGCD	677.4586	SGCD	416.7284
SGCE	2167.3498	SGCE	952.7225
removed	removed	SGCG	48.4078
removed	removed	SGCZ	10.1727
SGEF	430.1684	SGEF	351.8338
SGIP1	14.8892	SGIP1	66.2977
SGK196	54.7016	SGK196	16.4867
SGK1	787.1856	SGK1	7758.5852
SGK223	551.8715	SGK223	783.2951
SGK269	768.0886	SGK269	975.5233
removed	removed	SGK2	116.1087
SGK3	195.0615	SGK3	900.7823
SGK494	6.4736	SGK494	26.7506
SGMS1	1114.748	SGMS1	575.2817
SGMS2	223.9854	SGMS2	602.9934
SGOL1	53.7306	SGOL1	5.9633
SGOL2	212.9803	SGOL2	98.5696
SGPL1	5590.8949	SGPL1	1935.2615
SGPP1	1179.8073	SGPP1	462.6808
SGPP2	5.1789	SGPP2	30.8688
SGSH	1102.7719	SGSH	1111.6266
SGSM1	39.1651	SGSM1	355.3417
SGSM2	1328.3757	SGSM2	1671.1231
SGSM3	1022.8234	SGSM3	1443.1151
SGTA	1183.6915	SGTA	1745.1379
SGTB	117.178	SGTB	182.473
SH2B1	394.2401	SH2B1	1189.8508
SH2B2	10.034	SH2B2	14.382
SH2B3	597.5101	SH2B3	678.4114
removed	removed	SH2D1A	28.7641
removed	removed	SH2D1B	7.3664
removed	removed	SH2D2A	35.0781
SH2D3A	170.2548	SH2D3A	486.5339
SH2D3C	178.6704	SH2D3C	393.2261
SH2D4A	739.6049	SH2D4A	233.9713
SH3BGRL2	824.7323	SH3BGRL2	1423.1205
SH3BGRL3	2626.9729	SH3BGRL3	1551.5066
SH3BGRL	27184.4375	SH3BGRL	4522.9626
SH3BGR	77.6828	SH3BGR	255.0181
SH3BP1	116.8446	SH3BP1	243.4704
SH3BP2	764.2044	SH3BP2	944.3038
SH3BP4	4195.5179	SH3BP4	3951.9043
SH3BP5L	856.4527	SH3BP5L	715.945
SH3BP5	336.4312	SH3BP5	1615.0647
SH3D19	982.0399	SH3D19	2209.2219
SH3GL1	1214.1172	SH3GL1	1241.7665
removed	removed	SH3GL2	6.3141
SH3GLB1	3813.2538	SH3GLB1	3319.7961
SH3GLB2	1175.2758	SH3GLB2	1761.9755
SH3KBP1	408.1583	SH3KBP1	573.8785
SH3PXD2A	701.4108	SH3PXD2A	1369.1002
SH3PXD2B	2233.3801	SH3PXD2B	1284.9126
SH3RF1	1875.0683	SH3RF1	1134.0766
SH3RF2	149.863	SH3RF2	456.7175
SH3RF3	50.4938	SH3RF3	163.815
SH3TC1	253.4401	SH3TC1	192.2283
SH3TC2	23.3048	SH3TC2	121.3704
SH3YL1	2334.3678	SH3YL1	2614.0237
SHANK2	905.3281	SHANK2	1425.576
SHANK3	268.9767	SHANK3	563.3551
SHARPIN	736.3681	SHARPIN	717.6989
SHB	415.9266	SHB	636.6684
SHC1	3159.4237	SHC1	2337.9587
SHC2	165.7233	SHC2	259.2275
removed	removed	SHC3	9.1203
SHC4	13.5945	SHC4	109.4438
SHCBP1	115.8768	SHCBP1	25.2563
SHE	95.4851	SHE	315.3526
SHFM1	1198.5807	SHFM1	982.8898
SHF	21.6864	SHF	236.0759
SHISA2	159.8971	SHISA2	1148.8094
removed	removed	SHISA3	6.3141
SHISA4	240.1693	SHISA4	226.9556
SHISA5	4270.9349	SHISA5	2485.2869
removed	removed	SHISA6	11.5758
SHISA9	68.9435	SHISA9	49.1094
SHKBP1	889.4679	SHKBP1	622.6372
SHMT1	1180.6651	SHMT1	1259.5371
SHMT2	972.3296	SHMT2	1335.7759
SHOC2	2069.9226	SHOC2	1449.4291
SHOX2	21.0391	SHOX2	43.1461
SHPK	600.0704	SHPK	463.7331
SHPRH	400.7655	SHPRH	640.969
SHQ1	885.9075	SHQ1	540.2035
SHROOM1	286.1316	SHROOM1	231.8666
SHROOM2	528.243	SHROOM2	316.0541
SHROOM3	3902.589	SHROOM3	3819.6597
SHROOM4	654.4775	SHROOM4	360.6034
SIAE	3114.0634	SIAE	890.6342
SIAH1	298.043	SIAH1	657.1786
SIAH2	2990.4636	SIAH2	770.6669
SIDT1	1520.9642	SIDT1	598.784
SIDT2	1904.4356	SIDT2	1807.2789
SIGIRR	830.2348	SIGIRR	481.2722
SIGLEC10	60.2042	SIGLEC10	132.5954
SIGLEC14	27.5127	SIGLEC14	25.9578
SIGLEC15	161.5155	SIGLEC15	70.5071
removed	removed	SIGLEC16	9.8219
SIGLEC1	53.4069	SIGLEC1	32.9735
SIGLEC5	22.6575	SIGLEC5	16.4867
SIGLEC7	19.7444	SIGLEC7	15.0836
SIGLEC8	35.6046	SIGLEC8	56.125
SIGLEC9	27.5127	SIGLEC9	13.6805
removed	removed	SIGLECP3	6.3141
SIGMAR1	893.3521	SIGMAR1	1181.0813
SIK1	315.5863	SIK1	1531.512
SIK2	288.3973	SIK2	1573.255
SIK3	3131.911	SIK3	1914.5654
SIKE1	762.9097	SIKE1	671.3958
SIL1	2129.1557	SIL1	768.913
SILV	60.2042	SILV	51.5649
removed	removed	SIM1	6.3141
SIM2	26.5416	SIM2	32.2719
SIN3A	2681.0272	SIN3A	2488.4439
SIN3B	554.1372	SIN3B	1027.0882
SIP1	122.0267	SIP1	141.0142
SIPA1L1	631.4963	SIPA1L1	938.6913
SIPA1L2	774.5621	SIPA1L2	587.2082
SIPA1L3	1900.3152	SIPA1L3	1386.99
SIPA1	404.2742	SIPA1	597.0301
SIRPA	373.2011	SIRPA	2262.8914
SIRPB1	17.8023	SIRPB1	92.6063
SIRPB2	18.4497	SIRPB2	12.2774
removed	removed	SIRPG	28.0625
SIRT1	853.5396	SIRT1	928.1678
SIRT2	879.1102	SIRT2	1315.0798
SIRT3	711.6391	SIRT3	1221.0669
SIRT4	19.097	SIRT4	39.2875
SIRT5	298.1077	SIRT5	411.1159
SIRT6	138.2106	SIRT6	185.2126
SIRT7	173.4916	SIRT7	342.3627
removed	removed	SIT1	41.743
SIVA1	456.3864	SIVA1	766.4576
SIX1	148.2447	SIX1	54.7219
SIX2	288.721	SIX2	11.225
SIX4	236.9325	SIX4	177.8462
SIX5	352.8093	SIX5	592.8207
SKA1	80.5959	SKA1	13.3297
SKA2	509.4696	SKA2	437.7753
SKA3	150.3809	SKA3	21.0469
SKAP1	698.174	SKAP1	322.0174
SKAP2	444.4103	SKAP2	1338.933
SKIL	831.5295	SKIL	392.1737
SKIV2L2	2440.6378	SKIV2L2	1601.4263
SKIV2L	906.9465	SKIV2L	911.3303
SKI	1487.9491	SKI	2578.5948
SKP1	7110.8881	SKP1	6191.2934
SKP2	138.858	SKP2	90.1508
removed	removed	SLA2	44.5493
removed	removed	SLAIN1	211.1705
SLAIN2	2032.0522	SLAIN2	1493.9784
removed	removed	SLAMF1	48.4078
SLAMF6	7.7683	SLAMF6	59.2821
SLAMF7	28.8074	SLAMF7	338.5041
SLAMF8	57.5629	SLAMF8	108.3213
SLAMF9	11.3287	SLAMF9	6.6648
SLA	134.3265	SLA	311.8448
SLBP	1312.8391	SLBP	818.724
SLC10A3	440.5261	SLC10A3	531.7847
SLC10A6	16.1839	SLC10A6	34.3766
SLC10A7	349.2489	SLC10A7	230.8142
SLC11A1	44.3439	SLC11A1	20.6961
SLC11A2	2218.1673	SLC11A2	1989.6327
SLC12A1	427.9027	SLC12A1	5.2617
SLC12A2	4513.6936	SLC12A2	7724.5594
SLC12A4	487.453	SLC12A4	1322.4462
SLC12A6	290.6858	SLC12A6	479.5464
SLC12A7	1502.5146	SLC12A7	1378.2205
SLC12A8	500.2059	SLC12A8	250.458
SLC12A9	591.6839	SLC12A9	801.5357
SLC13A2	10.3577	SLC13A2	1127.4117
SLC13A3	6.1499	SLC13A3	61.036
removed	removed	SLC13A5	5.6125
SLC14A1	123.6451	SLC14A1	674.5528
SLC14A2	9.063	SLC14A2	26.6594
SLC15A2	95.4851	SLC15A2	158.5532
SLC15A3	220.1012	SLC15A3	307.2846
SLC15A4	596.2154	SLC15A4	778.0334
SLC16A10	5.1789	SLC16A10	17.5391
removed	removed	SLC16A11	78.5751
SLC16A12	5.1789	SLC16A12	69.104
SLC16A13	63.4409	SLC16A13	88.3969
SLC16A14	325.6203	SLC16A14	144.8728
SLC16A1	589.4181	SLC16A1	431.812
SLC16A2	1467.881	SLC16A2	848.8912
SLC16A3	379.0273	SLC16A3	95.0618
SLC16A4	567.0843	SLC16A4	432.1628
SLC16A5	116.8479	SLC16A5	353.5877
SLC16A6	430.8158	SLC16A6	165.2181
SLC16A7	16.1839	SLC16A7	67.7008
removed	removed	SLC16A8	5.6125
SLC16A9	34.3099	SLC16A9	71.2086
SLC17A5	938.667	SLC17A5	706.4739
removed	removed	SLC17A7	23.8531
SLC17A9	5.8262	SLC17A9	25.607
SLC19A1	278.0396	SLC19A1	181.354
SLC19A2	1502.8383	SLC19A2	578.0879
SLC19A3	44.3439	SLC19A3	835.9123
SLC1A1	1503.4856	SLC1A1	180.6525
SLC1A2	477.7491	SLC1A2	125.229
SLC1A3	81.2432	SLC1A3	363.4096
SLC1A4	3975.093	SLC1A4	1824.4146
SLC1A5	2455.4234	SLC1A5	3583.5838
removed	removed	SLC1A6	5.2617
removed	removed	SLC1A7	11.9266
SLC20A1	1885.7497	SLC20A1	546.1668
SLC20A2	2133.3635	SLC20A2	1124.9563
removed	removed	SLC22A11	17.5391
removed	removed	SLC22A12	5.6125
SLC22A15	140.8001	SLC22A15	64.8946
SLC22A17	220.4249	SLC22A17	1005.6906
SLC22A18AS	112.3164	removed	removed
SLC22A18	528.243	SLC22A18	183.8095
SLC22A23	502.6627	SLC22A23	867.8124
SLC22A3	7.4446	SLC22A3	70.8579
SLC22A4	107.746	SLC22A4	196.7884
SLC22A5	626.3175	SLC22A5	560.5488
SLC23A1	70.8855	SLC23A1	9.1203
SLC23A2	372.23	SLC23A2	970.6124
SLC24A1	653.7524	SLC24A1	397.8423
SLC24A3	80.2722	SLC24A3	597.0301
SLC24A6	772.2964	SLC24A6	723.6622
SLC25A10	1111.1875	SLC25A10	673.5005
SLC25A11	840.2688	SLC25A11	1054.8
SLC25A12	395.2112	SLC25A12	678.0606
SLC25A13	525.3298	SLC25A13	534.591
SLC25A14	134.9738	SLC25A14	120.3181
SLC25A15	557.989	SLC25A15	261.1603
SLC25A16	475.8071	SLC25A16	248.0025
SLC25A17	945.4643	SLC25A17	609.6582
removed	removed	SLC25A18	22.8008
SLC25A19	110.0506	SLC25A19	159.9564
SLC25A1	285.1606	SLC25A1	972.0155
SLC25A20	356.3698	SLC25A20	470.0472
SLC25A21	19.0355	SLC25A21	7.4155
SLC25A22	458.3284	SLC25A22	303.7768
SLC25A23	916.9806	SLC25A23	1433.9948
SLC25A24	3353.6307	SLC25A24	1159.3328
SLC25A25	507.2039	SLC25A25	803.9912
SLC25A26	297.305	SLC25A26	509.2505
removed	removed	SLC25A27	186.6158
SLC25A28	448.2944	SLC25A28	593.8731
SLC25A29	457.6811	SLC25A29	844.3311
SLC25A30	302.6392	SLC25A30	584.402
SLC25A32	345.5816	SLC25A32	544.3989
SLC25A33	242.1114	SLC25A33	263.4369
removed	removed	SLC25A34	11.9266
SLC25A35	238.2952	SLC25A35	140.481
SLC25A36	1412.8557	SLC25A36	1567.9933
SLC25A37	204.241	SLC25A37	512.141
SLC25A38	800.1327	SLC25A38	978.6804
SLC25A39	2378.7117	SLC25A39	1820.2052
SLC25A3	7296.0321	SLC25A3	6686.2461
SLC25A40	240.493	SLC25A40	201.3486
SLC25A42	224.9564	SLC25A42	383.0534
SLC25A43	449.5891	SLC25A43	455.3144
SLC25A44	1331.6124	SLC25A44	708.9294
SLC25A45	188.3808	SLC25A45	172.9353
SLC25A46	741.5469	SLC25A46	510.0363
SLC25A4	820.2008	SLC25A4	943.6022
SLC25A5	4759.3654	SLC25A5	4278.8327
SLC25A6	5149.3978	SLC25A6	14159.6459
removed	removed	SLC26A10	17.9776
SLC26A11	286.1316	SLC26A11	368.6714
SLC26A1	33.6625	SLC26A1	37.5336
SLC26A2	801.4274	SLC26A2	1295.0853
SLC26A3	20.7154	SLC26A3	309.3893
SLC26A4	11.0051	SLC26A4	56.4758
SLC26A5	15.8602	removed	removed
SLC26A6	290.3394	SLC26A6	159.1846
SLC26A7	9.3867	SLC26A7	148.0298
SLC27A1	805.3116	SLC27A1	1593.9511
SLC27A2	368.6696	SLC27A2	14.7328
SLC27A3	958.7351	SLC27A3	567.5645
SLC27A4	1426.4502	SLC27A4	550.727
SLC27A5	82.5153	SLC27A5	168.6242
SLC27A6	13.9182	SLC27A6	406.5558
removed	removed	SLC28A1	9.1203
SLC28A3	381.9404	SLC28A3	46.6539
SLC29A1	4211.0544	SLC29A1	2972.8732
SLC29A2	120.0685	SLC29A2	333.5055
SLC29A3	146.6263	SLC29A3	184.8618
SLC29A4	41.4308	SLC29A4	345.5198
SLC2A10	837.032	SLC2A10	657.0137
SLC2A11	177.6994	SLC2A11	243.0916
SLC2A12	19.4207	SLC2A12	303.426
SLC2A13	1322.8731	SLC2A13	223.7986
SLC2A14	6.7972	SLC2A14	5.6125
SLC2A1	1134.4924	SLC2A1	1292.279
SLC2A3	311.0548	SLC2A3	334.6455
SLC2A4RG	1379.1932	SLC2A4RG	858.3623
removed	removed	SLC2A4	283.0807
SLC2A5	19.4207	SLC2A5	64.8946
SLC2A6	22.3338	SLC2A6	39.2875
SLC2A8	223.338	SLC2A8	317.1065
SLC2A9	54.378	SLC2A9	183.4587
SLC30A1	649.6223	SLC30A1	175.7415
SLC30A2	8.092	SLC30A2	12.2774
SLC30A4	86.4221	SLC30A4	85.5907
SLC30A5	1560.1293	SLC30A5	1262.4626
SLC30A6	597.5101	SLC30A6	309.3893
SLC30A7	1081.4091	SLC30A7	595.2762
SLC30A8	65.383	removed	removed
SLC30A9	1986.7373	SLC30A9	1663.0551
SLC31A1	1725.5289	SLC31A1	1402.4244
SLC31A2	705.6187	SLC31A2	828.5459
SLC33A1	1710.316	SLC33A1	707.1755
SLC34A2	111.669	SLC34A2	2155.5523
SLC35A1	648.9491	SLC35A1	932.5807
SLC35A2	962.2955	SLC35A2	570.3707
SLC35A3	1001.7843	SLC35A3	377.4409
SLC35A4	2521.1301	SLC35A4	2531.9408
SLC35A5	906.6229	SLC35A5	728.924
SLC35B1	847.7134	SLC35B1	599.8364
SLC35B2	1592.1735	SLC35B2	1569.0456
SLC35B3	602.3653	SLC35B3	479.1675
SLC35B4	259.59	SLC35B4	358.8495
SLC35C1	260.8847	SLC35C1	400.5925
SLC35C2	750.2863	SLC35C2	1029.1929
SLC35D1	748.9915	SLC35D1	506.1777
SLC35D2	668.3956	SLC35D2	538.0988
SLC35E1	2033.9943	SLC35E1	2103.6366
SLC35E2	2997.0699	SLC35E2	2665.1115
SLC35E2	37.414	SLC35E2	55.199
SLC35E3	698.174	SLC35E3	267.2955
SLC35E4	39.5697	SLC35E4	74.8042
SLC35F1	26.5416	SLC35F1	7.3664
SLC35F2	159.8971	SLC35F2	297.4627
SLC35F3	7.4446	SLC35F3	186.265
SLC35F5	2072.8357	SLC35F5	731.7302
SLC36A1	135.2975	SLC36A1	177.8462
SLC36A4	45.9623	SLC36A4	109.093
SLC37A1	647.0329	SLC37A1	349.0276
SLC37A2	102.9297	SLC37A2	93.6587
SLC37A3	737.6628	SLC37A3	869.2366
SLC37A4	529.5377	SLC37A4	615.6215
SLC38A10	1185.6335	SLC38A10	2186.7719
SLC38A11	5.5025	SLC38A11	5.2617
SLC38A1	9277.5905	SLC38A1	5018.9817
SLC38A2	2294.5553	SLC38A2	3603.2275
removed	removed	SLC38A3	81.7321
removed	removed	SLC38A4	14.7328
SLC38A5	5.8262	SLC38A5	38.2352
SLC38A6	291.3105	SLC38A6	152.9407
SLC38A7	140.1527	SLC38A7	180.6525
SLC38A9	324.973	SLC38A9	165.5689
SLC39A10	1016.9972	SLC39A10	614.92
SLC39A11	1705.7845	SLC39A11	920.0999
SLC39A13	444.0866	SLC39A13	634.2129
SLC39A14	1265.5821	SLC39A14	1567.9933
SLC39A1	3248.4352	SLC39A1	3087.228
SLC39A2	10.6814	SLC39A2	19.293
SLC39A3	392.6218	SLC39A3	365.1635
SLC39A4	123.6451	SLC39A4	185.2126
SLC39A6	160679.077	SLC39A6	7461.4732
SLC39A7	3617.4285	SLC39A7	2535.0979
SLC39A8	562.5529	SLC39A8	1302.8025
SLC39A9	5919.1047	SLC39A9	2698.5621
removed	removed	SLC3A1	9.1203
SLC3A2	1232.5669	SLC3A2	3385.0414
SLC40A1	793.9828	SLC40A1	4359.5124
SLC41A1	300.3734	SLC41A1	543.3605
SLC41A2	324.3256	SLC41A2	173.6368
SLC41A3	1004.3737	SLC41A3	1694.2746
SLC43A1	57.9384	SLC43A1	250.458
SLC43A2	240.493	SLC43A2	445.8433
SLC43A3	509.5214	SLC43A3	1297.5408
SLC44A1	7785.4337	SLC44A1	3597.9658
SLC44A2	7364.9756	SLC44A2	6075.5355
SLC44A3	965.856	SLC44A3	662.6262
SLC44A4	4411.4113	SLC44A4	885.3725
SLC44A5	11.3287	SLC44A5	222.7463
SLC45A1	75.7407	SLC45A1	42.4446
SLC45A3	109.0796	SLC45A3	76.5546
SLC45A4	417.8687	SLC45A4	374.9854
SLC46A1	613.6649	SLC46A1	1261.4699
SLC46A2	7.1209	SLC46A2	11.225
SLC46A3	516.5905	SLC46A3	461.2777
SLC47A1	13.5945	SLC47A1	75.7688
removed	removed	SLC47A2	5.6125
SLC48A1	959.7061	SLC48A1	1002.5335
removed	removed	SLC4A10	11.225
SLC4A11	85.1274	SLC4A11	267.2955
SLC4A1AP	589.7418	SLC4A1AP	680.5161
SLC4A2	1240.1377	SLC4A2	1445.774
SLC4A3	123.9688	SLC4A3	367.9698
SLC4A4	13.2708	SLC4A4	109.7946
SLC4A5	116.9611	SLC4A5	155.968
SLC4A7	3596.0657	SLC4A7	1146.0032
SLC4A8	107.1375	SLC4A8	160.6579
SLC5A1	1930.7409	SLC5A1	1619.5582
SLC5A3	294.8936	SLC5A3	878.192
SLC5A6	1105.7853	SLC5A6	2890.8394
removed	removed	SLC5A9	14.382
removed	removed	SLC6A11	9.8219
SLC6A12	13.2708	SLC6A12	72.261
SLC6A14	7.7683	SLC6A14	753.8294
removed	removed	SLC6A15	13.3297
removed	removed	SLC6A16	25.9578
SLC6A17	11.0051	SLC6A17	79.2766
SLC6A1	51.4648	SLC6A1	7.0156
SLC6A20	14.2418	SLC6A20	10.5234
removed	removed	SLC6A2	35.4289
SLC6A4	10827.0385	SLC6A4	5.9633
SLC6A6	288.3973	SLC6A6	514.9472
SLC6A8	237.2562	SLC6A8	706.1232
SLC6A9	201.7681	SLC6A9	202.457
removed	removed	SLC7A10	82.5529
SLC7A11	62.1462	SLC7A11	49.1094
SLC7A13	6.1499	removed	removed
removed	removed	SLC7A14	9.1203
SLC7A1	1717.437	SLC7A1	1309.8181
SLC7A2	16382.6525	SLC7A2	979.3819
removed	removed	SLC7A3	258.526
SLC7A4	320.4415	SLC7A4	60.3344
SLC7A5	280.9527	SLC7A5	668.9403
SLC7A6OS	70.6137	SLC7A6OS	211.0687
SLC7A6	335.9263	SLC7A6	665.885
SLC7A7	218.8065	SLC7A7	181.354
SLC7A8	2659.6644	SLC7A8	2401.8009
SLC8A1	188.7044	SLC8A1	116.4595
removed	removed	SLC8A2	7.7172
SLC9A1	3676.6616	SLC9A1	1901.5865
removed	removed	SLC9A2	34.3766
SLC9A3R1	6628.6075	SLC9A3R1	2884.827
SLC9A3R2	1076.2303	SLC9A3R2	1544.4909
SLC9A5	6.4736	SLC9A5	20.3453
SLC9A6	79.9485	SLC9A6	411.8175
SLC9A7	498.1409	SLC9A7	150.4853
SLC9A8	774.2384	SLC9A8	749.9708
SLC9A9	43.0492	SLC9A9	172.2337
removed	removed	SLCO1A2	279.9236
removed	removed	SLCO1C1	9.8219
SLCO2A1	891.41	SLCO2A1	407.2573
SLCO2B1	402.3321	SLCO2B1	639.4747
SLCO3A1	183.2019	SLCO3A1	514.9472
removed	removed	SLCO4A1	50.4143
SLCO4C1	24.2759	SLCO4C1	8.068
SLFN11	253.7638	SLFN11	499.1621
removed	removed	SLFN12L	11.5758
SLFN12	119.1136	SLFN12	116.4595
SLFN13	103.2534	SLFN13	559.4965
SLFN5	247.2902	SLFN5	606.1504
removed	removed	SLIT1	5.2617
SLIT2	114.2584	SLIT2	144.8728
SLIT3	621.1386	SLIT3	781.892
removed	removed	SLITRK1	23.1516
removed	removed	SLITRK4	24.2039
SLITRK5	5.1789	SLITRK5	37.8844
SLITRK6	2735.4051	SLITRK6	368.6714
SLK	1855.9713	SLK	1930.7014
SLMAP	1639.7542	SLMAP	2400.047
SLMO1	36.252	SLMO1	51.5649
SLMO2	1663.7064	SLMO2	1371.9064
SLPI	660.6274	SLPI	2217.9914
SLTM	1819.7193	SLTM	2073.1186
SLU7	1123.1636	SLU7	1331.2158
SMAD1	1005.9921	SMAD1	706.8247
SMAD2	2202.307	SMAD2	2188.5258
SMAD3	1229.9775	SMAD3	1459.251
SMAD4	1719.0165	SMAD4	2668.5387
SMAD5	2165.7314	SMAD5	1844.7599
SMAD6	38.8414	SMAD6	52.968
SMAD7	276.0976	SMAD7	705.7724
SMAD9	5.1789	SMAD9	37.1828
SMAGP	349.8962	SMAGP	355.3417
SMAP1	619.4943	SMAP1	678.6815
SMAP2	1327.0809	SMAP2	1061.4648
SMARCA1	174.4626	SMARCA1	1615.6996
SMARCA2	5562.4112	SMARCA2	5816.308
SMARCA4	3167.192	SMARCA4	2629.4581
SMARCA5	3230.6329	SMARCA5	2234.4781
SMARCAD1	1076.554	SMARCAD1	978.3296
SMARCAL1	820.2008	SMARCAL1	685.7778
SMARCB1	1340.9991	SMARCB1	1602.7207
SMARCC1	4964.5775	SMARCC1	3746.3464
SMARCC2	2646.7173	SMARCC2	3015.6685
SMARCD1	1539.7376	SMARCD1	1531.1612
SMARCD2	3220.2752	SMARCD2	3807.7332
SMARCD3	389.0613	SMARCD3	571.7738
SMARCE1	3302.1658	SMARCE1	2958.1404
SMC1A	3725.8607	SMC1A	2548.0768
SMC2	789.1276	SMC2	559.1457
SMC3	1890.9285	SMC3	1794.2474
SMC4	1163.2997	SMC4	683.6731
SMC5	1051.3071	SMC5	1198.2696
SMC6	732.8076	SMC6	445.4925
SMCHD1	1314.7812	SMCHD1	1444.5182
SMCR7L	1041.273	SMCR7L	1251.9392
SMCR7	416.8976	SMCR7	533.5387
SMCR8	1227.825	SMCR8	1169.6248
SMEK1	1568.2213	SMEK1	1784.7763
SMEK2	2663.5486	SMEK2	2129.2437
SMG1	3317.055	SMG1	2654.0128
SMG5	2445.3894	SMG5	1762.677
SMG6	1072.0225	SMG6	1426.9791
SMG7	2886.8866	SMG7	2008.5749
removed	removed	SMN1	5.4757
SMN2	826.8588	SMN2	1172.0978
SMNDC1	550.9004	SMNDC1	611.4121
SMOC1	8.4156	SMOC1	198.5423
SMOC2	2616.2915	SMOC2	1189.1493
SMOX	35.6046	SMOX	198.5423
SMO	73.475	SMO	717.3482
SMPD1	1090.7958	SMPD1	687.5317
SMPD2	375.4668	SMPD2	240.6361
SMPD3	65.7067	SMPD3	198.8931
SMPD4	1668.2379	SMPD4	1620.2597
SMPDL3A	319.7941	SMPDL3A	272.5572
SMPDL3B	672.2798	SMPDL3B	338.8549
SMS	973.6243	SMS	1282.8079
removed	removed	SMTNL2	15.4344
SMTN	350.8673	SMTN	1057.6062
SMU1	1986.4136	SMU1	2065.0507
SMUG1	554.7846	SMUG1	536.6957
SMURF1	623.2037	SMURF1	827.49
SMURF2	389.0613	SMURF2	583.7004
SMYD1	11.9761	SMYD1	799.7818
SMYD2	347.9542	SMYD2	669.9927
SMYD3	447.3234	SMYD3	278.1697
SMYD4	207.4778	SMYD4	427.9534
SMYD5	685.8743	SMYD5	914.4874
SNAI1	75.7407	SNAI1	24.2039
SNAI2	115.5531	SNAI2	1567.6425
removed	removed	SNAI3	16.8375
SNAP23	1640.0778	SNAP23	1506.6065
removed	removed	SNAP25	18.2406
SNAP29	1726.1763	SNAP29	987.0991
SNAP47	833.6981	SNAP47	890.3817
SNAPC1	154.0709	SNAPC1	213.9767
SNAPC2	367.6985	SNAPC2	363.4096
SNAPC3	1015.0551	SNAPC3	465.1363
SNAPC4	131.0897	SNAPC4	360.2526
SNAPC5	75.608	SNAPC5	114.9476
SNAPIN	902.0914	SNAPIN	515.298
SNCAIP	13.9182	SNCAIP	134.7001
SNCA	23.6285	SNCA	166.972
SNCG	33.6625	SNCG	1182.8352
SND1	6150.5347	SND1	4899.716
SNED1	529.5377	SNED1	419.5347
SNF8	785.2435	SNF8	749.9708
SNHG10	24.2759	SNHG10	42.7953
SNHG11	79.8547	SNHG11	206.8453
SNHG12	22.6575	SNHG12	126.9829
SNHG1	89.3352	SNHG1	736.6411
SNHG3-RCC1	43.4053	SNHG3-RCC1	197.8758
SNHG3	6.4736	SNHG3	20.6961
SNHG4	5.564	SNHG4	14.2031
SNHG5	246.6428	SNHG5	1522.7425
SNHG6	136.9159	SNHG6	896.5975
SNHG7	231.6436	SNHG7	1299.3438
SNHG8	292.9288	SNHG8	1421.0158
SNHG9	15.8602	SNHG9	31.5703
SNIP1	374.8194	SNIP1	410.4144
SNN	704.9713	SNN	1074.4437
SNORA8	56.1905	SNORA8	173.6789
removed	removed	SNORD116-20	15.7852
SNORD116-28	10.6976	SNORD116-28	27.368
SNORD116-4	12.0473	SNORD116-4	30.076
removed	removed	SNORD17	8.4188
SNORD1C	6.0593	SNORD1C	13.8594
SNPH	213.9513	SNPH	144.522
SNRK	1076.2303	SNRK	1444.5182
SNRNP200	7487.0023	SNRNP200	7612.6601
SNRNP25	551.2241	SNRNP25	439.5292
SNRNP27	513.6774	SNRNP27	506.5285
SNRNP35	296.1171	SNRNP35	409.6005
SNRNP40	726.6577	SNRNP40	917.6444
SNRNP48	350.5436	SNRNP48	492.1464
SNRNP70	1000.1659	SNRNP70	2417.9369
SNRPA1	291.9578	SNRPA1	243.4424
SNRPA	804.3405	SNRPA	1147.4063
SNRPB2	725.6867	SNRPB2	885.7233
SNRPB	1786.7041	SNRPB	2107.4952
SNRPC	1023.7944	SNRPC	948.5132
SNRPD1	673.2508	SNRPD1	639.4747
SNRPD2	2235.3222	SNRPD2	3070.7412
SNRPD3	1792.43	SNRPD3	1554.2321
SNRPE	1190.4887	SNRPE	733.4841
SNRPF	788.4803	SNRPF	634.5637
SNRPG	834.7663	SNRPG	462.6808
SNRPN	1307.233	SNRPN	2271.2716
SNTA1	650.5933	SNTA1	597.0301
SNTB1	706.5897	SNTB1	597.0301
