gene_id	TCGA-BH-A18N-01A-11R-A12D-07	gene_id	TCGA-BH-A18N-11A-43R-A12D-07
SYT12	1275.9094	SYT12	582.0106
SYT13	17545.9849	SYT13	17.8571
SYT15	13.3837	SYT15	255.291
SYT17	1393.617	SYT17	131.6138
SYT1	763.2121	SYT1	81.6799
removed	removed	SYT2	40.3439
removed	removed	SYT3	12.8968
SYT6	14.4132	SYT6	15.873
SYT7	346.6026	SYT7	1294.3122
removed	removed	SYT8	170.6349
SYT9	734.0426	SYT9	102.8439
SYTL1	401.8531	SYTL1	448.082
SYTL2	2978.0371	SYTL2	1734.4577
SYTL3	62.1139	SYTL3	170.6349
SYTL4	1206.2457	SYTL4	819.4444
SYTL5	1432.3953	SYTL5	205.6878
SYVN1	1539.4647	SYVN1	1649.1402
TAB1	807.917	TAB1	740.1323
TAB2	2373.7131	TAB2	2790.0132
TAB3	1285.8614	TAB3	973.545
removed	removed	TAC1	39.3519
TACC1	599.5196	TACC1	6103.836
TACC2	1911.8051	TACC2	1425.5952
TACC3	456.7605	TACC3	156.0847
TACO1	413.5209	TACO1	260.9127
removed	removed	TACR1	647.8175
removed	removed	TACR2	10.9127
TACSTD2	1912.8346	TACSTD2	9129.2989
TADA1	312.9719	TADA1	268.8492
TADA2A	327.7282	TADA2A	200.0661
TADA2B	1253.9465	TADA2B	1066.4683
TADA3	2312.1139	TADA3	1533.9187
TAF10	615.3054	TAF10	435.1852
TAF11	390.8717	TAF11	501.6534
TAF12	385.3809	TAF12	324.7354
TAF13	136.582	TAF13	188.4921
TAF15	3400.4804	TAF15	2017.8571
TAF1A	63.1434	TAF1A	103.836
TAF1B	258.0645	TAF1B	254.9603
TAF1C	468.0851	TAF1C	715.6085
TAF1D	362.3542	TAF1D	569.6759
TAF1L	44.6122	TAF1L	39.6825
TAF1	1643.7886	TAF1	1578.7037
TAF2	1405.2848	TAF2	726.5212
TAF3	570.35	TAF3	284.0608
TAF4B	78.5861	TAF4B	234.127
TAF4	482.8415	TAF4	380.6217
TAF5L	459.849	TAF5L	615.4101
TAF5	89.9108	TAF5	110.7804
TAF6L	217.2272	TAF6L	220.2381
TAF6	814.6877	TAF6	909.7222
TAF7	4217.2272	TAF7	2701.3889
TAF8	502.059	TAF8	605.4894
TAF9B	881.9492	TAF9B	749.0079
TAF9	1437.5429	TAF9	988.7566
TAGAP	84.0769	TAGAP	226.1905
TAGLN2	5051.4756	TAGLN2	7977.1825
TAGLN	3657.9444	TAGLN	23509.2593
TAL1	55.5937	TAL1	245.0397
TALDO1	1527.4537	TALDO1	1953.373
TANC1	2515.0995	TANC1	1738.0952
TANC2	1956.7605	TANC2	1039.3519
TANK	1015.7859	TANK	1624.3386
TAOK1	762.1826	TAOK1	918.9815
TAOK2	2273.5072	TAOK2	1441.4683
TAOK3	1482.1551	TAOK3	1040.0132
TAP1	1015.0995	TAP1	1058.2011
TAP2	525.7687	TAP2	1047.3975
TAPBPL	420.9025	TAPBPL	477.8638
TAPBP	2095.0583	TAPBP	2659.3915
TAPT1	869.9382	TAPT1	900.1323
TARBP1	768.0165	TARBP1	720.5688
TARBP2	448.5244	TARBP2	286.7063
TARDBP	3725.8065	TARDBP	3083.664
TARP	7.8929	TARP	6.6138
TARS2	539.8078	TARS2	430.2249
TARSL2	322.9238	TARSL2	309.1931
TARS	2005.8339	TARS	1238.7566
removed	removed	TAS1R1	5.9524
removed	removed	TAS1R3	15.2116
TAS2R14	14.2793	TAS2R14	12.3611
TAS2R20	19.9039	TAS2R20	22.8175
removed	removed	TAS2R4	5.291
TAS2R5	7.8929	TAS2R5	15.5423
TASP1	193.5484	TASP1	250.3307
TATDN1	365.1338	TATDN1	320.4365
TATDN2	1808.5106	TATDN2	1390.5423
TATDN3	262.1826	TATDN3	276.1243
removed	removed	TAT	4268.1878
TAX1BP1	3626.2869	TAX1BP1	3507.9365
TAX1BP3	1485.3294	TAX1BP3	1633.7434
TAZ	338.0233	TAZ	304.5635
TBC1D10A	735.5662	TBC1D10A	633.4292
TBC1D10B	2116.3349	TBC1D10B	992.0635
TBC1D10C	18.5312	TBC1D10C	53.9021
TBC1D12	369.2519	TBC1D12	470.2381
TBC1D13	642.0728	TBC1D13	1309.8545
TBC1D14	2132.8071	TBC1D14	2292.6587
TBC1D15	1322.9238	TBC1D15	1339.9471
TBC1D16	335.9643	TBC1D16	826.0582
TBC1D17	1040.755	TBC1D17	1122.5066
TBC1D19	121.8257	TBC1D19	132.9365
TBC1D1	1781.4001	TBC1D1	1207.3413
TBC1D20	1612.9032	TBC1D20	1541.6667
TBC1D22A	349.6911	TBC1D22A	364.418
TBC1D22B	359.2347	TBC1D22B	437.6422
TBC1D23	822.2375	TBC1D23	925.2646
TBC1D24	505.7241	TBC1D24	418.4888
TBC1D25	386.4104	TBC1D25	530.754
TBC1D2B	1011.3246	TBC1D2B	2438.8228
TBC1D2	304.0494	TBC1D2	400.1323
TBC1D3B	163.3493	TBC1D3B	88.955
TBC1D3C	38.7783	TBC1D3C	21.8254
removed	removed	TBC1D3G	6.9444
TBC1D3H	15.0995	TBC1D3H	7.6058
TBC1D3	587.2958	TBC1D3	347.7844
TBC1D4	1229.2382	TBC1D4	1963.2937
TBC1D5	1926.2183	TBC1D5	2006.2831
TBC1D7	186.3418	TBC1D7	200.3968
TBC1D8B	339.7392	TBC1D8B	352.1825
TBC1D8	944.4063	TBC1D8	1031.0847
TBC1D9B	5409.4029	TBC1D9B	4461.9709
TBC1D9	21633.8367	TBC1D9	7540.3439
TBCA	1791.3521	TBCA	841.9312
TBCB	1036.7502	TBCB	596.6931
TBCCD1	311.5992	TBCCD1	326.3889
TBCC	289.9794	TBCC	291.0053
TBCD	1877.9067	TBCD	1454.3585
TBCEL	401.8531	TBCEL	425.9259
TBCE	268.7577	TBCE	260.2745
TBCK	966.3898	TBCK	578.8294
TBK1	901.8531	TBK1	680.5556
TBKBP1	568.291	TBKBP1	334.9868
TBL1XR1	2769.7323	TBL1XR1	2848.545
TBL1X	1559.3686	TBL1X	1107.4735
TBL2	1074.4681	TBL2	679.8942
TBL3	1506.5202	TBL3	675.9259
TBPL1	144.8181	TBPL1	208.3333
TBP	243.3082	TBP	263.5582
TBRG1	935.2505	TBRG1	1118.2771
TBRG4	799.9314	TBRG4	657.4074
TBX15	68.9774	TBX15	322.4206
TBX18	37.4056	TBX18	188.1614
TBX19	24.4235	TBX19	86.9709
TBX1	142.0728	TBX1	77.7116
removed	removed	TBX21	21.8254
TBX2	343.8572	TBX2	217.5926
TBX3	8460.8785	TBX3	2414.0212
TBX5	38.092	TBX5	94.5767
TBX6	55.2505	TBX6	23.4788
TBXA2R	59.0254	TBXA2R	38.6905
TBXAS1	174.3308	TBXAS1	305.5556
TC2N	1468.0851	TC2N	3091.9312
removed	removed	TCAP	7.2751
TCEA1	2049.4166	TCEA1	1260.2513
TCEA2	364.7907	TCEA2	299.2725
TCEA3	1133.4935	TCEA3	696.7593
TCEAL1	1192.862	TCEAL1	429.5635
removed	removed	TCEAL2	116.0714
TCEAL3	1839.396	TCEAL3	503.6376
TCEAL4	5814.6877	TCEAL4	2189.8148
TCEAL5	25.3946	TCEAL5	45.3042
TCEAL6	104.324	TCEAL6	25.463
TCEAL7	19.5607	TCEAL7	178.9021
TCEAL8	1143.4454	TCEAL8	856.8122
TCEANC	57.3095	TCEANC	56.5476
TCEB1	859.9863	TCEB1	338.955
TCEB2	2313.6582	TCEB2	791.6667
TCEB3	1216.4756	TCEB3	1509.3717
TCERG1	1017.1585	TCERG1	922.619
TCF12	2542.5532	TCF12	2022.1561
removed	removed	TCF15	36.7063
TCF19	337.6802	TCF19	209.9868
TCF20	1346.2594	TCF20	1347.8836
TCF25	1469.801	TCF25	2110.4497
TCF3	809.8833	TCF3	905.754
TCF4	891.558	TCF4	3014.2196
TCF7L1	71.0364	TCF7L1	959.3254
TCF7L2	403.9121	TCF7L2	1020.172
TCF7	416.2663	TCF7	769.5106
TCFL5	246.7399	TCFL5	292.328
TCHH	5.1476	TCHH	8.2672
TCHP	485.2437	TCHP	368.7169
TCIRG1	1151.3384	TCIRG1	606.4815
TCN1	33.6307	TCN1	739.418
TCN2	199.7255	TCN2	1112.1032
TCOF1	1563.1434	TCOF1	1034.7222
TCP10L	20.2951	TCP10L	26.0185
TCP11L1	136.7227	TCP11L1	280.4233
TCP11L2	276.2526	TCP11L2	302.5794
TCP1	3362.1242	TCP1	2879.1931
TCTA	2149.2793	TCTA	996.6931
TCTE3	81.3315	TCTE3	37.6984
TCTEX1D1	6.1771	TCTEX1D1	13.2275
TCTEX1D2	171.2423	TCTEX1D2	63.4921
TCTEX1D4	8.9224	TCTEX1D4	7.2751
TCTN1	839.396	TCTN1	616.4848
TCTN2	468.4283	TCTN2	610.119
TCTN3	1172.615	TCTN3	1183.8624
TDG	382.9787	TDG	348.8757
TDO2	43.2395	removed	removed
TDP1	408.3734	TDP1	362.1032
TDP2	1089.5676	TDP2	764.5503
TDRD10	9.952	TDRD10	51.2566
removed	removed	TDRD12	50.7374
TDRD3	632.464	TDRD3	433.8624
TDRD5	229.2382	TDRD5	317.791
TDRD6	5.1476	TDRD6	34.3915
TDRD7	756.6918	TDRD7	524.1402
removed	removed	TDRD9	89.2857
TDRKH	62.4571	TDRKH	223.8757
TEAD1	1712.0796	TEAD1	3054.5635
TEAD2	118.0508	TEAD2	910.7143
TEAD3	623.8847	TEAD3	997.6852
TEAD4	126.2869	TEAD4	182.8704
TECPR1	294.7838	TECPR1	345.8995
TECPR2	751.5443	TECPR2	1131.9444
TECR	2268.0165	TECR	1400.1323
TECTA	27.1105	TECTA	19.5106
TEC	45.2986	TEC	61.8386
TEF	838.0233	TEF	1270.8333
TEKT2	9.6088	TEKT2	15.5423
TEKT3	12.011	TEKT3	15.2116
removed	removed	TEKT4	6.2831
TEK	250.5148	TEK	928.5714
TELO2	1182.5669	TELO2	484.127
TENC1	2069.6637	TENC1	4231.4815
TEP1	773.164	TEP1	1220.5688
removed	removed	TEPP	11.2434
TERF1	788.6067	TERF1	550.2646
TERF2IP	3775.9094	TERF2IP	1646.8254
TERF2	424.5024	TERF2	610.7804
TESC	16.8154	TESC	213.6243
TESK1	824.9828	TESK1	1031.746
TESK2	1113.9327	TESK2	347.2222
TES	248.7886	TES	1954.5403
TET1	27.4537	TET1	79.3651
TET2	822.5806	TET2	892.1958
TET3	591.9698	TET3	574.0741
TEX10	377.8312	TEX10	400.7937
TEX14	38.4351	TEX14	24.1402
TEX261	2148.2498	TEX261	2642.8571
TEX264	1956.7605	TEX264	842.5926
TEX2	2074.8113	TEX2	2376.9841
TEX9	154.7701	TEX9	117.3942
TFAM	421.0707	TFAM	521.4947
TFAP2A	974.2622	TFAP2A	1578.373
TFAP2B	1009.6088	TFAP2B	989.0873
TFAP2C	824.6397	TFAP2C	1390.873
removed	removed	TFAP2E	18.6971
TFAP4	455.3878	TFAP4	178.9021
TFB1M	175.3603	TFB1M	176.918
TFB2M	315.3741	TFB2M	289.0212
TFCP2L1	697.3233	TFCP2L1	1593.9153
TFCP2	821.208	TFCP2	694.1138
TFDP1	1888.8126	TFDP1	1213.2937
TFDP2	280.0275	TFDP2	361.1111
TFE3	1804.3926	TFE3	2240.7407
TFEB	230.6108	TFEB	406.746
TFEC	94.0288	TFEC	95.8995
removed	removed	TFF1	195.1058
TFF3	80.6452	TFF3	618.3862
TFG	2055.5937	TFG	1567.791
TFIP11	913.1949	TFIP11	931.7295
removed	removed	TFPI2	2055.8862
TFPI	117.0213	TFPI	1697.0899
TFPT	254.7083	TFPT	149.8644
TFR2	5.4907	removed	removed
TFRC	2680.1647	TFRC	1559.5238
TF	27.1105	TF	2127.3148
TGDS	216.884	TGDS	241.0714
TGFA	236.1016	TGFA	206.6799
TGFB1I1	425.5319	TGFB1I1	975.8598
TGFB1	578.243	TGFB1	566.7989
TGFB2	69.3205	TGFB2	799.6032
TGFB3	897.3919	TGFB3	880.6217
TGFBI	2014.7563	TGFBI	1970.2381
TGFBR1	878.1743	TGFBR1	2149.8016
TGFBR2	1246.3967	TGFBR2	10558.8624
TGFBR3	4744.3377	TGFBR3	5391.8651
TGFBRAP1	344.2004	TGFBRAP1	441.1376
TGIF1	1021.2766	TGIF1	844.9074
TGIF2	1449.6122	TGIF2	591.713
removed	removed	TGM1	48.6111
TGM2	743.6513	TGM2	1531.4153
removed	removed	TGM5	21.4947
TGOLN2	7354.4955	TGOLN2	9591.2698
TGS1	700.0686	TGS1	568.1217
TG	8.9224	removed	removed
TH1L	1780.3706	TH1L	1294.9735
THADA	999.6568	THADA	1007.6058
THAP10	72.0659	THAP10	54.8942
THAP11	373.0268	THAP11	500.6614
THAP1	293.0679	THAP1	213.2937
THAP2	89.2244	THAP2	120.3704
THAP3	342.0419	THAP3	226.207
THAP4	793.7543	THAP4	856.8122
THAP5	668.8401	THAP5	541.336
THAP6	390.1853	THAP6	368.0556
THAP7	219.2862	THAP7	237.4339
THAP8	91.9698	THAP8	119.0476
THAP9	189.4303	THAP9	159.0608
THBD	1047.0144	THBD	1430.2249
THBS1	6565.5456	THBS1	18908.7302
THBS2	2725.4633	THBS2	5648.8095
THBS3	559.0563	THBS3	730.2183
THBS4	63.8298	THBS4	990.0761
THEM4	446.4653	THEM4	338.2937
removed	removed	THEM5	5.6217
removed	removed	THEMIS	20.5026
THG1L	222.7179	THG1L	126.6534
THNSL1	185.6555	THNSL1	177.5794
THNSL2	1881.606	THNSL2	1197.4206
THOC1	555.5937	THOC1	474.537
THOC2	2434.1112	THOC2	1607.8042
THOC3	722.7179	THOC3	453.7037
THOC4	662.663	THOC4	401.1243
THOC5	420.7275	THOC5	505.9524
THOC6	757.917	THOC6	300.5026
THOC7	685.3123	THOC7	667.328
THOP1	680.8511	THOP1	481.4815
THPO	6.8634	THPO	13.8889
THRAP3	4494.5093	THRAP3	4073.082
THRA	926.3487	THRA	1286.2434
THRB	1284.1455	THRB	1409.7222
THRSP	829.4441	THRSP	1390.873
THSD1P1	163.6925	THSD1P1	199.4312
THSD1	111.1874	THSD1	321.0979
THSD4	8610.1579	THSD4	3152.7778
THSD7A	17.5017	THSD7A	135.9127
THSD7B	17.8449	THSD7B	125.9921
THTPA	443.3768	THTPA	406.4153
THUMPD1	2510.6383	THUMPD1	1833.9947
THUMPD2	189.4303	THUMPD2	208.0026
THUMPD3	1111.8737	THUMPD3	753.6376
THY1	3237.8174	THY1	1041.336
THYN1	411.8051	THYN1	672.2884
TIA1	1375.7721	TIA1	1600.8598
TIAF1	261.2388	TIAF1	254.4643
TIAL1	1305.7653	TIAL1	1274.8016
TIAM1	730.6108	TIAM1	503.6376
TIAM2	48.6616	TIAM2	138.6839
TICAM1	445.0927	TICAM1	459.3254
TICAM2	117.2752	TICAM2	112.2057
TIE1	578.5861	TIE1	1097.5529
TIFA	842.8277	TIFA	296.2963
TIGD1	97.1174	TIGD1	69.1138
TIGD2	163.6925	TIGD2	190.1455
TIGD3	13.0405	removed	removed
TIGD4	13.7268	TIGD4	13.5582
TIGD5	211.7364	TIGD5	94.9074
TIGD6	283.4592	TIGD6	202.381
TIGD7	343.3493	TIGD7	299.881
TIGIT	6.8634	TIGIT	13.2275
removed	removed	TIMD4	19.8413
TIMELESS	1110.8442	TIMELESS	378.3069
TIMM10	379.8902	TIMM10	216.6005
TIMM13	1123.8813	TIMM13	484.7884
TIMM16	217.7042	TIMM16	71.2037
TIMM17A	876.4585	TIMM17A	635.582
TIMM17B	807.8243	TIMM17B	331.6799
TIMM22	545.2986	TIMM22	376.6534
TIMM44	472.5463	TIMM44	364.7487
TIMM50	654.0837	TIMM50	488.0952
TIMM8A	91.9698	TIMM8A	78.373
TIMM8B	377.8312	TIMM8B	269.5106
TIMM9	332.5326	TIMM9	417.9894
TIMP1	6229.2382	TIMP1	3152.7778
TIMP2	4164.3789	TIMP2	14333.3333
TIMP3	28446.1222	TIMP3	28568.4524
TIMP4	73.0954	TIMP4	1755.291
TINAGL1	530.8854	TINAGL1	2282.0767
TINF2	1190.1167	TINF2	1222.5529
TIPARP	1229.9245	TIPARP	1845.5589
TIPIN	118.394	TIPIN	98.2143
TIPRL	809.5402	TIPRL	799.2725
TIRAP	258.0645	TIRAP	231.4815
TJAP1	583.0474	TJAP1	598.2143
TJP1	2724.0906	TJP1	3251.9841
TJP2	1265.9574	TJP2	2427.2487
TJP3	711.3933	TJP3	464.6164
TK1	567.2615	TK1	95.8995
TK2	674.674	TK2	1647.8175
TKT	3737.8174	TKT	4067.4603
TLCD1	81.6747	TLCD1	37.037
TLE1	68.9774	TLE1	1043.6508
TLE2	454.3583	TLE2	1304.5635
TLE3	4223.0611	TLE3	1819.4444
TLE4	52.8483	TLE4	721.2302
TLE6	311.9423	TLE6	31.746
TLK1	1710.7069	TLK1	1710.9788
TLK2	689.7735	TLK2	581.0185
TLL1	11.6678	TLL1	381.6138
TLL2	7.2066	removed	removed
TLN1	5506.1771	TLN1	15899.8016
TLN2	442.6905	TLN2	2654.7619
TLR10	27.1105	TLR10	45.6349
TLR1	252.5738	TLR1	269.1799
TLR2	817.4331	TLR2	427.2487
TLR3	224.0906	TLR3	392.5265
TLR4	253.9465	TLR4	1375.3307
TLR5	221.3452	TLR5	421.627
TLR6	41.5237	TLR6	41.336
TLR7	176.733	TLR7	247.3545
TLR8	9.952	TLR8	63.8228
removed	removed	TLR9	18.0556
TLX2	9.6088	removed	removed
TM2D1	380.2334	TM2D1	390.873
TM2D2	340.0824	TM2D2	768.5185
TM2D3	856.2114	TM2D3	669.6429
TM4SF18	164.3789	TM4SF18	505.291
removed	removed	TM4SF19	6.4815
TM4SF1	1123.1984	TM4SF1	6522.4868
TM6SF1	171.5854	TM6SF1	191.4683
TM6SF2	11.6404	removed	removed
TM7SF2	398.0782	TM7SF2	547.2884
TM7SF3	980.4393	TM7SF3	1284.0608
TM9SF1	1928.8641	TM9SF1	1544.6131
TM9SF2	6357.9272	TM9SF2	4311.5079
TM9SF3	5459.5058	TM9SF3	5653.7698
TM9SF4	2185.6555	TM9SF4	1798.2804
TMBIM1	2234.0426	TMBIM1	4851.1905
TMBIM4	1372.6081	TMBIM4	1271.4583
TMBIM6	31133.4935	TMBIM6	19702.381
removed	removed	TMC2	36.045
removed	removed	TMC3	21.4947
TMC4	3872.6836	TMC4	1106.8122
TMC5	547.7008	TMC5	493.7169
TMC6	376.4585	TMC6	621.0317
TMC7	455.0446	TMC7	110.119
TMC8	68.9774	TMC8	181.8783
TMCC1	1047.0144	TMCC1	997.3545
TMCC2	39.1215	TMCC2	54.2328
TMCC3	101.9218	TMCC3	545.3042
TMCO1	2112.9032	TMCO1	1851.8519
TMCO3	3032.9444	TMCO3	1350.8598
TMCO4	513.0405	TMCO4	669.9735
removed	removed	TMCO6	183.2011
TMCO7	231.2972	TMCO7	375
TMED10P1	53.5621	TMED10P1	45.9656
TMED10	10279.6843	TMED10	7755.9524
TMED1	783.442	TMED1	439.5933
TMED2	7506.1771	TMED2	5237.1032
TMED3	3158.545	TMED3	1321.0979
TMED4	1050.7893	TMED4	1014.2196
TMED5	1278.3013	TMED5	1559.8545
TMED7-TICAM2	108.0508	TMED7-TICAM2	91.6005
TMED7	4548.5209	TMED7	2201.2864
TMED8	920.7275	TMED8	513.2275
TMED9	4776.9389	TMED9	2067.1296
TMEFF1	32.0522	TMEFF1	51.0516
removed	removed	TMEFF2	5.6217
removed	removed	TMEM100	424.2725
TMEM101	1502.059	TMEM101	852.8439
TMEM102	265.2711	TMEM102	149.4709
TMEM104	502.4022	TMEM104	382.2751
TMEM105	14.07	TMEM105	7.9365
TMEM106A	136.582	TMEM106A	180.5556
TMEM106B	1426.5614	TMEM106B	1423.2804
TMEM106C	1281.4001	TMEM106C	762.5661
TMEM107	287.5772	TMEM107	207.3413
TMEM108	17.5017	TMEM108	69.7751
TMEM109	2015.0995	TMEM109	2918.6508
TMEM110	278.6548	TMEM110	265.1224
TMEM111	1881.606	TMEM111	1150.1323
TMEM115	1671.9286	TMEM115	1034.3915
TMEM116	335.278	TMEM116	225.8598
TMEM117	90.9403	TMEM117	118.7169
TMEM119	165.0652	TMEM119	800.9259
TMEM11	389.1558	TMEM11	379.2989
TMEM120A	350.7207	TMEM120A	567.791
TMEM120B	425.5971	TMEM120B	521.8254
TMEM121	49.7598	TMEM121	31.746
TMEM123	2689.7735	TMEM123	4513.2275
TMEM125	529.1695	TMEM125	278.4392
TMEM126A	190.4598	TMEM126A	202.7116
TMEM126B	347.2889	TMEM126B	433.2011
TMEM127	2830.4736	TMEM127	2612.4339
TMEM128	833.2189	TMEM128	600.8598
TMEM129	1604.6671	TMEM129	1031.4153
TMEM130	16.8154	TMEM130	62.5
TMEM131	1366.1633	TMEM131	1792.9894
TMEM132A	411.4619	TMEM132A	298.6111
removed	removed	TMEM132B	10.582
removed	removed	TMEM132C	773.8095
TMEM133	37.0625	TMEM133	113.0952
TMEM134	412.1482	TMEM134	316.7989
TMEM135	767.6733	TMEM135	884.5899
TMEM136	270.7618	TMEM136	174.2725
TMEM138	341.7982	TMEM138	462.3016
TMEM139	243.3082	TMEM139	365.0794
TMEM140	354.7323	TMEM140	946.9544
TMEM141	989.3617	TMEM141	496.0317
TMEM143	148.2498	TMEM143	160.0529
TMEM144	685.6555	TMEM144	566.7989
TMEM145	22.9925	removed	removed
TMEM147	1167.4674	TMEM147	731.1508
TMEM149	80.1887	TMEM149	75.0265
TMEM14A	519.9039	TMEM14A	285.3836
TMEM14B	507.5498	TMEM14B	634.9206
TMEM14C	1500.3432	TMEM14C	1466.2698
TMEM150A	288.6067	TMEM150A	326.0582
removed	removed	TMEM150B	17.5265
TMEM150C	51.1325	TMEM150C	414.6825
TMEM151B	7.9478	TMEM151B	13.588
TMEM154	369.2519	TMEM154	182.5397
TMEM155	6.8634	removed	removed
TMEM156	193.8916	TMEM156	28.4392
TMEM158	49.4166	TMEM158	32.7381
TMEM159	450.2402	TMEM159	952.7116
TMEM160	85.1064	TMEM160	50.9259
TMEM161A	504.1181	TMEM161A	340.2778
TMEM161B	612.9032	TMEM161B	292.328
TMEM163	8.2361	TMEM163	17.8571
TMEM164	410.0892	TMEM164	749.3386
TMEM165	1491.7639	TMEM165	1007.6058
TMEM167A	2752.5738	TMEM167A	1883.2672
TMEM167B	1186.3418	TMEM167B	1559.8545
TMEM168	602.9513	TMEM168	887.2354
TMEM169	6.1771	TMEM169	30.0926
TMEM170A	1017.8449	TMEM170A	649.8016
TMEM170B	129.0323	TMEM170B	347.8836
TMEM173	903.569	TMEM173	808.2011
TMEM175	482.8415	TMEM175	365.0794
TMEM176A	78.243	TMEM176A	898.8095
TMEM176B	213.4523	TMEM176B	1606.4815
TMEM177	199.0391	TMEM177	120.7011
TMEM178	16.4722	TMEM178	81.3492
TMEM179B	1184.6259	TMEM179B	732.1429
TMEM17	55.2505	TMEM17	63.1614
TMEM180	26.081	TMEM180	51.918
TMEM181	2065.8888	TMEM181	1621.3624
TMEM182	36.0329	TMEM182	89.6164
TMEM183A	769.046	TMEM183A	802.9101
TMEM184A	797.1002	TMEM184A	344.3618
TMEM184B	1645.8065	TMEM184B	1853.1845
TMEM184C	798.9019	TMEM184C	665.3439
TMEM185A	644.8181	TMEM185A	568.1217
TMEM185B	367.8792	TMEM185B	578.7037
TMEM186	534.3171	TMEM186	188.8228
TMEM187	212.4228	TMEM187	244.3783
TMEM188	486.9595	TMEM188	256.9444
TMEM189	599.499	TMEM189	691.9907
TMEM18	426.8977	TMEM18	612.7646
TMEM191A	11.6678	TMEM191A	6.2831
TMEM192	976.6644	TMEM192	780.0926
TMEM194A	570.35	TMEM194A	524.4709
TMEM194B	78.9293	TMEM194B	115.7407
removed	removed	TMEM195	24.4709
TMEM198	64.5161	TMEM198	55.2249
TMEM199	932.7385	TMEM199	384.5899
TMEM19	1047.0144	TMEM19	716.2698
TMEM200A	89.2244	TMEM200A	181.5476
TMEM200B	725.8202	TMEM200B	211.4385
removed	removed	TMEM200C	22.1561
TMEM201	265.2711	TMEM201	313.4921
TMEM203	660.604	TMEM203	618.3862
TMEM204	241.9355	TMEM204	246.3624
TMEM205	2141.7296	TMEM205	885.2513
TMEM206	139.3274	TMEM206	111.1111
TMEM208	474.2622	TMEM208	349.537
TMEM209	604.6671	TMEM209	515.873
TMEM20	40.151	TMEM20	109.4577
removed	removed	TMEM213	32.7381
TMEM214	1925.1887	TMEM214	2436.8386
TMEM216	155.7996	TMEM216	202.7116
removed	removed	TMEM217	24.6594
TMEM218	336.9938	TMEM218	303.5714
TMEM219	3577.8998	TMEM219	1567.791
TMEM220	40.151	TMEM220	253.9683
TMEM222	1062.4571	TMEM222	711.9709
TMEM223	159.2313	TMEM223	179.5635
TMEM229B	694.9211	TMEM229B	364.418
TMEM22	57.3095	TMEM22	214.9471
TMEM231	527.3679	TMEM231	286.3591
TMEM232	23.6788	TMEM232	23.8095
TMEM233	15.0995	removed	removed
TMEM25	1833.5621	TMEM25	957.0106
TMEM26	2091.8291	TMEM26	817.8803
TMEM27	8.9224	TMEM27	24.1402
TMEM2	2144.8181	TMEM2	2019.8413
TMEM30A	3807.8243	TMEM30A	4576.7196
TMEM30B	2261.1531	TMEM30B	1197.4206
TMEM33	2276.2526	TMEM33	1294.6429
TMEM35	6.1771	TMEM35	26.455
TMEM37	198.0096	TMEM37	1257.6058
TMEM38A	60.0549	TMEM38A	44.6429
TMEM38B	217.5704	TMEM38B	102.5132
TMEM39A	455.731	TMEM39A	648.8095
TMEM39B	211.0501	TMEM39B	281.0847
removed	removed	TMEM40	21.4947
TMEM41A	841.7982	TMEM41A	554.5635
TMEM41B	940.2883	TMEM41B	587.3016
TMEM42	196.2938	TMEM42	171.2963
TMEM43	2044.269	TMEM43	3481.4815
TMEM44	152.0247	TMEM44	235.7804
TMEM45A	603.2944	TMEM45A	239.7487
TMEM45B	672.2718	TMEM45B	118.3862
TMEM47	274.5367	TMEM47	2234.127
TMEM48	503.7749	TMEM48	346.8915
TMEM49	2254.6328	TMEM49	1874.0079
TMEM50A	2483.1846	TMEM50A	2399.1402
TMEM50B	1191.4894	TMEM50B	1196.4286
TMEM51	329.4441	TMEM51	246.0317
TMEM52	31.2286	TMEM52	14.2196
TMEM53	195.1201	TMEM53	231.4087
TMEM54	989.3617	TMEM54	510.2513
TMEM55A	690.1167	TMEM55A	284.3915
TMEM55B	638.2979	TMEM55B	528.1085
TMEM56	770.7996	TMEM56	335.0959
TMEM57	963.2807	TMEM57	762.5661
removed	removed	TMEM59L	5.6217
TMEM59	7886.0673	TMEM59	5864.418
TMEM5	574.8113	TMEM5	312.5
TMEM60	200.755	TMEM60	227.8439
TMEM61	95.7447	TMEM61	58.2011
TMEM62	913.8641	TMEM62	591.6005
TMEM63A	1126.6301	TMEM63A	1776.455
TMEM63B	1259.7804	TMEM63B	704.6958
TMEM63C	612.2169	TMEM63C	243.0556
TMEM64	7803.7062	TMEM64	687.5
TMEM65	295.8133	TMEM65	345.8995
TMEM66	2938.5724	TMEM66	6815.1455
TMEM67	520.5903	TMEM67	282.0767
TMEM68	620.453	TMEM68	337.963
TMEM69	600.8922	TMEM69	498.6772
TMEM70	677.4194	TMEM70	336.9709
TMEM71	14.4132	TMEM71	96.8915
TMEM79	319.4921	TMEM79	210.3175
TMEM80	370.6246	TMEM80	346.4253
TMEM81	37.4056	TMEM81	39.3519
TMEM84	410.7756	TMEM84	322.0899
TMEM85	1349.9828	TMEM85	1039.9372
TMEM86A	199.8902	TMEM86A	262.6587
TMEM86B	38.092	TMEM86B	38.6905
TMEM87A	2640.7001	TMEM87A	2404.7619
TMEM87B	1532.9444	TMEM87B	1388.5582
TMEM88	14.4132	TMEM88	118.3862
TMEM8A	1605.0103	TMEM8A	641.2037
