gene_id	TCGA-AC-A23H-01A-11R-A157-07	gene_id	TCGA-AC-A23H-11A-12R-A157-07
VBP1	1394.0341	VBP1	895.25
VCAM1	424.31	VCAM1	780.7496
removed	removed	VCAN	6387.6912
VCL	3735.4757	VCL	8062.9752
VCPIP1	1025.3664	VCPIP1	865.1937
VCP	19660.1949	VCP	5493.8724
VDAC1	4091.3487	VDAC1	3684.4083
VDAC2	1006.9181	VDAC2	1772.6094
VDAC3	1445.2131	VDAC3	1886.0363
VDR	1219.0731	VDR	1028.7146
VEGFA	1816.5588	VEGFA	747.4729
VEGFB	896.5261	VEGFB	1725.7358
VEGFC	121.9966	VEGFC	313.8027
removed	removed	VENTX	23.2579
VEPH1	38.3843	VEPH1	142.4099
VEZF1	3595.626	VEZF1	2367.6536
removed	removed	VEZT	1408.355
VGF	66.0567	removed	removed
removed	removed	VGLL1	276.2322
VGLL3	207.6917	VGLL3	1139.6368
VGLL4	2151.5168	VGLL4	2277.5204
VHL	1444.0229	VHL	666.607
VILL	205.3113	VILL	148.8505
removed	removed	VIM	66730.1261
VIPAR	512.3856	VIPAR	764.2902
VIPR1	167.2246	VIPR1	528.1331
removed	removed	VIPR2	230.3426
removed	removed	VIP	11.0922
VIT	13.3899	VIT	319.1699
VKORC1L1	1572.8632	VKORC1L1	1817.6939
VKORC1	1059.5165	VKORC1	1683.8715
VLDLR	568.6231	VLDLR	482.6908
VMA21	975.6751	VMA21	1224.7965
VMAC	153.5372	VMAC	83.7284
removed	removed	VMO1	5.0094
removed	removed	VN1R1	13.9547
VNN1	7.7364	VNN1	65.1221
VNN2	20.8287	VNN2	19.3219
VNN3	30.6479	removed	removed
VOPP1	465.0748	VOPP1	789.695
removed	removed	VPRBP	954.6435
removed	removed	VPS11	1595.1337
removed	removed	VPS13A	1080.5975
removed	removed	VPS13B	1442.3473
removed	removed	VPS13C	2737.2752
removed	removed	VPS13D	3408.8917
removed	removed	VPS16	482.6908
VPS18	1075.9503	VPS18	564.2723
VPS24	3907.1814	VPS24	4622.9573
VPS25	839.6935	VPS25	767.5105
VPS26A	1226.8095	VPS26A	2049.1994
VPS26B	1332.1431	VPS26B	1447.7145
VPS28	2713.68	VPS28	1126.0399
VPS29	1767.4626	VPS29	1190.8042
removed	removed	VPS33A	400.0358
VPS33B	261.8463	VPS33B	249.0384
VPS35	3643.5319	VPS35	4091.2425
VPS36	688.8343	VPS36	1746.8468
VPS37A	349.4607	VPS37A	660.4741
VPS37B	590.9395	VPS37B	654.7992
VPS37C	1636.2419	VPS37C	499.1502
VPS37D	87.1829	VPS37D	37.5704
removed	removed	VPS39	2173.003
VPS41	1174.4402	VPS41	1409.0706
removed	removed	VPS45	977.1894
VPS4A	1991.2222	VPS4A	1268.4498
VPS4B	1115.8224	VPS4B	1984.7929
VPS52	1566.9121	VPS52	1282.0467
VPS53	801.6068	VPS53	1098.8461
VPS54	818.8648	VPS54	976.8316
VPS72	693.8927	VPS72	591.1083
VPS8	1007.2157	VPS8	999.7316
VRK1	250.2418	VRK1	260.1306
removed	removed	VRK2	532.8205
VRK3	490.0692	VRK3	512.3893
VSIG10L	56.8326	VSIG10L	128.813
VSIG10	574.5741	VSIG10	594.6865
VSIG1	14.5801	removed	removed
VSIG2	113.07	VSIG2	111.6379
VSIG4	228.818	VSIG4	858.0374
VSIG8	5.0584	removed	removed
VSNL1	21.4238	VSNL1	322.3902
removed	removed	VSTM2L	7.1563
VTA1	1475.2659	VTA1	1193.6667
VTCN1	451.9824	VTCN1	3940.2451
VTI1A	261.4506	VTI1A	456.531
VTI1B	1174.6842	VTI1B	1263.3903
VWA1	3203.4516	VWA1	547.0972
removed	removed	VWA2	105.1972
VWA3B	36.0039	removed	removed
VWA5A	219.5938	VWA5A	1694.9638
VWA5B2	103.8459	removed	removed
removed	removed	VWCE	57.9658
removed	removed	VWDE	131.6755
VWF	2009.0754	VWF	8096.9675
WAC	3246.5967	WAC	4608.999
removed	removed	WAPAL	1723.5889
WARS2	408.2422	WARS2	547.8129
WARS	2024.5481	WARS	2658.914
WASF1	106.5238	WASF1	305.9308
WASF2	3367.1056	WASF2	7879.4168
removed	removed	WASF3	790.7684
WASH2P	76.7686	WASH2P	86.5909
WASH3P	151.4543	WASH3P	124.5192
WASH5P	152.0494	WASH5P	72.6362
WASH7P	352.3023	WASH7P	411.128
WASL	2238.4884	WASL	2031.6665
WAS	59.213	WAS	89.8113
WBP11P1	10.1168	WBP11P1	14.3126
WBP11	1684.743	WBP11	2191.2515
WBP1	1397.6821	WBP1	1105.1257
removed	removed	WBP2NL	14.3126
removed	removed	WBP2	3189.194
WBP4	293.6844	WBP4	379.6404
WBP5	325.225	WBP5	1070.5788
WBSCR16	976.2702	WBSCR16	666.607
WBSCR17	7.1413	WBSCR17	91.6003
removed	removed	WBSCR22	763.9395
WBSCR26	9.2241	removed	removed
WBSCR27	94.6217	WBSCR27	38.6439
WDFY1	1643.6807	WDFY1	1623.7588
WDFY2	181.8047	WDFY2	463.7266
removed	removed	WDFY3	2352.6255
removed	removed	WDFY4	130.2442
removed	removed	WDHD1	139.5474
WDR11	538.8678	WDR11	1089.9007
WDR12	405.8618	WDR12	343.859
WDR13	603.1392	WDR13	1109.9383
removed	removed	WDR17	123.8036
WDR18	368.9653	WDR18	176.0444
removed	removed	WDR19	955.0049
WDR1	8741.7987	WDR1	5000.8051
WDR20	630.2165	WDR20	491.2783
WDR24	232.9837	WDR24	156.0068
WDR25	174.6634	WDR25	168.1725
WDR26	4437.6999	WDR26	2770.5519
WDR27	44.9304	WDR27	166.3834
WDR31	135.684	WDR31	94.105
removed	removed	WDR33	1253.4216
WDR34	2004.6121	WDR34	502.0127
removed	removed	WDR35	1066.6428
WDR36	738.5256	WDR36	1229.0903
WDR37	310.0498	WDR37	710.2603
WDR3	923.9009	WDR3	1075.2303
WDR41	621.885	WDR41	754.2714
WDR43	968.8314	WDR43	999.3738
WDR44	952.1684	WDR44	526.344
WDR45L	2111.4335	WDR45L	1636.6401
WDR45	701.6767	WDR45	1049.8184
WDR46	537.38	WDR46	520.9768
WDR47	415.3835	WDR47	481.6173
WDR48	1497.2848	WDR48	1935.4146
WDR4	134.1962	WDR4	83.0128
removed	removed	WDR52	289.1135
WDR53	166.3319	WDR53	132.0333
WDR54	135.684	WDR54	105.9129
WDR55	577.3771	WDR55	360.0895
WDR59	549.5797	WDR59	658.3773
WDR5B	523.3951	WDR5B	484.8376
WDR5	1048.873	WDR5	730.2979
WDR60	160.3809	WDR60	277.6635
WDR61	1244.0675	WDR61	976.8316
removed	removed	WDR62	9.3032
removed	removed	WDR63	12.5235
removed	removed	WDR65	5.725
WDR66	75.5784	WDR66	88.38
WDR67	369.2628	WDR67	78.719
removed	removed	WDR6	2536.3879
WDR70	314.5131	WDR70	556.7582
removed	removed	WDR72	5.3672
WDR73	407.6917	WDR73	299.7656
removed	removed	WDR74	289.8291
WDR75	956.6317	WDR75	865.9093
removed	removed	WDR76	132.0333
WDR77	572.4913	WDR77	580.0161
WDR78	50.5839	WDR78	122.0145
WDR7	479.6548	WDR7	731.0135
WDR81	406.1593	WDR81	584.6677
WDR82	4926.2813	WDR82	4413.9905
WDR83	75.2838	WDR83	61.9018
WDR85	342.7806	WDR85	214.6883
removed	removed	WDR86	66.9112
removed	removed	WDR88	5.725
WDR89	397.5303	WDR89	473.0298
WDR8	319.274	WDR8	176.76
removed	removed	WDR90	151.3552
WDR91	552.2577	WDR91	430.0921
WDR92	345.4586	WDR92	226.1383
removed	removed	WDR93	15.0282
WDSUB1	288.6261	WDSUB1	268.0025
removed	removed	WDTC1	2477.1446
WDYHV1	283.5677	WDYHV1	240.093
removed	removed	WEE1	1311.0296
removed	removed	WFDC12	5.725
WFDC1	47.0133	WFDC1	21.111
WFDC2	1639.515	WFDC2	1153.9494
WFDC3	6.5462	WFDC3	6.4406
removed	removed	WFDC5	7.1563
WFDC6	8.629	removed	removed
removed	removed	WFIKKN2	10.3766
WFS1	3265.6401	WFS1	1256.6419
WHAMML1	80.6368	WHAMML1	122.3723
WHAMML2	40.1696	WHAMML2	60.4705
WHAMM	435.617	WHAMM	376.4201
removed	removed	WHSC1L1	1648.8058
WHSC1	1888.8641	WHSC1	799.7137
removed	removed	WHSC2	366.4013
WIBG	864.9855	WIBG	285.5354
removed	removed	WIF1	749.262
WIPF1	648.3672	WIPF1	1784.0594
WIPF2	1036.6734	WIPF2	1355.0407
removed	removed	WIPF3	30.0564
WIPI1	606.7098	WIPI1	509.5268
WIPI2	1122.9636	WIPI2	1517.1303
WISP1	204.1211	WISP1	115.216
WISP2	334.4492	WISP2	6750.5144
removed	removed	WISP3	122.3723
WIZ	808.4505	WIZ	737.4542
WLS	224.3547	WLS	3761.3382
removed	removed	WNK1	5429.1081
WNK2	19.6385	WNK2	452.8062
removed	removed	WNK3	37.2126
removed	removed	WNK4	148.9507
removed	removed	WNT10A	27.1938
removed	removed	WNT10B	57.9658
WNT11	15.1752	WNT11	271.9385
removed	removed	WNT2B	25.7626
WNT2	286.5432	WNT2	135.9692
WNT3	8.9266	WNT3	10.7344
WNT4	66.6518	WNT4	128.0973
WNT5A	474.0013	WNT5A	1004.3832
WNT5B	124.9721	WNT5B	239.3774
removed	removed	WNT6	18.9641
WNT7B	1488.9534	WNT7B	105.5551
WNT9A	12.7948	WNT9A	14.3126
WRAP53	170.7952	WRAP53	124.5192
WRB	366.5848	WRB	611.1459
WRNIP1	995.3135	WRNIP1	710.6181
WRN	194.897	WRN	621.1647
WSB1	920.6278	WSB1	1928.2583
WSB2	2062.9324	WSB2	1230.5215
WSCD1	32.4332	WSCD1	152.0708
removed	removed	WSCD2	162.8053
WT1	14.5801	removed	removed
WTAP	1702.8937	WTAP	2017.7118
WTIP	53.2619	WTIP	124.1614
removed	removed	WWC1	1220.1449
WWC2	839.9911	WWC2	773.5933
WWC3	3112.6981	WWC3	1413.3643
WWOX	442.4608	WWOX	314.8761
removed	removed	WWP1	1908.9364
removed	removed	WWP2	1208.6949
WWTR1	307.848	WWTR1	914.7187
XAB2	743.584	XAB2	752.1245
XAF1	390.9842	XAF1	858.753
XAGE1D	336.8296	removed	removed
removed	removed	XBP1	17241.2559
removed	removed	XCL1	12.8813
removed	removed	XCL2	10.7344
XDH	288.6261	XDH	4964.6659
XG	114.8553	XG	1454.1551
XIAP	2110.2432	XIAP	1585.8306
XIRP1	6.5462	XIRP1	7.1563
XIST	3158.8574	XIST	13738.6636
removed	removed	XKR4	12.1657
removed	removed	XKR6	7.1563
XKR7	7.4388	removed	removed
XKR8	125.8648	XKR8	208.2476
XKR9	49.3937	XKR9	12.8813
XKRX	19.936	removed	removed
XK	61.5934	XK	33.6345
XPA	312.1327	XPA	380.7138
removed	removed	XPC	1294.2124
XPNPEP1	696.8683	XPNPEP1	1199.7495
XPNPEP2	5.9511	XPNPEP2	326.684
XPNPEP3	484.0497	XPNPEP3	285.1132
removed	removed	XPO1	3886.2152
XPO4	886.1117	XPO4	956.794
XPO5	1384.2148	XPO5	1119.2414
XPO6	1792.457	XPO6	1567.2243
XPO7	956.3342	XPO7	2449.2352
XPOT	2422.0784	XPOT	1710.3498
removed	removed	XPR1	1323.5531
removed	removed	XRCC1	467.3048
XRCC2	111.2847	XRCC2	24.6891
XRCC3	209.7746	XRCC3	79.0768
removed	removed	XRCC4	99.4722
XRCC5	12732.8721	XRCC5	9670.6324
XRCC6BP1	190.1361	XRCC6BP1	113.7848
XRCC6	14650.0037	XRCC6	7120.8516
XRN1	1419.0285	XRN1	1426.6035
XRN2	4562.9696	XRN2	2548.7074
XRRA1	260.0908	XRRA1	421.1039
XYLB	294.8747	XYLB	143.1255
XYLT1	570.7059	XYLT1	1135.3431
XYLT2	655.806	XYLT2	405.403
YAF2	308.5621	YAF2	238.304
YAP1	2150.4129	YAP1	5983.3617
YARS2	524.2877	YARS2	261.204
YARS	2161.1247	YARS	1188.6573
YBX1	2851.7444	YBX1	6157.617
YBX2	102.6557	YBX2	26.836
YDJC	513.5758	YDJC	106.9863
YEATS2	984.56	YEATS2	1148.7825
YEATS4	410.0275	YEATS4	315.5917
YES1	1185.1521	YES1	1670.2746
YIF1A	1605.8915	YIF1A	591.1083
YIF1B	627.238	YIF1B	236.5578
YIPF1	1436.8816	YIPF1	860.5421
YIPF2	680.2053	YIPF2	574.2911
YIPF3	2257.8294	YIPF3	2248.8595
YIPF4	656.9962	YIPF4	519.9034
YIPF5	1505.0212	YIPF5	1467.3942
YIPF6	724.5407	YIPF6	362.4653
YJEFN3	11.6016	YJEFN3	15.0711
YKT6	2259.3171	YKT6	1217.6402
removed	removed	YLPM1	2162.9842
YME1L1	4095.8119	YME1L1	3875.123
YOD1	44.3353	YOD1	387.8701
YPEL1	301.5339	YPEL1	308.3889
YPEL2	3207.6173	YPEL2	1005.8145
YPEL3	378.4869	YPEL3	872.3499
removed	removed	YPEL4	125.9504
YPEL5	2325.9689	YPEL5	3011.7184
YRDC	386.4554	YRDC	226.4961
YTHDC1	1858.5137	YTHDC1	1959.3881
YTHDC2	961.3925	YTHDC2	921.7282
YTHDF1	2512.2369	YTHDF1	1073.0835
YTHDF2	2148.6275	YTHDF2	2176.5811
removed	removed	YTHDF3	2144.7357
YWHAB	14394.406	YWHAB	8544.2347
YWHAE	14784.4975	YWHAE	11905.895
YWHAG	5637.4321	YWHAG	3723.0522
YWHAH	5389.5708	YWHAH	2766.616
YWHAQ	7913.7097	YWHAQ	10572.6809
removed	removed	YWHAZ	16223.2758
YY1AP1	1922.19	YY1AP1	2022.7212
YY1	1520.4939	YY1	1411.9331
YY2	95.5947	YY2	29.8524
ZADH2	537.38	ZADH2	1184.3635
ZAK	4228.3835	ZAK	3856.853
ZAP70	10.1168	ZAP70	21.111
ZBED1	1407.4745	ZBED1	1142.1415
ZBED3	19.6385	ZBED3	47.5892
removed	removed	ZBED4	525.9862
removed	removed	ZBED5	1242.3294
removed	removed	ZBP1	13.2391
ZBTB10	595.9979	ZBTB10	612.2193
ZBTB11	1392.0613	ZBTB11	766.4406
ZBTB12	60.0699	ZBTB12	54.9817
removed	removed	ZBTB16	591.824
removed	removed	ZBTB17	175.6866
removed	removed	ZBTB1	1094.86
ZBTB20	19.936	ZBTB20	49.3783
ZBTB22	189.2435	ZBTB22	300.5636
ZBTB24	381.8582	ZBTB24	434.0281
ZBTB25	85.0614	ZBTB25	116.4469
ZBTB26	135.0889	ZBTB26	159.5849
ZBTB2	461.8017	ZBTB2	569.2817
ZBTB33	1427.36	ZBTB33	1682.7981
ZBTB34	331.7712	ZBTB34	602.2006
ZBTB37	108.0116	ZBTB37	33.2767
ZBTB38	1635.3493	ZBTB38	3130.1548
ZBTB39	200.848	ZBTB39	391.8061
ZBTB3	133.8987	ZBTB3	112.3535
ZBTB40	850.703	ZBTB40	928.5267
removed	removed	ZBTB41	882.3687
ZBTB42	726.326	ZBTB42	186.421
removed	removed	ZBTB43	549.6019
ZBTB44	1058.3947	ZBTB44	2466.0524
removed	removed	ZBTB45	200.7335
ZBTB46	128.5427	ZBTB46	153.8599
ZBTB47	217.8085	ZBTB47	809.7325
ZBTB48	304.0988	ZBTB48	162.8053
removed	removed	ZBTB49	91.6003
ZBTB4	1512.7576	ZBTB4	4129.8864
removed	removed	ZBTB5	600.7693
removed	removed	ZBTB6	583.5942
ZBTB7A	1064.9409	ZBTB7A	713.8384
ZBTB7B	1444.3205	ZBTB7B	689.5071
ZBTB7C	959.3097	ZBTB7C	557.8316
removed	removed	ZBTB8A	362.4653
ZBTB8OS	230.0082	ZBTB8OS	150.2818
ZBTB9	324.0348	ZBTB9	288.0401
ZC3H10	149.0739	ZC3H10	189.2835
removed	removed	ZC3H11A	4381.7873
ZC3H12A	638.5479	ZC3H12A	154.9334
removed	removed	ZC3H12B	161.374
removed	removed	ZC3H12C	506.3065
ZC3H13	2340.8465	ZC3H13	2141.1575
ZC3H14	1283.3445	ZC3H14	1591.1978
ZC3H15	2391.4305	ZC3H15	1304.2311
ZC3H18	860.5222	ZC3H18	469.0938
ZC3H3	569.5157	ZC3H3	249.0384
ZC3H4	891.1701	ZC3H4	765.3636
removed	removed	ZC3H6	682.3508
ZC3H7A	1054.5265	ZC3H7A	1394.758
removed	removed	ZC3H7B	2214.8672
ZC3H8	269.5827	ZC3H8	114.8582
ZC3HAV1L	45.8231	ZC3HAV1L	65.4799
ZC3HAV1	2184.0363	ZC3HAV1	2112.5324
ZC3HC1	355.5754	ZC3HC1	339.9231
ZC4H2	31.243	ZC4H2	314.1605
ZCCHC10	301.7184	ZCCHC10	302.7104
ZCCHC11	318.9764	ZCCHC11	958.2252
removed	removed	ZCCHC12	5.0094
removed	removed	ZCCHC14	1438.0535
ZCCHC17	628.7287	ZCCHC17	728.5088
ZCCHC18	5.3559	ZCCHC18	21.4688
ZCCHC24	630.8116	ZCCHC24	2458.1805
ZCCHC2	370.6405	ZCCHC2	680.5045
ZCCHC3	563.8622	ZCCHC3	669.1117
removed	removed	ZCCHC4	215.0461
removed	removed	ZCCHC5	18.9641
removed	removed	ZCCHC6	908.4891
ZCCHC7	594.8077	ZCCHC7	663.7445
ZCCHC8	442.1632	ZCCHC8	616.8709
ZCCHC9	334.4492	ZCCHC9	329.5465
ZCRB1	1062.858	ZCRB1	913.8563
ZCWPW1	249.0516	ZCWPW1	167.4568
removed	removed	ZCWPW2	31.1298
ZDBF2	124.0794	ZDBF2	420.4312
ZDHHC11	119.0211	ZDHHC11	20.0376
removed	removed	ZDHHC12	264.4244
ZDHHC13	584.6909	ZDHHC13	355.6669
ZDHHC14	80.9343	ZDHHC14	279.8104
ZDHHC15	12.4972	ZDHHC15	268.0025
ZDHHC16	462.9919	ZDHHC16	537.7941
ZDHHC17	491.8545	ZDHHC17	1084.8913
ZDHHC18	484.7132	ZDHHC18	459.0751
ZDHHC1	94.3242	ZDHHC1	256.9103
removed	removed	ZDHHC20	257.2681
ZDHHC21	194.3019	ZDHHC21	202.8804
ZDHHC22	7.1413	removed	removed
removed	removed	ZDHHC23	142.4099
ZDHHC24	684.6686	ZDHHC24	119.8676
ZDHHC2	63.3787	ZDHHC2	741.3901
ZDHHC3	3305.8097	ZDHHC3	2052.0619
ZDHHC4	469.8356	ZDHHC4	1198.6761
ZDHHC5	4115.4504	ZDHHC5	2360.1395
ZDHHC6	545.2146	ZDHHC6	791.8812
ZDHHC7	1200.0298	ZDHHC7	1768.3156
ZDHHC8P1	81.827	ZDHHC8P1	67.269
ZDHHC8	390.6866	ZDHHC8	426.1562
removed	removed	ZDHHC9	1592.629
ZEB1	602.6214	ZEB1	1847.4103
ZEB2	394.2572	ZEB2	1735.7545
ZER1	1639.8125	ZER1	1658.8246
removed	removed	ZFAND1	1073.0835
ZFAND2A	162.4637	ZFAND2A	182.485
ZFAND2B	539.1654	ZFAND2B	285.1776
ZFAND3	1772.8186	ZFAND3	1427.3191
ZFAND5	4838.2058	ZFAND5	5170.4088
ZFAND6	2043.889	ZFAND6	1394.758
ZFAT	358.4706	ZFAT	235.7993
ZFC3H1	576.0619	ZFC3H1	957.8674
removed	removed	ZFHX3	993.1836
removed	removed	ZFHX4	1093.4788
removed	removed	ZFP106	4003.2203
ZFP112	135.684	ZFP112	196.7976
ZFP14	271.9631	ZFP14	419.3577
ZFP161	303.5037	ZFP161	514.1784
ZFP1	316.0009	ZFP1	403.6139
ZFP28	22.0189	ZFP28	341.3543
ZFP2	9.8192	ZFP2	108.4176
removed	removed	ZFP30	248.3227
ZFP36L1	8563.8622	ZFP36L1	11525.539
ZFP36L2	2844.008	ZFP36L2	9490.6521
removed	removed	ZFP36	2490.3838
ZFP37	18.7458	ZFP37	146.3458
removed	removed	ZFP3	420.4312
ZFP41	274.772	ZFP41	176.5417
ZFP57	549.8773	ZFP57	63.333
removed	removed	ZFP62	791.1262
ZFP64	780.7781	ZFP64	363.5388
ZFP82	110.6896	ZFP82	225.0649
removed	removed	ZFP90	1184.7214
removed	removed	ZFP91	2866.0882
ZFPL1	872.1268	ZFPL1	408.6233
ZFPM1	129.1378	ZFPM1	30.4142
ZFPM2	144.313	ZFPM2	579.3005
ZFR2	176.4487	removed	removed
removed	removed	ZFR	2893.9977
removed	removed	ZFX	1195.8136
ZFYVE16	1833.2218	ZFYVE16	1132.4805
ZFYVE19	828.089	ZFYVE19	304.1417
ZFYVE1	789.1096	ZFYVE1	823.3295
removed	removed	ZFYVE20	1298.1483
ZFYVE21	942.0516	ZFYVE21	1331.425
ZFYVE26	1136.0559	ZFYVE26	1012.2551
ZFYVE27	283.8652	ZFYVE27	380.7138
ZFYVE28	100.5728	ZFYVE28	71.5628
removed	removed	ZFYVE9	1267.7341
ZG16B	1963.8474	ZG16B	327.3996
ZGLP1	7.8405	ZGLP1	8.1152
ZGPAT	350.0588	ZGPAT	96.2626
ZHX1	1363.0886	ZHX1	1530.3694
removed	removed	ZHX2	1566.1508
removed	removed	ZHX3	2028.4462
removed	removed	ZIC1	6.4406
ZIC2	154.1323	ZIC2	12.5235
ZIC3	18.7458	removed	removed
removed	removed	ZIK1	119.152
removed	removed	ZIM2	7.7359
ZKSCAN1	2960.3511	ZKSCAN1	1971.196
ZKSCAN2	311.8352	ZKSCAN2	274.0853
ZKSCAN3	83.0172	ZKSCAN3	100.5457
ZKSCAN4	133.006	ZKSCAN4	153.8599
removed	removed	ZKSCAN5	367.8325
ZMAT1	418.9541	ZMAT1	757.1339
ZMAT2	2465.2235	ZMAT2	1822.7033
ZMAT3	171.3903	ZMAT3	295.912
removed	removed	ZMAT4	11.0922
ZMAT5	608.1291	ZMAT5	217.5472
ZMIZ1	3621.8106	ZMIZ1	4369.2638
ZMIZ2	1017.0349	ZMIZ2	1299.5796
ZMPSTE24	1558.8782	ZMPSTE24	1888.8988
removed	removed	ZMYM1	426.514
ZMYM2	2268.2437	ZMYM2	1822.7033
ZMYM3	804.5823	ZMYM3	1088.1116
ZMYM4	2107.5653	ZMYM4	2323.6425
removed	removed	ZMYM5	271.5806
removed	removed	ZMYM6	537.1214
ZMYND10	53.857	ZMYND10	14.6704
ZMYND11	4070.2224	ZMYND11	3356.293
ZMYND12	6.5462	ZMYND12	61.9018
removed	removed	ZMYND15	63.333
ZMYND17	82.1245	ZMYND17	156.7224
ZMYND19	337.1271	ZMYND19	108.0598
removed	removed	ZMYND8	891.6719
ZNF100	239.8274	ZNF100	204.3117
ZNF101	161.8686	ZNF101	80.8659
ZNF107	504.9468	ZNF107	452.9922
ZNF10	211.2624	ZNF10	405.403
removed	removed	ZNF114	14.6704
ZNF117	808.15	ZNF117	1632.9511
ZNF121	75.8759	ZNF121	88.0222
removed	removed	ZNF124	69.0581
ZNF12	825.411	ZNF12	1177.2073
ZNF131	569.5157	ZNF131	502.7283
removed	removed	ZNF132	195.7241
removed	removed	ZNF133	249.3962
ZNF134	41.6574	ZNF134	463.6121
removed	removed	ZNF135	264.7822
removed	removed	ZNF136	408.6233
ZNF137	28.8626	ZNF137	57.608
ZNF138	482.0353	ZNF138	210.0367
ZNF140	507.3272	ZNF140	613.2928
ZNF141	80.9343	ZNF141	123.8036
ZNF142	674.2334	ZNF142	495.1212
ZNF143	481.4402	ZNF143	471.9563
removed	removed	ZNF146	2659.2718
removed	removed	ZNF148	1794.0782
removed	removed	ZNF14	408.2655
ZNF154	17.2581	ZNF154	125.2348
ZNF155	109.9308	ZNF155	159.9427
ZNF160	930.1495	ZNF160	902.4063
ZNF165	78.1701	ZNF165	62.6532
ZNF167	19.0434	ZNF167	135.2536
ZNF169	43.4427	ZNF169	105.9129
ZNF16	382.3551	ZNF16	327.7574
ZNF174	157.1078	ZNF174	239.7352
ZNF175	100.8703	ZNF175	330.9777
ZNF177	6.2486	ZNF177	133.9941
ZNF17	121.1039	ZNF17	203.2382
removed	removed	ZNF180	332.7668
removed	removed	ZNF181	430.0921
removed	removed	ZNF182	243.8429
ZNF184	471.6209	ZNF184	254.0478
ZNF185	1306.8511	ZNF185	1279.1842
ZNF187	200.5505	ZNF187	574.6489
removed	removed	ZNF189	787.9059
ZNF18	247.8613	ZNF18	201.4491
removed	removed	ZNF192	916.7188
ZNF193	124.9721	ZNF193	173.1819
removed	removed	ZNF195	517.7565
removed	removed	ZNF197	567.4926
ZNF19	45.2518	ZNF19	157.2269
removed	removed	ZNF200	227.2117
ZNF202	189.2435	ZNF202	245.4602
ZNF204P	5.9511	ZNF204P	439.7531
ZNF205	164.4068	ZNF205	108.3496
ZNF207	3381.9832	ZNF207	2915.1087
removed	removed	ZNF208	186.0632
removed	removed	ZNF20	212.8956
ZNF211	234.769	ZNF211	366.5158
removed	removed	ZNF212	236.5149
ZNF213	726.326	ZNF213	397.8889
removed	removed	ZNF214	96.9675
removed	removed	ZNF215	18.2485
ZNF217	5175.6304	ZNF217	1489.5787
ZNF219	64.2714	ZNF219	284.4619
ZNF221	28.5651	ZNF221	37.2126
ZNF222	81.0057	ZNF222	89.2602
ZNF223	135.7733	ZNF223	159.6959
ZNF224	188.6097	ZNF224	367.9578
ZNF225	76.1735	ZNF225	140.6208
removed	removed	ZNF226	403.9717
ZNF227	309.7523	ZNF227	429.7021
removed	removed	ZNF229	183.9163
ZNF22	250.9351	ZNF22	1307.4264
ZNF230	113.6651	ZNF230	203.596
ZNF232	85.3976	ZNF232	145.2724
ZNF233	61.5934	ZNF233	41.1486
ZNF234	175.5561	ZNF234	269.7916
ZNF235	60.7007	ZNF235	124.1936
ZNF236	233.8764	ZNF236	318.8121
ZNF238	607.3049	ZNF238	436.5328
ZNF239	124.9721	ZNF239	115.9317
ZNF23	290.09	ZNF23	288.609
ZNF248	291.6016	ZNF248	494.4986
ZNF24	2971.6581	ZNF24	3018.159
removed	removed	ZNF250	316.5292
ZNF251	490.0692	ZNF251	418.2843
ZNF252	1113.4419	ZNF252	733.1604
ZNF253	416.5737	ZNF253	385.0076
ZNF254	508.8537	ZNF254	434.5004
ZNF256	145.2057	ZNF256	149.5662
ZNF257	141.3375	ZNF257	57.608
ZNF259	1016.7373	ZNF259	469.4517
ZNF25	202.0382	ZNF25	593.9708
ZNF260	859.0344	ZNF260	808.6591
removed	removed	ZNF263	636.7761
ZNF264	591.8322	ZNF264	1141.4259
ZNF266	305.8841	ZNF266	631.1835
ZNF267	291.304	ZNF267	319.5277
ZNF268	292.1967	ZNF268	730.2979
ZNF26	285.6505	ZNF26	257.2681
ZNF271	626.9434	ZNF271	892.0297
ZNF273	194.0043	ZNF273	145.6302
ZNF274	194.0043	ZNF274	464.8001
ZNF275	1075.0577	ZNF275	596.1177
removed	removed	ZNF276	202.2578
removed	removed	ZNF277	712.765
ZNF280A	8.0339	removed	removed
ZNF280B	11.0094	ZNF280B	22.1845
ZNF280C	125.5672	ZNF280C	114.5004
ZNF280D	551.6804	ZNF280D	1409.8148
ZNF281	473.4062	ZNF281	385.3654
removed	removed	ZNF282	493.4252
removed	removed	ZNF283	108.0598
ZNF284	36.7358	ZNF284	58.0481
removed	removed	ZNF285	120.9411
ZNF286A	232.9837	ZNF286A	514.894
removed	removed	ZNF286B	91.6003
ZNF287	33.6234	ZNF287	241.1665
ZNF28	1284.8323	ZNF28	391.4483
removed	removed	ZNF292	1794.0782
ZNF295	572.7888	ZNF295	497.0033
ZNF296	121.9966	ZNF296	37.2126
ZNF2	155.0249	ZNF2	168.5303
removed	removed	ZNF300	188.5679
ZNF302	573.3839	ZNF302	1084.8913
ZNF304	490.3667	ZNF304	640.8444
removed	removed	ZNF30	140.263
removed	removed	ZNF311	73.7096
ZNF317	905.7502	ZNF317	789.3372
ZNF318	847.1323	ZNF318	920.297
ZNF319	144.6106	ZNF319	256.5525
removed	removed	ZNF320	532.4269
ZNF321	37.2625	ZNF321	50.1941
ZNF322A	1164.621	ZNF322A	952.1424
