gene_id	TCGA-E9-A1RI-01A-11R-A169-07	gene_id	TCGA-E9-A1RI-11A-41R-A169-07
KIAA0090	1271.1783	KIAA0090	1194.474
KIAA0100	5798.4536	KIAA0100	7085.2787
KIAA0101	177.1419	KIAA0101	5.4101
KIAA0114	1265.3914	KIAA0114	222.2008
KIAA0125	9.6448	removed	removed
KIAA0141	1263.4625	KIAA0141	1222.2974
KIAA0146	988.9085	KIAA0146	723.7948
KIAA0174	2131.4901	KIAA0174	3134.7696
KIAA0182	2175.5345	KIAA0182	5400.4444
KIAA0195	2016.1453	KIAA0195	1426.1192
KIAA0196	2466.163	KIAA0196	2196.1163
KIAA0226	714.0331	KIAA0226	614.8198
KIAA0232	2384.5041	KIAA0232	3061.7332
KIAA0240	1076.6758	KIAA0240	1128.3934
KIAA0247	2293.8434	KIAA0247	1258.6224
KIAA0284	531.4258	KIAA0284	550.285
KIAA0317	1302.6845	KIAA0317	704.0866
KIAA0319L	3573.3805	KIAA0319L	1060.7671
KIAA0355	1180.5176	KIAA0355	1618.0079
KIAA0368	4010.6092	KIAA0368	6535.4072
KIAA0391	917.1709	KIAA0391	553.0519
KIAA0406	719.82	KIAA0406	431.2627
KIAA0408	5.4975	KIAA0408	1149.6203
KIAA0415	298.9873	KIAA0415	216.4042
KIAA0427	540.4276	KIAA0427	2697.3239
KIAA0430	2544.9285	KIAA0430	4211.767
KIAA0467	754.5829	KIAA0467	1058.3403
KIAA0494	4739.2766	KIAA0494	8876.8699
KIAA0495	534.6407	KIAA0495	518.5972
KIAA0513	355.5698	KIAA0513	254.2749
KIAA0528	2085.8383	KIAA0528	942.5176
KIAA0556	674.1681	KIAA0556	267.8002
KIAA0562	917.5374	KIAA0562	1198.7248
KIAA0564	1757.2738	KIAA0564	1641.5805
KIAA0586	523.71	KIAA0586	412.3273
KIAA0649	551.0368	KIAA0649	301.0337
KIAA0652	1442.5334	KIAA0652	2496.7636
KIAA0664P3	78.444	KIAA0664P3	8.5016
KIAA0664	584.7934	KIAA0664	962.6123
KIAA0748	37.936	KIAA0748	9.2745
KIAA0753	321.8132	KIAA0753	254.6614
KIAA0754	114.7725	KIAA0754	1239.687
KIAA0776	961.2602	KIAA0776	1506.7143
KIAA0802	617.5856	KIAA0802	15.8439
KIAA0831	1076.0328	KIAA0831	1022.8963
KIAA0892	1249.6383	KIAA0892	747.7538
KIAA0895L	152.5221	KIAA0895L	75.0768
KIAA0895	388.6835	KIAA0895	71.4907
KIAA0907	1184.054	KIAA0907	485.7502
KIAA0913	1388.8442	KIAA0913	865.2304
KIAA0922	764.1858	KIAA0922	955.27
KIAA0947	1435.139	KIAA0947	1520.2396
KIAA1009	429.1914	KIAA1009	268.1866
KIAA1012	1327.7608	KIAA1012	1771.4231
KIAA1024	68.7992	removed	removed
KIAA1033	1987.4618	KIAA1033	2077.8669
removed	removed	KIAA1045	21.6404
KIAA1107	142.7423	KIAA1107	315.3319
KIAA1109	3185.6615	KIAA1109	5342.479
KIAA1143	1186.3045	KIAA1143	1198.3383
KIAA1147	1346.0858	KIAA1147	1423.2441
KIAA1161	218.2929	KIAA1161	581.1999
KIAA1191	2262.9802	KIAA1191	2201.9129
KIAA1199	473.5573	KIAA1199	15.8439
KIAA1210	10.2877	KIAA1210	13.1388
KIAA1211	157.2095	KIAA1211	5.7965
KIAA1217	6403.1506	KIAA1217	2922.2297
removed	removed	KIAA1239	60.6705
KIAA1244	525.9605	KIAA1244	245.0005
KIAA1257	38.923	KIAA1257	8.1152
KIAA1267	2309.275	KIAA1267	1105.5937
KIAA1274	247.5486	KIAA1274	243.8412
KIAA1279	1159.6206	KIAA1279	1177.0843
KIAA1310	2033.1136	KIAA1310	1954.5938
KIAA1324L	820.4469	KIAA1324L	1159.3083
KIAA1324	7248.3524	KIAA1324	915.4671
KIAA1328	132.7761	KIAA1328	217.1771
KIAA1370	3467.2882	KIAA1370	3152.9321
KIAA1377	790.8696	KIAA1377	920.1043
KIAA1383	103.1988	KIAA1383	98.5412
KIAA1407	447.195	KIAA1407	155.7337
removed	removed	KIAA1409	11.2066
KIAA1429	2619.1931	KIAA1429	2711.2356
KIAA1430	1913.5187	KIAA1430	1995.556
KIAA1432	1031.4869	KIAA1432	1430.0493
KIAA1462	1631.249	KIAA1462	4889.9623
KIAA1467	2655.2001	KIAA1467	362.4771
KIAA1468	781.2249	KIAA1468	721.4762
KIAA1522	4465.1985	KIAA1522	719.544
KIAA1524	249.2783	KIAA1524	19.7082
KIAA1529	113.1651	KIAA1529	80.3787
KIAA1530	287.4136	KIAA1530	161.1439
KIAA1539	431.4419	KIAA1539	569.9932
KIAA1543	233.403	KIAA1543	10.4338
KIAA1549	431.1204	KIAA1549	137.5712
KIAA1586	239.8328	KIAA1586	222.9736
KIAA1598	2481.2731	KIAA1598	968.4088
KIAA1609	292.5575	KIAA1609	192.8316
KIAA1614	23.276	KIAA1614	74.8952
KIAA1632	1127.4715	KIAA1632	1214.9551
KIAA1644	189.0371	KIAA1644	8.5016
KIAA1671	2448.8024	KIAA1671	1749.7826
KIAA1683	70.4067	KIAA1683	62.6026
KIAA1704	482.2151	KIAA1704	341.6907
KIAA1712	494.1328	KIAA1712	295.8323
KIAA1715	780.5819	KIAA1715	1851.4153
KIAA1731	560.6816	KIAA1731	315.3319
KIAA1737	1547.3397	KIAA1737	1273.6934
KIAA1755	200.9323	KIAA1755	27.437
KIAA1797	839.7364	KIAA1797	938.6533
KIAA1804	86.1598	KIAA1804	17.7761
KIAA1826	518.2447	KIAA1826	657.3278
KIAA1841	245.6197	KIAA1841	354.3619
KIAA1875	5.4654	removed	removed
KIAA1908	179.7139	KIAA1908	324.2199
KIAA1919	101.5914	KIAA1919	110.1343
KIAA1949	1002.0897	KIAA1949	1184.4266
KIAA1958	56.5825	KIAA1958	36.325
KIAA1967	2381.6107	KIAA1967	1175.1522
KIAA1984	14.4671	removed	removed
KIAA2013	1006.2691	KIAA2013	1026.7607
KIAA2018	858.0614	KIAA2018	2094.0972
KIAA2022	96.769	KIAA2022	37.0979
KIAA2026	1213.3098	KIAA2026	1008.5982
KIDINS220	2543.964	KIDINS220	3450.1014
KIF11	455.5538	KIF11	71.4907
KIF12	422.4401	KIF12	9.6609
KIF13A	1938.2736	KIF13A	3410.685
KIF13B	2471.6284	KIF13B	1182.108
KIF14	49.5097	KIF14	5.0237
KIF15	91.3036	KIF15	13.5253
KIF16B	1910.6253	KIF16B	1068.4958
KIF17	10.6092	KIF17	68.0128
KIF18A	94.8401	KIF18A	5.7965
KIF18B	65.5843	removed	removed
KIF1A	6.1083	removed	removed
KIF1B	1447.6772	KIF1B	2677.6157
KIF1C	1157.6917	KIF1C	5316.5878
KIF20A	204.1472	removed	removed
KIF20B	400.9002	KIF20B	173.5098
KIF21A	475.1648	KIF21A	270.5053
KIF21B	61.7264	KIF21B	56.4197
KIF22	994.0524	KIF22	235.726
KIF23	336.9233	KIF23	31.3013
KIF24	154.316	KIF24	58.7383
removed	removed	KIF25	66.467
KIF26A	51.4387	KIF26A	216.7906
KIF26B	889.2461	removed	removed
KIF27	181.3213	KIF27	98.9276
KIF2A	505.0635	KIF2A	755.0961
KIF2C	117.666	KIF2C	5.4101
KIF3A	583.186	KIF3A	192.8316
KIF3B	2198.3604	KIF3B	2383.9243
KIF3C	438.1932	KIF3C	236.1125
KIF4A	133.0976	KIF4A	5.7965
KIF5B	5271.4998	KIF5B	9592.5031
KIF5C	1482.7198	KIF5C	109.3614
KIF6	33.1136	KIF6	19.7082
KIF7	90.4871	KIF7	138.6687
KIF9	191.7216	KIF9	66.8496
KIFAP3	1516.155	KIFAP3	1032.9437
KIFC1	146.2787	removed	removed
KIFC2	424.4752	KIFC2	59.0281
KIFC3	227.2946	KIFC3	197.0824
KILLIN	34.7211	KILLIN	172.7369
KIN	338.8523	KIN	195.9231
KIRREL	315.7049	KIRREL	658.4871
KITLG	2252.0495	KITLG	842.4307
KIT	646.1984	KIT	544.4885
KLB	6.4298	KLB	1171.2878
KLC1	1890.741	KLC1	1778.2205
KLC2	318.5983	KLC2	113.6122
KLC3	48.0276	removed	removed
KLC4	423.1056	KLC4	315.8265
KLF10	2412.1524	KLF10	3120.4715
KLF11	334.9944	KLF11	2462.3708
KLF12	764.1858	KLF12	438.2185
KLF13	1326.4748	KLF13	4232.6345
removed	removed	KLF14	22.7997
KLF15	30.5417	KLF15	718.3847
KLF16	132.7761	KLF16	34.0064
KLF2	486.7385	KLF2	1915.5637
KLF3	1194.9783	KLF3	2879.3006
KLF4	241.1188	KLF4	3693.5562
KLF5	359.4277	KLF5	115.9308
KLF6	3302.6845	KLF6	6276.8815
KLF7	131.1686	KLF7	202.8789
KLF8	368.751	KLF8	791.4211
KLF9	1662.4337	KLF9	6170.2251
KLHDC10	1003.3757	KLHDC10	1512.8973
KLHDC1	137.277	KLHDC1	180.4657
KLHDC2	1083.1056	KLHDC2	1440.2473
KLHDC3	1339.3345	KLHDC3	2024.9251
KLHDC4	125.7033	KLHDC4	122.8867
KLHDC5	1108.5035	KLHDC5	678.9682
KLHDC7A	668.0598	KLHDC7A	16.6168
KLHDC7B	38.579	KLHDC7B	9.2745
KLHDC8A	15.4316	removed	removed
KLHDC8B	348.8185	KLHDC8B	783.306
KLHDC9	193.538	KLHDC9	34.0064
removed	removed	KLHL10	12.366
KLHL11	117.023	KLHL11	112.4529
KLHL12	1359.267	KLHL12	1014.3947
KLHL13	70.4067	KLHL13	189.7401
removed	removed	KLHL14	20.0947
KLHL15	325.6711	KLHL15	487.6823
KLHL17	82.9449	KLHL17	13.1388
KLHL18	479.0227	KLHL18	447.493
KLHL20	570.6478	KLHL20	966.8631
KLHL21	598.9391	KLHL21	2355.7144
KLHL22	431.7634	KLHL22	425.8526
KLHL23	126.9892	KLHL23	101.3429
KLHL24	1524.8352	KLHL24	3171.8675
KLHL25	177.1419	KLHL25	93.904
KLHL26	334.3514	KLHL26	203.6518
KLHL28	731.0722	KLHL28	555.3087
KLHL29	91.6251	KLHL29	358.2263
KLHL2	771.9016	KLHL2	654.2363
KLHL30	7.3943	KLHL30	179.3063
KLHL31	48.4456	KLHL31	2383.5224
KLHL32	7.7158	KLHL32	10.0473
removed	removed	KLHL33	9.6609
KLHL35	99.9839	KLHL35	10.0473
KLHL36	80.6944	KLHL36	218.7228
KLHL38	9.0018	removed	removed
KLHL3	130.5256	KLHL3	438.9914
KLHL4	23.1474	KLHL4	17.3896
KLHL5	2577.0776	KLHL5	4212.9263
KLHL6	166.2112	KLHL6	136.0255
KLHL7	637.8396	KLHL7	971.5003
KLHL8	359.1063	KLHL8	643.0297
KLHL9	1833.4673	KLHL9	1499.372
KLK10	168.7832	KLK10	28.9827
KLK11	70.4067	KLK11	20.0947
KLK13	8.3588	removed	removed
KLK1	22.5044	removed	removed
KLK2	6.7513	removed	removed
KLK4	240.4758	removed	removed
KLK5	99.3409	KLK5	24.3455
KLK6	40.1865	removed	removed
KLK7	49.1882	KLK7	13.5253
KLKP1	22.1829	removed	removed
KLRA1	77.801	KLRA1	57.1925
KLRAQ1	586.7224	KLRAQ1	988.89
KLRB1	18.0035	KLRB1	46.7588
removed	removed	KLRC1	5.0237
KLRC2	11.8116	KLRC2	5.0237
KLRC3	9.0854	removed	removed
KLRD1	46.6163	KLRD1	37.8707
removed	removed	KLRF1	23.1862
KLRG1	33.4351	KLRG1	231.8617
KLRG2	56.2611	removed	removed
KLRK1	53.6377	KLRK1	70.7796
KL	21.2185	KL	466.8148
KMO	13.882	KMO	48.2929
KNTC1	575.7145	KNTC1	211.91
KPNA1	2157.5309	KPNA1	2632.0162
KPNA2	1965.9219	KPNA2	618.6842
KPNA3	1359.91	KPNA3	2612.308
KPNA4	2107.0567	KPNA4	3928.5093
KPNA5	70.7282	KPNA5	127.1375
KPNA6	2437.2287	KPNA6	2599.942
KPNB1	8238.8683	KPNB1	4595.498
KPTN	169.1046	KPTN	62.9891
KRAS	2469.3779	KRAS	1064.245
KRBA1	97.0905	KRBA1	76.9008
KRBA2	82.3019	KRBA2	136.4119
KRCC1	845.8447	KRCC1	1357.9364
KREMEN1	230.8311	KREMEN1	809.9701
KRI1	381.8904	KRI1	181.084
KRIT1	1011.7344	KRIT1	896.9182
KRR1	1191.1236	KRR1	766.0632
KRT10	1583.0252	KRT10	410.3951
KRT13	20.5755	removed	removed
KRT14	990.516	KRT14	396.8699
KRT15	6818.1964	KRT15	273.5968
KRT16	36.3286	removed	removed
KRT17	918.1804	KRT17	202.4925
KRT18	13993.0783	KRT18	406.9095
KRT19	55443.1763	KRT19	467.2012
KRT1	6.7513	removed	removed
KRT222	249.1561	KRT222	54.4875
KRT23	763.5428	KRT23	66.8534
KRT31	53.6891	removed	removed
KRT32	41.1509	removed	removed
KRT37	32.4482	removed	removed
KRT5	1211.7023	KRT5	437.8321
KRT6A	26.0408	removed	removed
KRT6B	282.9127	KRT6B	13.9117
KRT75	20.254	removed	removed
removed	removed	KRT79	7.7287
KRT7	7438.6755	KRT7	331.1757
KRT80	793.4416	KRT80	15.8439
KRT81	97.412	KRT81	7.3423
KRT86	9.0018	removed	removed
KRT8	17474.8529	KRT8	579.2754
removed	removed	KRTAP13-4	5.0237
KRTCAP2	1174.7308	KRTCAP2	1512.8973
KRTCAP3	122.1669	KRTCAP3	18.5489
KSR1	283.5557	KSR1	583.5185
KSR2	126.6677	KSR2	10.0473
KTELC1	507.9569	KTELC1	358.9991
KTI12	157.2095	KTI12	148.3915
KTN1	7549.9116	KTN1	7338.035
KYNU	72.0141	KYNU	88.1074
removed	removed	KY	8.1152
L1CAM	23.4689	L1CAM	17.0032
L1TD1	44.0444	L1TD1	28.2098
L2HGDH	314.7404	L2HGDH	187.4215
L3MBTL2	545.9315	L3MBTL2	518.2765
L3MBTL3	356.8558	L3MBTL3	307.2167
L3MBTL4	77.801	L3MBTL4	134.4798
L3MBTL	129.8827	L3MBTL	90.0396
LACE1	50.4742	LACE1	97.7683
LACTB2	350.426	LACTB2	352.0433
LACTB	420.1897	LACTB	312.6268
LAD1	274.5539	LAD1	23.1862
LAG3	26.6838	LAG3	6.183
LAGE3	275.1969	LAGE3	112.0665
LAIR1	407.0085	LAIR1	1438.7016
LAMA1	129.2397	LAMA1	46.3723
LAMA2	1203.9801	LAMA2	3703.5919
LAMA3	3660.1833	LAMA3	789.8754
LAMA4	3885.8704	LAMA4	20368.2736
LAMA5	1211.0593	LAMA5	879.1421
LAMB1	7204.951	LAMB1	5069.2687
LAMB2L	9.0018	LAMB2L	14.2981
LAMB2	7222.633	LAMB2	9044.9232
LAMB3	492.5253	LAMB3	825.8139
LAMC1	8314.4189	LAMC1	26108.3953
LAMC2	1781.0641	LAMC2	214.472
LAMC3	33.1136	LAMC3	13.5253
LAMP1	5795.5313	LAMP1	6550.8647
LAMP2	4811.4451	LAMP2	5535.3106
LAMP3	86.1598	LAMP3	14.6846
LANCL1	2102.2344	LANCL1	3427.6881
LANCL2	404.4366	LANCL2	643.0297
LAP3	2560.0386	LAP3	2437.2524
LAPTM4A	7766.2755	LAPTM4A	15075.6449
LAPTM4B	3514.226	LAPTM4B	961.453
LAPTM5	4589.2943	LAPTM5	2633.562
LARGE	832.0206	LARGE	490.3874
LARP1B	468.0919	LARP1B	448.6523
LARP1	3813.2133	LARP1	5774.5145
LARP4B	1828.3234	LARP4B	1163.1726
LARP4	1965.2789	LARP4	1393.1021
LARP6	170.7121	LARP6	1219.9787
LARP7	1527.4072	LARP7	1054.9705
LARS2	538.1771	LARS2	232.2481
LARS	3178.9101	LARS	2344.5078
LAS1L	813.0526	LAS1L	460.2454
LASP1	9988.4263	LASP1	7098.831
LASS2	7569.2011	LASS2	3991.4984
LASS4	581.9	LASS4	432.422
LASS5	1002.7327	LASS5	634.5281
LASS6	3352.4835	LASS6	1595.1541
LAT2	232.117	LAT2	39.8029
LATS1	418.9037	LATS1	750.4589
LATS2	848.4167	LATS2	1630.7603
LAT	59.5242	LAT	16.153
LAX1	39.5435	LAX1	14.6846
LAYN	243.3692	LAYN	78.0601
LBH	1303.6489	LBH	686.3105
removed	removed	LBP	129.8425
LBR	561.3245	LBR	2219.3025
LCA5L	126.0248	LCA5L	35.9386
LCA5	370.68	LCA5	374.0701
LCAT	48.8667	LCAT	107.6766
LCK	68.7992	LCK	26.6641
LCLAT1	437.5502	LCLAT1	261.6172
LCMT1	828.4842	LCMT1	384.1175
LCMT2	471.9498	LCMT2	202.8789
removed	removed	LCN10	17.3896
LCN2	16.3961	removed	removed
LCORL	137.1323	LCORL	167.9992
LCOR	252.6186	LCOR	123.9532
LCP1	2783.4753	LCP1	1592.8896
LCP2	523.067	LCP2	339.6773
LDB1	1580.1318	LDB1	586.9964
LDB2	356.5343	LDB2	2048.1113
LDB3	27.9698	LDB3	77.6737
LDHA	12277.4474	LDHA	14994.4933
LDHB	1845.684	LDHB	17237.3684
LDHD	71.3712	LDHD	187.0351
LDLRAD2	70.3424	LDLRAD2	197.6427
LDLRAD3	3762.7391	LDLRAD3	486.1366
LDLRAP1	739.431	LDLRAP1	555.6951
LDLR	662.9159	LDLR	952.1785
LDOC1L	751.0047	LDOC1L	1238.1412
LDOC1	1031.3454	LDOC1	621.7757
removed	removed	LEAP2	6.183
LEF1	336.6018	LEF1	28.9827
LEFTY1	6.1083	removed	removed
LEFTY2	33.1136	LEFTY2	26.6641
LEKR1	41.7939	LEKR1	15.4574
LEMD2	690.2427	LEMD2	363.2499
LEMD3	793.1201	LEMD3	940.9719
LENG1	102.8774	LENG1	34.0064
LENG8	2071.1108	LENG8	1248.7876
LENG9	117.6049	LENG9	51.9563
LEO1	1067.031	LEO1	263.5494
LEPRE1	1266.9989	LEPRE1	429.7169
LEPREL1	149.4937	LEPREL1	229.9295
LEPREL2	592.8307	LEPREL2	72.2635
LEPROTL1	1098.2157	LEPROTL1	1676.7462
LEPROT	957.3252	LEPROT	2615.1792
LEPR	267.8798	LEPR	8709.7169
removed	removed	LEP	47936.238
LETM1	1583.3467	LETM1	932.4703
LETM2	45.0088	LETM2	13.5253
LETMD1	871.5641	LETMD1	2359.9652
LFNG	469.3779	LFNG	445.9473
removed	removed	LGALS12	1223.8431
LGALS1	5208.1659	LGALS1	15098.4446
LGALS3BP	13851.1493	LGALS3BP	12712.5882
LGALS3	3198.8426	LGALS3	8240.3632
LGALS8	1544.099	LGALS8	1686.7935
LGALS9C	7.0728	LGALS9C	6.5694
LGALS9	939.3988	LGALS9	498.1161
LGI2	66.2273	LGI2	197.4688
LGI4	28.6128	LGI4	334.6537
LGMN	1824.144	LGMN	6609.2165
LGR4	743.9318	LGR4	1906.2892
LGR5	131.1686	LGR5	13.9117
LGR6	52.0817	LGR6	17.7761
LGTN	1117.8267	LGTN	1611.4385
removed	removed	LHCGR	124.8189
LHFPL1	5.4654	removed	removed
LHFPL2	1765.311	LHFPL2	1277.5577
LHFP	1022.0222	LHFP	4451.3574
LHPP	282.9127	LHPP	460.6318
LHX4	6.4781	removed	removed
LHX6	36.9715	LHX6	801.082
LIAS	200.9323	LIAS	300.6473
LIFR	887.3172	LIFR	6333.3011
LIF	59.1545	LIF	9.6609
LIG1	609.5483	LIG1	45.5995
LIG3	1198.1996	LIG3	202.8789
LIG4	474.5218	LIG4	449.8116
LILRA1	9.0018	removed	removed
LILRA2	67.8348	LILRA2	21.6404
removed	removed	LILRA3	5.0237
LILRA4	14.1456	removed	removed
LILRA5	7.0728	LILRA5	17.3896
LILRA6	37.9489	LILRA6	69.8522
LILRB1	138.2414	LILRB1	38.6436
LILRB2	80.3729	LILRB2	89.6532
LILRB3	37.9232	LILRB3	26.3704
LILRB4	299.3088	LILRB4	158.8252
LILRB5	17.682	LILRB5	464.8826
LIMA1	4896.9619	LIMA1	5359.4822
LIMCH1	1180.1961	LIMCH1	9567.3848
LIMD1	867.8508	LIMD1	739.6348
LIMD2	154.6536	LIMD2	61.9805
LIME1	26.2723	LIME1	8.092
LIMK1	778.01	LIMK1	251.9563
LIMK2	1004.0186	LIMK2	621.7757
LIMS1	452.0174	LIMS1	924.3551
LIMS2	488.6674	LIMS2	1964.6411
LIMS3-LOC440895	12.9883	LIMS3-LOC440895	18.3287
LIMS3	7.9087	LIMS3	18.7692
LIN37	115.5409	LIN37	90.314
LIN52	162.6748	LIN52	285.5763
LIN54	460.3761	LIN54	389.914
LIN7A	281.3053	LIN7A	76.9008
LIN7B	24.4334	LIN7B	17.3896
LIN7C	882.4948	LIN7C	1027.5336
LIN9	136.3125	LIN9	107.8157
LINGO1	65.9058	LINGO1	40.5758
LINGO4	7.0728	removed	removed
LINS1	338.8523	LINS1	235.726
LIPA	2230.8311	LIPA	4998.5509
LIPC	8.0373	LIPC	11.9795
LIPE	117.3445	LIPE	22570.4183
LIPG	30.2202	removed	removed
LIPH	169.1046	LIPH	14.2981
LIPT1	116.38	LIPT1	169.9275
LIPT2	20.254	LIPT2	20.8675
LITAF	3132.2938	LITAF	6867.3558
LIX1L	534.9622	LIX1L	1158.149
LLGL1	369.7155	LLGL1	382.5717
LLGL2	1301.077	LLGL2	35.5521
LLPH	716.1132	LLPH	585.4082
LMAN1	4093.8756	LMAN1	4264.7087
LMAN2L	807.2657	LMAN2L	874.5049
LMAN2	1706.1566	LMAN2	994.3001
LMBR1L	364.5716	LMBR1L	254.6614
LMBR1	1049.0275	LMBR1	1176.3115
LMBRD1	875.422	LMBRD1	2788.1364
LMBRD2	313.1329	LMBRD2	353.9755
LMCD1	1689.1175	LMCD1	2706.212
LMF1	236.2964	LMF1	177.7606
LMF2	547.1789	LMF2	919.7179
LMLN	581.5785	LMLN	230.7023
LMNA	3945.9894	LMNA	2874.3117
LMNB1	611.7987	LMNB1	49.8503
LMNB2	392.2199	LMNB2	166.9404
LMO2	227.6161	LMO2	616.752
LMO3	425.9765	LMO3	2611.9216
LMO4	1055.7788	LMO4	1623.0316
LMO7	1201.7361	LMO7	241.5226
LMOD1	739.1095	LMOD1	2845.7154
removed	removed	LMOD2	6.5694
LMOD3	28.9343	removed	removed
LMTK2	267.1596	LMTK2	290.9864
LMTK3	225.6872	removed	removed
removed	removed	LMX1A	18.1625
LMX1B	1883.62	LMX1B	44.4402
LNP1	49.5226	LNP1	107.4292
LNPEP	317.8524	LNPEP	1596.2322
LNX1	331.7795	LNX1	503.1398
LNX2	1140.3311	LNX2	419.2832
LOC100009676	72.8597	LOC100009676	90.94
LOC100101266	6.1083	removed	removed
LOC100125556	75.5506	LOC100125556	15.2024
LOC100126784	44.7099	LOC100126784	7.3191
removed	removed	LOC100128164	37.8707
LOC100128191	30.1109	LOC100128191	9.3827
LOC100128239	7.7158	removed	removed
LOC100128288	41.7939	LOC100128288	59.5112
LOC100128292	19.611	LOC100128292	5.7965
LOC100128640	24.1119	LOC100128640	36.7114
LOC100128788	39.8714	LOC100128788	5.4101
LOC100128822	125.0603	LOC100128822	187.8079
LOC100128842	27.3268	LOC100128842	12.7524
LOC100128977	27.3268	removed	removed
LOC100129034	2193.2969	LOC100129034	2552.5379
LOC100129387	101.0256	LOC100129387	64.8285
LOC100129534	49.1882	LOC100129534	15.4574
LOC100129550	205.4332	LOC100129550	398.0292
LOC100129637	82.9449	LOC100129637	124.4324
LOC100129716	13.5027	LOC100129716	5.0237
LOC100130015	14.1617	LOC100130015	8.7721
LOC100130093	49.992	LOC100130093	12.5514
LOC100130148	57.8685	removed	removed
LOC100130331	5.7869	removed	removed
LOC100130522	14.4671	removed	removed
LOC100130557	30.4806	LOC100130557	6.2487
LOC100130581	129.5612	LOC100130581	85.7888
LOC100130691	8.5356	LOC100130691	21.1265
LOC100130776	312.1942	LOC100130776	89.3247
LOC100130872	45.6518	LOC100130872	27.0505
LOC100130932	56.904	LOC100130932	42.1215
LOC100130987	5.4654	removed	removed
LOC100131193	37.293	LOC100131193	13.6992
LOC100131434	57.3606	LOC100131434	37.7509
removed	removed	LOC100131496	6.9558
LOC100131691	34.5379	LOC100131691	10.314
LOC100132111	5.3432	LOC100132111	13.9117
LOC100132215	8.3652	LOC100132215	30.5516
LOC100132247	182.2858	LOC100132247	112.0665
LOC100132287	148.8507	LOC100132287	131.3883
LOC100132288	74.5861	LOC100132288	189.7401
LOC100132707	93.6184	LOC100132707	146.2197
LOC100132724	5.1439	removed	removed
LOC100132832	11.9113	removed	removed
LOC100133161	12.9047	LOC100133161	7.7287
LOC100133331	100.3054	LOC100133331	54.6575
removed	removed	LOC100133920	5.4101
removed	removed	LOC100133985	12.7524
LOC100133991	28.6128	LOC100133991	5.7965
LOC100134229	68.1562	LOC100134229	146.8457
LOC100134259	10.6092	LOC100134259	20.0947
LOC100134713	18.6594	LOC100134713	7.7326
removed	removed	LOC100134868	5.0237
LOC100170939	37.7206	LOC100170939	11.2066
LOC100188947	26.0408	removed	removed
LOC100188949	6.7513	LOC100188949	5.4101
LOC100190938	66.2273	LOC100190938	168.0997
LOC100190939	129.8827	LOC100190939	136.0255
LOC100190986	281.3053	LOC100190986	323.0606
LOC100192378	33.1136	LOC100192378	30.5285
LOC100216545	57.547	LOC100216545	36.325
LOC100233209	19.611	LOC100233209	10.4338
LOC100240726	8.6803	removed	removed
LOC100240735	10.9307	LOC100240735	25.5048
LOC100268168	5.7869	LOC100268168	8.888
LOC100270710	385.5907	LOC100270710	224.7899
LOC100270746	40.8294	LOC100270746	31.3013
LOC100270804	52.4739	LOC100270804	18.9354
LOC100271722	27.6483	LOC100271722	30.9149
LOC100271836	538.1546	LOC100271836	671.6453
LOC100272146	66.2273	LOC100272146	29.7556
LOC100272216	12.2167	LOC100272216	7.0525
LOC100272217	43.7229	LOC100272217	16.6168
LOC100272228	43.4014	LOC100272228	23.1862
LOC100286793	187.4297	LOC100286793	113.9986
LOC100286844	48.1273	LOC100286844	33.5233
LOC100288778	244.7291	LOC100288778	183.0277
LOC100289341	50.7957	LOC100289341	28.9827
LOC100302401	25.0764	LOC100302401	30.9149
removed	removed	LOC100302640	9.6609
removed	removed	LOC100302650	18.178
LOC100303728	29.2557	LOC100303728	22.7997
LOC113230	84.8738	LOC113230	40.1894
LOC115110	46.2723	LOC115110	42.7012
LOC134466	44.3659	LOC134466	67.2399
LOC143188	15.4316	LOC143188	32.8471
LOC143666	13.8241	removed	removed
LOC144438	1050.9564	LOC144438	821.5631
LOC144486	13.5027	removed	removed
LOC144571	53.1619	LOC144571	172.0761
LOC145783	38.37	LOC145783	21.0144
removed	removed	LOC145820	51.0096
LOC145837	122.8098	removed	removed
LOC146880	362.6202	LOC146880	175.5966
LOC147727	306.7031	LOC147727	232.2481
LOC147804	237.2609	LOC147804	101.6327
LOC148189	135.6695	LOC148189	57.9654
LOC148413	289.0982	LOC148413	119.0107
LOC148696	8.0984	LOC148696	52.5051
LOC148709	7.7158	removed	removed
LOC149134	8.3588	removed	removed
LOC149837	50.7957	LOC149837	187.0351
LOC150381	36.9137	LOC150381	137.5171
LOC150776	322.7777	LOC150776	160.371
LOC150786	57.2255	LOC150786	66.0806
LOC151009	37.936	LOC151009	45.213
LOC151162	1221.99	LOC151162	1219.9787
LOC151534	99.9839	LOC151534	152.6423
LOC152217	228.2591	LOC152217	156.5066
LOC152225	7.3943	removed	removed
LOC153328	72.9786	removed	removed
LOC153684	40.508	LOC153684	38.2572
LOC154761	31.4515	LOC154761	16.0796
LOC158376	7.0728	LOC158376	365.5685
LOC158572	43.7229	LOC158572	30.9149
removed	removed	LOC158696	28.5963
LOC162632	183.501	LOC162632	280.1507
LOC168474	5.7869	removed	removed
LOC200030	579.0452	LOC200030	529.4174
LOC202181	53.0461	LOC202181	40.1894
LOC202781	254.3	LOC202781	130.6154
LOC219347	60.225	LOC219347	94.6768
LOC220594	38.579	LOC220594	70.5053
LOC220729	101.5914	LOC220729	79.9923
