gene_id	TCGA-AC-A2FF-01A-11R-A17B-07	gene_id	TCGA-AC-A2FF-11A-13R-A17B-07
SMARCA4	2502.7375	SMARCA4	2930.8615
SMARCA5	2764.2512	SMARCA5	2607.7877
SMARCAD1	1257.3269	SMARCAD1	1071.4076
SMARCAL1	636.3929	SMARCAL1	647.4834
SMARCB1	1140.0966	SMARCB1	1491.4195
SMARCC1	4568.1159	SMARCC1	4335.0929
SMARCC2	2786.7955	SMARCC2	2739.9978
SMARCD1	1475.6844	SMARCD1	1563.7968
SMARCD2	2403.2206	SMARCD2	3104.9583
SMARCD3	394.2029	SMARCD3	784.6929
SMARCE1	3110.1449	SMARCE1	3099.0898
SMC1A	2894.3639	SMC1A	3005.4744
SMC2	638.6473	SMC2	765.6904
SMC3	1824.4767	SMC3	1664.6779
SMC4	1351.0467	SMC4	1045.6983
SMC5	757.81	SMC5	1160.2724
SMC6	667.3108	SMC6	620.9358
SMCHD1	1727.8583	SMCHD1	1679.7682
SMCR7L	902.0934	SMCR7L	1435.2503
SMCR7	322.3833	SMCR7	302.6433
SMCR8	1782.5314	SMCR8	1461.9488
SMEK1	1850.5636	SMEK1	1638.4097
SMEK2	2073.752	SMEK2	2019.0193
SMG1	3651.5298	SMG1	3424.0891
SMG5	1807.7295	SMG5	2027.1233
SMG6	1393.5588	SMG6	1713.861
SMG7	2368.7601	SMG7	2185.5709
SMN1	5.5717	removed	removed
SMN2	752.8824	SMN2	730.164
SMNDC1	703.3816	SMNDC1	624.0097
SMOC1	116.2641	SMOC1	193.6582
SMOC2	3918.8406	SMOC2	3206.3983
SMOX	246.3768	SMOX	222.162
SMO	500.161	SMO	920.5051
SMPD1	759.4203	SMPD1	738.0249
SMPD2	174.5572	SMPD2	243.959
SMPD3	47.9871	SMPD3	86.6292
SMPD4	1562.3188	SMPD4	1594.8157
SMPDL3A	407.0853	SMPDL3A	462.7676
SMPDL3B	377.4557	SMPDL3B	404.0833
SMR3B	6.7633	SMR3B	19.0025
SMS	609.3398	SMS	1546.1915
SMTNL2	17.7134	SMTNL2	8.9424
SMTN	602.8986	SMTN	1198.8364
SMU1	1458.2931	SMU1	1889.0755
SMUG1	607.7295	SMUG1	547.1612
SMURF1	961.1852	SMURF1	939.4043
SMURF2	530.4348	SMURF2	662.5737
removed	removed	SMYD1	909.0477
SMYD2	629.3076	SMYD2	698.0637
SMYD3	334.6216	SMYD3	196.4527
SMYD4	325.6039	SMYD4	394.0231
SMYD5	617.3913	SMYD5	710.08
SNAI1	143.6393	SNAI1	91.3798
SNAI2	733.0113	SNAI2	1117.7962
SNAI3	30.9179	SNAI3	29.6216
SNAP23	1983.8969	SNAP23	1619.6866
SNAP25	14.4928	SNAP25	170.7434
SNAP29	1251.5298	SNAP29	1261.433
SNAP47	677.2432	SNAP47	650.3282
SNAP91	8.3736	SNAP91	11.4574
SNAPC1	163.9291	SNAPC1	197.0116
SNAPC2	504.0258	SNAPC2	406.5984
SNAPC3	441.868	SNAPC3	457.7375
SNAPC4	263.4461	SNAPC4	328.3526
SNAPC5	106.6151	SNAPC5	113.501
SNAPIN	622.8663	SNAPIN	559.7364
SNCAIP	256.3607	SNCAIP	369.1522
SNCA	103.3816	SNCA	216.8525
SNCG	244.1224	SNCG	350.7085
SND1	4226.409	SND1	5014.713
SNED1	881.4815	SNED1	857.3496
SNF8	629.9517	SNF8	761.4986
SNHG10	47.343	SNHG10	61.7582
SNHG11	202.2383	SNHG11	128.5801
SNHG12	157.4879	SNHG12	233.5467
SNHG1	572.6248	SNHG1	601.7851
SNHG3-RCC1	442.1739	SNHG3-RCC1	385.1059
SNHG3	65.3784	SNHG3	86.9087
removed	removed	SNHG4	19.1311
SNHG5	3149.7585	SNHG5	2248.7264
SNHG6	942.9952	SNHG6	662.0148
SNHG7	578.9211	SNHG7	554.8964
SNHG8	1228.3414	SNHG8	831.6403
SNHG9	28.6634	SNHG9	23.7532
SNIP1	399.3559	SNIP1	368.5933
SNN	1183.5749	SNN	1012.7233
SNORA39	9.6779	SNORA39	9.4677
SNORA7B	6.3317	SNORA7B	9.7863
SNORA8	257.3655	SNORA8	362.7053
SNORD116-20	34.4605	SNORD116-20	21.797
SNORD116-28	83.4976	SNORD116-28	67.6099
SNORD116-4	83.6103	SNORD116-4	118.6066
SNORD1C	25.8873	SNORD1C	21.7523
SNPH	105.6361	SNPH	286.7147
SNRK	1649.5974	SNRK	1126.1796
SNRNP200	7382.6087	SNRNP200	8056.2363
SNRNP25	606.1192	SNRNP25	431.4693
SNRNP27	510.467	SNRNP27	470.0333
SNRNP35	257.81	SNRNP35	288.0142
SNRNP40	797.7456	SNRNP40	921.6229
SNRNP48	390.9823	SNRNP48	369.7111
SNRNP70	1703.3816	SNRNP70	2238.6662
SNRPA1	325.6039	SNRPA1	353.2236
SNRPA	895.3301	SNRPA	1102.7059
SNRPB2	926.248	SNRPB2	836.9499
SNRPB	1810.9501	SNRPB	1771.4275
SNRPC	1144.9275	SNRPC	931.6831
SNRPD1	550.4026	SNRPD1	756.1891
SNRPD2	2375.8454	SNRPD2	2463.9022
SNRPD3	1524.9662	SNRPD3	1579.4599
SNRPE	965.2174	SNRPE	888.089
SNRPF	566.8277	SNRPF	689.1213
SNRPG	593.2367	SNRPG	608.0811
SNRPN	1945.0242	SNRPN	1906.9379
SNTA1	354.5894	SNTA1	290.3476
SNTB1	430.9179	SNTB1	792.5175
SNTB2	1195.1691	SNTB2	1219.7951
SNTG2	9.0177	SNTG2	8.104
SNUPN	647.9871	SNUPN	577.9006
SNURF	132.3671	SNURF	125.3944
SNW1	1525.9259	SNW1	1441.1187
SNX10	329.4686	SNX10	260.4465
SNX11	578.0998	SNX11	607.2428
SNX12	310.789	SNX12	294.8187
SNX13	1252.818	SNX13	1090.969
SNX14	1390.3382	SNX14	1141.2699
SNX15	461.8357	SNX15	412.7462
SNX16	280.1932	SNX16	214.8963
SNX17	2323.3494	SNX17	2598.0377
SNX18	1185.8293	SNX18	1083.4239
SNX19	2075.6844	SNX19	2355.7554
SNX1	3688.8889	SNX1	4378.687
SNX20	94.9791	SNX20	68.37
SNX21	417.037	SNX21	435.7365
SNX22	120.3865	SNX22	329.2189
SNX24	253.4622	SNX24	169.905
SNX25	309.8229	SNX25	312.9829
SNX27	1381.5813	SNX27	1140.4287
SNX29	1192.2705	SNX29	1019.4301
SNX2	2226.087	SNX2	1482.4771
SNX30	804.8309	SNX30	973.321
removed	removed	SNX32	9.2218
SNX33	1362.963	SNX33	1143.226
SNX3	3182.6087	SNX3	2755.3675
SNX4	942.029	SNX4	837.2293
SNX5	2296.6184	SNX5	2011.1947
SNX6	1723.3494	SNX6	1412.8943
SNX7	554.5894	SNX7	492.3892
SNX8	447.9871	SNX8	342.0456
SNX9	3192.5926	SNX9	1679.2093
SOAT1	625.1208	SOAT1	786.649
SOAT2	5.7971	SOAT2	5.8684
SOBP	218.6795	SOBP	363.8426
SOCS1	33.8164	SOCS1	36.3284
SOCS2	614.4928	SOCS2	440.9706
SOCS3	623.1884	SOCS3	739.1427
SOCS4	658.9372	SOCS4	686.3268
SOCS5	1149.4364	SOCS5	1086.4979
SOCS6	1179.3881	SOCS6	1158.5957
SOCS7	84.7021	SOCS7	131.341
SOD1	3452.496	SOD1	2788.3425
SOD2	4864.0902	SOD2	7212.0208
SOD3	823.1884	SOD3	585.7252
SOHLH2	5.153	SOHLH2	20.0868
SOLH	400	SOLH	498.2576
SON	8133.3333	SON	7386.397
SORBS1	2964.2512	SORBS1	1316.7639
SORBS2	1302.4155	SORBS2	2153.7137
SORBS3	2255.0725	SORBS3	2139.4618
SORCS1	78.5829	SORCS1	59.8021
SORCS2	426.7311	SORCS2	137.4889
removed	removed	SORCS3	6.9862
SORD	1161.0306	SORD	1331.5747
SORL1	3644.1224	SORL1	2567.0189
SORT1	4350.0805	SORT1	3248.0362
SOS1	1618.0354	SOS1	1389.9795
SOS2	1294.3639	SOS2	1300.2764
SOSTDC1	57.649	SOSTDC1	362.4454
SOX10	346.2158	SOX10	2453.842
SOX11	10.9501	SOX11	46.9474
SOX12	1114.6538	SOX12	662.0148
SOX13	1346.2158	SOX13	966.8937
SOX15	22.2222	SOX15	22.0765
SOX17	133.9775	SOX17	84.6731
SOX18	425.1208	SOX18	249.8274
SOX4	2723.3494	SOX4	4397.4101
SOX5	70.8535	SOX5	30.7394
SOX6	84.38	SOX6	94.1743
SOX7	321.2077	SOX7	308.0506
SOX8	22.5443	SOX8	173.5379
SOX9	1069.8873	SOX9	2302.3806
SP100	1821.5781	SP100	1505.6714
SP110	562.3188	SP110	447.3979
SP140L	257.533	SP140L	355.4312
SP140	111.2271	SP140	99.7913
SP1	4178.4219	SP1	3786.5345
SP2	640.5797	SP2	714.2717
SP3	2675.3623	SP3	2673.4889
SP4	365.5395	SP4	293.4215
SP5	25.1208	SP5	21.797
SP6	68.9211	SP6	354.0619
SPA17	101.1272	SPA17	163.4777
SPAG16	296.9404	SPAG16	299.5694
removed	removed	SPAG17	39.9612
SPAG1	101.4493	SPAG1	142.2396
SPAG4	71.8196	SPAG4	36.3284
SPAG5	286.0773	SPAG5	255.4639
removed	removed	SPAG6	39.4023
SPAG7	467.9549	SPAG7	675.7078
SPAG8	9.0177	SPAG8	12.2958
SPAG9	2680.5153	SPAG9	2460.5488
SPARCL1	22141.0628	SPARCL1	19898.7277
SPARC	126319.1626	SPARC	32506.9094
SPAST	572.9469	SPAST	576.2239
removed	removed	SPATA12	11.178
SPATA13	550.6957	SPATA13	636.0176
SPATA17	30.9179	SPATA17	26.5477
SPATA18	304.6699	SPATA18	528.997
SPATA20	814.4928	SPATA20	970.5908
SPATA24	40.2576	SPATA24	38.2845
SPATA2L	85.6683	SPATA2L	183.0391
SPATA2	372.6248	SPATA2	426.7187
removed	removed	SPATA4	6.4273
SPATA5L1	142.029	SPATA5L1	176.8912
SPATA5	226.087	SPATA5	205.9539
SPATA6	147.182	SPATA6	166.8311
SPATA7	273.43	SPATA7	212.9402
SPATA9	7.7488	SPATA9	5.9467
SPATS2L	1824.1546	SPATS2L	1704.6391
SPATS2	634.4605	SPATS2	642.4533
SPC24	6.1192	SPC24	11.178
SPC25	59.2593	SPC25	49.183
SPCS1	2583.8776	SPCS1	1857.7772
SPCS2	687.6006	SPCS2	651.6752
SPCS3	3258.2931	SPCS3	3090.9858
SPDEF	2147.504	SPDEF	2044.7286
SPDYA	10.1256	SPDYA	7.791
SPDYE1	9.3301	SPDYE1	8.3835
SPDYE3	108.9694	SPDYE3	73.6208
SPDYE5	9.6618	SPDYE5	9.2218
SPDYE6	11.5942	SPDYE6	13.693
SPDYE8P	27.0531	SPDYE8P	26.5477
removed	removed	SPEF1	8.104
SPEF2	164.2512	SPEF2	193.0993
SPEG	163.285	SPEG	399.6121
SPEN	3361.6747	SPEN	3041.2439
SPESP1	25.1176	SPESP1	14.5258
SPG11	2293.7198	SPG11	2229.7239
SPG20	1534.2995	SPG20	1755.4989
SPG21	2141.3849	SPG21	1869.7935
SPG7	721.4171	SPG7	1136.2398
SPHAR	110.4444	SPHAR	115.7757
SPHK1	152.6151	SPHK1	397.3961
SPHK2	258.6989	SPHK2	243.4448
SPHKAP	8.6957	SPHKAP	161.2421
SPI1	396.4573	SPI1	530.1148
SPIB	44.4444	SPIB	30.7394
SPIN1	3096.6184	SPIN1	3097.1337
SPIN2A	5.153	SPIN2A	9.5013
SPIN2B	71.7778	SPIN2B	85.1286
SPIN3	378.744	SPIN3	340.3689
SPIN4	251.5298	SPIN4	253.1808
SPINK2	18.3575	SPINK2	8.104
SPINK5	5.153	SPINK5	82.9964
removed	removed	SPINK8	52.8159
SPINT1	2808.3736	SPINT1	3389.9963
SPINT2	7004.8309	SPINT2	7120.3615
SPIRE1	622.2222	SPIRE1	915.1956
SPIRE2	26.7311	SPIRE2	63.9938
SPNS1	770.3446	SPNS1	677.8511
SPNS2	458.2126	SPNS2	447.1017
SPNS3	17.7134	SPNS3	17.6053
SPN	479.5491	SPN	468.0771
SPOCD1	25.4428	SPOCD1	49.7419
SPOCK1	1371.9807	SPOCK1	661.1764
SPOCK2	1011.5942	SPOCK2	527.5998
SPOCK3	10.628	SPOCK3	5.589
SPON1	2002.8986	SPON1	1955.3049
SPON2	1329.4686	SPON2	1188.2173
SPOPL	1062.8019	SPOPL	997.9125
SPOP	1696.6184	SPOP	1288.819
SPP1	642.5121	SPP1	1659.0889
SPPL2A	738.4863	SPPL2A	710.3595
SPPL2B	416.4251	SPPL2B	676.8256
SPPL3	1674.7182	SPPL3	1515.1727
SPRED1	2101.7713	SPRED1	2028.2411
SPRED2	1605.7971	SPRED2	1843.8048
SPRN	47.6651	SPRN	108.4262
SPRY1	1268.599	SPRY1	1641.2042
SPRY2	523.6715	SPRY2	1301.9531
SPRY3	93.7198	SPRY3	84.3936
SPRY4	614.1707	SPRY4	1220.6334
SPRYD3	1153.9452	SPRYD3	1354.21
SPRYD4	208.6957	SPRYD4	324.4403
SPR	296.9404	SPR	574.8267
SPSB1	534.2995	SPSB1	473.9456
SPSB2	63.4461	SPSB2	76.2896
SPSB3	497.2625	SPSB3	483.4468
SPSB4	10.9501	SPSB4	6.4273
SPTA1	5.7971	removed	removed
SPTAN1	9436.0709	SPTAN1	8728.5907
SPTBN1	10872.1417	SPTBN1	10639.7427
SPTBN2	158.132	SPTBN2	1073.9227
SPTBN4	38.0032	SPTBN4	42.4763
SPTBN5	19.9678	SPTBN5	81.8255
SPTB	71.8196	SPTB	102.5578
SPTLC1	1420.6119	SPTLC1	1736.7758
SPTLC2	2912.7214	SPTLC2	2698.6394
SPTLC3	317.5523	SPTLC3	429.5132
SPTY2D1	1310.0998	SPTY2D1	1118.2628
SQLE	455.3945	SQLE	802.8571
SQRDL	1542.029	SQRDL	1239.9154
SQSTM1	4070.6119	SQSTM1	3624.2333
SR140	2201.6103	SR140	2121.0182
SRA1	431.562	SRA1	480.3729
SRBD1	459.2593	SRBD1	542.69
SRCAP	4214.8148	SRCAP	4591.0682
SRCIN1	182.2866	SRCIN1	254.2986
SRCRB4D	19.3881	SRCRB4D	25.1839
SRC	901.4493	SRC	1323.7501
SRD5A1	323.6715	SRD5A1	822.1391
SRD5A3	394.8116	SRD5A3	528.6337
SREBF1	1989.694	SREBF1	2697.801
SREBF2	1919.8068	SREBF2	3769.7675
SRFBP1	258.6151	SRFBP1	318.013
SRF	1078.2609	SRF	1810.5503
SRGAP1	513.0435	SRGAP1	591.0347
SRGAP2	1093.3977	SRGAP2	881.6617
SRGAP3	157.81	SRGAP3	348.7524
SRGN	1803.5427	SRGN	1148.5355
SRI	2115.942	SRI	1507.6276
SRL	104.0258	SRL	49.7419
SRMS	14.8148	SRMS	15.3697
SRM	916.2641	SRM	1280.4355
SRP14	4549.1143	SRP14	3917.0372
SRP19	566.9372	SRP19	590.2578
SRP54	1374.8792	SRP54	1225.6635
SRP68	1893.3977	SRP68	1917.2999
SRP72	3203.8647	SRP72	2859.3226
SRP9	4823.1884	SRP9	3626.1307
SRPK1	1314.3317	SRPK1	1268.4192
SRPK2	1426.7311	SRPK2	1074.4816
SRPK3	7.0274	SRPK3	8.8362
SRPRB	1356.1997	SRPRB	1720.2883
SRPR	4203.5427	SRPR	4163.5112
SRPX2	269.2432	SRPX2	506.6411
SRPX	1177.1337	SRPX	2735.8061
SRRD	264.7343	SRRD	254.2986
SRRM1	1999.6779	SRRM1	2138.6235
SRRM2	13379.3881	SRRM2	13685.455
SRRM3	90.1771	SRRM3	53.6542
SRRM5	25.0789	SRRM5	31.4995
SRRT	1247.6651	SRRT	1490.8606
SRR	174.4187	SRR	284.3897
SRXN1	850.5636	SRXN1	677.9434
SS18L1	381.3205	SS18L1	389.2725
SS18L2	325.6039	SS18L2	243.1207
SS18	1702.0934	SS18	2047.5231
SSBP1	1046.3768	SSBP1	1018.8712
SSBP2	449.2754	SSBP2	560.5748
SSBP3	539.7746	SSBP3	657.823
SSBP4	422.5443	SSBP4	401.0094
SSB	1973.4525	SSB	2073.5426
SSC5D	1283.7359	SSC5D	359.092
SSFA2	3102.4155	SSFA2	2776.8851
SSH1	1592.5926	SSH1	1512.0987
SSH2	990.6602	SSH2	715.3895
SSH3	1178.0998	SSH3	899.5465
SSNA1	555.2335	SSNA1	476.7401
SSPN	1948.1481	SSPN	1521.3206
SSPO	20.2899	SSPO	32.4161
SSR1	5013.2045	SSR1	4527.9128
SSR2	5899.1948	SSR2	5690.9797
SSR3	3967.4718	SSR3	3996.6801
SSR4	3603.5427	SSR4	3105.7966
SSRP1	3241.2238	SSRP1	3951.4094
SSSCA1	242.8341	SSSCA1	296.4954
SSTR1	77.2947	SSTR1	85.232
SSTR2	169.7262	SSTR2	36.3284
removed	removed	SST	23.1943
SSU72	2237.3591	SSU72	2150.3603
SSX2IP	508.8567	SSX2IP	619.2591
ST13	5695.3301	ST13	5918.1717
ST14	1952.9791	ST14	3635.0731
removed	removed	ST18	9.2218
ST20	38.0193	ST20	43.2783
ST3GAL1	1991.9485	ST3GAL1	1535.8519
ST3GAL2	630.2738	ST3GAL2	853.1579
ST3GAL3	256.3607	ST3GAL3	221.0442
ST3GAL4	457.649	ST3GAL4	463.0471
ST3GAL5	290.8213	ST3GAL5	327.5143
ST3GAL6	134.9436	ST3GAL6	168.2283
ST5	1187.7617	ST5	2285.0548
ST6GAL1	2498.5507	ST6GAL1	2630.4538
ST6GAL2	126.248	ST6GAL2	198.6883
ST6GALNAC1	44.1224	ST6GALNAC1	38.564
ST6GALNAC2	394.525	ST6GALNAC2	634.3493
ST6GALNAC3	119.1626	ST6GALNAC3	92.4976
ST6GALNAC4	268.9211	ST6GALNAC4	292.5831
ST6GALNAC5	45.4106	ST6GALNAC5	131.0616
ST6GALNAC6	1378.744	ST6GALNAC6	1382.4344
ST7L	274.3961	ST7L	250.6658
ST7OT1	28.5668	ST7OT1	27.2547
ST7	602.9758	ST7	515.6925
ST8SIA1	116.5862	ST8SIA1	299.0105
ST8SIA2	20.2899	ST8SIA2	196.1732
ST8SIA4	449.9195	ST8SIA4	282.8024
ST8SIA6	256.6828	ST8SIA6	60.9199
STAB1	937.9871	STAB1	1047.5427
STAB2	68.277	STAB2	261.5643
STAC2	461.8357	STAC2	2236.1512
STAC3	36.0709	STAC3	52.5113
STAC	67.9549	STAC	72.3773
STAG1	1310.5797	STAG1	1095.6526
STAG2	3358.7762	STAG2	2907.3878
STAG3L1	72.1417	STAG3L1	60.6404
STAG3L2	68.277	STAG3L2	79.643
STAG3L3	169.4654	STAG3L3	183.0587
STAG3L4	97.2625	STAG3L4	92.7771
STAG3	25.9807	STAG3	46.8133
STAM2	1012.5604	STAM2	941.4638
STAMBPL1	156.8438	STAMBPL1	131.341
STAMBP	651.5298	STAMBP	707.8444
STAM	676.6506	STAM	475.9017
STAP1	29.6296	STAP1	7.2657
STAP2	415.4589	STAP2	625.6864
STARD10	1114.9758	STARD10	1614.6565
STARD13	1500.161	STARD13	950.9651
STARD3NL	611.5942	STARD3NL	545.2051
STARD3	1283.0918	STARD3	815.4323
STARD4	58.6151	STARD4	57.5665
STARD5	127.8583	STARD5	97.2483
STARD7	3565.5362	STARD7	4178.009
STARD8	425.1208	STARD8	349.0318
removed	removed	STAR	10.0602
STAT1	5187.1176	STAT1	4228.3434
STAT2	2185.8293	STAT2	2226.6499
STAT3	5691.7874	STAT3	7203.3579
STAT4	131.401	STAT4	79.9224
STAT5A	1523.6715	STAT5A	2697.5216
STAT5B	2492.4316	STAT5B	3378.8183
STAT6	3690.8213	STAT6	3765.2963
STAU1	2964.8953	STAU1	2986.7513
STAU2	1018.3575	STAU2	707.2855
STBD1	669.7359	STBD1	412.6931
STC1	172.3027	STC1	201.2033
STC2	24490.4992	STC2	5304.5016
STEAP1	359.4203	STEAP1	311.5857
STEAP2	899.839	STEAP2	788.3257
STEAP3	758.4541	STEAP3	1879.8537
STEAP4	1372.3027	STEAP4	1498.1263
STIL	227.6973	STIL	162.3599
STIM1	1391.6264	STIM1	1910.8725
STIM2	684.058	STIM2	687.7241
STIP1	2253.7842	STIP1	2896.4893
STK10	1054.1063	STK10	1039.8299
STK11IP	289.533	STK11IP	400.4505
STK11	475.6844	STK11	718.4635
STK16	603.2206	STK16	612.8317
STK17A	543.3172	STK17A	485.6824
STK17B	1718.8406	STK17B	1014.4
STK19	367.0016	STK19	339.4859
STK24	2625.7649	STK24	2608.0979
STK25	1128.5024	STK25	1497.2879
STK32B	639.2915	STK32B	242.5618
STK32C	127.9614	STK32C	135.8122
STK33	6.1192	STK33	9.7807
STK35	1208.3736	STK35	1102.147
STK36	526.8921	STK36	611.4345
STK38L	953.6232	STK38L	1177.8777
STK38	1541.7069	STK38	1270.0959
removed	removed	STK39	601.6538
STK3	508.5346	STK3	468.3566
STK40	1108.5346	STK40	1459.8418
STK4	1509.5008	STK4	1137.3576
removed	removed	STL	7.017
STMN1	3865.7005	STMN1	2397.1139
STMN2	123.9936	STMN2	53.0953
STMN3	499.5169	STMN3	909.0477
STOML1	209.3398	STOML1	229.9866
STOML2	1064.4122	STOML2	1623.5989
STOM	6123.6715	STOM	5579.4795
STON1-GTF2A1L	32.5378	removed	removed
STON1	589.7939	STON1	326.1589
STON2	241.2238	STON2	392.9053
STOX1	86.6345	STOX1	110.3824
STOX2	57.3269	STOX2	89.7031
STRA13	352.0129	STRA13	350.988
STRA6	142.029	STRA6	802.2982
STRADA	611.2721	STRADA	601.3743
STRADB	268.9211	STRADB	259.0493
STRAP	2384.8631	STRAP	2351.8431
STRBP	649.2754	STRBP	783.5751
STRC	19.3784	STRC	23.2977
STRN3	701.7617	STRN3	663.6859
STRN4	1312.3994	STRN4	1343.0321
STRN	465.0564	STRN	469.1949
STS	800	STS	732.9948
STT3A	3799.6779	STT3A	4345.4325
STT3B	2128.8245	STT3B	2220.7815
STUB1	1047.6554	STUB1	963.3698
STX10	258.6151	STX10	264.6382
STX11	167.7939	STX11	106.4701
STX12	1524.3156	STX12	1639.2481
STX16	1295.6522	STX16	1581.1227
STX17	948.7923	STX17	1178.9955
STX18	609.6618	STX18	585.1663
STX19	9.0177	STX19	31.2983
STX1A	59.2593	STX1A	66.5033
STX1B	56.3607	STX1B	72.6567
STX2	267.9549	STX2	270.2272
STX3	853.7842	STX3	847.2895
STX4	525.2818	STX4	616.4646
STX5	982.9308	STX5	1019.989
STX6	1336.438	STX6	1236.1819
STX7	1527.5362	STX7	1271.7726
STX8	410.9501	STX8	337.0155
STXBP1	732.3671	STXBP1	814.8734
STXBP2	925.2818	STXBP2	1146.5794
STXBP3	989.694	STXBP3	866.5715
STXBP4	183.5749	STXBP4	197.291
STXBP5	630.19	STXBP5	443.9104
STXBP6	24.4767	STXBP6	22.9148
STYK1	113.0435	STYK1	165.9927
STYXL1	672.7858	STYXL1	544.0873
STYX	739.1304	STYX	551.9119
SUB1	2922.0612	SUB1	3977.3982
SUCLA2	866.3897	SUCLA2	897.336
SUCLG1	1429.6296	SUCLG1	1872.8675
SUCLG2	1578.0998	SUCLG2	1464.0335
SUCNR1	16.1031	SUCNR1	10.8985
SUDS3	1201.2882	SUDS3	1538.6464
SUFU	1013.8486	SUFU	1095.1608
SUGT1L1	53.6812	SUGT1L1	64.6589
removed	removed	SUGT1P1	7.5451
SUGT1	502.7375	SUGT1	476.7401
SULF1	2780.9984	SULF1	1825.6406
SULF2	5280.1932	SULF2	4518.6909
SULT1A1	310.467	SULT1A1	317.7336
SULT1A2	10.306	SULT1A2	15.0902
SULT1A3	464.161	SULT1A3	588.8522
SULT1C2	5.153	SULT1C2	26.5477
removed	removed	SULT1C3	114.5741
SULT1C4	99.839	SULT1C4	106.1906
removed	removed	SULT1E1	15.6491
SULT2B1	104.3478	SULT2B1	175.494
SULT4A1	15.4589	SULT4A1	11.7369
SUMF1	1506.9243	SUMF1	1409.8204
SUMF2	3913.6876	SUMF2	3390.5552
SUMO1P3	141.7069	SUMO1P3	151.4614
SUMO1	1708.8567	SUMO1	1718.3321
SUMO2	3212.2383	SUMO2	2872.7361
SUMO3	2878.905	SUMO3	2136.6673
SUN1	2488.8889	SUN1	2541.2593
SUN2	3034.7826	SUN2	3923.185
SUOX	857.3269	SUOX	826.6103
SUPT16H	3819.6457	SUPT16H	3854.72
SUPT3H	135.2657	SUPT3H	143.6368
SUPT4H1	1576.7987	SUPT4H1	1173.2444
SUPT5H	2169.0821	SUPT5H	2353.2404
SUPT6H	3543.9614	SUPT6H	3216.7379
SUPT7L	864.2448	SUPT7L	970.2471
SUPV3L1	538.1643	SUPV3L1	545.2051
SURF1	694.3639	SURF1	613.1112
SURF2	141.7069	SURF2	182.4802
SURF4	4830.2738	SURF4	5285.4991
SURF6	517.2303	SURF6	663.6915
SUSD1	271.8196	SUSD1	431.7488
SUSD2	1205.475	SUSD2	779.9423
SUSD3	1122.7053	SUSD3	258.2109
SUSD4	180.9984	SUSD4	294.5393
SUSD5	247.0209	SUSD5	74.054
SUV39H1	207.0853	SUV39H1	196.7321
SUV39H2	206.7633	SUV39H2	235.5755
SUV420H1	1424.7987	SUV420H1	1388.3028
SUV420H2	99.1948	SUV420H2	106.4701
SUZ12P	119.1626	SUZ12P	118.4864
SUZ12	1153.3011	SUZ12	939.5077
SV2A	136.876	SV2A	276.6545
SV2B	184.8631	SV2B	95.5716
SVEP1	2740.7472	SVEP1	1408.7417
SVIL	3126.6667	SVIL	2834.4767
SVIP	403.5427	SVIP	276.3751
SVOPL	40.2576	SVOPL	37.7256
SWAP70	2262.1578	SWAP70	2266.0523
SYAP1	1079.8712	SYAP1	1189.894
SYBU	513.8519	SYBU	536.6735
removed	removed	SYCE1L	5.589
SYCE2	11.9163	SYCE2	9.2218
SYCP2L	6.4412	removed	removed
SYCP2	465.7005	SYCP2	136.6506
SYDE1	369.7262	SYDE1	408.5545
SYDE2	248.6312	SYDE2	185.5542
SYF2	1311.1111	SYF2	1121.429
SYK	746.8599	SYK	997.9125
SYMPK	1491.1433	SYMPK	1777.5753
SYN1	26.409	SYN1	31.5777
SYN2	111.4332	SYN2	113.1769
SYN3	5.153	SYN3	7.8246
SYNCRIP	4884.058	SYNCRIP	4849.2792
SYNC	272.7729	SYNC	213.7813
SYNE1	2523.6715	SYNE1	1690.1078
SYNE2	4044.7665	SYNE2	4267.1868
SYNGAP1	550.7246	SYNGAP1	421.1297
SYNGR1	400.5797	SYNGR1	775.5465
SYNGR2	4404.5089	SYNGR2	3447.5628
SYNGR3	9.3398	SYNGR3	5.8684
SYNJ1	467.6329	SYNJ1	382.2863
SYNJ2BP	1322.3833	SYNJ2BP	1289.3779
SYNJ2	919.8068	SYNJ2	1078.6733
SYNM	2040.5797	SYNM	9184.0926
SYNPO2L	46.6989	SYNPO2L	20.9587
SYNPO2	3467.3108	SYNPO2	2162.9356
SYNPO	3926.248	SYNPO	2448.8119
SYNRG	1413.2045	SYNRG	1301.9531
SYPL1	3285.6683	SYPL1	2859.0431
SYPL2	33.4944	SYPL2	13.4136
SYP	33.4944	SYP	31.0188
SYS1-DBNDD2	46.2576	SYS1-DBNDD2	29.236
SYS1	1043.5395	SYS1	1080.2969
SYT11	962.6409	SYT11	528.7176
SYT12	234.4605	SYT12	709.8006
removed	removed	SYT13	35.49
removed	removed	SYT14	5.0301
SYT15	330.1127	SYT15	277.2134
SYT17	289.8551	SYT17	125.4726
SYT1	51.5298	SYT1	76.0101
SYT2	9.3398	SYT2	46.9474
removed	removed	SYT3	8.3835
SYT6	9.6618	SYT6	23.1943
SYT7	335.9098	SYT7	2621.232
SYT8	22.5443	SYT8	239.2084
SYT9	92.1095	SYT9	39.9612
SYTL1	389.372	SYTL1	572.3116
SYTL2	792.2705	SYTL2	1362.873
SYTL3	227.3752	SYTL3	174.6556
