gene_id	TCGA-BH-A0DD-01A-31R-A12P-07	gene_id	TCGA-BH-A0DD-11A-23R-A12P-07
STAT4	32.2129	STAT4	74.588
STAT5A	718.4874	STAT5A	4236.34
STAT5B	1436.2745	STAT5B	5647.4415
STAT6	2217.0868	STAT6	5048.569
STAU1	4316.5266	STAU1	2713.7901
STAU2	1975.4902	STAU2	1016.9124
STBD1	1344.937	STBD1	3245.9367
STC1	2655.112	STC1	1089.3322
STC2	3976.8908	STC2	366.869
STEAP1	129.902	STEAP1	654.8135
STEAP2	497.1989	STEAP2	865.1344
STEAP3	857.1429	STEAP3	928.4475
STEAP4	61.9748	STEAP4	4774.935
STIL	1221.6387	STIL	51.6045
STIM1	1876.4006	STIM1	2529.9219
STIM2	568.2773	STIM2	601.4744
STIP1	2808.1232	STIP1	1796.1839
STK10	504.5518	STK10	1116.6522
STK11IP	309.8739	STK11IP	218.5603
STK11	1028.0112	STK11	776.6696
STK16	632.3529	STK16	464.8742
STK17A	514.0056	STK17A	534.6921
STK17B	917.0168	STK17B	998.2654
STK19	241.6947	STK19	254.0416
STK24	1257.7031	STK24	2200.7806
STK25	1436.2745	STK25	1650.9107
removed	removed	STK32A	33.3912
STK32B	391.8067	STK32B	196.4441
STK32C	217.7871	STK32C	113.183
STK35	2049.7199	STK35	762.7927
STK36	776.2605	STK36	404.1631
STK38L	821.4286	STK38L	1585.863
STK38	1341.7367	STK38	1649.1761
STK39	878.1513	STK39	662.1856
STK3	943.6275	STK3	493.0616
STK40	582.9832	STK40	2581.9601
STK4	1613.4454	STK4	1009.1067
removed	removed	STL	5.6592
STMN1	4875	STMN1	804.8569
STMN2	9.4538	STMN2	134.8656
STMN3	1893.5574	STMN3	440.1561
STOML1	190.8263	STOML1	328.2741
STOML2	1169.1176	STOML2	1160.0173
STOM	2576.6807	STOM	9480.4857
removed	removed	STON1-GTF2A1L	187.1292
STON1	123.5119	STON1	1300.9844
STON2	475.8403	STON2	153.5126
STOX1	16.1064	STOX1	135.2992
removed	removed	STOX2	81.0928
STRA13	427.8711	STRA13	216.8257
STRA6	132.7031	removed	removed
STRADA	567.9272	STRADA	481.7866
STRADB	273.8095	STRADB	639.2021
STRAP	2285.3641	STRAP	2526.4527
STRBP	2053.5714	STRBP	288.8118
STRC	39.937	STRC	5.2038
STRN3	1036.0539	STRN3	900.2428
STRN4	2217.437	STRN4	1412.4024
STRN	661.0644	STRN	661.3183
STS	423.6695	STS	2049.0026
STT3A	2683.4734	STT3A	2279.7051
STT3B	3467.437	STT3B	1611.0147
STUB1	861.159	STUB1	1621.5351
STX10	238.0952	STX10	255.8543
STX11	143.2073	STX11	1033.8248
STX12	858.8936	STX12	2616.6522
STX16	1341.0364	STX16	1666.0885
STX17	1257.3529	STX17	1066.7823
STX18	457.2829	STX18	442.3244
STX1A	112.6611	STX1A	29.9219
STX1B	14.3557	STX1B	110.1474
STX2	409.6639	STX2	603.209
STX3	878.8515	STX3	369.4709
STX4	459.0336	STX4	682.1336
STX5	1070.028	STX5	902.4284
STX6	1404.0301	STX6	970.6114
STX7	869.7479	STX7	2845.1865
STX8	116.9468	STX8	459.2368
STXBP1	371.4986	STXBP1	2618.8205
STXBP2	1786.0644	STXBP2	186.0364
STXBP3	842.7871	STXBP3	742.4111
STXBP4	211.8347	STXBP4	114.484
STXBP5	391.0924	STXBP5	634.7788
STXBP6	15.4062	STXBP6	73.7207
STYK1	92.437	STYK1	5.2038
STYXL1	737.395	STYXL1	261.0581
STYX	773.4594	STYX	576.7563
SUB1	1889.3557	SUB1	3124.4579
SUCLA2	356.4601	SUCLA2	2109.3018
SUCLG1	1036.4146	SUCLG1	2324.3712
SUCLG2	1715.6863	SUCLG2	1606.6782
removed	removed	SUCNR1	129.2281
SUDS3	2580.1821	SUDS3	778.4042
SUFU	704.1317	SUFU	712.4892
SUGT1L1	15.8824	SUGT1L1	24.4536
removed	removed	SUGT1P1	6.5048
SUGT1	205.8824	SUGT1	501.7346
SULF1	7841.0364	SULF1	1208.1526
SULF2	8464.986	SULF2	2478.3174
SULT1A1	71.0784	SULT1A1	792.281
SULT1A2	10.5042	SULT1A2	125.3252
SULT1A3	609.3592	SULT1A3	1228.7901
SULT1C2	213.9356	SULT1C2	47.7016
SULT1C4	25.2101	SULT1C4	93.6687
SULT2B1	170.1681	removed	removed
SUMF1	714.2857	SUMF1	1173.8942
SUMF2	2378.8515	SUMF2	2610.5811
SUMO1P3	140.056	SUMO1P3	114.484
SUMO1	1969.5378	SUMO1	1518.647
SUMO2	2095.9384	SUMO2	1889.4189
SUMO3	2443.2773	SUMO3	1806.5915
SUN1	3333.1268	SUN1	4210.7546
SUN2	2153.0112	SUN2	9395.49
SUOX	405.112	SUOX	1028.1873
SUPT16H	4252.1008	SUPT16H	2638.7684
SUPT3H	90.3361	SUPT3H	93.6687
SUPT4H1	1498.9006	SUPT4H1	1012.9835
SUPT5H	2663.1653	SUPT5H	2308.7598
SUPT6H	2954.4818	SUPT6H	3432.784
SUPT7L	703.0812	SUPT7L	991.327
SUPV3L1	507.0028	SUPV3L1	406.765
SURF1	587.1849	SURF1	722.0295
SURF2	226.1905	SURF2	120.5551
SURF4	4321.7787	SURF4	7896.791
SURF6	501.4006	SURF6	511.7086
SUSD1	196.0784	SUSD1	179.5317
SUSD2	153.7115	SUSD2	191.2402
SUSD3	1085.7843	SUSD3	32.5239
SUSD4	170.8683	SUSD4	10.8413
SUSD5	903.7115	SUSD5	100.6071
SUV39H1	470.5882	SUV39H1	184.7355
SUV39H2	287.465	SUV39H2	102.3417
SUV420H1	1693.6275	SUV420H1	1108.4128
SUV420H2	213.5854	SUV420H2	79.7918
SUZ12P	305.6723	SUZ12P	63.3131
SUZ12	2104.3417	SUZ12	721.1622
SV2A	158.2633	SV2A	58.9766
removed	removed	SV2B	334.3452
SVEP1	258.743	SVEP1	10007.3591
SVIL	2239.0826	SVIL	2876.379
SVIP	484.5938	SVIP	108.8465
SWAP70	1648.4594	SWAP70	2567.6496
SYAP1	1255.6022	SYAP1	794.8829
SYBU	1745.4482	SYBU	611.4484
removed	removed	SYCE1	21.1015
SYCE2	58.1232	removed	removed
SYCP2	1591.0364	SYCP2	42.4978
SYDE1	126.7507	SYDE1	701.6479
SYDE2	255.6022	SYDE2	165.2212
SYF2	702.381	SYF2	1132.2637
SYK	503.1513	SYK	488.2914
SYMPK	2584.7339	SYMPK	1316.1318
SYN1	5.6022	SYN1	8.673
removed	removed	SYN2	496.5308
SYN3	12.2549	SYN3	16.0451
SYNCRIP	4986.6947	SYNCRIP	3504.3365
SYNC	90.2696	SYNC	1299.1804
SYNE1	560.9244	SYNE1	4459.6704
SYNE2	5649.5098	SYNE2	5754.5533
SYNGAP1	644.6078	SYNGAP1	377.7103
SYNGR1	300.4202	SYNGR1	372.4892
SYNGR2	2038.1653	SYNGR2	2402.8621
SYNGR3	23.4594	removed	removed
SYNJ1	377.1008	SYNJ1	554.2064
SYNJ2BP	1170.8683	SYNJ2BP	1881.6132
SYNJ2	880.2521	SYNJ2	329.575
SYNM	403.0112	SYNM	5619.6878
SYNPO2	2903.0112	SYNPO2	8623.157
SYNPO	492.9972	SYNPO	21745.8803
SYNRG	2821.0784	SYNRG	1172.5932
SYPL1	3293.0672	SYPL1	2487.4241
removed	removed	SYPL2	92.3677
SYP	195.3782	SYP	63.7467
SYS1-DBNDD2	16.9363	removed	removed
SYS1	936.7717	SYS1	960.3643
SYT11	206.5826	SYT11	689.5056
SYT12	1945.7283	SYT12	79.3582
SYT13	38.5154	removed	removed
SYT15	22.409	SYT15	419.3408
SYT17	101.1905	SYT17	51.1709
SYT1	4161.4146	SYT1	106.6782
SYT2	11.5546	SYT2	15.1778
SYT7	2588.9356	SYT7	373.3738
SYT9	445.3782	removed	removed
SYTL1	248.2493	SYTL1	18.647
SYTL2	2982.1429	SYTL2	420.2082
SYTL3	81.2325	SYTL3	280.1388
SYTL4	969.888	SYTL4	1413.7034
SYTL5	1315.8263	SYTL5	10.8413
SYVN1	1740.8964	SYVN1	1890.7199
TAB1	855.3922	TAB1	596.2879
TAB2	3075.2801	TAB2	3283.1743
TAB3	1186.9748	TAB3	746.7476
TACC1	963.9356	TACC1	12851.2576
TACC2	2225.1401	TACC2	2840.4163
TACC3	1471.2885	TACC3	213.7901
TACO1	411.0644	TACO1	332.1769
TACR1	7.0028	TACR1	941.4571
TACR2	19.6078	TACR2	23.8508
TACSTD2	6002.1008	TACSTD2	173.4605
TADA1	406.5126	TADA1	180.8326
TADA2A	484.944	TADA2A	186.4701
TADA2B	985.2941	TADA2B	840.85
TADA3	1568.631	TADA3	1470.3599
TAF10	668.7675	TAF10	569.8179
TAF11	558.8235	TAF11	408.0659
TAF12	441.1765	TAF12	419.7745
TAF13	133.0532	TAF13	302.6886
TAF15	2100.8403	TAF15	2045.0997
TAF1A	145.3081	TAF1A	64.6141
TAF1B	308.1232	TAF1B	248.0486
TAF1C	650.2101	TAF1C	834.7788
TAF1D	404.1562	TAF1D	396.765
TAF1L	57.423	TAF1L	39.4623
TAF1	2019.958	TAF1	1773.634
TAF2	1661.4146	TAF2	660.0173
TAF3	360.2941	TAF3	295.7502
TAF4B	192.577	TAF4B	170.8586
TAF4	895.3081	TAF4	349.9566
TAF5L	1167.3669	TAF5L	595.8369
TAF5	155.4622	TAF5	127.9271
TAF6L	241.5966	TAF6L	212.0555
TAF6	1798.0987	TAF6	955.7676
TAF7L	8.7535	removed	removed
TAF7	546.9188	TAF7	2362.9662
TAF8	474.4398	TAF8	771.8994
TAF9B	1416.3165	TAF9B	709.4536
TAF9	1490.8964	TAF9	1023.8508
TAGAP	132.3529	TAGAP	261.4918
TAGLN2	15035.014	TAGLN2	8712.4892
TAGLN	1822.1464	TAGLN	9932.0208
TAL1	12.2549	TAL1	326.5395
TALDO1	1957.6331	TALDO1	3275.8023
TANC1	2193.6275	TANC1	1441.0234
TANC2	2788.5154	TANC2	704.6834
TANK	667.3669	TANK	1010.4076
TAOK1	2213.5854	TAOK1	1399.3929
TAOK2	1462.8852	TAOK2	1917.1726
TAOK3	1316.5266	TAOK3	1039.0286
TAP1	4164.2157	TAP1	1371.6392
TAP2	1490.119	TAP2	1307.6236
TAPBPL	319.6989	TAPBPL	787.9792
TAPBP	4772.409	TAPBP	2337.3807
TAPT1	562.6751	TAPT1	696.0104
TARBP1	1341.7367	TARBP1	442.758
TARBP2	287.1148	TARBP2	202.9488
TARDBP	3469.888	TARDBP	2679.5317
TARP	11.5546	TARP	9.5403
TARS2	604.3417	TARS2	432.784
TARSL2	266.4566	TARSL2	537.294
TARS	1831.2325	TARS	1482.6539
TAS2R14	6.1835	TAS2R14	5.1301
TAS2R20	9.1036	TAS2R20	14.7441
TAS2R5	13.6555	removed	removed
TASP1	236.6947	TASP1	139.2021
TATDN1	525.5602	TATDN1	293.582
TATDN2	1519.2577	TATDN2	1174.7615
TATDN3	425.4202	TATDN3	457.5022
TAT	8.0532	removed	removed
TAX1BP1	4373.2493	TAX1BP1	2484.3886
TAX1BP3	911.4986	TAX1BP3	2362.9228
TAZ	307.7731	TAZ	317.4328
TBC1D10A	448.736	TBC1D10A	566.0581
TBC1D10B	1322.1289	TBC1D10B	1076.3226
TBC1D10C	43.7675	TBC1D10C	33.8248
TBC1D12	385.1541	TBC1D12	532.5239
TBC1D13	593.8375	TBC1D13	1627.4935
TBC1D14	1266.4566	TBC1D14	1750.2168
TBC1D15	1181.3725	TBC1D15	1352.9922
TBC1D16	777.3109	TBC1D16	2825.2385
TBC1D17	671.6246	TBC1D17	1520.8369
TBC1D19	106.7927	TBC1D19	134.8656
TBC1D1	1394.958	TBC1D1	1142.2376
TBC1D20	1415.6162	TBC1D20	1866.0017
TBC1D22A	239.1457	TBC1D22A	414.137
TBC1D22B	406.4846	TBC1D22B	277.0555
TBC1D23	757.0028	TBC1D23	1001.7346
TBC1D24	336.1345	TBC1D24	408.0659
TBC1D25	370.4482	TBC1D25	593.235
TBC1D2B	841.7367	TBC1D2B	4794.0156
TBC1D2	222.6891	TBC1D2	281.0061
TBC1D3B	739.8459	TBC1D3B	66.3487
TBC1D3C	37.542	TBC1D3C	21.6826
TBC1D3G	562.598	removed	removed
TBC1D3H	80.5322	TBC1D3H	18.647
TBC1D3	2628.0392	TBC1D3	323.6297
TBC1D4	245.7983	TBC1D4	2017.7797
TBC1D5	1799.3697	TBC1D5	2327.4068
TBC1D7	236.18	TBC1D7	135.7329
TBC1D8B	213.9356	TBC1D8B	368.17
TBC1D8	483.5434	TBC1D8	622.2897
TBC1D9B	3525.5602	TBC1D9B	7565.0477
TBC1D9	16059.8739	TBC1D9	2733.3044
TBCA	1175.07	TBCA	803.5559
TBCB	901.3971	TBCB	616.6175
TBCCD1	253.5014	TBCCD1	267.9965
TBCC	376.7507	TBCC	260.6245
TBCD	1585.6898	TBCD	1440.0434
TBCEL	328.7815	TBCEL	429.7485
TBCE	691.8417	TBCE	271.2142
TBCK	632.1254	TBCK	811.3226
TBK1	683.4734	TBK1	500
TBKBP1	90.3361	TBKBP1	463.1396
TBL1XR1	4056.3725	TBL1XR1	2673.4605
TBL1X	1733.8936	TBL1X	986.9905
removed	removed	TBL1Y	58.5429
TBL2	1445.3782	TBL2	662.1856
TBL3	729.3417	TBL3	599.7398
TBPL1	183.1232	TBPL1	229.8352
TBP	298.6695	TBP	222.8968
TBRG1	417.0168	TBRG1	1057.6756
TBRG4	1182.7731	TBRG4	589.7658
TBX15	72.1289	TBX15	869.0373
TBX18	52.521	TBX18	474.4146
TBX19	28.0112	TBX19	29.4883
TBX1	18.2073	TBX1	6.9384
TBX20	21.7087	removed	removed
TBX21	9.8039	TBX21	19.948
TBX22	17.1569	removed	removed
TBX2	113.0952	TBX2	369.0373
TBX3	3717.0868	TBX3	944.4926
TBX4	6.3025	TBX4	25.1518
TBX5	85.4342	TBX5	340.85
TBX6	43.0672	TBX6	28.621
TBXA2R	7.7031	TBXA2R	65.0477
TBXAS1	86.1345	TBXAS1	218.9939
TC2N	3049.0196	TC2N	718.9939
TCAM1P	22.7591	removed	removed
TCAP	28.3613	removed	removed
TCEA1	1738.4454	TCEA1	1371.6392
TCEA2	145.3081	TCEA2	268.4302
TCEA3	338.5854	TCEA3	177.7971
TCEAL1	879.2017	TCEAL1	274.935
removed	removed	TCEAL2	24.2845
TCEAL3	911.4146	TCEAL3	228.5343
TCEAL4	4517.8571	TCEAL4	1446.6609
TCEAL5	14.7059	TCEAL5	10.4076
TCEAL6	40.9664	TCEAL6	10.4076
TCEAL7	18.9076	TCEAL7	62.8794
TCEAL8	431.3725	TCEAL8	781.8734
TCEANC	64.0756	TCEANC	87.5976
TCEB1	870.7983	TCEB1	485.2559
TCEB2	966.3866	TCEB2	1133.5646
TCEB3	1197.1744	TCEB3	1730.6938
TCERG1	1224.4398	TCERG1	592.8014
TCF12	2556.7857	TCF12	2039.0286
removed	removed	TCF15	85.863
TCF19	997.549	TCF19	218.9939
TCF20	2352.2409	TCF20	919.7745
removed	removed	TCF21	30.7892
TCF25	1621.8487	TCF25	2036.8604
TCF3	2581.2325	TCF3	731.5698
TCF4	2366.9468	TCF4	4372.9402
TCF7L1	192.9272	TCF7L1	1253.686
TCF7L2	338.5854	TCF7L2	1401.5611
TCF7	333.3333	TCF7	91.5004
TCFL5	439.4258	TCFL5	454.033
TCHH	8.0532	TCHH	17.7797
TCHP	580.1821	TCHP	327.4241
TCIRG1	757.3529	TCIRG1	849.9566
TCL1A	5.2521	removed	removed
TCN2	184.1737	TCN2	1609.7138
TCOF1	1511.9048	TCOF1	993.9289
TCP10L	37.6786	TCP10L	8.8161
TCP11L1	217.598	TCP11L1	441.9384
TCP11L2	227.591	TCP11L2	309.1934
TCP1	4604.8319	TCP1	3243.9029
TCTA	714.2857	TCTA	1247.6149
TCTE3	56.0224	TCTE3	16.4788
TCTEX1D2	116.9468	TCTEX1D2	34.2585
removed	removed	TCTEX1D4	5.2038
TCTN1	838.9356	TCTN1	500
TCTN2	767.1569	TCTN2	354.7268
TCTN3	1143.9076	TCTN3	1027.32
removed	removed	TDGF1	11.2749
TDG	569.6779	TDG	304.4232
TDO2	18.9076	removed	removed
TDP1	595.2381	TDP1	272.333
TDP2	770.3081	TDP2	758.8899
removed	removed	TDRD10	74.588
TDRD3	197.8291	TDRD3	468.3435
TDRD5	282.9132	TDRD5	46.4007
removed	removed	TDRD6	18.2134
TDRD7	750	TDRD7	576.7563
removed	removed	TDRD9	29.4883
TDRKH	796.9188	TDRKH	212.4892
TEAD1	2394.2577	TEAD1	6387.6843
TEAD2	1034.6639	TEAD2	894.1891
TEAD3	434.5238	TEAD3	439.7225
TEAD4	143.5574	TEAD4	119.2541
TECPR1	310.2241	TECPR1	529.0546
TECPR2	775.9104	TECPR2	944.9263
TECR	1849.0896	TECR	1401.1275
TECTA	27.6611	TECTA	22.1162
TEC	9.1036	TEC	49.0026
TEF	430.3221	TEF	1418.4735
TEKT2	33.6134	removed	removed
TEK	116.9468	TEK	2312.6626
TELO2	379.902	TELO2	381.6132
TENC1	635.5042	TENC1	11424.111
TEP1	663.5154	TEP1	1058.1093
TERF1	941.1765	TERF1	460.9714
TERF2IP	1093.1373	TERF2IP	1727.2333
TERF2	826.3305	TERF2	529.0546
removed	removed	TESC	77.1899
TESK1	615.1961	TESK1	1904.5967
TESK2	867.9972	TESK2	166.0885
TES	1150.5462	TES	665.4206
TET1	105.7423	TET1	110.5811
TET2	1473.7395	TET2	654.8135
TET3	1439.7759	TET3	314.8309
TEX10	436.9748	TEX10	242.4111
TEX14	149.1597	TEX14	7.8057
TEX261	1853.6415	TEX261	3454.033
TEX264	1062.3249	TEX264	724.6314
TEX2	3943.2773	TEX2	1990.8933
TEX9	110.9944	TEX9	13.0095
TFAM	691.5266	TFAM	409.3669
TFAP2A	1898.1092	TFAP2A	28.621
TFAP2B	261.5546	removed	removed
TFAP2C	1165.9664	TFAP2C	35.1258
removed	removed	TFAP2E	8.673
TFAP4	347.3389	TFAP4	148.7424
TFB1M	122.8992	TFB1M	99.3062
TFB2M	622.8992	TFB2M	239.3755
TFCP2L1	1873.5994	TFCP2L1	124.8916
TFCP2	583.6835	TFCP2	693.4085
TFDP1	650.9104	TFDP1	1467.9098
TFDP2	248.5994	TFDP2	493.9289
TFE3	1146.0084	TFE3	5032.9575
TFEB	116.5966	TFEB	428.4475
TFEC	133.4034	TFEC	131.3964
TFF1	279.4118	TFF1	7.8057
TFF3	621.1485	TFF3	25.1518
TFG	1945.028	TFG	1573.7207
TFIP11	798.3263	TFIP11	855.0304
TFPI2	26.9608	TFPI2	130.0954
TFPI	80.8824	TFPI	1280.1388
TFPT	203.3648	TFPT	168.131
TFR2	13.6555	removed	removed
TFRC	3757.7031	TFRC	2412.8361
removed	removed	TF	527.32
TGDS	79.4818	TGDS	228.9679
TGFA	44.4678	TGFA	33.3912
TGFB1I1	189.4258	TGFB1I1	578.4909
TGFB1	480.7423	TGFB1	692.1075
TGFB2	120.7983	TGFB2	183.8682
TGFB3	779.7619	TGFB3	467.9098
TGFBI	927.521	TGFBI	3484.8222
TGFBR1	791.6667	TGFBR1	1277.1032
TGFBR2	1181.7227	TGFBR2	19013.8768
TGFBR3	2789.5658	TGFBR3	7124.0243
TGFBRAP1	510.5042	TGFBRAP1	458.8031
TGIF1	2056.7227	TGIF1	461.405
TGIF2	1581.25	TGIF2	381.2272
TGM1	13.6555	TGM1	10.4076
TGM2	1735.6443	TGM2	1848.222
TGOLN2	4584.0336	TGOLN2	11137.0338
TGS1	605.7423	TGS1	413.7034
TG	5.2521	removed	removed
TH1L	2013.3053	TH1L	963.5733
THADA	1180.6723	THADA	1006.0711
THAP10	111.6947	THAP10	48.569
THAP11	517.507	THAP11	483.9549
THAP1	291.6667	THAP1	232.8708
THAP2	182.7731	THAP2	124.4579
THAP3	146.1134	THAP3	339.7268
THAP4	931.0224	THAP4	867.3027
THAP5	1013.6555	THAP5	393.3218
THAP6	341.0364	THAP6	278.8378
THAP7	269.958	THAP7	199.4796
THAP8	169.1176	THAP8	156.1145
THAP9	245.098	THAP9	86.2966
THBD	809.1737	THBD	2295.3166
THBS1	18828.7815	THBS1	24811.3617
THBS2	3784.6639	THBS2	1726.366
THBS3	565.1261	THBS3	807.0252
THBS4	149.8599	THBS4	2826.5395
THEM4	373.2493	THEM4	340.85
THEMIS	18.9076	THEMIS	5.2038
THG1L	225.4902	THG1L	133.5646
THNSL1	273.1092	THNSL1	128.3608
THNSL2	1182.7731	THNSL2	1002.6019
THOC1	648.4594	THOC1	326.9731
THOC2	2121.8487	THOC2	1228.1006
THOC3	496.8487	THOC3	228.1006
THOC4	891.4566	THOC4	352.1249
THOC5	361.6947	THOC5	555.5074
THOC6	357.4475	THOC6	178.1396
THOC7	727.591	THOC7	714.2238
THOP1	707.6331	THOP1	272.7667
THPO	85.4342	THPO	23.8508
THRAP3	4188.0252	THRAP3	3388.5516
THRA	3709.8599	THRA	1790.7415
THRB	374.6499	THRB	2178.6644
THRSP	332.9832	THRSP	4709.0199
THSD1P1	33.2633	THSD1P1	100.1735
THSD1	71.0784	THSD1	533.8248
THSD4	8068.2773	THSD4	223.3304
THSD7A	93.8375	THSD7A	379.4449
removed	removed	THSD7B	134.8656
THTPA	353.9916	THTPA	489.5924
THUMPD1	1594.888	THUMPD1	1245.8803
THUMPD2	242.2969	THUMPD2	94.536
THUMPD3	1327.0308	THUMPD3	748.9159
THY1	1547.619	THY1	3130.5291
THYN1	317.2269	THYN1	737.2073
TIA1	1361.6947	TIA1	825.2385
TIAF1	216.3725	TIAF1	227.5585
TIAL1	1473.7395	TIAL1	1127.9271
TIAM1	744.7479	TIAM1	285.3426
TIAM2	59.8319	TIAM2	64.6357
TICAM1	450.6303	TICAM1	449.2628
TICAM2	19.6919	TICAM2	194.5663
TIE1	174.3697	TIE1	2127.4935
TIFAB	7.7031	removed	removed
TIFA	545.1681	TIFA	150.9107
TIGD1	151.9608	TIGD1	42.9315
TIGD2	144.6078	TIGD2	98.8725
TIGD3	43.4174	removed	removed
TIGD4	21.0084	removed	removed
TIGD5	202.7311	TIGD5	68.0833
TIGD6	193.6275	TIGD6	170.8586
TIGD7	144.3172	TIGD7	170.9844
TIGIT	64.0756	TIGIT	13.8768
TIMD4	8.4034	removed	removed
TIMELESS	2728.2913	TIMELESS	385.516
TIMM10	218.1373	TIMM10	294.8829
TIMM13	1153.3613	TIMM13	540.7632
TIMM16	107.8081	TIMM16	83.5386
TIMM17A	1873.5994	TIMM17A	836.5134
TIMM17B	709.3838	TIMM17B	270.1648
TIMM22	256.3025	TIMM22	389.8526
TIMM44	549.0196	TIMM44	431.4831
TIMM50	630.2521	TIMM50	536.8604
TIMM8A	178.5714	TIMM8A	72.4198
TIMM8B	275.9104	TIMM8B	421.9428
TIMM9	514.7059	TIMM9	421.9428
TIMP1	2033.9636	TIMP1	1917.6062
TIMP2	7123.5994	TIMP2	24602.7754
TIMP3	16694.6779	TIMP3	47370.3382
TIMP4	28.0112	TIMP4	4438.8552
TINAGL1	70.7283	TINAGL1	2755.8543
TINF2	1270.6583	TINF2	1339.549
TIPARP	712.1849	TIPARP	1218.9939
TIPIN	203.4314	TIPIN	36.8604
TIPRL	1354.3417	TIPRL	722.8968
TIRAP	135.5042	TIRAP	183.4345
TJAP1	602.9412	TJAP1	619.2541
TJP1	1872.549	TJP1	4279.2715
TJP2	1671.9188	TJP2	3346.4874
TJP3	826.3305	TJP3	15.1778
TK1	1120.098	TK1	54.2064
TK2	614.8459	TK2	3363.8335
TKT	3593.4874	TKT	10116.2186
TLCD1	346.9888	TLCD1	15.1778
TLE1	249.6499	TLE1	1777.1032
TLE2	367.2969	TLE2	744.5794
TLE3	3483.1933	TLE3	954.4666
TLE4	79.1317	TLE4	304.4232
TLE6	88.9356	removed	removed
TLK1	2354.6919	TLK1	1172.1596
TLK2	1255.2521	TLK2	631.3964
TLL1	44.1176	TLL1	432.3504
TLL2	46.5686	removed	removed
TLN1	6019.6078	TLN1	30007.3721
TLN2	790.9664	TLN2	8440.5898
TLR10	10.1541	TLR10	5.2038
TLR1	102.2409	TLR1	238.9419
TLR2	179.6218	TLR2	140.9367
TLR3	135.5042	TLR3	604.9436
TLR4	198.1793	TLR4	1729.4016
TLR5	342.7871	TLR5	308.3261
TLR6	41.6667	TLR6	22.1162
TLR7	94.888	TLR7	108.4128
TLR8	32.563	TLR8	83.2611
TLR9	12.6155	TLR9	37.8664
TM2D1	391.1064	TM2D1	325.2385
TM2D2	605.042	TM2D2	769.2975
TM2D3	480.7423	TM2D3	628.3608
TM4SF18	29.4118	TM4SF18	265.3946
TM4SF19	15.049	TM4SF19	225.438
TM4SF1	3139.7059	TM4SF1	3402.8621
TM6SF1	94.888	TM6SF1	212.4892
TM6SF2	6.3025	removed	removed
TM7SF2	751.4006	TM7SF2	1751.5178
TM7SF3	1293.7675	TM7SF3	1225.4987
TM7SF4	8.7535	TM7SF4	39.8959
TM9SF1	1886.1975	TM9SF1	1257.4284
TM9SF2	1767.8571	TM9SF2	3432.784
TM9SF3	6011.2045	TM9SF3	6183.4345
TM9SF4	2454.1317	TM9SF4	1662.6193
TMBIM1	1621.4986	TMBIM1	15331.7433
TMBIM4	1918.7675	TMBIM4	1578.0572
TMBIM6	21957.9832	TMBIM6	17743.7121
removed	removed	TMC2	55.5074
TMC4	1216.3866	TMC4	26.8864
TMC5	299.7199	TMC5	168.6904
TMC6	302.1709	TMC6	641.3703
TMC7	49.3697	TMC7	184.3018
TMC8	113.0952	TMC8	152.6453
TMCC1	1167.0168	TMCC1	1259.7572
TMCC2	36.7647	TMCC2	111.4484
TMCC3	119.7479	TMCC3	1013.0095
TMCO1	2318.2773	TMCO1	1392.4545
TMCO3	869.7479	TMCO3	1324.3712
TMCO4	247.549	TMCO4	593.235
TMCO6	152.3109	TMCO6	195.1431
TMCO7	237.0448	TMCO7	444.4926
TMED10P1	139.0056	TMED10P1	52.9055
TMED10	7376.7507	TMED10	6557.242
TMED1	438.5609	TMED1	465.8153
TMED2	9852.2409	TMED2	4554.2064
TMED3	1454.1317	TMED3	403.2958
TMED4	865.5462	TMED4	823.0703
TMED5	1555.6408	TMED5	2193.3868
TMED7-TICAM2	267.1359	TMED7-TICAM2	144.9003
TMED7	2432.3599	TMED7	1611.1015
TMED8	457.2829	TMED8	328.7077
TMED9	2250.7003	TMED9	1872.5065
TMEFF1	46.6702	TMEFF1	44.7181
TMEM100	5.6022	TMEM100	1008.2394
TMEM101	389.3557	TMEM101	362.9662
TMEM102	37.1148	TMEM102	72.8534
TMEM104	341.0364	TMEM104	535.1258
TMEM106A	81.5826	TMEM106A	162.6193
TMEM106B	3588.5854	TMEM106B	1379.0113
TMEM106C	1501.7507	TMEM106C	675.6288
TMEM107	66.5266	TMEM107	196.0104
TMEM108	5.6022	TMEM108	29.4883
TMEM109	1328.7815	TMEM109	4381.1795
TMEM110	162.584	TMEM110	264.961
TMEM111	974.0896	TMEM111	1788.3781
TMEM115	887.2549	TMEM115	983.0876
TMEM116	176.8207	TMEM116	127.0598
TMEM117	12.9552	TMEM117	126.6262
TMEM119	172.2689	TMEM119	1179.9653
TMEM11	1556.7227	TMEM11	608.4128
TMEM120A	333.6835	TMEM120A	1250.6505
TMEM120B	595.3011	TMEM120B	929.6618
TMEM121	15.7563	TMEM121	14.7441
TMEM123	4158.2633	TMEM123	2160.0173
TMEM125	346.6387	TMEM125	15.1778
TMEM126A	130.2521	TMEM126A	312.229
TMEM126B	292.7171	TMEM126B	585.863
TMEM127	2634.1036	TMEM127	2552.0382
TMEM128	483.8936	TMEM128	406.3313
TMEM129	586.8347	TMEM129	1219.4276
TMEM130	35.7143	removed	removed
TMEM131	1570.3782	TMEM131	1493.0616
