gene_id	TCGA-BH-A1FG-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FG-11B-12R-A13Q-07
WDR34	1115.0765	WDR34	488.4793
WDR35	485.4334	WDR35	1048.1776
WDR36	892.9352	WDR36	1511.5207
WDR37	299.3445	WDR37	422.7063
WDR3	996.7225	WDR3	993.297
WDR41	354.3336	WDR41	536.238
WDR43	1053.8966	WDR43	1155.4252
WDR44	412.9643	WDR44	701.2987
WDR45L	6333.2119	WDR45L	1950.1466
WDR45	839.5885	WDR45	603.2677
WDR46	701.3838	WDR46	219.1035
removed	removed	WDR47	617.5115
WDR48	1090.3132	WDR48	1473.8165
WDR4	125.6373	WDR4	37.2853
WDR52	227.968	WDR52	146.6276
WDR53	213.4013	WDR53	168.4122
WDR54	155.1347	WDR54	43.1504
WDR55	474.5339	WDR55	259.7193
WDR59	331.3911	WDR59	332.6351
WDR5B	626.0015	WDR5B	724.7591
WDR5	651.1289	WDR5	441.1395
WDR60	347.4144	WDR60	318.8102
WDR61	1315.732	WDR61	1384.1642
WDR62	76.1107	removed	removed
WDR63	5.4625	removed	removed
WDR65	60.4516	WDR65	7.9598
WDR66	55.7174	WDR66	25.1362
WDR67	182.8114	WDR67	78.341
WDR6	2662.6985	WDR6	1267.8006
WDR70	399.126	WDR70	421.4495
removed	removed	WDR72	5.8651
WDR73	441.0197	WDR73	242.4131
WDR74	654.7706	WDR74	255.9698
WDR75	691.5513	WDR75	1335.5677
WDR76	147.8514	WDR76	93.0038
WDR77	899.8543	WDR77	563.4688
WDR78	443.9184	WDR78	198.1567
WDR7	629.6431	WDR7	669.8785
WDR81	324.472	WDR81	186.0075
WDR82	1891.8427	WDR82	2584.8345
WDR83	123.0881	WDR83	22.2036
WDR85	178.8055	WDR85	128.1944
WDR86	5.4625	WDR86	25.5551
WDR89	443.5543	WDR89	532.8865
WDR8	393.2993	WDR8	124.424
WDR90	609.9782	WDR90	52.7859
WDR91	202.1122	WDR91	245.0775
WDR92	416.9701	WDR92	215.3331
WDR93	89.2207	WDR93	12.987
WDSUB1	487.9825	WDSUB1	463.3431
WDTC1	1816.4603	WDTC1	1589.0239
WDYHV1	460.3059	WDYHV1	294.5119
WEE1	1051.3474	WEE1	5139.0867
WFDC10A	8.0117	removed	removed
removed	removed	WFDC12	8.3787
WFDC13	11.6533	removed	removed
WFDC1	16.7516	WFDC1	53.2049
WFDC2	3697.378	WFDC2	1688.3117
WFDC3	10.5608	removed	removed
removed	removed	WFDC5	16.3385
removed	removed	WFIKKN1	8.3787
WFS1	3827.3853	WFS1	899.4554
WHAMML1	28.7691	WHAMML1	191.0348
removed	removed	WHAMML2	57.3942
WHAMM	337.2178	WHAMM	341.4328
WHSC1L1	3206.8463	WHSC1L1	1322.1617
WHSC1	1077.2032	WHSC1	539.1705
WHSC2	643.4814	WHSC2	265.6054
WIBG	770.5754	WIBG	490.5739
removed	removed	WIF1	83.7872
WIPF1	596.1398	WIPF1	1346.0411
WIPF2	2007.2833	WIPF2	873.9003
removed	removed	WIPF3	15.5006
WIPI1	962.1267	WIPI1	594.47
WIPI2	1536.4166	WIPI2	1246.3343
WISP1	106.3365	WISP1	14.6628
WISP2	195.193	WISP2	697.5283
WISP3	9.1042	WISP3	67.4487
WIT1	17.48	removed	removed
WIZ	931.9009	WIZ	425.6389
WLS	333.9403	WLS	2930.0377
WNK1	4788.7837	WNK1	3428.9904
WNK2	104.7087	WNK2	280.8881
removed	removed	WNK3	17.5953
WNK4	513.5142	WNK4	178.6929
WNT10A	6.9192	WNT10A	25.974
WNT11	6.1908	WNT11	88.3955
WNT2	91.7698	WNT2	48.5966
WNT3	24.3991	removed	removed
WNT4	681.3547	WNT4	62.0025
WNT5A	197.7422	WNT5A	1012.5681
WNT5B	21.1216	WNT5B	79.5978
WNT7B	624.1806	WNT7B	84.6251
WNT9A	13.8383	removed	removed
removed	removed	WNT9B	5.4462
WRAP53	106.3365	WRAP53	76.6653
WRB	813.9111	WRB	1532.4675
WRNIP1	1132.9206	WRNIP1	676.5815
WRN	233.0663	WRN	421.4495
WSB1	1105.9723	WSB1	2487.6414
WSB2	1236.3438	WSB2	1985.3372
WSCD1	28.7691	WSCD1	134.4784
removed	removed	WSCD2	41.0557
WT1	351.7844	removed	removed
WTAP	1897.3052	WTAP	3824.8848
WTIP	116.8973	WTIP	70.8002
WWC1	821.1945	WWC1	1370.7583
WWC2	588.4924	WWC2	883.9548
WWC3	1180.2622	WWC3	1219.9413
WWOX	947.9243	WWOX	319.2292
WWP1	23041.1508	WWP1	3144.114
WWP2	703.5688	WWP2	712.61
WWTR1	150.7575	WWTR1	421.7386
XAB2	1092.8623	XAB2	204.0218
XAF1	658.4122	XAF1	693.7579
XBP1	98030.2258	XBP1	52650.1885
XCL1	8.74	XCL1	46.9208
XCL2	5.8267	XCL2	9.6355
XDH	16.3875	XDH	281.106
XG	34.9599	XG	125.6808
XIAP	1908.9585	XIAP	1487.2225
XIRP1	6.555	removed	removed
XIST	2740.6591	XIST	5417.323
removed	removed	XKR6	8.3787
XKR8	288.7837	XKR8	180.9803
XKR9	30.2258	XKR9	85.8819
XKRX	9.4683	XKRX	6.284
removed	removed	XK	78.341
XPA	356.5186	XPA	341.4328
XPC	888.9294	XPC	717.6372
XPNPEP1	688.2739	XPNPEP1	960.2011
removed	removed	XPNPEP2	42.3125
XPNPEP3	339.4902	XPNPEP3	282.3586
XPO1	3849.5994	XPO1	5543.7788
XPO4	662.4181	XPO4	936.7407
XPO5	1215.2221	XPO5	656.0536
XPO6	3223.2338	XPO6	1064.0972
XPO7	1154.0422	XPO7	2053.2049
XPOT	1968.3176	XPOT	1503.142
XPR1	478.8784	XPR1	1411.814
XRCC1	486.89	XRCC1	161.7093
XRCC2	28.0408	removed	removed
XRCC3	121.2673	XRCC3	36.4474
XRCC4	159.5047	XRCC4	219.5224
XRCC5	9244.7196	XRCC5	8572.6854
XRCC6BP1	127.094	XRCC6BP1	359.447
XRCC6	8104.5157	XRCC6	3620.0251
XRN1	685.7247	XRN1	1341.4328
XRN2	2752.7312	XRN2	1983.6615
XRRA1	497.5856	XRRA1	428.9191
XYLB	97.9607	XYLB	53.2049
XYLT1	145.6664	XYLT1	605.7813
XYLT2	836.4894	XYLT2	180.5614
YAF2	235.6154	YAF2	746.5438
YAP1	2513.4741	YAP1	5521.9941
YARS2	318.6453	YARS2	392.9619
YARS	2187.5455	YARS	879.7654
YBX1	2758.5579	YBX1	6715.5425
YBX2	10.5608	YBX2	112.6938
YDJC	517.48	YDJC	126.9376
YEATS2	396.5222	YEATS2	415.5593
YEATS4	449.7451	YEATS4	513.6154
YES1	1724.6905	YES1	2245.9154
YIF1A	1731.9738	YIF1A	449.9372
YIF1B	841.9009	YIF1B	167.1345
YIPF1	2116.8973	YIPF1	1491.8307
YIPF2	1499.6358	YIPF2	434.4365
YIPF3	3912.236	YIPF3	1945.9573
YIPF4	879.8252	YIPF4	1202.765
YIPF5	1584.8507	YIPF5	1948.4709
YIPF6	768.3904	YIPF6	231.6716
YKT6	1969.7742	YKT6	612.9032
YLPM1	1134.7414	YLPM1	1366.9879
YME1L1	5818.6453	YME1L1	3041.4747
YOD1	287.327	YOD1	392.124
YPEL1	167.2979	YPEL1	234.646
YPEL2	509.4683	YPEL2	921.2401
YPEL3	2070.284	YPEL3	933.8081
removed	removed	YPEL4	20.9468
YPEL5	2607.429	YPEL5	5931.7134
YRDC	501.7662	YRDC	416.8412
YTHDC1	1735.2513	YTHDC1	2656.4726
YTHDC2	1009.1042	YTHDC2	977.7964
YTHDF1	1587.764	YTHDF1	1699.204
YTHDF2	2626.3656	YTHDF2	3230.8337
YTHDF3	4445.3751	YTHDF3	3319.6481
YWHAB	10864.5302	YWHAB	11519.0616
YWHAE	7498.9075	YWHAE	17395.0566
YWHAG	4749.0896	YWHAG	5117.721
YWHAH	4084.1224	YWHAH	5373.6908
YWHAQ	5345.2294	YWHAQ	18063.2593
YWHAZ	60507.6475	YWHAZ	34779.6397
YY1AP1	1860.1602	YY1AP1	1971.0934
YY1	1589.5849	YY1	2037.2853
YY2	14.5666	YY2	5.4462
ZADH2	878.7327	ZADH2	1322.1617
ZAK	1599.0131	ZAK	3848.8228
ZAP70	9.4683	removed	removed
ZBED1	1058.4851	ZBED1	666.946
ZBED3	13.11	removed	removed
ZBED4	571.7407	ZBED4	501.4663
ZBED5	781.1362	ZBED5	2146.6276
ZBP1	18.9366	ZBP1	12.987
ZBTB10	511.6533	ZBTB10	972.7692
ZBTB11	767.9643	ZBTB11	995.2074
ZBTB12	125.9832	ZBTB12	35.1906
ZBTB16	8.74	ZBTB16	171.3448
ZBTB17	279.6795	ZBTB17	77.9221
ZBTB1	732.3379	ZBTB1	1501.4663
ZBTB20	8.74	ZBTB20	39.38
ZBTB22	427.8951	ZBTB22	300.796
ZBTB24	493.445	ZBTB24	565.9824
ZBTB25	114.6213	ZBTB25	143.473
ZBTB26	129.279	ZBTB26	119.3967
ZBTB2	1052.4399	ZBTB2	958.5253
ZBTB33	873.2702	ZBTB33	1902.3879
ZBTB34	396.5768	ZBTB34	716.3804
ZBTB37	17.8441	ZBTB37	6.284
ZBTB38	1345.9578	ZBTB38	3130.708
ZBTB39	135.4698	ZBTB39	276.0788
ZBTB3	162.4181	ZBTB3	90.4902
ZBTB40	924.2535	ZBTB40	360.2849
ZBTB41	1458.4851	ZBTB41	1030.5823
ZBTB42	907.866	ZBTB42	152.9116
ZBTB43	498.1792	ZBTB43	408.8814
ZBTB44	1978.15	ZBTB44	2439.0448
ZBTB45	383.4669	ZBTB45	109.7612
ZBTB46	62.6366	ZBTB46	104.734
ZBTB47	277.1304	ZBTB47	295.3498
ZBTB48	222.8696	ZBTB48	85.8819
ZBTB49	89.949	ZBTB49	136.1542
ZBTB4	1548.0699	ZBTB4	2611.6464
ZBTB5	522.5783	ZBTB5	575.199
ZBTB6	624.1806	ZBTB6	689.9874
ZBTB7A	1139.1114	ZBTB7A	497.2769
ZBTB7B	1915.1493	ZBTB7B	526.6024
ZBTB7C	476.6934	ZBTB7C	548.806
ZBTB8A	383.831	ZBTB8A	342.6896
ZBTB8OS	216.6788	ZBTB8OS	183.075
ZBTB9	508.3758	ZBTB9	366.15
ZC3H10	291.697	ZC3H10	121.4914
ZC3H11A	2520.7575	ZC3H11A	3929.1998
ZC3H12A	209.0313	ZC3H12A	332.2162
ZC3H12B	7.6475	ZC3H12B	79.5978
ZC3H12C	60.4516	ZC3H12C	540.0084
ZC3H12D	8.74	removed	removed
ZC3H13	1627.8223	ZC3H13	1295.3498
ZC3H14	1797.8878	ZC3H14	1832.0067
ZC3H15	2015.295	ZC3H15	1551.3196
ZC3H18	361.9811	ZC3H18	277.7545
ZC3H3	1148.9439	ZC3H3	122.3293
ZC3H4	1059.3591	ZC3H4	887.3062
ZC3H6	343.4086	ZC3H6	759.9497
ZC3H7A	1402.7677	ZC3H7A	1045.2451
ZC3H7B	1516.0233	ZC3H7B	721.4076
ZC3H8	130.0073	ZC3H8	66.6108
ZC3HAV1L	45.5208	ZC3HAV1L	23.8793
ZC3HAV1	1754.9162	ZC3HAV1	1952.6602
ZC3HC1	364.8944	ZC3HC1	197.7377
ZC4H2	27.6766	ZC4H2	158.3578
ZCCHC10	440.6409	ZCCHC10	745.7059
ZCCHC11	73.5615	ZCCHC11	578.5505
ZCCHC14	485.4334	ZCCHC14	953.9171
ZCCHC17	1443.1901	ZCCHC17	522.832
removed	removed	ZCCHC18	9.2166
ZCCHC24	423.161	ZCCHC24	1362.7985
ZCCHC2	447.9789	ZCCHC2	722.2455
ZCCHC3	497.4508	ZCCHC3	645.9992
ZCCHC4	200.2913	ZCCHC4	304.1475
ZCCHC6	1068.0991	ZCCHC6	1023.8793
ZCCHC7	986.1617	ZCCHC7	887.3062
ZCCHC8	546.2491	ZCCHC8	705.4881
ZCCHC9	316.8245	ZCCHC9	573.5233
ZCRB1	1219.5921	ZCRB1	1227.0633
ZCWPW1	169.7014	ZCWPW1	64.9351
ZCWPW2	65.5499	ZCWPW2	37.2853
ZDBF2	49.5266	ZDBF2	216.5899
ZDHHC11	123.4523	ZDHHC11	7.5408
ZDHHC12	787.327	ZDHHC12	182.6561
ZDHHC13	478.5142	ZDHHC13	692.0821
ZDHHC14	187.9097	ZDHHC14	176.372
ZDHHC15	66.6424	ZDHHC15	194.8052
ZDHHC16	856.8827	ZDHHC16	746.1248
ZDHHC17	553.1682	ZDHHC17	1276.9166
ZDHHC18	844.5011	ZDHHC18	380.8127
ZDHHC1	131.8281	ZDHHC1	162.9661
ZDHHC20	151.8572	ZDHHC20	93.4227
ZDHHC21	199.1988	ZDHHC21	203.1839
ZDHHC22	10.5608	removed	removed
ZDHHC23	120.1748	ZDHHC23	112.2748
ZDHHC24	392.2578	ZDHHC24	92.5848
ZDHHC2	492.3525	ZDHHC2	1058.651
ZDHHC3	1211.2163	ZDHHC3	1731.0432
ZDHHC4	1571.7407	ZDHHC4	1188.5212
ZDHHC5	3537.5091	ZDHHC5	1420.6116
ZDHHC6	1088.7837	ZDHHC6	1071.2191
ZDHHC7	1109.9782	ZDHHC7	992.4592
removed	removed	ZDHHC8P1	47.7587
ZDHHC8	264.0204	ZDHHC8	134.8974
ZDHHC9	1417.3343	ZDHHC9	1049.8534
ZEB1	287.327	ZEB1	1271.0515
ZEB2	278.9512	ZEB2	1268.9568
ZER1	2013.8383	ZER1	834.5203
ZFAND1	1586.6715	ZFAND1	1982.4047
ZFAND2A	327.7495	ZFAND2A	215.752
ZFAND2B	333.2119	ZFAND2B	228.739
ZFAND3	1975.2367	ZFAND3	865.9405
ZFAND5	3294.9745	ZFAND5	9537.9137
ZFAND6	2604.1515	ZFAND6	3607.876
ZFAT	262.9279	ZFAT	159.0993
ZFC3H1	580.4807	ZFC3H1	1144.114
ZFHX3	603.0408	ZFHX3	686.217
ZFHX4	215.9505	ZFHX4	338.0813
ZFP106	1291.3328	ZFP106	2391.7051
ZFP112	124.5448	ZFP112	206.5354
ZFP14	305.5353	ZFP14	257.2266
ZFP161	386.7444	ZFP161	633.0121
ZFP1	182.4472	ZFP1	462.9242
ZFP28	184.6322	ZFP28	441.9774
ZFP2	64.8216	ZFP2	171.3448
ZFP30	482.1559	ZFP30	245.9154
ZFP36L1	5987.2542	ZFP36L1	29492.6686
ZFP36L2	2715.9505	ZFP36L2	17337.6623
ZFP36	1830.6628	ZFP36	27552.5765
ZFP37	55.7174	ZFP37	207.3733
ZFP3	164.6031	ZFP3	491.8307
ZFP41	619.8908	ZFP41	92.7985
ZFP62	641.6606	ZFP62	540.4273
ZFP64	478.15	ZFP64	311.6883
ZFP82	136.9264	ZFP82	180.9803
ZFP90	366.7152	ZFP90	978.2153
ZFP91	2282.957	ZFP91	3091.747
ZFPL1	782.5929	ZFPL1	299.1202
ZFPM1	72.469	ZFPM1	27.2308
ZFPM2	58.9949	ZFPM2	346.46
ZFR	2508.74	ZFR	2853.7914
ZFX	652.5856	ZFX	1249.2669
ZFYVE16	1542.9716	ZFYVE16	1671.5543
ZFYVE19	797.8878	ZFYVE19	119.3967
ZFYVE1	666.7881	ZFYVE1	429.4093
ZFYVE20	758.9221	ZFYVE20	1054.0427
ZFYVE21	1087.3999	ZFYVE21	1807.2895
ZFYVE26	675.8922	ZFYVE26	636.7826
ZFYVE27	446.1034	ZFYVE27	172.6016
ZFYVE28	245.0838	ZFYVE28	59.4889
ZFYVE9	526.5841	ZFYVE9	564.7256
ZG16B	3044.0641	ZG16B	215.3331
ZGLP1	8.1792	ZGLP1	7.1219
ZGPAT	239.5193	ZGPAT	27.8928
ZHX1	2024.3773	ZHX1	1830.7499
ZHX2	1757.1012	ZHX2	1002.9326
ZHX3	476.3292	ZHX3	491.4118
removed	removed	ZIC1	5.0272
removed	removed	ZIC2	8.7977
ZIK1	33.1391	ZIK1	126.9376
ZKSCAN1	1009.1042	ZKSCAN1	832.8446
ZKSCAN2	544.4283	ZKSCAN2	187.6833
ZKSCAN3	73.5615	ZKSCAN3	52.7859
ZKSCAN4	143.4814	ZKSCAN4	70.3812
ZKSCAN5	419.5193	ZKSCAN5	413.0708
ZMAT1	284.0495	ZMAT1	431.085
ZMAT2	2251.6387	ZMAT2	2204.4407
ZMAT3	40.4224	ZMAT3	117.721
removed	removed	ZMAT4	5.0272
ZMAT5	503.0663	ZMAT5	179.6188
ZMIZ1	4440.6409	ZMIZ1	2929.6188
ZMIZ2	1746.5404	ZMIZ2	940.93
ZMPSTE24	3108.8857	ZMPSTE24	3447.0046
ZMYM1	379.8252	ZMYM1	573.5233
ZMYM2	1994.1733	ZMYM2	1757.4361
ZMYM3	857.2469	ZMYM3	641.8098
ZMYM4	1880.1894	ZMYM4	1925.0105
ZMYM5	355.7902	ZMYM5	442.8152
ZMYM6	617.276	ZMYM6	854.6292
ZMYND10	463.9476	ZMYND10	12.1491
ZMYND11	3563.0007	ZMYND11	5018.8521
ZMYND12	220.6846	ZMYND12	96.7742
ZMYND15	25.4916	ZMYND15	30.1634
ZMYND17	63.7291	ZMYND17	273.5651
ZMYND19	275.6737	ZMYND19	43.1504
ZMYND8	792.0612	ZMYND8	552.5765
ZNF100	358.3394	ZNF100	517.8048
ZNF101	175.8922	ZNF101	151.2359
ZNF107	1148.5798	ZNF107	564.7256
ZNF10	195.5572	ZNF10	439.0448
ZNF117	1320.4516	ZNF117	973.5693
ZNF121	54.2607	ZNF121	92.1659
ZNF124	52.2542	ZNF124	59.07
ZNF12	989.8034	ZNF12	1317.5534
ZNF131	584.8507	ZNF131	872.2245
ZNF132	48.4341	ZNF132	174.2773
ZNF133	115.8048	ZNF133	103.0582
ZNF134	292.0612	ZNF134	251.7805
ZNF135	219.228	ZNF135	175.5341
ZNF136	345.5936	ZNF136	391.2861
ZNF137	45.8849	ZNF137	102.6393
ZNF138	449.7451	ZNF138	506.9124
ZNF140	662.0539	ZNF140	966.0662
ZNF141	73.5615	ZNF141	41.0557
ZNF142	521.85	ZNF142	237.1177
ZNF143	383.4669	ZNF143	547.5492
ZNF146	2731.9738	ZNF146	2778.8018
ZNF148	1447.1959	ZNF148	2150.8169
ZNF14	352.1486	ZNF14	410.9761
ZNF154	44.4283	ZNF154	90.9091
ZNF155	146.9629	ZNF155	200.1508
ZNF160	575.7465	ZNF160	705.4881
ZNF165	119.3736	ZNF165	160.0335
ZNF167	85.2149	ZNF167	178.0478
ZNF169	42.6074	ZNF169	56.9753
ZNF16	697.378	ZNF16	319.2292
ZNF174	616.8973	ZNF174	165.4797
ZNF175	178.0772	ZNF175	282.7817
ZNF177	79.024	ZNF177	80.1466
ZNF17	159.8689	ZNF17	332.6351
ZNF180	260.0146	ZNF180	410.1382
ZNF181	365.9869	ZNF181	540.0084
ZNF182	206.8463	ZNF182	171.3448
ZNF184	234.8871	ZNF184	408.4625
ZNF185	2635.4698	ZNF185	1005.4462
ZNF187	283.3212	ZNF187	730.6242
ZNF189	623.4523	ZNF189	800.5865
ZNF18	177.3489	ZNF18	257.2266
ZNF192	266.2054	ZNF192	284.0385
ZNF193	132.1923	ZNF193	167.5744
ZNF195	298.6162	ZNF195	601.173
ZNF197	551.3474	ZNF197	464.5999
ZNF19	104.8434	ZNF19	119.3674
ZNF200	392.571	ZNF200	242.145
ZNF202	205.0255	ZNF202	328.4457
ZNF204P	90.3132	ZNF204P	614.9979
ZNF205	348.8347	ZNF205	79.933
ZNF207	3376.1835	ZNF207	4094.2606
ZNF208	55.3532	ZNF208	179.7235
ZNF20	341.1835	ZNF20	289.0658
ZNF211	199.9272	ZNF211	371.1772
ZNF212	298.6162	ZNF212	214.0762
ZNF213	1907.5018	ZNF213	462.5052
ZNF214	81.9374	ZNF214	94.2606
ZNF215	5.0983	ZNF215	36.0285
ZNF217	4122.3598	ZNF217	2306.2421
ZNF219	167.1522	ZNF219	170.9258
ZNF221	8.3758	ZNF221	16.3385
ZNF222	42.9716	ZNF222	98.4499
ZNF223	96.1398	ZNF223	119.3548
ZNF224	156.4093	ZNF224	111.6422
ZNF225	63.7291	ZNF225	80.4357
ZNF226	275.6737	ZNF226	346.46
ZNF227	218.4523	ZNF227	282.3628
ZNF229	223.9621	ZNF229	152.4927
ZNF22	752.9461	ZNF22	2657.2392
ZNF230	133.6489	ZNF230	229.5769
ZNF232	82.6657	ZNF232	126.9376
ZNF233	75.7465	ZNF233	53.6238
ZNF234	195.5572	ZNF234	257.2266
ZNF235	67.7822	ZNF235	136.992
ZNF236	302.9862	ZNF236	330.1215
ZNF238	47.3416	ZNF238	1837.4529
ZNF239	437.7276	ZNF239	151.6548
ZNF23	112.9279	ZNF23	276.946
ZNF248	193.3722	ZNF248	466.2757
ZNF24	4638.3831	ZNF24	4006.284
ZNF250	431.0269	ZNF250	259.3213
ZNF251	808.4487	ZNF251	369.0825
ZNF252	1650.4006	ZNF252	784.248
ZNF253	342.6803	ZNF253	449.0993
ZNF254	516.1726	ZNF254	909.9288
ZNF256	158.7764	ZNF256	153.7495
ZNF257	131.0998	ZNF257	101.3825
ZNF259	563.0007	ZNF259	368.2447
ZNF25	323.7436	ZNF25	801.4244
ZNF260	927.8951	ZNF260	867.1973
ZNF263	1538.6453	ZNF263	536.8831
ZNF264	1029.4975	ZNF264	1367.4068
ZNF266	516.3875	ZNF266	1027.6498
ZNF267	451.2017	ZNF267	572.6854
ZNF268	835.7611	ZNF268	418.517
ZNF26	221.0488	ZNF26	311.2694
ZNF271	1057.5382	ZNF271	808.1274
ZNF273	173.7072	ZNF273	248.8479
ZNF274	365.9869	ZNF274	527.4403
ZNF275	420.6118	ZNF275	537.9137
ZNF276	111.4931	ZNF276	106.2003
ZNF277	448.6526	ZNF277	881.8601
removed	removed	ZNF280B	21.7847
ZNF280C	59.7232	ZNF280C	236.2798
ZNF280D	570.2185	ZNF280D	1574.3444
ZNF281	711.9446	ZNF281	327.6079
ZNF282	893.2993	ZNF282	242.145
ZNF283	72.8332	ZNF283	83.7872
ZNF284	24.3991	ZNF284	10.0964
ZNF285	117.2615	ZNF285	90.9091
ZNF286A	111.799	ZNF286A	396.7323
ZNF286B	8.74	ZNF286B	72.8948
ZNF287	133.6489	ZNF287	253.4562
ZNF28	694.1005	ZNF28	460.4106
ZNF292	701.0197	ZNF292	1580.2262
ZNF295	269.4829	ZNF295	897.7796
ZNF296	55.7174	ZNF296	13.8249
ZNF2	172.9789	ZNF2	149.5601
ZNF300	92.8623	ZNF300	213.6573
ZNF302	1027.6766	ZNF302	956.8496
ZNF304	557.5382	ZNF304	382.4885
ZNF30	173.343	ZNF30	152.9116
ZNF311	106.3365	ZNF311	39.7989
ZNF317	754.9162	ZNF317	804.3569
ZNF318	669.3372	ZNF318	790.1131
ZNF319	148.5798	ZNF319	150.398
ZNF320	537.8733	ZNF320	640.9719
ZNF321	68.0699	ZNF321	126.0997
ZNF322A	1203.5688	ZNF322A	1036.4474
ZNF322B	35.6883	ZNF322B	20.1089
ZNF323	136.9264	ZNF323	292.8362
ZNF324B	93.2265	ZNF324B	47.3398
ZNF324	169.3372	ZNF324	74.1517
ZNF326	351.0561	ZNF326	393.3808
ZNF329	679.1697	ZNF329	509.4261
ZNF32	820.8303	ZNF32	790.951
ZNF330	670.7939	ZNF330	545.8735
ZNF331	364.1661	ZNF331	552.9954
ZNF333	185.7247	ZNF333	300.796
ZNF334	121.6315	ZNF334	172.6016
ZNF335	308.8128	ZNF335	130.2891
ZNF337	250.0655	ZNF337	406.7491
ZNF33A	1358.7036	ZNF33A	1322.9996
ZNF33B	709.0313	ZNF33B	1356.9334
ZNF341	149.3081	ZNF341	66.1919
ZNF343	191.1872	ZNF343	151.6548
ZNF345	87.3999	ZNF345	203.1839
ZNF346	397.3052	ZNF346	214.0762
ZNF347	159.1406	ZNF347	144.5329
ZNF34	271.6679	ZNF34	154.5873
ZNF350	436.9993	ZNF350	231.6716
ZNF354A	280.0437	ZNF354A	503.9799
ZNF354B	84.1224	ZNF354B	196.4809
ZNF354C	78.6599	ZNF354C	27.6498
ZNF358	806.992	ZNF358	1130.2891
ZNF35	150.7647	ZNF35	217.0088
ZNF362	472.3234	ZNF362	857.1429
ZNF365	32.7749	ZNF365	133.2216
ZNF366	14.2025	ZNF366	14.2438
ZNF367	158.0481	ZNF367	87.9765
ZNF37A	475.6009	ZNF37A	411.814
ZNF37B	147.4873	ZNF37B	386.2589
ZNF382	50.2549	ZNF382	52.367
ZNF383	86.6715	ZNF383	149.9791
ZNF384	990.5317	ZNF384	1067.0297
ZNF385A	1837.9461	ZNF385A	383.7453
ZNF385B	5.8267	ZNF385B	41.0557
ZNF385D	109.614	ZNF385D	79.1789
removed	removed	ZNF389	17.5953
ZNF391	24.3991	ZNF391	27.6498
ZNF394	301.8937	ZNF394	285.2953
ZNF395	881.646	ZNF395	2281.5249
ZNF396	188.638	ZNF396	85.4629
ZNF397OS	325.3824	ZNF397OS	288.3452
ZNF397	351.2382	ZNF397	222.3377
ZNF398	622.3598	ZNF398	630.9175
ZNF3	828.5543	ZNF3	429.9455
ZNF404	74.2899	ZNF404	199.8324
ZNF407	231.6096	ZNF407	417.6791
ZNF408	272.3962	ZNF408	85.044
ZNF410	1571.5841	ZNF410	1151.6548
ZNF414	193.008	ZNF414	93.0038
ZNF415	371.0852	ZNF415	446.1667
ZNF416	127.4581	ZNF416	254.713
ZNF417	267.2979	ZNF417	162.5471
ZNF418	122.3598	ZNF418	118.5589
ZNF419	159.8689	ZNF419	212.8194
ZNF41	219.9563	ZNF41	253.8752
ZNF420	277.8587	ZNF420	258.4835
ZNF423	64.8216	ZNF423	197.3188
ZNF425	155.4989	ZNF425	69.1244
ZNF426	115.4406	ZNF426	119.8157
ZNF428	417.571	ZNF428	76.5438
ZNF429	282.5929	ZNF429	264.3486
ZNF430	128.9148	ZNF430	183.075
ZNF431	138.3831	ZNF431	270.2137
ZNF432	115.4406	ZNF432	112.2748
ZNF433	238.5288	ZNF433	174.2773
ZNF434	849.2353	ZNF434	349.8115
ZNF436	1008.161	ZNF436	1310.4022
ZNF438	134.7414	ZNF438	276.0788
ZNF439	218.4996	ZNF439	231.6716
ZNF43	1164.9672	ZNF43	784.248
ZNF440	391.4785	ZNF440	286.1332
ZNF441	426.0743	ZNF441	313.3641
ZNF442	127.4581	ZNF442	59.4889
ZNF443	313.1828	ZNF443	231.6716
ZNF444	542.6074	ZNF444	563.4688
ZNF445	583.7582	ZNF445	522.832
ZNF446	285.4953	ZNF446	68.6426
ZNF449	129.8653	ZNF449	346.46
ZNF44	627.7167	ZNF44	289.0658
ZNF451	620.2622	ZNF451	1048.5966
ZNF454	10.925	ZNF454	38.1232
ZNF45	290.6045	ZNF45	311.2694
ZNF460	35.3241	ZNF460	145.7897
ZNF461	144.5739	ZNF461	245.4964
ZNF462	21.4858	ZNF462	423.5442
ZNF467	279.3154	ZNF467	45.664
ZNF468	752.3671	ZNF468	495.1822
ZNF469	206.8463	ZNF469	124.005
ZNF470	260.7429	ZNF470	280.2681
ZNF471	162.0539	ZNF471	202.346
ZNF473	246.1763	ZNF473	270.2137
ZNF480	400.2185	ZNF480	427.3146
ZNF483	23.3066	ZNF483	73.3138
ZNF484	101.6023	ZNF484	73.7327
ZNF485	171.158	ZNF485	69.1244
ZNF486	97.5965	ZNF486	138.2488
ZNF487	37.8733	ZNF487	46.0829
ZNF488	6.555	ZNF488	21.3657
ZNF48	400.5827	ZNF48	82.9493
ZNF490	386.016	ZNF490	227.4822
ZNF491	46.2491	ZNF491	67.4487
ZNF492	14.9308	ZNF492	14.6628
ZNF493	376.1835	ZNF493	628.4039
ZNF496	156.2272	ZNF496	109.3423
ZNF497	157.5492	ZNF497	35.8819
ZNF498	327.7495	ZNF498	413.9087
ZNF500	386.3802	ZNF500	113.1127
