gene_id	TCGA-A7-A13F-01A-11R-A12P-07	gene_id	TCGA-A7-A13F-11A-42R-A12P-07
TAC1	6.8273	removed	removed
TACC1	734.1365	TACC1	6158.9582
TACC2	1318.8755	TACC2	1352.4921
TACC3	1166.6667	TACC3	133.8123
TACO1	524.8996	TACO1	387.5168
TACR1	11.6466	TACR1	379.4342
TACR2	61.4458	TACR2	27.8401
TACSTD2	2459.0361	TACSTD2	5790.7499
TADA1	435.3414	TADA1	240.6825
TADA2A	217.6707	TADA2A	246.52
TADA2B	613.253	TADA2B	890.4356
TADA3	1827.004	TADA3	1371.0283
TAF10	677.51	TAF10	599.4612
TAF11	611.6466	TAF11	446.7894
TAF12	330.9237	TAF12	399.6408
TAF13	177.51	TAF13	209.2501
TAF15	2413.6546	TAF15	1438.7068
TAF1A	95.9839	TAF1A	69.1513
TAF1B	156.2249	TAF1B	186.3493
TAF1C	501.2048	TAF1C	799.7306
TAF1D	326.7992	TAF1D	746.053
TAF1L	30.9237	TAF1L	33.2286
TAF1	1066.2651	TAF1	1418.5002
TAF2	973.0924	TAF2	541.0867
TAF3	350.2008	TAF3	249.2142
TAF4B	98.7952	TAF4B	255.5007
TAF4	391.5663	TAF4	346.6547
TAF5L	933.3333	TAF5L	688.37
TAF5	108.0321	TAF5	107.3193
TAF6L	214.0562	TAF6L	158.9582
TAF6	1407.6305	TAF6	942.9726
TAF7	1743.3735	TAF7	2879.2097
TAF8	492.3695	TAF8	662.326
TAF9B	1085.5422	TAF9B	584.643
TAF9	1461.8474	TAF9	972.308
TAGAP	57.0281	TAGAP	250.5613
TAGLN2	18452.6104	TAGLN2	8432.8693
TAGLN	4997.5904	TAGLN	17733.5429
TAL1	46.5863	TAL1	400.9879
TALDO1	2929.7189	TALDO1	2987.427
TANC1	373.494	TANC1	1384.8226
TANC2	1780.3213	TANC2	1072.7436
TANK	646.5863	TANK	2142.793
TAOK1	372.6908	TAOK1	855.4109
TAOK2	1117.6707	TAOK2	1222.7211
TAOK3	1059.0361	TAOK3	998.6529
TAP1	933.3333	TAP1	1111.8096
TAP2	343.8594	TAP2	832.5191
TAPBPL	623.2932	TAPBPL	745.8644
TAPBP	9609.2369	TAPBP	2937.5842
TAPT1	638.1526	TAPT1	601.2573
TARBP1	1120.4819	TARBP1	693.3094
TARBP2	331.7269	TARBP2	241.5806
TARDBP	3324.8996	TARDBP	2983.8348
TARP	159.4378	TARP	13.471
TARS2	1126.506	TARS2	389.313
TARSL2	303.6145	TARSL2	334.0817
TARS	2911.6466	TARS	1612.9322
TAS1R3	39.759	removed	removed
removed	removed	TAS2R14	10.1078
TAS2R20	10.8434	TAS2R20	20.6556
removed	removed	TAS2R31	6.2865
removed	removed	TAS2R4	6.2865
removed	removed	TAS2R5	13.9201
TASP1	134.1365	TASP1	188.5945
TATDN1	302.8112	TATDN1	384.8226
TATDN2	1424.498	TATDN2	1202.0656
TATDN3	541.7671	TATDN3	350.247
TAT	8.4337	TAT	286.9331
TAX1BP1	5097.992	TAX1BP1	2598.5631
TAX1BP3	1818.9558	TAX1BP3	2000.7229
TAZ	311.6466	TAZ	402.335
TBC1D10A	718.9197	TBC1D10A	819.0795
TBC1D10B	1137.3494	TBC1D10B	861.2483
TBC1D10C	14.0562	TBC1D10C	52.088
TBC1D12	717.2691	TBC1D12	430.1751
TBC1D13	416.4659	TBC1D13	1428.828
TBC1D14	346.988	TBC1D14	2300.8532
TBC1D15	1143.3735	TBC1D15	1317.0184
TBC1D16	242.1687	TBC1D16	1101.9308
TBC1D17	905.755	TBC1D17	1121.9488
TBC1D19	123.2932	TBC1D19	100.1347
TBC1D1	963.8554	TBC1D1	1198.0242
TBC1D20	1012.0482	TBC1D20	1644.8137
TBC1D22A	546.988	TBC1D22A	388.4149
TBC1D22B	429.0643	TBC1D22B	404.3916
TBC1D23	984.739	TBC1D23	773.2375
TBC1D24	180.9036	TBC1D24	488.9987
TBC1D25	359.0361	TBC1D25	602.1554
TBC1D2B	1217.6707	TBC1D2B	3205.6578
TBC1D2	655.0201	TBC1D2	241.1316
TBC1D3B	59.4378	TBC1D3B	79.0301
TBC1D3C	13.6546	TBC1D3C	25.1459
removed	removed	TBC1D3H	16.6143
TBC1D3	693.5984	TBC1D3	327.2564
TBC1D4	1028.5141	TBC1D4	2321.9578
TBC1D5	1313.6546	TBC1D5	2158.9582
TBC1D7	390.3614	TBC1D7	198.9223
TBC1D8B	369.8795	TBC1D8B	250.1123
TBC1D8	424.498	TBC1D8	925.4603
TBC1D9B	4818.0723	TBC1D9B	4755.7252
TBC1D9	6388.3534	TBC1D9	3102.3799
TBCA	1294.3775	TBCA	1016.6143
TBCB	794.6707	TBCB	590.2829
TBCCD1	271.0843	TBCCD1	305.7925
TBCC	429.3173	TBCC	324.652
TBCD	3052.4337	TBCD	1352.0521
TBCEL	267.4699	TBCEL	439.6048
TBCE	779.0763	TBCE	291.3516
TBCK	524.498	TBCK	635.2896
TBK1	651.004	TBK1	597.665
TBKBP1	115.261	TBKBP1	310.2829
TBL1XR1	2514.8594	TBL1XR1	2773.6866
TBL1X	906.4257	TBL1X	1072.7436
TBL2	1532.9317	TBL2	669.0615
TBL3	785.5422	TBL3	659.1828
TBPL1	95.5823	TBPL1	248.7652
TBP	127.7108	TBP	260.4401
TBRG1	297.6586	TBRG1	1062.8648
TBRG4	948.1928	TBRG4	822.6313
TBX15	113.253	TBX15	995.0606
TBX18	32.1285	TBX18	255.9497
TBX19	19.2811	TBX19	126.6278
TBX1	24.8996	TBX1	51.1899
removed	removed	TBX21	33.6776
TBX2	152.6104	TBX2	253.7045
TBX3	3162.6506	TBX3	1148.1814
removed	removed	TBX4	6.2865
TBX5	43.3735	TBX5	135.6084
TBX6	18.4739	TBX6	39.066
TBXA2R	84.739	TBXA2R	46.2506
TBXAS1	218.4739	TBXAS1	265.3794
TC2N	198.7952	TC2N	2810.0584
TCAM1P	37.3494	removed	removed
removed	removed	TCAP	8.0826
TCEA1	1601.6064	TCEA1	1232.1509
TCEA2	342.1687	TCEA2	343.5115
TCEA3	1484.739	TCEA3	718.4553
TCEAL1	2778.3133	TCEAL1	318.8145
removed	removed	TCEAL2	23.7988
TCEAL3	1831.7269	TCEAL3	218.2308
TCEAL4	8556.6265	TCEAL4	1309.8339
TCEAL5	30.9237	TCEAL5	25.595
TCEAL6	67.8715	TCEAL6	8.5317
TCEAL7	26.1044	TCEAL7	103.278
TCEAL8	283.5341	TCEAL8	847.7773
TCEANC	34.5382	TCEANC	73.1926
TCEB1	833.3333	TCEB1	393.3543
TCEB2	1291.9679	TCEB2	1170.1841
TCEB3	867.5823	TCEB3	1611.1495
TCERG1	920.8835	TCERG1	917.3776
TCF12	2182.7309	TCF12	1762.0117
removed	removed	TCF15	35.0247
TCF19	1026.1044	TCF19	325.101
TCF20	1523.6948	TCF20	1171.5312
TCF25	1738.1526	TCF25	2276.1563
TCF3	1847.7912	TCF3	828.9178
TCF4	1284.3373	TCF4	3804.2209
TCF7L1	280.3213	TCF7L1	1488.1006
TCF7L2	215.261	TCF7L2	1405.9273
TCF7	408.4337	TCF7	519.084
TCFL5	230.1205	TCFL5	224.5173
TCHP	459.4378	TCHP	281.5537
TCIRG1	1070.2811	TCIRG1	700.0449
removed	removed	TCN1	133.8123
TCN2	587.1486	TCN2	1088.9088
TCOF1	1451.4056	TCOF1	733.7225
TCP10L	11.743	TCP10L	17.0633
TCP11L1	153.8153	TCP11L1	257.4136
TCP11L2	153.4137	TCP11L2	289.1783
TCP1	2501.5462	TCP1	3351.8141
TCTA	2696.7871	TCTA	1206.5559
TCTE3	9.6386	TCTE3	34.1266
TCTEX1D1	5.6225	TCTEX1D1	14.3691
TCTEX1D2	312.0482	TCTEX1D2	60.6197
TCTN1	2080.7068	TCTN1	523.1253
TCTN2	757.8313	TCTN2	427.93
TCTN3	2287.5502	TCTN3	1128.4239
removed	removed	TDGF1	8.0826
TDG	406.4257	TDG	343.5115
TDO2	10.8434	removed	removed
TDP1	285.9438	TDP1	338.123
TDP2	941.3655	TDP2	665.0202
TDRD10	5.6225	TDRD10	65.559
removed	removed	TDRD1	237.9883
TDRD3	326.9076	TDRD3	428.379
TDRD5	746.1847	TDRD5	82.1733
removed	removed	TDRD6	22.4517
TDRD7	454.2169	TDRD7	425.6848
removed	removed	TDRD9	15.7162
TDRKH	652.6104	TDRKH	198.9223
TEAD1	1320.0803	TEAD1	3013.471
TEAD2	548.996	TEAD2	983.8348
TEAD3	663.8554	TEAD3	815.8958
TEAD4	388.755	TEAD4	125.7297
TECPR1	153.8153	TECPR1	236.6412
TECPR2	398.3936	TECPR2	1037.2699
TECR	4742.5703	TECR	2022.9008
TECTA	9.6386	TECTA	27.8401
TEC	32.9317	TEC	68.2533
TEF	555.8233	TEF	2319.7126
TEKT2	12.0482	TEKT2	17.9614
TEKT3	6.8273	TEKT3	8.5317
removed	removed	TEKT4	9.4297
TEK	348.5944	TEK	1211.4953
TELO2	566.2651	TELO2	370.4535
TENC1	1209.6386	TENC1	5211.9308
TEP1	362.6506	TEP1	956.8927
removed	removed	TEPP	5.8374
TERF1	702.008	TERF1	464.3018
TERF2IP	1139.759	TERF2IP	1746.7445
TERF2	651.8072	TERF2	605.7476
TESC	13.6546	TESC	130.22
TESK1	855.8233	TESK1	1534.8002
TESK2	400.8032	TESK2	232.1509
TES	436.9237	TES	1320.6556
TET1	39.759	TET1	96.9915
TET2	429.7189	TET2	791.648
TET3	338.1526	TET3	519.084
TEX10	251.4056	TEX10	398.7427
TEX14	15.261	removed	removed
TEX261	2655.0201	TEX261	3369.1064
TEX264	2006.0241	TEX264	877.4136
TEX2	3356.6265	TEX2	2315.6713
TEX9	122.8916	TEX9	61.9668
TFAM	473.8956	TFAM	463.8527
removed	removed	TFAP2A	745.366
TFAP2B	10.4418	TFAP2B	280.1976
TFAP2C	5053.4137	TFAP2C	1684.7777
removed	removed	TFAP2E	20.6556
TFAP4	191.5663	TFAP4	149.5285
TFB1M	107.6305	TFB1M	149.9775
TFB2M	626.506	TFB2M	324.652
TFCP2L1	159.8394	TFCP2L1	2365.9632
TFCP2	667.8715	TFCP2	585.0921
TFDP1	1696.3855	TFDP1	1362.8199
TFDP2	294.7791	TFDP2	397.3956
removed	removed	TFDP3	5.3884
TFE3	1209.2369	TFE3	2583.7449
TFEB	183.9357	TFEB	362.8199
TFEC	75.9036	TFEC	72.2946
TFF1	8833.3333	TFF1	193.9829
TFF3	4080.3213	TFF3	494.3871
TFG	2802.4096	TFG	1620.1167
TFIP11	946.7871	TFIP11	772.1733
removed	removed	TFPI2	265.8285
TFPI	10175.502	TFPI	1469.6902
TFPT	179.3614	TFPT	121.7916
TFR2	134.1365	removed	removed
TFRC	7950.2008	TFRC	1575.2133
TF	6.4257	TF	457.5662
TGDS	75.1004	TGDS	241.5806
TGFA	43.7751	TGFA	277.9524
TGFB1I1	376.3052	TGFB1I1	880.1078
TGFB1	802.4096	TGFB1	595.8689
TGFB2	377.9116	TGFB2	520.8801
TGFB3	1863.4538	TGFB3	583.7449
TGFBI	3123.2932	TGFBI	2478.6709
TGFBR1	1141.7671	TGFBR1	1111.8096
TGFBR2	1394.3775	TGFBR2	15059.7216
TGFBR3	1470.6827	TGFBR3	6216.4347
TGFBRAP1	369.4779	TGFBRAP1	411.7647
TGIF1	1709.6386	TGIF1	944.7687
TGIF2	875.1968	TGIF2	681.1675
removed	removed	TGM1	35.0247
TGM2	663.4538	TGM2	1367.7593
removed	removed	TGM5	22.4517
TGOLN2	5318.4739	TGOLN2	8523.5743
TGS1	596.3855	TGS1	535.6982
TG	6.4257	removed	removed
TH1L	8110.0402	TH1L	1251.4594
THADA	996.3855	THADA	990.1212
THAP10	114.0562	THAP10	38.617
THAP11	586.747	THAP11	572.5191
THAP1	216.8675	THAP1	181.859
THAP2	77.9116	THAP2	92.0521
THAP3	141.1124	THAP3	278.9493
THAP4	785.1406	THAP4	929.5016
THAP5	613.6546	THAP5	470.1392
THAP6	278.3133	THAP6	373.1477
THAP7	340.5823	THAP7	244.7238
THAP8	149.7992	THAP8	104.6251
THAP9	85.5422	THAP9	127.9749
THBD	1972.6908	THBD	1028.2892
THBS1	22086.3454	THBS1	10347.5528
THBS2	4918.8755	THBS2	5066.4571
THBS3	430.1285	THBS3	900.3143
THBS4	742.5703	THBS4	1463.8527
THEM4	636.5462	THEM4	354.2883
removed	removed	THEMIS	21.1046
THG1L	232.1285	THG1L	122.5864
THNSL1	173.8956	THNSL1	193.0849
THNSL2	330.9237	THNSL2	589.1334
THOC1	299.1968	THOC1	414.4589
THOC2	1604.4177	THOC2	1208.8011
THOC3	1172.6908	THOC3	581.9488
THOC4	1087.1486	THOC4	353.8392
THOC5	597.992	THOC5	697.7997
THOC6	252.3735	THOC6	247.2474
THOC7	972.6908	THOC7	846.4302
THOP1	942.5703	THOP1	324.652
THPO	51.4056	THPO	18.4104
THRAP3	3812.8514	THRAP3	3445.4423
THRA	409.751	THRA	1830.8891
THRB	479.1165	THRB	1642.1194
THRSP	428.9157	THRSP	5720.2515
THSD1P1	45.9438	THSD1P1	195.7027
THSD1	89.1566	THSD1	312.5281
THSD4	5066.6667	THSD4	1308.0377
THSD7A	40.1606	THSD7A	149.9775
THSD7B	10.4418	THSD7B	68.7023
THTPA	194.3775	THTPA	448.1365
THUMPD1	868.2731	THUMPD1	1625.9542
THUMPD2	120.0803	THUMPD2	219.5779
THUMPD3	1433.3333	THUMPD3	788.5047
THY1	2328.1124	THY1	2332.2856
THYN1	357.0281	THYN1	824.4275
TIA1	753.012	TIA1	1274.3601
TIAF1	509.8193	TIAF1	471.1181
TIAL1	1089.9598	TIAL1	1252.8065
TIAM1	703.6145	TIAM1	314.7732
TIAM2	28.3896	TIAM2	113.7405
TICAM1	794.3775	TICAM1	557.2519
TICAM2	187.6185	TICAM2	123.4755
TIE1	575.9036	TIE1	1639.8743
TIFA	330.9237	TIFA	307.5887
TIGD1	111.245	TIGD1	113.6057
TIGD2	38.9558	TIGD2	264.4814
TIGD3	22.0884	removed	removed
TIGD4	6.8273	TIGD4	8.5317
TIGD5	106.0241	TIGD5	75.4378
TIGD6	226.9076	TIGD6	196.2281
TIGD7	241.751	TIGD7	234.2793
TIGIT	5.6225	TIGIT	13.9201
removed	removed	TIMD4	16.1652
TIMELESS	2318.8755	TIMELESS	284.2389
TIMM10	425.3012	TIMM10	312.079
TIMM13	1208.0321	TIMM13	541.9847
TIMM16	116.4779	TIMM16	96.5739
TIMM17A	1986.3454	TIMM17A	753.9291
TIMM17B	854.6185	TIMM17B	359.6767
TIMM22	428.1124	TIMM22	436.4616
TIMM44	418.8755	TIMM44	341.7153
TIMM50	767.0683	TIMM50	556.3538
TIMM8A	132.9317	TIMM8A	87.1127
TIMM8B	619.6787	TIMM8B	442.2991
TIMM9	306.4257	TIMM9	593.6237
TIMP1	15033.3333	TIMP1	2514.1446
TIMP2	8900.8032	TIMP2	17150.4266
TIMP3	49491.9679	TIMP3	33896.722
TIMP4	189.9598	TIMP4	4600.3592
TINAGL1	207.2289	TINAGL1	2399.6408
TINF2	707.2289	TINF2	1334.9798
TIPARP	1378.7149	TIPARP	3884.2389
TIPIN	230.9237	TIPIN	73.1926
TIPRL	1283.9357	TIPRL	737.7638
TIRAP	189.5582	TIRAP	192.1868
TJAP1	546.5863	TJAP1	623.709
TJP1	1063.4538	TJP1	2900.7634
TJP2	1079.5181	TJP2	2571.621
TJP3	1153.8153	TJP3	218.2308
TK1	2344.9799	TK1	81.7243
TK2	775.9036	TK2	2564.8855
TKT	6715.6627	TKT	7158.0602
TLCD1	291.9679	TLCD1	29.6363
TLE1	107.6305	TLE1	1559.9461
TLE2	781.5261	TLE2	1455.7701
TLE3	4191.9679	TLE3	1108.2173
TLE4	137.3494	TLE4	625.9542
TLE6	239.3574	TLE6	18.8595
TLK1	416.8675	TLK1	1308.9358
TLK2	747.7912	TLK2	726.5379
TLL1	30.9237	TLL1	360.1257
TLL2	12.4498	removed	removed
TLN1	6055.4217	TLN1	16419.8473
TLN2	573.0924	TLN2	5166.5828
TLR10	10.4418	TLR10	29.6363
TLR1	112.8514	TLR1	370.0045
TLR2	201.2048	TLR2	506.062
TLR3	153.012	TLR3	361.0238
TLR4	288.3534	TLR4	1465.1998
TLR5	749.3976	TLR5	509.6542
TLR6	18.0723	TLR6	59.7216
TLR7	204.8193	TLR7	131.5671
TLR8	26.9076	TLR8	47.1486
TLR9	5.5823	TLR9	31.1585
TM2D1	334.9398	TM2D1	339.9192
TM2D2	993.9759	TM2D2	704.9843
TM2D3	770.6827	TM2D3	744.4993
TM4SF18	103.6145	TM4SF18	354.7373
TM4SF19	16.0522	TM4SF19	8.4419
TM4SF1	5457.0281	TM4SF1	7621.9129
TM6SF1	128.9157	TM6SF1	145.4872
TM7SF2	240.9639	TM7SF2	848.6753
TM7SF3	2526.1044	TM7SF3	1173.3273
TM7SF4	20.8835	removed	removed
TM9SF1	1974.4739	TM9SF1	1412.9861
TM9SF2	4336.9478	TM9SF2	3664.1221
TM9SF3	6010.0402	TM9SF3	5094.2973
TM9SF4	2571.4859	TM9SF4	2064.661
TMBIM1	1848.5944	TMBIM1	7941.6255
TMBIM4	2643.6024	TMBIM4	1553.8168
TMBIM6	55065.8635	TMBIM6	19405.0292
removed	removed	TMC2	8.9807
TMC4	2763.4538	TMC4	782.6673
TMC5	161.4458	TMC5	258.1949
TMC6	1717.6707	TMC6	499.7755
TMC7	325.7028	TMC7	121.6884
TMC8	117.2691	TMC8	199.8204
TMCC1	933.3333	TMCC1	928.6035
TMCC2	11.6466	TMCC2	61.5177
TMCC3	292.3695	TMCC3	1455.3211
TMCO1	5174.6988	TMCO1	1646.6098
TMCO3	1148.996	TMCO3	1103.278
TMCO4	404.8193	TMCO4	1006.7355
TMCO6	239.759	TMCO6	231.7018
TMCO7	434.5382	TMCO7	424.3377
TMED10P1	71.8876	TMED10P1	30.9834
TMED10	8430.9237	TMED10	7047.5977
TMED1	599.0402	TMED1	402.1913
TMED2	14938.9558	TMED2	4703.1881
TMED3	9411.6466	TMED3	1203.4127
TMED4	1632.9317	TMED4	931.7467
TMED5	1867.0683	TMED5	1406.3763
TMED7-TICAM2	84.9277	TMED7-TICAM2	102.1194
TMED7	3800.9478	TMED7	1522.0476
TMED8	286.747	TMED8	374.4948
TMED9	5990.3614	TMED9	1939.8294
TMEFF1	36.9157	TMEFF1	44.6071
TMEM100	34.1365	TMEM100	926.3583
TMEM101	389.5582	TMEM101	746.2955
TMEM102	191.9679	TMEM102	126.1787
TMEM104	782.3293	TMEM104	424.7867
removed	removed	TMEM105	6.2865
TMEM106A	203.6145	TMEM106A	172.8783
TMEM106B	2130.5221	TMEM106B	1232.5999
TMEM106C	3620.0803	TMEM106C	991.9174
TMEM107	156.6265	TMEM107	242.9277
TMEM108	6.4257	TMEM108	35.9228
TMEM109	2535.743	TMEM109	3639.8743
TMEM110	261.1767	TMEM110	248.5047
TMEM111	2322.8916	TMEM111	1536.5963
TMEM115	1542.1687	TMEM115	1208.8011
TMEM116	256.6265	TMEM116	208.8011
TMEM117	98.3936	TMEM117	188.1455
TMEM119	323.2932	TMEM119	702.7391
TMEM11	489.5582	TMEM11	469.6902
TMEM120A	908.4337	TMEM120A	1189.9416
TMEM120B	583.759	TMEM120B	855.3525
TMEM121	58.6345	TMEM121	24.2479
TMEM123	3816.4659	TMEM123	4615.1774
TMEM125	362.249	TMEM125	276.1563
TMEM126A	249.7992	TMEM126A	239.7845
TMEM126B	199.5984	TMEM126B	464.7508
TMEM127	3173.8956	TMEM127	2640.7723
TMEM128	594.3775	TMEM128	617.4225
TMEM129	766.2651	TMEM129	816.3449
TMEM130	8.0321	TMEM130	122.1374
TMEM131	2126.506	TMEM131	1516.8388
TMEM132A	594.3775	TMEM132A	296.3628
TMEM132B	17.2691	TMEM132B	7.1846
TMEM132C	46.988	TMEM132C	1524.4724
TMEM133	30.1205	TMEM133	136.5065
TMEM134	308.4337	TMEM134	402.784
TMEM135	836.5462	TMEM135	1054.7822
TMEM136	209.6386	TMEM136	116.749
TMEM138	407.6305	TMEM138	572.9681
TMEM139	800.4016	TMEM139	296.3628
TMEM140	412.5141	TMEM140	1595.0786
TMEM141	930.1205	TMEM141	457.5662
TMEM143	95.5823	TMEM143	266.2775
TMEM144	508.4337	TMEM144	371.3516
TMEM145	41.3655	removed	removed
TMEM147	2966.6667	TMEM147	941.1765
TMEM149	151.5863	TMEM149	91.639
TMEM14A	1000	TMEM14A	309.3848
TMEM14B	1324.0964	TMEM14B	817.692
TMEM14C	2352.2088	TMEM14C	1870.229
TMEM150A	308.8353	TMEM150A	337.225
removed	removed	TMEM150B	26.9421
TMEM150C	56.6265	TMEM150C	289.6273
TMEM151A	6.0241	removed	removed
removed	removed	TMEM151B	11.2259
TMEM154	180.3213	TMEM154	94.7463
TMEM156	11.245	TMEM156	12.573
TMEM158	27.7108	TMEM158	48.9448
TMEM159	710.4418	TMEM159	1239.3354
TMEM160	81.5261	TMEM160	26.493
TMEM161A	882.7309	TMEM161A	460.7095
TMEM161B	302.008	TMEM161B	215.9856
TMEM163	554.2169	TMEM163	33.6776
TMEM164	1189.1566	TMEM164	841.9398
TMEM165	1737.751	TMEM165	732.3754
TMEM167A	2410.0402	TMEM167A	1954.1985
TMEM167B	1399.5984	TMEM167B	1427.0319
TMEM168	638.5542	TMEM168	773.2375
TMEM169	5.2209	TMEM169	48.9448
TMEM170A	278.3133	TMEM170A	463.4037
TMEM170B	232.1285	TMEM170B	940.2784
TMEM173	427.7108	TMEM173	648.4059
TMEM175	270.6827	TMEM175	436.0126
TMEM176A	2775.1004	TMEM176A	1172.8783
TMEM176B	4700	TMEM176B	2262.2362
TMEM177	200.8032	TMEM177	160.3053
TMEM178	19.6787	TMEM178	81.2753
TMEM179B	1159.4378	TMEM179B	876.9645
TMEM17	56.2249	TMEM17	81.2753
TMEM180	183.5341	TMEM180	72.2946
TMEM181	1585.5422	TMEM181	1507.8581
TMEM182	95.1807	TMEM182	135.6084
TMEM183A	2091.1647	TMEM183A	825.3256
TMEM184A	550.3213	TMEM184A	143.0579
TMEM184B	3617.3655	TMEM184B	2545.9138
TMEM184C	601.2048	TMEM184C	644.3646
TMEM185A	602.8112	TMEM185A	653.3453
TMEM185B	360.6426	TMEM185B	561.2932
TMEM186	211.6466	TMEM186	204.3107
TMEM187	275.502	TMEM187	270.7678
TMEM188	252.2088	TMEM188	260.4401
removed	removed	TMEM189-UBE2V1	6.2236
TMEM189	1934.1365	TMEM189	1187.2519
TMEM18	480.7229	TMEM18	775.0337
TMEM191A	28.9157	TMEM191A	6.7355
TMEM192	624.8996	TMEM192	645.2627
TMEM194A	997.5904	TMEM194A	422.9906
TMEM194B	145.3815	TMEM194B	137.4046
removed	removed	TMEM195	34.5757
TMEM198	169.8795	TMEM198	35.9228
TMEM199	844.5783	TMEM199	377.189
TMEM19	927.3092	TMEM19	747.1935
TMEM200A	230.9237	TMEM200A	160.7544
TMEM200B	370.9438	TMEM200B	229.2187
TMEM200C	5.2209	TMEM200C	12.1239
TMEM201	225.3012	TMEM201	316.5694
TMEM203	879.1165	TMEM203	782.6673
TMEM204	263.0522	TMEM204	616.5245
TMEM205	1722.0884	TMEM205	1180.0629
TMEM206	313.6546	TMEM206	108.6664
TMEM208	875.1004	TMEM208	408.6215
TMEM209	1585.5422	TMEM209	596.767
TMEM20	35.743	TMEM20	193.0849
TMEM213	14.8594	TMEM213	91.6031
TMEM214	3631.7269	TMEM214	2517.2878
TMEM215	738.1526	removed	removed
TMEM216	125.3012	TMEM216	294.5667
TMEM217	21.5382	TMEM217	20.8442
TMEM218	410.8434	TMEM218	362.3709
TMEM219	2417.6707	TMEM219	2091.154
TMEM220	21.2851	TMEM220	298.159
TMEM222	613.6546	TMEM222	805.568
TMEM223	243.3735	TMEM223	228.5586
TMEM229B	97.5904	TMEM229B	386.6188
TMEM22	31.3253	TMEM22	457.5662
TMEM231	30.5221	TMEM231	249.1828
TMEM232	24.0964	TMEM232	10.7768
TMEM233	8.0321	TMEM233	6.2865
TMEM25	1485.9438	TMEM25	647.5079
TMEM26	254.8675	TMEM26	162.8379
TMEM27	21.6867	TMEM27	25.1459
TMEM2	689.1566	TMEM2	1334.9798
TMEM30A	3436.9478	TMEM30A	3331.8366
TMEM30B	1011.6466	TMEM30B	684.7777
TMEM33	1790.3614	TMEM33	966.3224
TMEM35	26.506	TMEM35	66.0081
TMEM37	449.3976	TMEM37	2499.3264
TMEM38A	102.4096	TMEM38A	63.3139
TMEM38B	21.6867	TMEM38B	78.5811
TMEM39A	511.245	TMEM39A	603.9515
TMEM39B	244.9799	TMEM39B	357.4315
removed	removed	TMEM40	17.9614
TMEM41A	886.3454	TMEM41A	511.0013
TMEM41B	751.8072	TMEM41B	422.5415
TMEM42	152.2088	TMEM42	303.0983
TMEM43	2083.9357	TMEM43	4402.335
TMEM44	254.2169	TMEM44	242.0296
TMEM45A	487.1486	TMEM45A	248.7652
TMEM45B	775.502	TMEM45B	39.9641
TMEM47	350.2008	TMEM47	1619.2187
TMEM48	1238.9558	TMEM48	251.9084
TMEM49	3238.9558	TMEM49	2047.1486
TMEM50A	1955.8233	TMEM50A	2806.9017
TMEM50B	1365.8635	TMEM50B	1005.3884
TMEM51	203.6145	TMEM51	166.5918
TMEM52	40.9639	TMEM52	30.0853
TMEM53	193.759	TMEM53	190.5703
TMEM54	3197.5904	TMEM54	502.9187
TMEM55A	184.3373	TMEM55A	305.3435
TMEM55B	259.4378	TMEM55B	496.6322
TMEM56	441.4337	TMEM56	632.564
TMEM57	621.6867	TMEM57	740.458
TMEM59L	12.8514	TMEM59L	23.7988
TMEM59	11781.5863	TMEM59	5665.4692
TMEM5	267.4699	TMEM5	288.7292
TMEM60	234.1365	TMEM60	286.035
TMEM61	100	TMEM61	50.2919
TMEM62	1302.8112	TMEM62	419.8473
TMEM63A	1299.1968	TMEM63A	1880.5568
TMEM63B	3406.4257	TMEM63B	686.5739
TMEM63C	532.9317	TMEM63C	38.1679
TMEM64	1390.7631	TMEM64	754.8271
TMEM65	216.0643	TMEM65	329.5914
TMEM66	13795.1807	TMEM66	5986.978
TMEM67	162.6506	TMEM67	170.1841
TMEM68	504.4177	TMEM68	311.63
TMEM69	1202.008	TMEM69	586.8882
TMEM70	708.0321	TMEM70	482.7122
TMEM71	8.4337	TMEM71	258.6439
removed	removed	TMEM74	5.3884
TMEM79	244.9799	TMEM79	173.3273
TMEM80	386.3454	TMEM80	507.4091
TMEM81	42.1687	TMEM81	39.066
TMEM84	71.8876	TMEM84	79.9282
TMEM85	2604.7711	TMEM85	1226.291
TMEM86A	481.1205	TMEM86A	192.0745
TMEM86B	33.7349	TMEM86B	46.2506
TMEM87A	4144.5783	TMEM87A	2982.9367
TMEM87B	1257.8313	TMEM87B	709.0256
TMEM88	14.4578	TMEM88	89.3579
TMEM8A	824.8996	TMEM8A	628.1994
TMEM8B	510.4418	TMEM8B	723.8437
removed	removed	TMEM90A	5.8374
TMEM90B	23.2932	TMEM90B	19.7575
TMEM91	42.2249	TMEM91	126.1787
TMEM93	321.5502	TMEM93	178.626
TMEM97	1851.1968	TMEM97	232.9546
TMEM98	1485.1406	TMEM98	1143.6911
TMEM99	846.988	TMEM99	288.7292
TMEM9B	1718.0723	TMEM9B	1062.8648
TMEM9	4459.0361	TMEM9	1414.4589
TMF1	1799.5984	TMF1	1251.4594
removed	removed	TMIE	15.2672
TMLHE	212.4498	TMLHE	333.6327
TMOD1	42.3213	TMOD1	442.7571
TMOD2	132.9317	TMOD2	788.5047
TMOD3	2857.0281	TMOD3	1202.0656
TMPO	3330.249	TMPO	769.4342
TMPPE	42.9719	TMPPE	34.5757
