gene_id	TCGA-BH-A1F2-01A-31R-A13Q-07	gene_id	TCGA-BH-A1F2-11A-32R-A13Q-07
SUN2	955.6776	SUN2	6663.9659
SUOX	588.8148	SUOX	1043.7676
SUPT16H	4540.8444	SUPT16H	3123.2005
SUPT3H	205.7489	SUPT3H	122.4047
SUPT4H1	5175.1533	SUPT4H1	979.1709
SUPT5H	1115.2629	SUPT5H	2967.8073
SUPT6H	7048.6575	SUPT6H	3625.841
SUPT7L	1117.0973	SUPT7L	1080.8074
SUPV3L1	635.5898	SUPV3L1	592.6355
SURF1	932.1373	SURF1	739.0581
SURF2	34.852	SURF2	143.8183
SURF4	6416.1248	SURF4	5685.5965
SURF6	152.8595	SURF6	505.2449
SUSD1	432.8981	SUSD1	277.5085
SUSD2	332.3166	SUSD2	320.3357
SUSD3	300.8275	SUSD3	78.1307
SUSD4	361.6656	SUSD4	124.7197
SUSD5	217.9777	SUSD5	63.0833
SUV39H1	199.0231	SUV39H1	251.1756
SUV39H2	327.4251	SUV39H2	109.6723
SUV420H1	1203.9215	SUV420H1	1385.8063
SUV420H2	55.9466	SUV420H2	107.3573
SUZ12P	108.2245	SUZ12P	108.8042
SUZ12	1180.6868	SUZ12	977.5013
SV2A	28.4319	SV2A	137.1627
SV2B	50.4436	SV2B	344.0642
SVEP1	744.7223	SVEP1	6815.6811
SVIL	1510.2274	SVIL	4495.0705
SVIP	390.4032	SVIP	221.0808
SVOPL	11.0059	removed	removed
SWAP70	3590.0583	SWAP70	2606.3807
SYAP1	1642.934	SYAP1	1035.9546
SYBU	805.5696	SYBU	812.744
removed	removed	SYCE1	102.4524
SYCE2	38.5206	removed	removed
removed	removed	SYCP2L	5.2087
SYCP2	1979.8363	SYCP2	228.3151
SYDE1	204.2203	SYDE1	482.6738
SYDE2	699.7908	SYDE2	200.8247
SYF2	869.4649	SYF2	1244.5923
SYK	755.4317	SYK	389.4958
SYMPK	1100.8942	SYMPK	1503.0022
SYN1	19.2603	SYN1	12.1537
SYN2	19.566	SYN2	328.4381
SYN3	10.7002	SYN3	13.0218
SYNCRIP	4426.1998	SYNCRIP	4219.3446
SYNC	227.8371	SYNC	309.1138
SYNE1	709.5738	SYNE1	3638.8628
SYNE2	2755.1397	SYNE2	6467.1924
SYNGAP1	162.6425	SYNGAP1	501.483
SYNGR1	133.8835	SYNGR1	698.7166
SYNGR2	5118.6534	SYNGR2	1802.2137
SYNGR3	22.0118	removed	removed
SYNGR4	9.1716	removed	removed
SYNJ1	520.3338	SYNJ1	499.4574
SYNJ2BP	2568.0397	SYNJ2BP	1495.1892
SYNJ2	541.4284	SYNJ2	616.9428
SYNM	702.2366	SYNM	15591.4056
removed	removed	SYNPO2L	5.2087
SYNPO2	833.6957	SYNPO2	4105.0423
SYNPO	1308.7831	SYNPO	6125.7325
SYNRG	791.5065	SYNRG	1593.5759
SYPL1	5756.3832	SYPL1	3098.3144
SYPL2	36.992	SYPL2	63.662
SYP	39.132	SYP	41.9591
SYS1-DBNDD2	21.3086	SYS1-DBNDD2	11.8353
SYS1	1188.8862	SYS1	962.2774
SYT11	528.2824	SYT11	452.8684
SYT12	152.2481	SYT12	378.4996
removed	removed	SYT13	10.128
SYT15	39.4378	SYT15	272.5892
SYT17	345.7682	SYT17	251.7543
SYT1	20.7889	SYT1	77.5519
removed	removed	SYT2	38.4866
SYT6	5.1972	removed	removed
SYT7	903.7054	SYT7	718.5126
removed	removed	SYT8	65.1089
SYT9	254.0525	SYT9	24.8861
SYTL1	110.976	SYTL1	263.6186
SYTL2	1568.95	SYTL2	778.9915
SYTL3	113.7275	SYTL3	189.8285
SYTL4	784.7807	SYTL4	559.9363
SYTL5	295.0188	SYTL5	95.2036
SYVN1	1820.8624	SYVN1	1708.1675
TAB1	283.4229	TAB1	689.9834
TAB2	2922.368	TAB2	3075.454
TAB3	1841.3456	TAB3	938.1466
TAC1	27.8204	TAC1	5.7875
TACC1	7353.1536	TACC1	9228.0981
TACC2	380.0087	TACC2	1217.6807
TACC3	341.4881	TACC3	154.5251
TACO1	257.1097	TACO1	314.8376
TACR1	50.1379	TACR1	536.4971
TACR2	26.5976	TACR2	19.388
TACSTD2	7974.9861	TACSTD2	5044.3464
TADA1	478.756	TADA1	246.2562
TADA2A	122.5933	TADA2A	222.817
TADA2B	667.3846	TADA2B	991.9699
TADA3	919.2359	TADA3	1421.2834
TAF10	1039.7503	TAF10	417.5649
TAF11	1196.2785	TAF11	519.4241
TAF12	412.4149	TAF12	372.1334
TAF13	301.7447	TAF13	167.8362
TAF15	638.9527	TAF15	1850.8283
TAF1A	109.4474	TAF1A	90.8631
TAF1B	587.2862	TAF1B	226.8683
TAF1C	203.9146	TAF1C	774.9403
TAF1D	366.5265	TAF1D	507.719
TAF1L	29.0433	TAF1L	50.9296
TAF1	1209.7301	TAF1	1869.9269
TAF2	1796.0992	TAF2	737.0325
TAF3	184.0428	TAF3	346.0899
TAF4B	110.6703	TAF4B	226.2895
TAF4	892.0881	TAF4	421.0374
TAF5L	528.8939	TAF5L	611.7341
TAF5	127.1791	TAF5	129.3496
TAF6L	90.7985	TAF6L	209.5059
TAF6	783.5578	TAF6	881.1401
TAF7	2256.512	TAF7	2965.7817
TAF8	409.6635	TAF8	627.6496
TAF9B	1587.5988	TAF9B	865.8034
TAF9	1437.4908	TAF9	1026.984
TAGAP	115.5618	TAGAP	250.0181
TAGLN2	10368.7659	TAGLN2	6036.3163
TAGLN	5243.9982	TAGLN	15018.844
TAL1	72.7611	TAL1	268.8273
TALDO1	4011.9506	TALDO1	3468.7116
TANC1	1215.5388	TANC1	1519.4965
TANC2	3601.9814	TANC2	1184.4028
TANK	1224.4046	TANK	1377.7038
TAOK1	1653.9398	TAOK1	1026.4053
TAOK2	667.996	TAOK2	1576.2136
TAOK3	1230.2133	TAOK3	1039.1377
TAP1	901.2596	TAP1	1352.239
TAP2	416.3893	TAP2	1219.631
TAPBPL	212.7804	TAPBPL	493.4066
TAPBP	4707.1556	TAPBP	2956.5217
TAPT1	914.4056	TAPT1	979.8162
TARBP1	955.3719	TARBP1	518.8454
TARBP2	190.1572	TARBP2	226.2895
TARDBP	2974.646	TARDBP	3080.3733
removed	removed	TARP	7.2343
TARS2	419.4465	TARS2	450.8428
TARSL2	254.0525	TARSL2	434.9273
TARS	2703.7789	TARS	1309.4118
removed	removed	TAS1R1	5.4981
removed	removed	TAS1R3	5.7875
TAS2R14	6.0655	TAS2R14	9.7895
TAS2R20	16.5088	TAS2R20	19.6773
removed	removed	TAS2R4	5.7875
removed	removed	TAS2R5	9.8387
TASP1	235.0979	TASP1	206.3228
TATDN1	626.724	TATDN1	401.6494
TATDN2	1077.3538	TATDN2	1222.3106
TATDN3	459.19	TATDN3	429.4292
removed	removed	TAT	599.291
TAX1BP1	5716.9455	TAX1BP1	3265.2825
TAX1BP3	1831.1957	TAX1BP3	1166.0247
TAZ	140.0193	TAZ	295.4496
TBC1D10A	250.0812	TBC1D10A	458.3839
TBC1D10B	1079.1881	TBC1D10B	971.1351
TBC1D10C	6.7258	TBC1D10C	30.9629
TBC1D12	457.3556	TBC1D12	432.3229
TBC1D13	723.0255	TBC1D13	1444.5489
TBC1D14	959.652	TBC1D14	2018.6645
TBC1D15	1457.3625	TBC1D15	1540.6207
TBC1D16	180.9857	TBC1D16	1094.4079
TBC1D17	444.4023	TBC1D17	1398.9988
TBC1D19	130.2363	TBC1D19	128.4815
TBC1D1	1406.6132	TBC1D1	1315.7781
TBC1D20	1424.6506	TBC1D20	1746.0754
TBC1D22A	213.0861	TBC1D22A	363.7416
TBC1D22B	380.611	TBC1D22B	324.6502
TBC1D23	1511.7805	TBC1D23	1075.888
TBC1D24	190.7687	TBC1D24	524.2885
TBC1D25	295.3246	TBC1D25	606.5254
TBC1D2B	982.8866	TBC1D2B	3430.8037
TBC1D2	410.5806	TBC1D2	255.2268
TBC1D3B	26.5976	TBC1D3B	64.5301
TBC1D3C	9.1716	removed	removed
removed	removed	TBC1D3G	19.7208
TBC1D3H	5.8087	TBC1D3H	5.4981
TBC1D3	138.8453	TBC1D3	218.6848
TBC1D4	1485.1829	TBC1D4	2238.8772
TBC1D5	1243.6649	TBC1D5	2232.511
TBC1D7	515.748	TBC1D7	153.3676
TBC1D8B	501.9906	TBC1D8B	306.4458
TBC1D8	863.9619	TBC1D8	816.0313
TBC1D9B	2011.6311	TBC1D9B	4714.172
TBC1D9	4182.5418	TBC1D9	4276.6404
TBCA	1056.2592	TBCA	951.7471
TBCB	396.0559	TBCB	521.6263
TBCCD1	389.486	TBCCD1	266.5123
TBCC	597.6807	TBCC	310.7864
TBCD	1286.6643	TBCD	1322.9053
TBCEL	536.8426	TBCEL	458.6559
TBCE	745.0433	TBCE	274.0129
TBCK	1058.0935	TBCK	748.2659
TBK1	1086.5254	TBK1	631.9902
TBKBP1	611.438	TBKBP1	372.1334
TBL1XR1	5644.4901	TBL1XR1	3066.4834
TBL1X	745.0372	TBL1X	1145.6269
TBL2	783.2521	TBL2	574.9837
TBL3	330.1765	TBL3	603.6316
TBPL1	365.3342	TBPL1	250.5968
TBP	215.8376	TBP	290.2409
TBRG1	610.2151	TBRG1	1029.0096
TBRG4	460.4128	TBRG4	645.8801
TBX10	286.153	removed	removed
TBX15	353.7169	TBX15	1263.4016
TBX18	218.8948	TBX18	336.2512
TBX19	36.0748	TBX19	83.05
TBX1	13.1459	TBX1	59.3214
removed	removed	TBX21	10.128
TBX2	145.828	TBX2	234.9707
TBX3	736.1714	TBX3	1594.444
removed	removed	TBX4	8.1024
TBX5	136.9621	TBX5	181.7261
TBX6	30.2662	TBX6	34.4354
TBXA2R	36.0748	TBXA2R	73.7901
TBXAS1	173.9541	TBXAS1	173.6237
TC2N	6634.4082	TC2N	1727.2662
TCEA1	3194.1522	TCEA1	1442.8127
TCEA2	128.0963	TCEA2	318.0207
TCEA3	192.603	TCEA3	589.7417
TCEAL1	820.8555	TCEAL1	441.8722
removed	removed	TCEAL2	42.8272
TCEAL3	408.1349	TCEAL3	416.1181
TCEAL4	2141.8674	TCEAL4	2046.4443
removed	removed	TCEAL5	54.9808
TCEAL6	9.1716	TCEAL6	18.2305
TCEAL7	54.418	TCEAL7	153.3676
TCEAL8	1536.5437	TCEAL8	860.0159
TCEANC	64.5067	TCEANC	76.9732
TCEB1	1047.699	TCEB1	406.2794
TCEB2	748.0944	TCEB2	782.464
TCEB3	1247.5445	TCEB3	2159.0509
TCERG1	792.7294	TCERG1	882.8764
TCF12	2082.5579	TCF12	2154.091
removed	removed	TCF15	40.2228
TCF19	562.523	TCF19	316.2845
TCF20	711.7139	TCF20	1336.0341
TCF21	5.1972	removed	removed
TCF25	728.8341	TCF25	2252.4778
TCF3	928.7743	TCF3	770.8891
TCF4	3286.1736	TCF4	4067.4239
TCF7L1	810.4611	TCF7L1	1301.02
TCF7L2	1043.1133	TCF7L2	1633.7987
TCF7	115.2561	TCF7	626.4921
TCFL5	442.9868	TCFL5	306.4458
TCHH	8.8659	TCHH	12.1537
TCHP	235.7094	TCHP	288.2413
TCIRG1	501.9906	TCIRG1	608.551
TCL1B	28.4319	removed	removed
TCN1	8.2544	TCN1	724.5895
TCN2	338.7367	TCN2	1254.431
TCOF1	233.5693	TCOF1	894.7406
TCP10L	18.5571	TCP10L	11.3145
TCP11L1	219.2464	TCP11L1	270.0109
TCP11L2	168.7569	TCP11L2	511.9005
TCP1	3731.3494	TCP1	3333.8233
TCTA	1714.1665	TCTA	1008.7535
removed	removed	TCTE1	5.2087
TCTE3	38.5206	TCTE3	23.7286
TCTEX1D1	13.7574	TCTEX1D1	19.0986
TCTEX1D2	254.9666	TCTEX1D2	70.0282
TCTEX1D4	6.1144	removed	removed
TCTN1	626.4977	TCTN1	439.4589
TCTN2	688.1735	TCTN2	437.2423
TCTN3	1414.8676	TCTN3	1005.2811
TDG	887.1966	TDG	363.4522
TDP1	608.0751	TDP1	323.5188
TDP2	1925.4183	TDP2	743.6881
TDRD10	9.1716	TDRD10	58.1639
removed	removed	TDRD12	17.2611
removed	removed	TDRD1	5.4981
TDRD3	559.1601	TDRD3	517.1092
TDRD5	75.2069	TDRD5	62.2151
removed	removed	TDRD6	30.3841
TDRD7	735.2542	TDRD7	400.4919
TDRD9	9.783	TDRD9	8.6812
TDRKH	626.724	TDRKH	234.392
TEAD1	2394.0856	TEAD1	4769.1529
TEAD2	212.169	TEAD2	819.7931
TEAD3	695.205	TEAD3	719.3807
TEAD4	140.6307	TEAD4	116.0385
TECPR1	28.4319	TECPR1	375.6059
TECPR2	437.1782	TECPR2	1089.4885
TECR	1175.1839	TECR	1836.0703
TECTA	5.5029	TECTA	35.5929
TEC	22.6232	TEC	43.4059
TEF	346.9911	TEF	2272.1551
removed	removed	TEKT2	8.1024
TEKT3	10.7002	TEKT3	9.2599
TEK	492.5133	TEK	1272.3721
TELO2	139.4079	TELO2	411.1987
TENC1	981.6637	TENC1	8434.0505
TEP1	965.4606	TEP1	1024.3797
TERF1	908.2912	TERF1	647.3269
TERF2IP	1258.9509	TERF2IP	1770.0933
TERF2	561.9115	TERF2	631.4114
removed	removed	TESC	118.0641
TESK1	693.065	TESK1	1390.1469
TESK2	331.3994	TESK2	283.0066
TES	1519.399	TES	1679.4097
TET1	81.9327	TET1	136.2946
TET2	1298.6944	TET2	822.3975
TET3	795.7866	TET3	442.451
TEX10	701.0137	TEX10	381.104
TEX14	27.5147	TEX14	39.3547
TEX261	3114.3595	TEX261	2781.4512
TEX264	625.5011	TEX264	776.6766
TEX2	1443.9109	TEX2	2007.6684
TEX9	97.2186	TEX9	71.4751
TFAM	813.5183	TFAM	631.122
TFAP2A	1886.8977	TFAP2A	813.7163
TFAP2B	10.7002	TFAP2B	487.3038
TFAP2C	2250.7033	TFAP2C	1629.4581
removed	removed	TFAP2E	14.1793
TFAP4	121.9819	TFAP4	218.4765
TFB1M	142.4651	TFB1M	132.5327
TFB2M	687.2563	TFB2M	310.2076
TFCP2L1	34.5462	TFCP2L1	1066.6281
TFCP2	604.1008	TFCP2	628.8071
TFDP1	1880.4776	TFDP1	1077.3349
TFDP2	467.1386	TFDP2	491.6444
removed	removed	TFDP3	5.2087
TFE3	933.9716	TFE3	2279.1001
TFEB	84.6842	TFEB	344.3536
TFEC	164.7825	TFEC	63.0833
TFF1	1446.3566	TFF1	36.1716
TFF3	871.9106	TFF3	263.3292
TFG	3707.7601	TFG	1426.0291
TFIP11	555.0329	TFIP11	832.9914
TFPI2	28.7376	TFPI2	211.5315
TFPI	901.2596	TFPI	2036.895
TFPT	30.0522	TFPT	122.0574
TFR2	10.0887	removed	removed
TFRC	7418.2718	TFRC	1274.9765
TF	804.6524	TF	10324.821
TGDS	365.9457	TGDS	345.8005
TGFA	202.9974	TGFA	167.8362
TGFB1I1	411.4978	TGFB1I1	1086.0161
TGFB1	939.1688	TGFB1	501.483
TGFB2	621.221	TGFB2	523.186
TGFB3	1620.6165	TGFB3	671.0555
TGFBI	7359.5737	TGFBI	2363.8863
TGFBR1	3916.2605	TGFBR1	1503.2916
TGFBR2	4065.7571	TGFBR2	11044.4911
TGFBR3	1124.4345	TGFBR3	8069.1601
TGFBRAP1	223.1749	TGFBRAP1	397.8876
TGIF1	2474.4897	TGIF1	971.1351
TGIF2	827.5447	TGIF2	570.7589
removed	removed	TGM1	30.0948
TGM2	1449.1081	TGM2	1280.1852
removed	removed	TGM5	10.128
TGOLN2	7390.4513	TGOLN2	8517.9773
TGS1	538.6769	TGS1	512.7686
TG	6.4201	removed	removed
TH1L	2962.1115	TH1L	1359.184
THADA	1328.0434	THADA	874.1952
THAP10	51.9722	THAP10	61.0577
THAP11	401.1033	THAP11	504.9555
THAP1	337.2081	THAP1	245.0987
THAP2	209.4175	THAP2	148.4482
THAP3	43.9563	THAP3	241.9735
THAP4	435.6496	THAP4	792.8814
THAP5	855.4018	THAP5	567.7494
THAP6	460.7185	THAP6	344.0642
THAP7	171.8141	THAP7	215.8981
THAP8	88.3528	THAP8	93.178
THAP9	177.9285	THAP9	161.7594
THBD	2321.6302	THBD	1742.0242
THBS1	14231.2199	THBS1	13754.4672
THBS2	11825.2113	THBS2	4811.98
THBS3	505.965	THBS3	617.5215
THBS4	1568.6442	THBS4	3185.705
THEM4	272.0899	THEM4	364.8991
removed	removed	THEM5	5.2087
THEMIS	11.923	THEMIS	26.6223
THG1L	96.9129	THG1L	116.9066
THNSL1	151.6366	THNSL1	221.9489
THNSL2	652.4044	THNSL2	1173.696
THOC1	702.2366	THOC1	377.9209
THOC2	1772.8645	THOC2	1440.2083
THOC3	552.74	THOC3	234.1026
THOC4	559.1601	THOC4	382.2614
THOC5	302.6618	THOC5	616.6534
THOC6	137.8518	THOC6	206.4848
THOC7	1610.222	THOC7	689.8647
THOP1	172.1198	THOP1	367.2141
THPO	15.286	THPO	14.758
THRAP3	3575.6895	THRAP3	4289.6622
THRA	164.165	THRA	1973.2012
THRB	715.0768	THRB	1731.3174
THRSP	771.6348	THRSP	7264.125
THSD1P1	127.1944	THSD1P1	190.4015
THSD1	109.1417	THSD1	500.0362
THSD4	1185.2726	THSD4	1359.4733
THSD7A	30.8776	THSD7A	208.059
THSD7B	18.6489	THSD7B	114.5916
THTPA	313.6677	THTPA	432.9017
THUMPD1	1941.3157	THUMPD1	1711.9294
THUMPD2	253.4411	THUMPD2	187.5136
THUMPD3	1579.3444	THUMPD3	731.245
THY1	3476.9423	THY1	1307.3862
THYN1	287.6816	THYN1	831.6574
TIA1	1655.1627	TIA1	1440.2083
TIAF1	1363.1888	TIAF1	217.3797
TIAL1	1433.8222	TIAL1	1430.659
TIAM1	418.2236	TIAM1	182.3049
TIAM2	79.3769	TIAM2	94.9085
TICAM1	244.2695	TICAM1	491.0656
TICAM2	89.6766	TICAM2	133.0189
TIE1	252.2182	TIE1	2008.8259
TIFA	769.189	TIFA	311.3651
TIGD1	131.7649	TIGD1	92.3099
TIGD2	339.6538	TIGD2	200.5353
TIGD3	9.4773	removed	removed
TIGD4	13.4516	TIGD4	15.0474
TIGD5	33.3234	TIGD5	67.7132
TIGD6	119.2304	TIGD6	170.7299
TIGD7	362.1578	TIGD7	300.0969
TIGIT	7.643	TIGIT	12.7324
TIMD4	6.4201	removed	removed
TIMELESS	648.1243	TIMELESS	327.2806
TIMM10	238.1551	TIMM10	263.3292
TIMM13	199.6345	TIMM13	471.6776
TIMM16	65.6165	TIMM16	68.8794
TIMM17A	2261.0978	TIMM17A	602.7635
TIMM17B	450.6298	TIMM17B	258.4099
TIMM22	261.084	TIMM22	357.9541
TIMM44	125.3448	TIMM44	473.9926
TIMM50	588.8148	TIMM50	552.702
TIMM8A	158.3624	TIMM8A	76.105
TIMM8B	376.6458	TIMM8B	302.3946
TIMM9	719.9683	TIMM9	459.2346
TIMP1	6598.3334	TIMP1	1831.4404
TIMP2	14138.587	TIMP2	18022.137
TIMP3	43488.2233	TIMP3	35954.8578
TIMP4	295.0188	TIMP4	2618.5343
TINAGL1	199.9402	TINAGL1	2032.5544
TINF2	1495.8831	TINF2	1191.3478
TIPARP	1856.925	TIPARP	2533.2764
TIPIN	113.116	TIPIN	83.6287
TIPRL	1418.5362	TIPRL	726.0363
TIRAP	79.7927	TIRAP	225.4214
TJAP1	422.8094	TJAP1	666.1361
TJP1	2934.9025	TJP1	3756.0587
TJP2	2697.6645	TJP2	3171.5257
TJP3	599.8207	TJP3	171.0193
TK1	871.2992	TK1	90.2843
TK2	810.7668	TK2	1997.5403
TKT	2422.2117	TKT	9154.308
TLCD1	2121.3842	TLCD1	28.3585
TLE1	1538.6838	TLE1	984.7356
TLE2	401.1033	TLE2	887.7957
TLE3	655.1558	TLE3	1245.1711
TLE4	179.7628	TLE4	611.1553
TLE6	11.3116	TLE6	12.7324
TLK1	2422.8231	TLK1	1509.0791
TLK2	944.6717	TLK2	632.5689
TLL1	117.7018	TLL1	321.4932
TLL2	12.5345	removed	removed
TLN1	3648.4507	TLN1	17462.7794
TLN2	607.158	TLN2	4226.5789
removed	removed	TLR10	15.9155
TLR1	228.3721	TLR1	282.4278
TLR2	319.7821	TLR2	379.3677
TLR3	128.7077	TLR3	425.0886
TLR4	766.1318	TLR4	1904.941
TLR5	520.6395	TLR5	375.3165
TLR6	56.8637	TLR6	46.0103
TLR7	207.8889	TLR7	96.3611
TLR8	44.0235	TLR8	41.0909
TLR9	11.3819	TLR9	22.6868
TM2D1	659.7416	TM2D1	367.2141
TM2D2	1736.484	TM2D2	737.3219
TM2D3	821.467	TM2D3	723.7213
TM4SF18	129.9306	TM4SF18	551.5445
TM4SF19	72.9904	TM4SF19	6.1173
TM4SF1	3462.8792	TM4SF1	7447.5874
removed	removed	TM4SF4	5.2087
TM6SF1	258.6383	TM6SF1	135.7158
TM6SF2	9.9542	removed	removed
TM7SF2	688.4792	TM7SF2	1599.074
TM7SF3	2520.6532	TM7SF3	1325.3274
TM7SF4	26.2918	removed	removed
TM9SF1	2395.2595	TM9SF1	1254.9287
TM9SF2	9089.3319	TM9SF2	3590.5375
TM9SF3	9783.0083	TM9SF3	5498.0829
TM9SF4	2735.5737	TM9SF4	1762.5696
TMBIM1	5355.2799	TMBIM1	6846.8495
TMBIM4	1860.826	TMBIM4	1320.5643
TMBIM6	28147.2434	TMBIM6	16537.944
removed	removed	TMC2	28.0692
removed	removed	TMC3	5.2087
TMC4	683.5877	TMC4	520.0029
TMC5	1224.7104	TMC5	726.0363
TMC6	265.0584	TMC6	505.8236
TMC7	84.0727	TMC7	152.2101
TMC8	51.3608	TMC8	129.639
TMCC1	1566.8099	TMCC1	787.094
TMCC2	21.4003	TMCC2	79.8669
TMCC3	190.7687	TMCC3	628.8071
TMCO1	4040.0767	TMCO1	1545.2507
TMCO3	1645.6854	TMCO3	954.6408
TMCO4	153.7767	TMCO4	589.7417
TMCO6	88.0471	TMCO6	236.4176
TMCO7	152.5538	TMCO7	402.8069
TMED10P1	68.1753	TMED10P1	51.219
TMED10	9894.9014	TMED10	6471.8223
TMED1	126.5249	TMED1	442.6622
TMED2	10239.7525	TMED2	4438.9785
TMED3	3149.2115	TMED3	761.6292
TMED4	761.5461	TMED4	981.5525
TMED5	3433.5302	TMED5	1706.4255
TMED7-TICAM2	233.8812	TMED7-TICAM2	63.2598
TMED7	3327.6444	TMED7	2059.9638
TMED8	514.2194	TMED8	397.5982
TMED9	1236.9391	TMED9	1635.8244
TMEFF1	85.3965	TMEFF1	46.8813
TMEM100	98.7472	TMEM100	512.1898
TMEM101	114.3389	TMEM101	532.7353
TMEM102	90.7985	TMEM102	76.105
TMEM104	556.4086	TMEM104	420.4587
TMEM106A	162.3368	TMEM106A	166.1
TMEM106B	2185.2795	TMEM106B	1715.1125
TMEM106C	2090.5066	TMEM106C	825.2912
TMEM107	170.8969	TMEM107	199.9566
TMEM108	93.55	TMEM108	75.2369
TMEM109	2402.6457	TMEM109	3216.9572
TMEM110	106.0876	TMEM110	263.7286
TMEM111	1420.6762	TMEM111	1421.3991
TMEM115	631.6155	TMEM115	972.8713
TMEM116	452.4641	TMEM116	181.7261
TMEM117	162.6425	TMEM117	100.7017
TMEM119	603.4893	TMEM119	682.0517
TMEM11	470.5016	TMEM11	437.5317
TMEM120A	426.1723	TMEM120A	1069.8112
TMEM120B	165.8801	TMEM120B	901.156
TMEM121	20.1775	TMEM121	21.1242
TMEM123	12251.3836	TMEM123	4255.8055
TMEM125	220.1177	TMEM125	106.4892
TMEM126A	236.6265	TMEM126A	267.3805
TMEM126B	604.7122	TMEM126B	460.6815
TMEM127	3230.8385	TMEM127	2244.9541
TMEM128	836.4472	TMEM128	553.2808
TMEM129	260.1669	TMEM129	862.0415
removed	removed	TMEM130	32.6991
TMEM131	2675.6528	TMEM131	2005.9321
TMEM132A	655.7673	TMEM132A	214.1359
TMEM132B	8.2544	TMEM132B	22.2817
TMEM132C	152.2481	TMEM132C	2727.3385
TMEM133	104.5559	TMEM133	147.0014
TMEM134	556.1029	TMEM134	258.4099
TMEM135	1056.5649	TMEM135	1558.2724
TMEM136	130.542	TMEM136	172.4662
TMEM138	727.3055	TMEM138	425.9567
TMEM139	79.7927	TMEM139	208.059
TMEM140	323.6097	TMEM140	1060.3661
TMEM141	460.7185	TMEM141	433.1911
TMEM143	87.7414	TMEM143	263.908
TMEM144	527.9767	TMEM144	456.0515
TMEM147	943.1431	TMEM147	551.8339
TMEM149	71.844	TMEM149	82.6883
TMEM14A	1068.7937	TMEM14A	254.3587
TMEM14B	1641.0996	TMEM14B	987.0506
TMEM14C	2912.2793	TMEM14C	1911.3072
TMEM150A	374.2001	TMEM150A	300.6583
TMEM150B	11.0059	TMEM150B	15.6261
TMEM150C	1782.3418	TMEM150C	508.428
removed	removed	TMEM151B	24.7211
TMEM154	211.8633	TMEM154	114.881
removed	removed	TMEM156	6.9449
TMEM158	56.558	TMEM158	40.8016
TMEM159	1408.7532	TMEM159	964.1901
TMEM160	15.286	TMEM160	23.7286
TMEM161A	186.1829	TMEM161A	346.6686
TMEM161B	284.3187	TMEM161B	245.3881
TMEM163	25.3747	TMEM163	63.9514
TMEM164	816.5755	TMEM164	875.9314
TMEM165	3189.5664	TMEM165	797.222
TMEM167A	3080.7305	TMEM167A	2071.3304
TMEM167B	1464.6998	TMEM167B	1552.1956
TMEM168	836.4472	TMEM168	979.5269
TMEM169	36.6863	TMEM169	48.904
TMEM170A	476.9217	TMEM170A	667.2936
TMEM170B	482.4246	TMEM170B	885.7701
removed	removed	TMEM171	19.388
TMEM173	371.7543	TMEM173	734.4281
TMEM175	200.246	TMEM175	368.9503
TMEM176A	233.5693	TMEM176A	749.1861
TMEM176B	326.8136	TMEM176B	1684.1496
TMEM177	191.6858	TMEM177	96.0718
TMEM178	37.6034	TMEM178	99.5442
TMEM179B	1520.0349	TMEM179B	711.2783
TMEM17	63.5896	TMEM17	64.8195
TMEM180	34.2405	TMEM180	69.7388
TMEM181	1385.2128	TMEM181	1149.6781
TMEM182	100.2758	TMEM182	114.5916
TMEM183A	1438.4079	TMEM183A	708.3846
TMEM184A	170.4078	TMEM184A	141.5843
TMEM184B	1720.5866	TMEM184B	1446.2331
TMEM184C	899.731	TMEM184C	671.9236
TMEM185A	642.6214	TMEM185A	539.9696
TMEM185B	1043.1133	TMEM185B	602.1848
TMEM186	133.5992	TMEM186	167.5468
TMEM187	208.5004	TMEM187	196.4841
TMEM188	390.0975	TMEM188	275.7723
TMEM189-UBE2V1	5.9432	removed	removed
TMEM189	1501.6765	TMEM189	627.0708
TMEM18	428.6181	TMEM18	645.5907
TMEM191A	6.4201	removed	removed
TMEM192	740.7572	TMEM192	1016.856
TMEM194A	898.2024	TMEM194A	584.533
TMEM194B	130.8477	TMEM194B	178.2536
TMEM195	11.3116	TMEM195	45.4315
TMEM198	29.6547	TMEM198	46.2996
TMEM199	634.2263	TMEM199	301.5264
TMEM19	1010.0956	TMEM19	581.9287
TMEM200A	493.1248	TMEM200A	282.1385
TMEM200B	44.7939	TMEM200B	274.3804
removed	removed	TMEM200C	34.7247
TMEM201	97.2186	TMEM201	351.8773
TMEM203	1152.8664	TMEM203	601.606
TMEM204	201.1631	TMEM204	330.7531
TMEM205	1191.387	TMEM205	788.2515
TMEM206	292.5731	TMEM206	68.0026
TMEM208	232.3464	TMEM208	286.7684
TMEM209	1395.3016	TMEM209	654.5612
TMEM20	86.5185	TMEM20	107.936
removed	removed	TMEM213	13.6005
TMEM214	3024.4782	TMEM214	2240.9028
TMEM216	411.8035	TMEM216	171.8874
TMEM217	5.5121	TMEM217	22.5971
TMEM218	361.6656	TMEM218	325.255
TMEM219	1349.138	TMEM219	1385.2275
TMEM220	65.4239	TMEM220	296.6071
TMEM222	340.2653	TMEM222	639.2245
TMEM223	437.1782	TMEM223	160.0231
