gene_id	TCGA-E9-A1NG-01A-21R-A14M-07	gene_id	TCGA-E9-A1NG-11A-52R-A14M-07
SNAPIN	628.8063	SNAPIN	683.8104
SNCAIP	30.1462	SNCAIP	213.7746
SNCA	69.123	SNCA	198.5689
SNCG	218.3313	SNCG	4671.7352
SND1	3468.9403	SND1	3101.0733
SNED1	2694.8843	SNED1	1515.653
SNF8	881.5469	SNF8	721.3775
SNHG10	24.3605	SNHG10	31.3059
SNHG11	115.0091	SNHG11	83.5957
SNHG12	108.7089	SNHG12	105.1744
SNHG1	291.4129	SNHG1	299.6422
SNHG3-RCC1	199.7107	SNHG3-RCC1	146.7576
SNHG3	17.0524	SNHG3	8.4973
SNHG5	1193.3618	SNHG5	1648.9267
SNHG6	545.067	SNHG6	728.9803
SNHG7	152.9568	SNHG7	256.5608
SNHG8	235.9927	SNHG8	503.1306
SNHG9	26.1876	SNHG9	35.3309
SNIP1	432.704	SNIP1	373.4347
SNN	685.7491	SNN	2781.3059
SNORA8	125.4324	SNORA8	227.5358
removed	removed	SNORD116-20	8.9445
SNORD116-28	22.4726	SNORD116-28	17.3211
SNORD116-4	31.3337	SNORD116-4	29.8569
SNORD1C	11.5621	SNORD1C	12.0125
SNPH	80.6943	SNPH	130.5903
SNRK	1323.9951	SNRK	2763.4168
SNRNP200	6017.0524	SNRNP200	4954.3828
SNRNP25	466.1998	SNRNP25	207.0662
SNRNP27	531.9732	SNRNP27	551.8784
SNRNP35	309.1626	SNRNP35	319.6691
SNRNP40	641.9001	SNRNP40	609.1234
SNRNP48	337.3934	SNRNP48	329.6064
SNRNP70	1941.8392	SNRNP70	1673.5242
SNRPA1	408.039	SNRPA1	202.5939
SNRPA	767.6614	SNRPA	650.2683
SNRPB2	1077.3447	SNRPB2	814.4007
SNRPB	1776.7966	SNRPB	1210.644
SNRPC	1016.7479	SNRPC	661.449
SNRPD1	767.9659	SNRPD1	454.8301
SNRPD2	2621.1937	SNRPD2	1458.8551
SNRPD3	1074.2631	SNRPD3	971.0868
SNRPE	810.2923	SNRPE	491.5027
SNRPF	735.9927	SNRPF	458.4079
SNRPG	660.475	SNRPG	423.5242
SNRPN	1641.5621	SNRPN	1049.186
SNTA1	280.7552	SNTA1	1204.3828
SNTB1	586.7844	SNTB1	575.5814
SNTB2	1101.4007	SNTB2	1936.4937
removed	removed	SNTG2	27.7281
SNUPN	375.4568	SNUPN	444.9911
SNURF	96.5621	SNURF	41.4937
SNW1	1774.056	SNW1	1570.6619
SNX10	350.1827	SNX10	562.1646
SNX11	485.9927	SNX11	591.2343
SNX12	245.1279	SNX12	204.3828
SNX13	853.8368	SNX13	1152.5045
SNX14	1730.2071	SNX14	1280.4114
SNX15	435.1401	SNX15	673.5242
SNX16	238.7333	SNX16	433.8104
SNX17	2464.6772	SNX17	2391.771
SNX18	1130.0244	SNX18	1258.4973
SNX19	1366.6261	SNX19	2335.8676
SNX1	2779.5371	SNX1	5252.6834
SNX20	63.9464	SNX20	25.0447
SNX21	392.975	SNX21	1204.4991
SNX22	130.8252	SNX22	66.4535
SNX24	206.4555	SNX24	197.6744
SNX25	723.2034	SNX25	350.1789
SNX27	1298.4044	SNX27	995.5993
SNX29	1031.9732	SNX29	1427.102
SNX2	2195.7978	SNX2	2444.9911
SNX30	803.8977	SNX30	609.1234
SNX33	1002.1315	SNX33	1510.2862
SNX3	3767.6614	SNX3	4250
SNX4	1056.9428	SNX4	843.4705
SNX5	2136.1145	SNX5	2827.8175
SNX6	1787.4543	SNX6	2034.8837
SNX7	661.9976	SNX7	484.347
SNX8	257.3082	SNX8	377.0125
SNX9	3721.6809	SNX9	3596.6011
SOAT1	792.9354	SOAT1	618.068
SOBP	168.6967	SOBP	241.9499
SOCS1	31.3642	SOCS1	48.3005
SOCS2	178.1364	SOCS2	1140.8766
SOCS3	1959.5006	SOCS3	14306.7979
SOCS4	639.1596	SOCS4	760.7335
SOCS5	1129.7199	SOCS5	1326.4758
SOCS6	1418.3922	SOCS6	845.7066
SOCS7	26.4921	SOCS7	81.3953
SOD1	2731.4251	SOD1	3603.3095
SOD2	4016.4434	SOD2	8667.7102
SOD3	121.4982	SOD3	2940.5188
SOHLH2	8.5262	SOHLH2	6.61
SOLH	420.5238	SOLH	395.7961
SON	6426.6139	SON	7631.932
SORBS1	1201.5834	SORBS1	29719.1413
SORBS2	1232.9476	SORBS2	1014.3113
SORBS3	2418.0877	SORBS3	2948.5689
SORCS1	25.5786	SORCS1	20.5725
SORCS2	172.3508	SORCS2	77.8175
SORCS3	5.7856	removed	removed
SORD	895.5542	SORD	227.6386
SORL1	810.9013	SORL1	1194.0966
SORT1	5382.7649	SORT1	5993.7388
SOS1	1335.2619	SOS1	2902.9517
SOS2	1335.2619	SOS2	1697.2272
removed	removed	SOSTDC1	265.653
SOST	7.3082	removed	removed
removed	removed	SOX10	470.483
SOX11	186.9671	SOX11	7.1556
SOX12	690.3167	SOX12	142.6655
SOX13	815.7734	SOX13	825.5814
SOX15	17.3569	SOX15	16.5474
SOX17	74.2996	SOX17	849.7317
SOX18	232.3386	SOX18	415.0268
SOX4	6274.3605	SOX4	1048.7478
SOX5	17.9659	SOX5	183.3631
SOX6	30.4507	SOX6	171.288
SOX7	258.2217	SOX7	1970.0358
SOX8	5.4811	SOX8	32.6476
SOX9	900.4263	SOX9	1598.8372
SP100	2094.3971	SP100	1942.7549
SP110	782.5822	SP110	482.1109
SP140L	454.324	SP140L	297.8533
SP140	65.4689	SP140	20.5725
SP1	3644.6407	SP1	3699.9106
SP2	534.1048	SP2	633.7209
SP3	2411.9976	SP3	2183.3631
SP4	195.1888	SP4	251.7889
removed	removed	SP5	9.3918
SP6	278.9281	SP6	36.2254
SPA17	144.3362	SPA17	86.7621
SPAG16	246.6504	SPAG16	394.4544
removed	removed	SPAG17	59.4812
SPAG1	201.2789	SPAG1	146.6905
SPAG4	64.5554	SPAG4	6.2612
SPAG5	241.1693	SPAG5	74.6869
removed	removed	SPAG6	9.3918
SPAG7	774.9695	SPAG7	732.5581
SPAG8	9.7442	SPAG8	9.3918
SPAG9	3403.7759	SPAG9	3432.9159
SPANXB2	7.6127	removed	removed
SPARCL1	8053.2887	SPARCL1	20702.1467
SPARC	134906.2119	SPARC	86732.1109
SPAST	574.2996	SPAST	518.3363
SPATA12	5.1766	removed	removed
SPATA13	577.3752	SPATA13	569.754
SPATA17	45.676	SPATA17	21.9141
SPATA18	330.0853	SPATA18	326.0286
SPATA20	1091.352	SPATA20	848.8372
removed	removed	SPATA22	44.6288
SPATA24	15.5298	SPATA24	25.4919
SPATA2L	125.1523	SPATA2L	185.1521
SPATA2	405.6029	SPATA2	285.3309
SPATA5L1	216.5043	SPATA5L1	154.2934
SPATA5	305.4202	SPATA5	224.9553
SPATA6	147.6857	SPATA6	142.2182
SPATA7	204.6285	SPATA7	203.9356
SPATA9	5.1827	SPATA9	25.5411
SPATS2L	3242.6918	SPATS2L	1881.932
SPATS2	717.1133	SPATS2	260.7335
SPC24	5.7856	removed	removed
SPC25	66.3825	SPC25	6.7084
SPCS1	2168.9373	SPCS1	1368.4347
SPCS2	595.9196	SPCS2	481.6637
SPCS3	3295.3715	SPCS3	2393.5599
SPDEF	2171.7418	SPDEF	330.0537
SPDYA	7.1924	SPDYA	6.1538
SPDYE3	52.3477	SPDYE3	73.6628
SPDYE6	9.1352	SPDYE6	6.7084
SPDYE8P	7.3082	SPDYE8P	9.3918
SPEF1	38.0633	removed	removed
SPEF2	195.4933	SPEF2	136.4043
SPEG	89.525	SPEG	208.8551
SPEN	2064.2509	SPEN	2824.6869
SPESP1	17.0524	SPESP1	63.0546
SPG11	2113.2765	SPG11	2041.1449
SPG20	1028.6236	SPG20	2190.0716
SPG21	2214.0682	SPG21	1768.3363
SPG7	755.1766	SPG7	868.9624
SPHAR	90.5238	SPHAR	102.4374
SPHK1	755.2893	SPHK1	264.9911
SPHK2	266.2424	SPHK2	175.7603
removed	removed	SPHKAP	24.1503
SPI1	875.4568	SPI1	564.4007
SPIN1	2741.4738	SPIN1	2509.839
removed	removed	SPIN2A	11.1807
SPIN2B	56.9823	SPIN2B	98.0546
SPIN3	275.5786	SPIN3	237.9249
SPIN4	96.8331	SPIN4	80.9481
SPINK1	18.8794	removed	removed
SPINK5	89.8295	SPINK5	11.1807
SPINK6	5.4811	removed	removed
SPINT1	3767.0524	SPINT1	822.0036
SPINT2	13350.7917	SPINT2	1724.5081
SPIRE1	628.1973	SPIRE1	899.3739
SPIRE2	28.0146	SPIRE2	34.8837
SPNS1	757.0524	SPNS1	546.0197
SPNS2	636.6931	SPNS2	688.9937
SPNS3	6.3946	removed	removed
SPN	197.3203	SPN	140.8766
SPOCD1	207.3691	SPOCD1	33.9893
SPOCK1	5471.0719	SPOCK1	1061.2701
SPOCK2	225.335	SPOCK2	280.4114
removed	removed	SPOCK3	14.3113
SPON1	2074.2996	SPON1	1519.678
SPON2	1213.4592	SPON2	863.5957
SPOPL	1320.0365	SPOPL	1094.3649
SPOP	1424.1778	SPOP	1297.4061
SPP1	15462.8502	SPP1	611.3596
SPPL2A	1044.458	SPPL2A	872.5403
SPPL2B	395.8587	SPPL2B	465.1163
SPPL3	1239.9513	SPPL3	1117.6208
SPRED1	1619.6711	SPRED1	1442.7549
SPRED2	2045.3715	SPRED2	1318.873
SPRED3	9.1352	removed	removed
SPRN	62.1194	SPRN	38.9088
SPRR1A	47.503	removed	removed
SPRR1B	414.1291	removed	removed
SPRR2D	17.9659	removed	removed
removed	removed	SPRR2F	5.814
SPRR3	644.6407	removed	removed
SPRY1	1438.7942	SPRY1	4968.2469
SPRY2	312.1194	SPRY2	1033.9893
SPRY3	31.3642	SPRY3	81.8426
SPRY4	1853.2278	SPRY4	1114.0429
SPRYD3	1552.0706	SPRYD3	1559.4812
SPRYD4	206.76	SPRYD4	183.8104
SPR	1250.609	SPR	529.0698
SPSB1	1631.2424	SPSB1	1741.5027
SPSB2	131.2424	SPSB2	72.0036
SPSB3	570.341	SPSB3	529.0698
SPSB4	43.5445	SPSB4	68.4258
removed	removed	SPTA1	7.1556
SPTAN1	8703.715	SPTAN1	10739.7138
SPTBN1	6657.7345	SPTBN1	54953.0411
SPTBN2	1046.894	SPTBN2	389.0877
SPTBN4	30.4507	SPTBN4	64.4007
SPTBN5	111.422	SPTBN5	20.5725
SPTB	23.7515	SPTB	71.5564
SPTLC1	2056.3337	SPTLC1	1853.7567
SPTLC2	2835.2619	SPTLC2	2420.8408
SPTLC3	436.6626	SPTLC3	290.6977
SPTY2D1	1444.2753	SPTY2D1	1115.398
SQLE	701.8879	SQLE	232.5581
SQRDL	2327.6492	SQRDL	1401.61
SQSTM1	6988.9068	SQSTM1	14416.2433
SR140	2255.7856	SR140	2042.0394
SRA1	524.3605	SRA1	403.3989
SRBD1	643.7272	SRBD1	524.5975
SRCAP	3433.0085	SRCAP	2913.2379
SRCIN1	207.3691	SRCIN1	65.2952
SRCRB4D	59.0134	SRCRB4D	60.5367
SRC	863.2765	SRC	538.9088
SRD5A1	225.0305	SRD5A1	102.415
SRD5A2	5.7856	removed	removed
SRD5A3	719.2174	SRD5A3	424.839
SREBF1	8641.2911	SREBF1	1631.932
SREBF2	1182.095	SREBF2	1475.8497
SRFBP1	293.849	SRFBP1	317.9785
SRF	1027.1011	SRF	1706.619
SRGAP1	387.637	SRGAP1	424.8658
SRGAP2	1321.8636	SRGAP2	952.5939
SRGAP3	190.9257	SRGAP3	114.9374
SRGN	1538.6724	SRGN	3369.8569
SRI	1198.5384	SRI	1678.4436
SRL	10.3532	SRL	40.6977
SRMS	20.4019	removed	removed
SRM	757.0037	SRM	792.9338
SRP14	4557.8563	SRP14	3780.8587
SRP19	743.246	SRP19	604.1503
SRP54	1625.7613	SRP54	1015.653
SRP68	1946.7113	SRP68	1711.0912
SRP72	3111.4495	SRP72	2477.1914
SRP9	3922.9598	SRP9	2756.2612
SRPK1	1266.7479	SRPK1	747.3166
SRPK2	1326.7357	SRPK2	989.7138
SRPK3	6.6322	SRPK3	10.1565
SRPRB	1197.9294	SRPRB	939.6243
SRPR	3280.4507	SRPR	3195.4383
SRPX2	1311.2058	SRPX2	2466.0107
SRPX	1232.0341	SRPX	2448.5689
SRRD	243.6054	SRRD	230.7692
SRRM1	1839.525	SRRM1	1588.9982
SRRM2	9541.1084	SRRM2	11285.3309
SRRM3	105.0548	SRRM3	84.0787
SRRM5	14.7533	SRRM5	14.915
SRRT	1800.5481	SRRT	1195.4383
SRR	399.6072	SRR	290.0313
SRXN1	795.676	SRXN1	800.0894
SS18L1	279.2326	SS18L1	283.0948
SS18L2	315.1644	SS18L2	198.1216
SS18	2225.335	SS18	1813.5063
SSBP1	1259.4397	SSBP1	826.4758
SSBP2	493.3009	SSBP2	636.4043
SSBP3	752.7406	SSBP3	653.3989
SSBP4	447.0158	SSBP4	446.78
SSB	2761.8575	SSB	3062.8533
SSC5D	780.4507	SSC5D	1237.0304
SSFA2	17578.5627	SSFA2	2926.6547
SSH1	1674.7868	SSH1	1565.7424
SSH2	577.0402	SSH2	867.6208
SSH3	1257.3082	SSH3	727.1914
SSNA1	646.1632	SSNA1	489.7138
SSPN	2114.19	SSPN	3037.5671
removed	removed	SSPO	9.839
SSR1	4299.0256	SSR1	3498.6583
SSR2	4483.8611	SSR2	3087.6565
SSR3	4510.0487	SSR3	3487.9249
SSR4	1660.1705	SSR4	1148.0322
SSRP1	3583.7393	SSRP1	2327.3703
SSSCA1	245.4324	SSSCA1	179.3381
SSTR1	6.3946	SSTR1	46.5116
SSTR2	35.0183	SSTR2	64.4007
SSU72	1654.9939	SSU72	2078.712
SSX2IP	493.3009	SSX2IP	177.9964
ST13	3905.6029	ST13	6707.9606
ST14	2169.3057	ST14	939.6243
ST20	38.8307	ST20	15.9392
ST3GAL1	1327.3447	ST3GAL1	1708.8551
ST3GAL2	595.0061	ST3GAL2	570.2147
ST3GAL3	179.0499	ST3GAL3	395.7961
ST3GAL4	511.5713	ST3GAL4	379.2487
ST3GAL5	750	ST3GAL5	608.6762
ST3GAL6	182.3995	ST3GAL6	146.6905
ST5	2910.475	ST5	1127.0125
ST6GAL1	1599.2692	ST6GAL1	1396.2433
ST6GAL2	549.6346	ST6GAL2	30.4114
ST6GALNAC1	5.1766	ST6GALNAC1	98.39
ST6GALNAC2	509.7442	ST6GALNAC2	454.3828
ST6GALNAC3	55.1157	ST6GALNAC3	275.9392
ST6GALNAC4	290.1949	ST6GALNAC4	229.8748
ST6GALNAC5	371.4982	ST6GALNAC5	109.5707
ST6GALNAC6	1142.5091	ST6GALNAC6	3991.0555
ST7L	325.8222	ST7L	381.932
ST7OT1	14.997	ST7OT1	32.3703
ST7	667.3691	ST7	730.1386
ST8SIA1	260.9622	ST8SIA1	167.7102
ST8SIA2	74.2996	removed	removed
ST8SIA4	653.1669	ST8SIA4	368.9624
ST8SIA6	150.4263	ST8SIA6	42.9338
STAB1	2759.3758	STAB1	4362.8712
removed	removed	STAB2	77.3703
removed	removed	STAC2	1122.093
STAC3	78.5627	STAC3	47.8533
STAC	70.6456	STAC	69.7674
STAG1	1223.4866	STAG1	1454.1011
STAG2	2464.3727	STAG2	2940.966
STAG3L1	47.1985	STAG3L1	59.9284
STAG3L2	22.838	STAG3L2	75.5814
STAG3L3	60.9013	STAG3L3	117.8891
STAG3L4	139.7686	STAG3L4	175.7603
STAG3	14.8934	STAG3	12.7728
STAM2	1105.0548	STAM2	1092.576
STAMBPL1	79.1717	STAMBPL1	184.2576
STAMBP	779.8417	STAMBP	519.2308
STAM	596.5286	STAM	591.6816
STAP2	271.3155	STAP2	147.1377
STARD10	2894.9452	STARD10	441.8605
STARD13	972.2899	STARD13	1226.7442
STARD3NL	692.7527	STARD3NL	656.5295
STARD3	784.4093	STARD3	521.9141
STARD4	66.3825	STARD4	42.9338
STARD5	75.2132	STARD5	91.6816
STARD7	2758.1851	STARD7	2859.6914
STARD8	280.1462	STARD8	604.6512
removed	removed	STAR	6.7084
STAT1	5880.3289	STAT1	4464.2218
STAT2	3016.7479	STAT2	1897.1377
STAT3	8009.1352	STAT3	7347.9428
STAT4	28.9281	STAT4	92.576
STAT5A	760.6577	STAT5A	3155.1878
STAT5B	1876.6748	STAT5B	4555.4562
STAT6	2384.592	STAT6	4630.1431
STAU1	4328.2582	STAU1	2768.3363
STAU2	928.4409	STAU2	847.4955
STBD1	452.503	STBD1	2460.975
STC1	1392.5091	STC1	1749.5528
STC2	2140.3776	STC2	5767.8891
STEAP1	245.1279	STEAP1	745.0805
STEAP2	455.2375	STEAP2	808.1395
STEAP3	977.162	STEAP3	1062.6118
STEAP4	755.7856	STEAP4	4337.2093
STIL	147.3812	STIL	50.5367
STIM1	1273.7515	STIM1	1957.0662
STIM2	510.0487	STIM2	578.2648
STIP1	4039.5859	STIP1	2088.1038
STK10	884.592	STK10	1041.1449
STK11IP	358.4044	STK11IP	241.9499
STK11	555.7247	STK11	736.136
STK16	561.5104	STK16	372.9875
STK17A	976.2485	STK17A	741.5027
STK17B	1820.6456	STK17B	1369.8569
STK19	363.3161	STK19	271.4222
STK24	2832.8258	STK24	2381.932
STK25	1282.8867	STK25	1241.5027
removed	removed	STK32A	9.839
STK32B	538.9769	STK32B	243.2916
STK32C	76.4677	STK32C	122.9875
STK35	615.1035	STK35	896.2433
STK36	438.4896	STK36	284.4365
STK38L	2456.151	STK38L	1605.9928
STK38	1830.9988	STK38	1452.5939
STK39	691.5347	STK39	678.4436
STK3	681.1815	STK3	725.4025
STK40	877.8928	STK40	2238.8193
STK4	1106.2728	STK4	995.0805
STMN1	2914.1291	STMN1	1177.9964
STMN2	211.0231	STMN2	16.9946
STMN3	745.1279	STMN3	463.3274
STMN4	8.5262	removed	removed
STOML1	271.62	STOML1	278.6225
STOML2	936.9671	STOML2	1122.9875
STOM	7802.6797	STOM	10541.5921
STON1-GTF2A1L	11.556	STON1-GTF2A1L	24.4454
STON1	491.8453	STON1	907.7326
STON2	183.313	STON2	211.5385
STOX1	29.8417	STOX1	76.4758
STOX2	7.3082	STOX2	53.6673
STRA13	347.7467	STRA13	232.1109
STRA6	64.8599	STRA6	13.4168
STRADA	536.8453	STRADA	450.805
STRADB	163.2156	STRADB	495.0805
STRAP	2288.6724	STRAP	2424.4186
STRBP	832.8258	STRBP	402.5045
removed	removed	STRC	5.407
STRN3	854.4428	STRN3	949.8882
STRN4	1538.9769	STRN4	1159.2129
STRN	471.6809	STRN	641.771
STS	458.8916	STS	2589.8927
STT3A	2776.4921	STT3A	2426.2075
STT3B	2380.3289	STT3B	2019.678
STUB1	1570.6912	STUB1	1294.3918
STX10	218.9403	STX10	178.8909
STX11	109.6224	STX11	1592.1288
STX12	1948.2339	STX12	2942.7549
STX16	879.1108	STX16	1340.7871
STX17	975.335	STX17	1008.9445
STX18	619.6711	STX18	491.9499
STX19	8.8307	STX19	6.2612
STX1A	150.4233	STX1A	45.1565
STX1B	43.24	STX1B	68.4258
STX2	464.9817	STX2	673.0769
STX3	838.3069	STX3	575.1342
STX4	1091.352	STX4	745.5277
STX5	1050.5481	STX5	945.4383
STX6	1579.2905	STX6	927.2093
STX7	1727.771	STX7	2187.3882
STX8	497.2594	STX8	485.6887
STXBP1	510.3532	STXBP1	1638.1932
STXBP2	832.5213	STXBP2	418.6047
STXBP3	924.7868	STXBP3	1001.3417
STXBP4	283.8002	STXBP4	165.0268
STXBP5	958.5749	STXBP5	540.6172
STXBP6	6.3946	STXBP6	121.1986
STYK1	9.4397	STYK1	26.3864
STYXL1	616.3216	STYXL1	335.4204
STYX	623.9342	STYX	628.8014
SUB1	2451.5834	SUB1	3234.347
SUCLA2	930.5238	SUCLA2	1437.3748
SUCLG1	1381.5469	SUCLG1	2116.2791
SUCLG2	1694.5798	SUCLG2	1671.7352
SUCNR1	15.5298	SUCNR1	75.1342
SUDS3	1378.8063	SUDS3	986.5832
SUFU	711.0231	SUFU	520.5725
SUGT1L1	26.2911	SUGT1L1	29.9597
SUGT1	775.2741	SUGT1	525.0447
SULF1	28950.0609	SULF1	1650.7156
SULF2	12064.5554	SULF2	2480.322
SULT1A1	271.3155	SULT1A1	386.8515
SULT1A2	59.6833	SULT1A2	28.6225
SULT1A3	428.6663	SULT1A3	882.8846
SULT1C4	16.4434	SULT1C4	47.4061
SULT2B1	198.8429	SULT2B1	40.6977
SUMF1	1190.3167	SUMF1	1030.8587
SUMF2	2852.6188	SUMF2	2740.6082
SUMO1P3	113.8855	SUMO1P3	105.0984
SUMO1	1708.2826	SUMO1	1729.4275
SUMO2	3305.7247	SUMO2	2428.8909
SUMO3	2939.0987	SUMO3	2174.8658
SUN1	2192.975	SUN1	3629.2487
SUN2	2877.5883	SUN2	6285.7782
SUOX	504.5676	SUOX	518.7835
SUPT16H	3533.8002	SUPT16H	2906.9767
SUPT3H	98.3557	SUPT3H	103.3095
SUPT4H1	1295.3258	SUPT4H1	885.9481
SUPT5H	2920.5238	SUPT5H	1917.263
SUPT6H	3010.0487	SUPT6H	2949.0161
SUPT7L	918.0877	SUPT7L	855.9928
SUPV3L1	487.2107	SUPV3L1	455.7245
SURF1	799.0256	SURF1	671.288
SURF2	169.3057	SURF2	146.2433
SURF4	6101.7052	SURF4	5896.6905
SURF6	589.525	SURF6	551.4311
SUSD1	344.0926	SUSD1	321.5564
SUSD2	291.1084	SUSD2	194.0966
SUSD3	545.3715	SUSD3	148.4794
SUSD4	205.2375	SUSD4	58.1395
SUSD5	66.078	SUSD5	71.1091
SUV39H1	137.028	SUV39H1	147.1377
SUV39H2	186.0536	SUV39H2	116.2791
SUV420H1	1181.7905	SUV420H1	1309.4812
SUV420H2	149.2083	SUV420H2	64.8479
SUZ12P	149.8173	SUZ12P	99.7317
SUZ12	972.8989	SUZ12	877.4597
SV2A	154.0804	SV2A	47.4061
SV2B	98.3557	SV2B	328.2648
SVEP1	1537.2473	SVEP1	12318.5555
SVIL	2902.5365	SVIL	2864.6288
SVIP	343.7881	SVIP	198.1216
SWAP70	2664.1291	SWAP70	3627.907
SYAP1	1588.916	SYAP1	1107.7818
SYBU	400.1218	SYBU	682.9159
removed	removed	SYCE1L	9.839
removed	removed	SYCE1	48.0993
SYCP2	169.0012	SYCP2	108.6762
SYDE1	699.1474	SYDE1	598.8372
SYDE2	228.0755	SYDE2	201.2522
SYF2	1235.0792	SYF2	1245.975
SYK	956.76	SYK	826.0286
SYMPK	2003.0451	SYMPK	1117.1735
SYN1	20.0974	removed	removed
removed	removed	SYN2	332.737
SYN3	10.9622	SYN3	13.4168
SYNCRIP	4924.7868	SYNCRIP	4576.4758
SYNC	501.5743	SYNC	719.6512
SYNE1	1908.9525	SYNE1	4567.5313
SYNE2	1912.9111	SYNE2	5798.3005
SYNGAP1	365.408	SYNGAP1	272.8086
SYNGR1	173.0877	SYNGR1	452.3301
SYNGR2	3346.5286	SYNGR2	2058.5868
SYNGR3	44.7625	removed	removed
SYNJ1	460.1096	SYNJ1	522.8086
SYNJ2BP	1277.1011	SYNJ2BP	1533.542
SYNJ2	788.9769	SYNJ2	648.4794
SYNM	138.8551	SYNM	10229.8748
SYNPO2L	7.3082	SYNPO2L	8.0501
SYNPO2	1224.1169	SYNPO2	6400.7156
SYNPO	3099.2692	SYNPO	11603.7567
SYNRG	1249.6955	SYNRG	1088.9982
SYPL1	3347.1376	SYPL1	2995.975
SYPL2	27.7101	SYPL2	56.3506
SYP	17.3569	SYP	63.9535
SYS1-DBNDD2	21.6108	SYS1-DBNDD2	6.0286
SYS1	804.8995	SYS1	940.3354
SYT11	992.6918	SYT11	693.6494
SYT12	1133.0694	SYT12	391.3238
SYT13	1750.609	SYT13	19.2308
SYT15	22.5335	SYT15	204.8301
SYT17	310.2923	SYT17	35.7782
SYT1	134.2875	SYT1	66.1896
removed	removed	SYT2	12.5224
SYT3	11.2667	removed	removed
SYT5	21.9245	removed	removed
SYT6	9.1352	SYT6	10.7335
SYT7	243.6054	SYT7	398.4794
removed	removed	SYT8	49.195
SYT9	162.6066	SYT9	33.542
SYTL1	414.4336	SYTL1	122.5403
SYTL2	4428.4409	SYTL2	1112.7013
SYTL3	105.0548	SYTL3	205.2773
SYTL4	806.6382	SYTL4	1584.5259
SYTL5	424.7868	SYTL5	52.3256
SYVN1	1305.4202	SYVN1	1497.3166
TAB1	393.9038	TAB1	505.6306
TAB2	3211.0231	TAB2	2790.2504
TAB3	275.8831	TAB3	795.1699
TAC1	25.8831	TAC1	11.1807
TACC1	3033.4957	TACC1	11169.9463
TACC2	407.7345	TACC2	1687.3882
TACC3	444.8843	TACC3	192.3077
TACO1	420.2192	TACO1	283.542
TACR1	5.4811	TACR1	631.932
TACR2	11.8758	TACR2	14.7585
TACSTD2	11171.1328	TACSTD2	3852.415
TADA1	235.9927	TADA1	183.8104
TADA2A	162.9111	TADA2A	194.9911
TADA2B	999.6955	TADA2B	832.737
TADA3	1722.3203	TADA3	1256.9767
TAF10	679.3544	TAF10	471.3775
TAF11	619.9695	TAF11	418.1574
TAF12	538.9769	TAF12	440.966
TAF13	235.0792	TAF13	274.5975
TAF15	2730.5116	TAF15	2574.6869
TAF1A	106.5773	TAF1A	88.1038
TAF1B	275.5786	TAF1B	278.1753
TAF1C	335.8709	TAF1C	541.5921
TAF1D	429.0743	TAF1D	573.8953
TAF1L	30.1462	TAF1L	46.9589
TAF1	1178.7454	TAF1	1491.5027
TAF2	790.8039	TAF2	765.2057
TAF3	260.3532	TAF3	281.3059
TAF4B	83.7393	TAF4B	252.2361
TAF4	389.7686	TAF4	356.8873
TAF5L	555.4202	TAF5L	681.5742
TAF5	99.5737	TAF5	117.1735
TAF6L	173.8733	TAF6L	185.5993
TAF6	1097.7467	TAF6	656.9767
TAF7	2256.0901	TAF7	2642.6655
TAF8	470.7674	TAF8	570.6619
TAF9B	772.5335	TAF9B	767.4419
TAF9	1150.4963	TAF9	1161.449
TAGAP	193.0572	TAGAP	258.0501
TAGLN2	10749.0865	TAGLN2	11406.0823
TAGLN	19769.2692	TAGLN	20180.0626
TAL1	62.7284	TAL1	172.1825
TALDO1	2968.9403	TALDO1	3120.3041
TANC1	1248.4775	TANC1	1450.3578
TANC2	3258.5262	TANC2	636.4043
TANK	943.3618	TANK	1336.7621
TAOK1	611.4495	TAOK1	1045.1699
TAOK2	1479.9026	TAOK2	1449.4633
TAOK3	1314.2509	TAOK3	1030.4114
TAP1	1478.38	TAP1	1087.6565
TAP2	824.6285	TAP2	1187.6252
TAPBPL	519.2174	TAPBPL	768.7835
TAPBP	4620.5847	TAPBP	2317.5313
TAPT1	673.2643	TAPT1	781.3059
TARBP1	492.9963	TARBP1	417.7102
TARBP2	361.754	TARBP2	192.3077
TARDBP	3532.5822	TARDBP	2954.3828
TARP	9.4397	TARP	20.1252
TARS2	682.3995	TARS2	345.7066
TARSL2	302.6797	TARSL2	326.0286
TARS	2212.8502	TARS	1747.7639
TAS1R3	5.1766	removed	removed
removed	removed	TAS2R14	7.9964
TAS2R20	9.4397	TAS2R20	12.0751
removed	removed	TAS2R5	5.3667
TASP1	244.8234	TASP1	220.9302
TATDN1	290.1949	TATDN1	360.0179
TATDN2	1263.0938	TATDN2	1080.0537
TATDN3	212.8502	TATDN3	396.2433
removed	removed	TAT	173.0769
TAX1BP1	3589.2205	TAX1BP1	3078.2648
TAX1BP3	3069.5585	TAX1BP3	2054.034
TAZ	253.0451	TAZ	278.6225
TBC1D10A	469.6529	TBC1D10A	559.7093
TBC1D10B	1507.0037	TBC1D10B	882.3792
TBC1D10C	49.0256	TBC1D10C	33.0948
TBC1D12	412.6066	TBC1D12	675.3131
TBC1D13	509.4397	TBC1D13	953.0411
TBC1D14	1007.6127	TBC1D14	1851.9678
TBC1D15	975.0305	TBC1D15	1597.9428
