gene_id	TCGA-BH-A18M-01A-11R-A12D-07	gene_id	TCGA-BH-A18M-11A-33R-A12D-07
NCF4	108.3571	NCF4	171.0004
NCK1	557.2125	NCK1	643.0145
NCK2	653.081	NCK2	925.9586
NCKAP1L	412.1242	NCKAP1L	401.0577
NCKAP1	4288.0021	NCKAP1	4118.9952
NCKAP5L	585.8629	NCKAP5L	801.6747
NCKAP5	431.2245	NCKAP5	279.859
NCKIPSD	682.8333	NCKIPSD	733.8034
NCLN	999.0891	NCLN	771.7056
NCL	13246.3783	NCL	10126.0467
NCOA1	2010.6667	NCOA1	2361.3927
NCOA2	1072.5515	NCOA2	959.8942
NCOA3	1470.3506	NCOA3	1499.3389
NCOA4	4346.7721	NCOA4	5401.0577
NCOA5	1420.3961	NCOA5	1234.9052
NCOA6	1875.4959	NCOA6	1634.6408
NCOA7	979.9888	NCOA7	2813.5743
NCOR1	4213.4377	NCOR1	3567.2102
NCOR2	3576.5185	NCOR2	3514.7642
NCRNA00052	291.6459	NCRNA00052	99.1626
NCRNA00081	155.4171	NCRNA00081	207.5364
NCRNA00085	64.2796	NCRNA00085	65.227
NCRNA00086	71.6259	NCRNA00086	246.8048
NCRNA00087	23.1407	NCRNA00087	96.5183
removed	removed	NCRNA00092	10.1366
NCRNA00093	52.5367	NCRNA00093	20.996
NCRNA00094	740.9531	NCRNA00094	585.0992
NCRNA00095	115.7033	NCRNA00095	49.8017
NCRNA00105	22.4207	NCRNA00105	45.3944
NCRNA00107	12.1213	NCRNA00107	18.0696
removed	removed	NCRNA00110	11.0181
NCRNA00115	15.0598	NCRNA00115	11.0181
NCRNA00116	105.0513	NCRNA00116	102.2477
NCRNA00120	45.5467	NCRNA00120	53.3275
NCRNA00152	263.7301	NCRNA00152	90.3482
removed	removed	NCRNA00162	5.7294
NCRNA00171	27.7247	NCRNA00171	25.747
NCRNA00173	23.1407	NCRNA00173	24.6805
NCRNA00174	166.0251	NCRNA00174	165.7118
NCRNA00176	13.5905	NCRNA00176	10.5773
NCRNA00181	150.4327	NCRNA00181	150.9343
NCRNA00182	64.6469	NCRNA00182	82.4152
NCRNA00183	290.1766	NCRNA00183	278.5368
NCRNA00188	11354.7207	NCRNA00188	5864.2574
NCRNA00201	1058.23	NCRNA00201	1042.8559
NCRNA00202	9.5501	NCRNA00202	9.2552
removed	removed	NCRNA00204B	11.4588
NCRNA00219	382.372	NCRNA00219	429.264
NCS1	379.4335	NCS1	327.8978
NCSTN	2975.5223	NCSTN	2682.4328
NDC80	172.2694	NDC80	50.6831
NDE1	832.6783	NDE1	496.4786
NDEL1	758.1323	NDEL1	1271.0445
NDFIP1	3611.0458	NDFIP1	3021.5954
NDFIP2	656.7541	NDFIP2	595.8572
NDNL2	285.0342	NDNL2	470.6919
NDN	388.6163	NDN	893.3451
NDOR1	595.7803	NDOR1	439.8413
NDP	943.9922	NDP	53.7682
NDRG1	2718.8446	NDRG1	6007.933
NDRG2	937.0133	NDRG2	3890.7007
NDRG3	1157.0333	NDRG3	913.6183
NDRG4	49.5871	NDRG4	233.1424
NDST1	5332.6379	NDST1	6081.5337
NDST2	652.3464	NDST2	699.8678
NDST4	60.2392	removed	removed
NDUFA10	2345.6554	NDUFA10	1795.9454
NDUFA11	1119.2001	NDUFA11	875.2755
NDUFA12	513.1351	NDUFA12	436.3156
NDUFA13	1766.8339	NDUFA13	1472.6972
NDUFA1	880.8146	NDUFA1	918.0256
NDUFA2	987.7024	NDUFA2	572.9396
NDUFA3	445.5496	NDUFA3	402.3799
NDUFA4L2	102.4801	NDUFA4L2	238.431
NDUFA4	2351.8997	NDUFA4	1739.9736
NDUFA5	1184.949	NDUFA5	1074.9229
NDUFA6	834.5332	NDUFA6	868.2239
NDUFA7	494.0349	NDUFA7	300.5729
NDUFA8	696.0565	NDUFA8	539.8854
NDUFA9	1158.5025	NDUFA9	815.7779
NDUFAB1	946.5634	NDUFAB1	534.156
NDUFAF1	416.8993	NDUFAF1	282.0626
NDUFAF2	169.6982	NDUFAF2	125.1653
NDUFAF3	656.7541	NDUFAF3	666.3729
NDUFAF4	176.6771	NDUFAF4	204.9361
NDUFB10	1310.5698	NDUFB10	847.9506
NDUFB11	1046.8396	NDUFB11	639.4888
NDUFB1	452.1613	NDUFB1	327.457
NDUFB2	924.521	NDUFB2	731.5954
NDUFB3	578.884	NDUFB3	405.9057
NDUFB4	1649.9662	NDUFB4	1078.8894
NDUFB5	1180.9086	NDUFB5	932.1287
NDUFB6	539.9489	NDUFB6	466.7254
NDUFB7	683.9352	NDUFB7	777.435
NDUFB8	665.566	NDUFB8	862.2124
NDUFB9	2820.2227	NDUFB9	1513.442
NDUFC1	537.745	NDUFC1	433.2305
NDUFC2	2601.672	NDUFC2	1531.9524
NDUFS1	1514.0607	NDUFS1	1228.7351
NDUFS2	2065.7636	NDUFS2	1632.4372
NDUFS3	1551.758	NDUFS3	868.5192
NDUFS4	722.503	NDUFS4	537.2411
NDUFS5	1523.2435	NDUFS5	1238.8717
NDUFS6	697.8931	NDUFS6	469.3698
NDUFS7	475.0595	NDUFS7	496.1701
NDUFS8	1418.9269	NDUFS8	680.0353
NDUFV1	1860.4361	NDUFV1	1748.3473
NDUFV2	1810.4816	NDUFV2	1125.1653
NDUFV3	640.2251	NDUFV3	587.9242
NEAT1	14199.5533	NEAT1	15097.3997
NEBL	2933.7222	NEBL	1970.9123
NEB	14.3252	NEB	23.799
NECAB1	53.9949	NECAB1	251.212
NECAB2	5.5097	NECAB2	33.4949
NECAB3	344.1715	NECAB3	249.8898
NECAP1	764.3766	NECAP1	817.5408
NECAP2	1110.752	NECAP2	1146.7607
NEDD1	690.9142	NEDD1	623.182
NEDD4L	1877.3324	NEDD4L	2217.7171
NEDD4	726.9108	NEDD4	732.0405
NEDD8	1571.7287	NEDD8	1243.7197
NEDD9	1493.1239	NEDD9	4116.3508
NEFH	144.721	NEFH	228.2944
NEFM	8.8155	NEFM	5.8308
NEGR1	201.6544	NEGR1	308.5059
NEIL1	103.582	NEIL1	146.7607
NEIL2	602.0246	NEIL2	421.331
NEIL3	23.1407	NEIL3	7.4923
NEK10	390.0855	NEK10	510.7977
NEK11	388.2489	NEK11	219.9207
NEK1	580.7205	NEK1	544.7334
NEK2	391.5548	NEK2	42.7501
NEK3	128.5593	NEK3	212.8691
NEK4	645.3675	NEK4	545.1741
NEK5	20.5695	removed	removed
NEK6	1126.9137	NEK6	789.3345
NEK7	1240.7805	NEK7	1972.2345
NEK8	124.5188	NEK8	93.4332
NEK9	2009.5648	NEK9	2747.0251
NELF	888.8954	NELF	667.2543
NELL1	433.4283	NELL1	8.3737
NELL2	1439.8637	NELL2	202.2918
NENF	1377.7879	NENF	887.175
NEO1	2420.9544	NEO1	2316.439
NES	1107.0788	NES	3206.2583
NET1	2365.123	NET1	1772.1463
NETO1	8.4482	removed	removed
NETO2	166.3924	NETO2	248.5677
NEU1	1576.8711	NEU1	1252.9749
NEU3	172.6367	NEU3	115.4694
NEURL1B	1018.1893	NEURL1B	1649.6254
NEURL2	6.3435	NEURL2	17.7611
NEURL3	11.754	NEURL3	8.8145
NEURL4	693.3274	NEURL4	644.9361
NEURL	229.9374	NEURL	75.3636
removed	removed	NEUROG2	24.6805
NEXN	486.6886	NEXN	635.963
NF1	2178.8957	NF1	2389.5989
NF2	577.0474	NF2	907.0075
NFAM1	203.8582	NFAM1	268.4002
NFASC	456.6057	NFASC	1041.3751
NFAT5	1436.1905	NFAT5	3117.673
NFATC1	293.4824	NFATC1	494.9317
NFATC2IP	997.6198	NFATC2IP	854.5615
NFATC2	105.0513	NFATC2	95.6368
NFATC3	641.327	NFATC3	1018.5104
NFATC4	1108.9154	NFATC4	1045.8352
NFE2L1	7897.946	NFE2L1	8601.1459
NFE2L2	2789.5485	NFE2L2	3829.643
NFE2L3	269.9744	NFE2L3	279.859
NFE2	32.6908	NFE2	25.1212
NFIA	2687.2557	NFIA	2620.5377
NFIB	1331.8739	NFIB	5343.7638
NFIC	1541.9764	NFIC	1283.8255
NFIL3	363.639	NFIL3	1711.7673
NFIX	1841.7032	NFIX	4702.0714
NFKB1	1521.7743	NFKB1	1514.3235
NFKB2	847.0218	NFKB2	872.1904
NFKBIA	1566.5863	NFKBIA	2138.8277
NFKBIB	211.5718	NFKBIB	250.3305
NFKBID	22.0387	NFKBID	85.5002
NFKBIE	261.8936	NFKBIE	220.8021
NFKBIL1	263.7301	NFKBIL1	366.6814
NFKBIL2	516.4335	NFKBIL2	137.4967
NFKBIZ	397.4318	NFKBIZ	1024.6805
NFRKB	513.5024	NFRKB	880.5641
NFS1	516.0736	NFS1	423.9753
NFU1	535.9084	NFU1	492.2874
NFX1	1268.6962	NFX1	1252.0934
NFXL1	217.8161	NFXL1	225.2093
NFYA	968.2348	NFYA	1141.472
NFYB	907.261	NFYB	873.0718
NFYC	1000	NFYC	935.1609
NGDN	449.2228	NGDN	492.2874
NGEF	36.7312	NGEF	22.0361
NGFRAP1	1047.5743	NGFRAP1	1263.1115
NGFR	394.4933	NGFR	1068.7528
NGF	7.7136	NGF	13.2217
NGLY1	649.0406	NGLY1	575.1432
NGRN	2513.495	NGRN	2318.4398
NHEDC1	6.2443	NHEDC1	6.6108
NHEDC2	89.9915	NHEDC2	156.8973
NHEJ1	222.5912	NHEJ1	202.9572
NHLRC1	84.4818	NHLRC1	46.2759
NHLRC2	247.9357	NHLRC2	228.2944
NHLRC3	710.0144	NHLRC3	869.5461
NHLRC4	53.9949	NHLRC4	38.3429
NHP2L1	1304.6928	NHP2L1	1681.7981
NHP2	1590.0943	NHP2	776.5535
NHSL1	301.196	NHSL1	371.97
NHSL2	178.1464	NHSL2	171.0004
NHS	296.0536	NHS	253.8563
NICN1	551.1078	NICN1	434.4293
NID1	4047.0306	NID1	6633.182
NID2	1562.1786	NID2	1265.3151
NIF3L1	438.938	NIF3L1	369.3257
NINJ1	2832.344	NINJ1	1380.3438
NINJ2	131.1304	NINJ2	74.0414
NINL	316.6231	NINL	400.617
NIN	1469.2486	NIN	1662.4063
NIP7	351.5177	NIP7	479.9471
NIPA1	485.5867	NIPA1	360.952
NIPA2	1027.7394	NIPA2	861.613
removed	removed	NIPAL1	18.9511
NIPAL2	115.336	NIPAL2	268.4002
NIPAL3	689.0776	NIPAL3	995.152
NIPBL	3311.3191	NIPBL	2892.4636
NIPSNAP1	1548.5881	NIPSNAP1	686.6461
NIPSNAP3A	607.167	NIPSNAP3A	441.1635
NIPSNAP3B	39.6697	NIPSNAP3B	128.7087
NISCH	2356.3075	NISCH	3062.1419
NIT1	530.3253	NIT1	500
NIT2	770.2536	NIT2	561.0401
NKAIN1	1755.0175	NKAIN1	128.2503
NKAIN2	7.7136	NKAIN2	22.9176
NKAIN4	11.754	removed	removed
NKAPL	10.2847	NKAPL	49.361
NKAP	362.1698	NKAP	293.9621
NKD1	53.9949	NKD1	33.4949
NKD2	171.5348	NKD2	76.245
NKG7	56.1988	NKG7	61.7012
NKIRAS1	223.3258	NKIRAS1	293.9621
NKIRAS2	904.6898	NKIRAS2	846.6285
NKPD1	11.3867	NKPD1	55.5311
NKRF	288.7074	NKRF	294.8435
NKTR	1785.5044	NKTR	2943.5875
NKX3-1	168.9636	NKX3-1	158.2195
NKX3-2	20.9368	removed	removed
NKX6-1	19.1002	NKX6-1	8.8145
NLE1	344.1715	NLE1	273.6888
NLGN1	8.0809	NLGN1	66.9899
NLGN2	789.7211	NLGN2	840.4584
NLGN3	41.5063	NLGN3	60.8197
NLGN4X	121.213	NLGN4X	172.3226
NLK	546.9278	NLK	413.398
NLN	698.6277	NLN	289.1141
NLRC3	125.9881	NLRC3	130.8947
NLRC4	67.2181	NLRC4	46.2759
NLRC5	883.753	NLRC5	685.3239
NLRP12	11.3867	NLRP12	15.866
removed	removed	NLRP13	6.1701
NLRP1	264.8321	NLRP1	681.7981
NLRP2	1094.2229	NLRP2	208.0212
NLRP3	77.5029	NLRP3	189.5108
NLRP5	34.8947	NLRP5	37.0207
NLRP6	11.3867	removed	removed
NLRP7	13.2232	removed	removed
removed	removed	NLRP9	5.2887
NLRX1	363.639	NLRX1	613.9268
NMB	67.2181	NMB	386.0732
NMD3	1099.3653	NMD3	1097.8405
NME1-NME2	168.1041	NME1-NME2	45.5487
NME1	1153.6944	NME1	446.483
NME2P1	42.9755	NME2P1	33.0542
NME2	4406.8019	NME2	3343.5787
NME3	930.4017	NME3	377.6994
NME4	2286.1509	NME4	1149.8457
NME5	187.3292	NME5	68.312
NME6	275.1168	NME6	164.8303
NME7	320.2521	NME7	273.0366
NMI	550.2336	NMI	376.3773
NMNAT1	369.1487	NMNAT1	343.323
NMNAT2	29.0177	NMNAT2	281.1811
NMNAT3	249.405	NMNAT3	168.3561
NMRAL1	856.9393	NMRAL1	501.5425
NMT1	2727.6601	NMT1	2688.409
NMT2	296.7882	NMT2	829.4403
NMUR1	6.9789	NMUR1	201.4103
NNAT	38.5678	NNAT	313.7946
NNMT	2347.492	NNMT	2226.0908
NNT	1386.9707	NNT	1307.6245
NOB1	748.2149	NOB1	885.8528
NOC2L	1905.9901	NOC2L	1375.1344
NOC3L	548.0297	NOC3L	458.7924
NOC4L	309.2768	NOC4L	217.7171
NOD1	293.8497	NOD1	549.1406
NOD2	305.2364	NOD2	65.227
NODAL	5.1424	NODAL	6.1701
NOL10	620.7575	NOL10	583.9577
NOL11	1151.5236	NOL11	851.9171
NOL12	135.4794	NOL12	210.1675
NOL3	265.5667	NOL3	343.7638
NOL4	7.3462	removed	removed
NOL6	1417.4576	NOL6	1044.513
NOL7	571.905	NOL7	506.8312
NOL8	1035.0857	NOL8	847.5099
NOL9	268.8725	NOL9	213.7506
NOLC1	3005.3481	NOLC1	2186.4257
NOM1	448.8555	NOM1	553.5478
NOMO1	3188.2695	NOMO1	3115.4694
NOMO2	3031.7945	NOMO2	1448.2151
NOMO3	1571.7287	NOMO3	1633.7594
NONO	6425.3916	NONO	5377.2587
NOP10	669.6101	NOP10	535.0375
NOP14	1320.8104	NOP14	887.2279
NOP16	225.5297	NOP16	152.4901
NOP2	851.4296	NOP2	563.6844
NOP56	2012.5033	NOP56	1355.6633
NOP58	1290.3676	NOP58	919.3477
NOS1AP	129.2939	NOS1AP	184.6628
removed	removed	NOS2	26.8841
NOS3	231.1936	NOS3	383.5963
NOSIP	640.2251	NOSIP	594.0943
NOSTRIN	823.8812	NOSTRIN	842.662
NOTCH1	1083.9382	NOTCH1	1802.9969
NOTCH2NL	725.0742	NOTCH2NL	744.8612
NOTCH2	8614.9393	NOTCH2	7668.5765
NOTCH3	3197.085	NOTCH3	4811.8114
NOTCH4	474.9346	NOTCH4	1581.7541
NOTUM	7.3462	removed	removed
NOVA1	466.8538	NOVA1	505.509
NOVA2	33.0581	NOVA2	87.7038
NOV	217.8161	NOV	371.5293
NOX4	292.7478	NOX4	88.1446
removed	removed	NOX5	11.4808
NOXA1	151.3326	NOXA1	78.8894
NOXO1	14.3252	removed	removed
NPAS1	9.1828	NPAS1	11.4588
NPAS2	136.6401	NPAS2	233.5831
NPAS3	69.422	NPAS3	126.0467
removed	removed	NPAS4	12.781
NPAT	437.8361	NPAT	605.9938
NPC1L1	12.1213	NPC1L1	28.2063
NPC1	1111.3433	NPC1	1247.9859
NPC2	2445.197	NPC2	2772.587
NPDC1	1362.7281	NPDC1	1070.0749
NPEPL1	567.8646	NPEPL1	659.762
NPEPPS	2378.7135	NPEPPS	2167.0339
NPFFR2	85.5837	NPFFR2	12.3402
removed	removed	NPFF	13.2217
NPHP1	132.967	NPHP1	169.2375
NPHP3	329.8463	NPHP3	647.8625
NPHP4	254.18	NPHP4	250.3305
NPIPL3	512.5951	NPIPL3	722.4416
NPIP	735.2965	NPIP	857.9022
NPLOC4	2100.6582	NPLOC4	2410.7536
NPL	126.3554	NPL	134.8612
NPM1	16381.3876	NPM1	7578.669
removed	removed	NPM2	26.0026
NPM3	289.442	NPM3	167.9154
NPNT	9454.9822	NPNT	2567.2102
NPR1	275.8514	NPR1	2009.6959
NPR2	272.1783	NPR2	609.5196
NPR3	73.0951	NPR3	263.5522
NPRL2	457.2228	NPRL2	329.2199
NPRL3	999.4564	NPRL3	715.7338
NPTN	2804.4283	NPTN	2267.078
NPTX1	20.9368	NPTX1	110.6214
NPTX2	26.8138	NPTX2	11.8995
NPTXR	715.8914	NPTXR	585.2799
NPY1R	2660.0746	NPY1R	1483.9136
NPY2R	32.3235	NPY2R	269.7223
NPY5R	9.1828	NPY5R	81.9744
NQO1	2386.4271	NQO1	2025.1212
NQO2	479.3424	NQO2	648.7439
NR1D1	356.9319	NR1D1	444.3676
NR1D2	1126.5464	NR1D2	1873.9533
NR1H2	1028.8414	NR1H2	1266.1966
NR1H3	561.253	NR1H3	661.9656
NR1I3	8.0992	removed	removed
NR2C1	274.3822	NR2C1	460.1146
NR2C2AP	315.9766	NR2C2AP	279.7532
NR2C2	1107.4535	NR2C2	1693.636
NR2E3	6.2443	removed	removed
NR2F1	483.7501	NR2F1	562.3623
NR2F2	3200.3908	NR2F2	1665.0507
NR2F6	828.6562	NR2F6	498.0167
NR3C1	1619.112	NR3C1	3747.4658
NR3C2	127.09	NR3C2	504.6276
NR4A1	3748.0532	NR4A1	23903.4817
NR4A2	629.2057	NR4A2	3281.6219
NR4A3	159.7808	NR4A3	4028.2063
NR5A2	130.3958	NR5A2	252.0934
NR6A1	25.7119	NR6A1	14.1031
NRARP	293.8497	NRARP	420.0088
NRAS	1569.5248	NRAS	1310.2688
NRBF2	352.987	NRBF2	484.7951
NRBP1	2430.1372	NRBP1	2066.1084
NRBP2	992.8448	NRBP2	1112.825
NRCAM	834.1659	NRCAM	349.9339
NRD1	2905.4392	NRD1	2644.3367
NRF1	346.0081	NRF1	475.5399
NRG1	77.1356	NRG1	103.1291
NRG2	15.4271	NRG2	138.8277
removed	removed	NRG3	7.0516
NRGN	39.6697	NRGN	62.5826
NRIP1	3816.3733	NRIP1	2648.3032
NRIP2	59.5046	NRIP2	179.3742
NRIP3	402.5741	NRIP3	222.565
NRK	193.2062	NRK	74.4822
NRL	21.8367	NRL	17.6289
NRM	320.6635	NRM	206.2583
NRN1	321.0308	NRN1	1367.5628
NRP1	2757.4124	NRP1	5039.2243
NRP2	1039.8607	NRP2	1217.2763
NRSN2	1045.7377	NRSN2	549.5813
NRTN	6.2443	NRTN	21.1547
NRXN1	5.5097	NRXN1	40.9872
NRXN2	131.8651	NRXN2	200.5289
NRXN3	146.9249	NRXN3	85.5002
NSA2	2146.2049	NSA2	1399.2948
NSD1	4117.9366	NSD1	2851.0357
NSDHL	431.9591	NSDHL	374.6144
NSFL1C	1304.6928	NSFL1C	1336.7122
NSF	1314.2429	NSF	897.7523
NSL1	937.3806	NSL1	620.9784
NSMAF	572.2723	NSMAF	762.8911
NSMCE1	1393.215	NSMCE1	781.4015
NSMCE2	407.3492	NSMCE2	256.9414
NSMCE4A	247.2011	NSMCE4A	536.8004
NSUN2	1431.7828	NSUN2	1284.7069
NSUN3	142.8844	NSUN3	122.5209
NSUN4	766.9478	NSUN4	582.1948
NSUN5P1	60.9738	NSUN5P1	80.2115
NSUN5P2	214.9217	NSUN5P2	233.5126
NSUN5	457.3036	NSUN5	298.81
NSUN6	233.9778	NSUN6	234.9052
NSUN7	96.6031	NSUN7	136.6241
NT5C2	869.4279	NT5C2	1473.3363
NT5C3L	450.692	NT5C3L	476.4213
NT5C3	582.1898	NT5C3	437.197
NT5C	253.8127	NT5C	211.5469
NT5DC1	992.8448	NT5DC1	789.7752
NT5DC2	618.4361	NT5DC2	561.1944
NT5DC3	307.4403	NT5DC3	383.4288
NT5E	441.5092	NT5E	647.8625
NT5M	84.1145	NT5M	50.2424
NTAN1	506.8908	NTAN1	693.6977
NTF3	8.4482	NTF3	22.0361
NTF4	11.6401	NTF4	86.6152
NTHL1	277.688	NTHL1	159.1009
NTM	406.2472	NTM	319.524
NTN1	201.6544	NTN1	246.8048
NTN4	6246.8778	NTN4	5349.4932
NTN5	6.2443	NTN5	22.9176
NTNG1	40.037	NTNG1	9.6959
NTNG2	18.3656	NTNG2	6.6108
NTRK2	869.4279	NTRK2	5235.7867
NTRK3	262.2609	NTRK3	185.1036
removed	removed	NTS	16.7475
NUAK1	1164.7468	NUAK1	1553.9885
NUAK2	367.6795	NUAK2	82.8559
NUB1	1634.4142	NUB1	1629.1582
NUBP1	563.0675	NUBP1	365.5884
NUBP2	1027.3721	NUBP2	588.8056
NUBPL	302.2979	NUBPL	323.4905
NUCB1	5136.4932	NUCB1	6333.6271
NUCB2	1823.3229	NUCB2	1247.9683
NUCKS1	13247.1129	NUCKS1	9200.9696
NUDCD1	462.8133	NUDCD1	454.8259
NUDCD2	426.4494	NUDCD2	331.4235
NUDCD3	2294.599	NUDCD3	2378.1401
NUDC	2000.7493	NUDC	1763.3319
NUDT10	30.8542	NUDT10	44.0723
NUDT11	41.139	NUDT11	70.9564
NUDT12	827.9216	NUDT12	385.1917
NUDT13	11.0194	NUDT13	44.0723
NUDT14	250.1396	NUDT14	291.3178
NUDT15	391.2499	NUDT15	368.2063
NUDT16L1	700.097	NUDT16L1	349.0524
NUDT16P1	53.6276	NUDT16P1	58.1754
NUDT16	708.5452	NUDT16	926.84
NUDT17	22.7734	NUDT17	36.58
NUDT18	143.6191	NUDT18	113.7065
NUDT19	473.4654	NUDT19	320.4055
NUDT1	124.5188	NUDT1	121.1988
NUDT21	4174.87	NUDT21	2840.4584
NUDT22	508.3637	NUDT22	245.6413
NUDT2	257.1185	NUDT2	163.0674
NUDT3	405.5126	NUDT3	365.7999
NUDT4	1132.7907	NUDT4	1126.4874
NUDT5	707.2485	NUDT5	428.8233
NUDT6	113.1358	NUDT6	58.6426
NUDT7	65.3816	NUDT7	108.8585
NUDT8	39.6697	NUDT8	57.294
removed	removed	NUDT9P1	10.1366
NUDT9	667.4062	NUDT9	576.4654
NUF2	85.951	NUF2	28.2063
NUFIP1	231.0393	NUFIP1	200.0881
NUFIP2	3155.5787	NUFIP2	2807.8449
NUMA1	15265.5851	NUMA1	13888.8497
NUMBL	393.024	NUMBL	404.1428
NUMB	1635.641	NUMB	1672.9837
NUP107	905.0572	NUP107	832.5253
NUP133	2635.0974	NUP133	1501.9833
NUP153	1680.0858	NUP153	1534.5967
NUP155	1078.7958	NUP155	607.316
NUP160	1932.4293	NUP160	1417.8052
NUP188	1930.96	NUP188	1373.2922
NUP205	1151.8909	NUP205	1221.2428
NUP210	2672.5633	NUP210	865.5796
NUP214	1762.3637	NUP214	1623.182
NUP35	243.8953	NUP35	256.0599
NUP37	311.1134	NUP37	241.0754
NUP43	1082.4689	NUP43	788.4531
NUP50	1068.8784	NUP50	1260.0264
NUP54	798.9039	NUP54	806.082
NUP62CL	29.7523	NUP62CL	22.9176
NUP62	1449.6268	NUP62	1142.1728
NUP85	656.3868	NUP85	543.4112
NUP88	718.7785	NUP88	667.1089
NUP93	1398.7247	NUP93	734.2442
NUP98	4183.3182	NUP98	2851.0357
NUPL1	1149.6871	NUPL1	1068.312
NUPL2	326.9078	NUPL2	301.0137
NUPR1	1699.186	NUPR1	2137.5055
NUS1	1015.6181	NUS1	1100.9255
NUSAP1	721.7684	NUSAP1	175.4077
NUTF2	987.7024	NUTF2	928.1622
NVL	1475.4929	NVL	466.7254
NWD1	42.2409	NWD1	61.7012
NXF1	1837.6627	NXF1	1955.487
NXNL2	48.1179	NXNL2	22.0361
NXN	725.8088	NXN	777.8757
NXPH2	10.2847	removed	removed
NXPH3	96.9704	NXPH3	197.8845
NXPH4	88.1549	NXPH4	29.0877
NXT1	266.3013	NXT1	284.2662
NXT2	276.2187	NXT2	293.5214
NYNRIN	1576.1365	NYNRIN	1454.8259
OAF	638.0212	OAF	1267.5187
OAS1	2368.4288	OAS1	613.4861
OAS2	5529.8845	OAS2	1453.5037
OAS3	6667.8176	OAS3	1840.8991
OASL	506.5235	OASL	208.9026
OAT	2481.9282	OAT	2588.3649
OAZ1	6934.4862	OAZ1	5602.468
OAZ2	1552.6285	OAZ2	1840.4584
OAZ3	22.924	OAZ3	18.1401
OBFC1	570.0685	OBFC1	728.5148
OBFC2A	137.3747	OBFC2A	347.2896
OBFC2B	737.9301	OBFC2B	397.0912
OBP2A	5.1424	removed	removed
OBP2B	43.3428	OBP2B	32.6135
OBSCN	387.2058	OBSCN	1167.8669
OBSL1	1291.4695	OBSL1	1927.7215
removed	removed	OCA2	15.866
OCEL1	237.2837	OCEL1	240.6346
OCIAD1	2717.3753	OCIAD1	2108.4178
OCIAD2	609.3709	OCIAD2	339.3565
removed	removed	OCLM	5.2887
OCLN	507.2581	OCLN	367.5628
OCRL	1363.0954	OCRL	1123.4024
ODC1	645.0001	ODC1	1037.0207
ODF2L	455.8344	ODF2L	568.0917
ODF2	1298.8158	ODF2	844.8656
ODF3B	112.3975	ODF3B	107.5364
removed	removed	ODF3L1	29.0877
ODZ1	10.2847	ODZ1	53.7682
ODZ2	166.0251	ODZ2	475.0992
ODZ3	822.7792	ODZ3	640.8109
ODZ4	464.2826	ODZ4	364.037
OFD1	742.7052	OFD1	775.6721
removed	removed	OGDHL	8.8145
OGDH	2854.3828	OGDH	2943.1468
OGFOD1	1772.2812	OGFOD1	856.3244
OGFOD2	184.185	OGFOD2	210.0837
OGFRL1	528.9295	OGFRL1	769.502
OGFR	678.4256	OGFR	740.4143
OGG1	334.2541	OGG1	274.1296
OGN	1264.2884	OGN	3896.8709
OGT	2527.1076	OGT	4003.0851
OIP5	60.6689	OIP5	16.4301
OLA1	2145.8376	OLA1	1104.0106
OLFM1	796.3328	OLFM1	739.9736
OLFM2	219.2854	OLFM2	776.5535
OLFM4	14.6925	OLFM4	71.3971
OLFML1	334.9887	OLFML1	555.7514
OLFML2A	797.802	OLFML2A	2156.4566
OLFML2B	1920.6753	OLFML2B	1405.0242
OLFML3	1390.6438	OLFML3	1865.1388
OLR1	257.4858	OLR1	159.9824
OMA1	517.9101	OMA1	323.0498
OMD	520.114	OMD	673.8651
ONECUT2	12.4886	ONECUT2	8.3737
removed	removed	OOEP	5.152
OPA1	1725.9998	OPA1	1672.543
OPA3	496.9733	OPA3	572.4989
removed	removed	OPCML	13.6624
OPHN1	279.5246	OPHN1	431.4676
OPLAH	681.3641	OPLAH	384.751
OPN3	535.6991	OPN3	384.0723
removed	removed	OPRK1	5.2887
OPRL1	93.6646	OPRL1	97.8405
OPTN	1926.9196	OPTN	2583.9577
OR2A1	6.9789	OR2A1	11.0181
OR2A4	39.6697	OR2A4	55.0903
OR2A7	276.2187	OR2A7	275.4517
OR2A9P	148.7614	OR2A9P	381.2252
removed	removed	OR2L13	8.3737
OR2W3	28.3528	OR2W3	13.1027
removed	removed	OR3A2	6.6108
OR51E1	19.4675	OR51E1	58.1754
removed	removed	OR51E2	9.2552
removed	removed	OR5K2	5.2887
OR7E91P	6.6116	removed	removed
ORAI1	335.7233	ORAI1	297.0472
ORAI2	798.5293	ORAI2	716.0776
ORAI3	741.9706	ORAI3	454.8259
ORAOV1	237.2837	ORAOV1	235.346
ORC1L	96.6031	ORC1L	19.8325
ORC2L	466.1191	ORC2L	465.844
ORC3L	772.4575	ORC3L	664.1692
ORC4L	677.3236	ORC4L	623.182
ORC5L	448.8555	ORC5L	300.5729
ORC6L	133.3343	ORC6L	33.0542
ORMDL1	531.5007	ORMDL1	678.2724
ORMDL2	517.0506	ORMDL2	346.7915
ORMDL3	1427.7424	ORMDL3	2587.9242
OS9	5837.3248	OS9	6835.1697
OSBP2	66.8508	OSBP2	99.1626
OSBPL10	592.1072	OSBPL10	451.7409
OSBPL11	564.5588	OSBPL11	542.9705
OSBPL1A	1170.6238	OSBPL1A	1949.7576
OSBPL2	884.1204	OSBPL2	1066.1084
