gene_id	TCGA-BH-A18S-01A-11R-A12D-07	gene_id	TCGA-BH-A18S-11A-43R-A12D-07
TADA2A	209.6707	TADA2A	155.1233
TADA2B	1657.1166	TADA2B	861.9545
TADA3	1766.5993	TADA3	1528.9374
TAF10	750.5034	TAF10	564.5161
TAF11	338.6704	TAF11	547.4383
TAF12	593.7403	TAF12	346.2998
TAF13	220.4481	TAF13	224.3833
TAF15	2248.2442	TAF15	2421.2524
TAF1A	235.4712	TAF1A	109.5825
TAF1B	319.4048	TAF1B	304.5541
TAF1C	429.4656	TAF1C	859.5825
TAF1D	591.9277	TAF1D	618.278
TAF1L	35.9249	TAF1L	38.425
TAF1	1370.3708	TAF1	1361.4801
TAF2	598.6391	TAF2	663.1879
TAF3	251.4741	TAF3	215.8444
TAF4B	67.6041	TAF4B	199.7154
TAF4	469.9627	TAF4	296.4896
TAF5L	1241.6944	TAF5L	666.5085
TAF5	114.633	TAF5	69.26
TAF6L	225.6736	TAF6L	202.5617
TAF6	978.1364	TAF6	768.0266
TAF7	1212.6279	TAF7	2971.537
TAF8	455.9194	TAF8	532.7324
TAF9B	1234.836	TAF9B	737.666
TAF9	1631.6426	TAF9	1119.5446
TAGAP	114.3064	TAGAP	373.3397
TAGLN2	16533.2819	TAGLN2	11523.7192
TAGLN	2191.091	TAGLN	21748.9042
TAL1	24.4942	TAL1	153.7002
TALDO1	2797.2416	TALDO1	2537.0019
TANC1	857.9514	TANC1	1324.9526
TANC2	2024.5302	TANC2	1014.2315
TANK	803.7375	TANK	1968.2163
TAOK1	542.1391	TAOK1	522.296
TAOK2	1379.5153	TAOK2	1319.26
removed	removed	TAOK3	1018.5009
TAP1	1071.8677	TAP1	1480.0759
TAP2	590.3666	TAP2	1144.5493
TAPBPL	488.9082	TAPBPL	516.6082
TAPBP	3321.7448	TAPBP	2815.9393
TAPT1	1459.8564	TAPT1	750
TARBP1	1397.8043	TARBP1	545.5408
TARBP2	281.847	TARBP2	304.5541
TARDBP	3298.8836	TARDBP	3137.0968
removed	removed	TARP	15.6546
TARS2	1558.8131	TARS2	444.0228
TARSL2	261.5984	TARSL2	292.6945
TARS	2160.3915	TARS	1331.5939
removed	removed	TAS2R14	6.4564
TAS2R20	9.4711	TAS2R20	33.2068
removed	removed	TAS2R5	8.0645
TASP1	200.8527	TASP1	258.5389
TATDN1	686.1652	TATDN1	386.148
TATDN2	1177.3562	TATDN2	1160.3416
TATDN3	739.3993	TATDN3	299.3359
TAT	54484.6495	TAT	2565.4649
TAX1BP1	3550.6843	TAX1BP1	3334.4402
TAX1BP3	653.8818	TAX1BP3	1561.1812
TAZ	208.6909	TAZ	328.7476
TBC1D10A	576.1044	TBC1D10A	765.7495
TBC1D10B	1032.6769	TBC1D10B	895.6357
TBC1D10C	21.2283	TBC1D10C	100.5693
TBC1D12	517.3182	TBC1D12	421.7268
TBC1D13	411.5031	TBC1D13	935.0095
TBC1D14	1350.1222	TBC1D14	1774.1935
TBC1D15	1276.3129	TBC1D15	1340.1328
TBC1D16	379.4973	TBC1D16	628.5579
TBC1D17	774.8735	TBC1D17	942.0731
TBC1D19	144.0261	TBC1D19	103.8899
TBC1D1	304.3817	TBC1D1	1227.2296
TBC1D20	1265.5355	TBC1D20	1135.1992
TBC1D22A	258.9857	TBC1D22A	408.9184
TBC1D22B	335.6723	TBC1D22B	420.9583
TBC1D23	932.7405	TBC1D23	981.4991
TBC1D24	407.2575	TBC1D24	393.8046
TBC1D25	358.9222	TBC1D25	457.3055
TBC1D2B	474.8616	TBC1D2B	1702.5617
TBC1D2	630.3183	TBC1D2	662.7135
TBC1D3B	63.0318	TBC1D3B	147.0588
TBC1D3C	12.4104	removed	removed
removed	removed	TBC1D3G	33.6812
removed	removed	TBC1D3H	18.0266
TBC1D3	408.0315	TBC1D3	374.7296
TBC1D4	1558.4865	TBC1D4	1506.167
TBC1D5	1512.1108	TBC1D5	1569.26
TBC1D7	177.2011	TBC1D7	180.2657
TBC1D8B	325.2834	TBC1D8B	249.5256
TBC1D8	1265.8621	TBC1D8	811.6698
TBC1D9B	2998.4209	TBC1D9B	3950.6641
TBC1D9	10672.628	TBC1D9	5927.4194
TBCA	1539.5443	TBCA	1111.9545
TBCB	809.3646	TBCB	740.0901
TBCCD1	323.3239	TBCCD1	234.3454
TBCC	563.3674	TBCC	277.5142
TBCD	1925.6943	TBCD	1420.8017
TBCEL	450.0407	TBCEL	350.0949
TBCE	861.6909	TBCE	282.8605
TBCK	754.9842	TBCK	470.2087
TBK1	913.4717	TBK1	606.2619
TBKBP1	230.2458	TBKBP1	347.2486
TBL1XR1	4280.6125	TBL1XR1	2636.148
TBL1X	786.1016	TBL1X	768.9753
TBL2	1389.6396	TBL2	543.1689
TBL3	774.3444	TBL3	663.6622
TBPL1	102.8758	TBPL1	215.37
TBP	131.2891	TBP	295.0664
TBRG1	540.8686	TBRG1	1028.629
TBRG4	610.0697	TBRG4	666.9829
TBX15	347.8181	TBX15	277.9886
TBX18	11.7572	TBX18	99.1461
TBX19	25.8006	TBX19	79.3643
TBX1	6.2052	TBX1	26.5655
removed	removed	TBX21	22.296
TBX22	7.5116	TBX22	7.1157
TBX2	88.8324	TBX2	107.685
TBX3	1378.5355	TBX3	1883.7761
TBX5	27.7601	TBX5	32.7324
TBX6	44.0896	TBX6	15.1803
TBXA2R	16.3295	TBXA2R	13.2827
TBXAS1	264.2111	TBXAS1	409.8672
TC2N	11081.1919	TC2N	4439.2789
removed	removed	TCAP	5.6926
TCEA1	2029.1024	TCEA1	1193.074
TCEA2	346.5118	TCEA2	357.2106
TCEA3	2427.8686	TCEA3	508.5389
TCEAL1	1114.3244	TCEAL1	573.055
TCEAL2	7.185	TCEAL2	142.315
TCEAL3	1403.0298	TCEAL3	768.0266
TCEAL4	4167.939	TCEAL4	3644.2125
TCEAL5	20.9017	TCEAL5	44.1176
TCEAL6	62.0521	TCEAL6	45.5408
TCEAL7	7.8382	TCEAL7	81.5939
TCEAL8	1140.7782	TCEAL8	800.2846
TCEANC	88.5058	TCEANC	54.0797
TCEB1	567.9397	TCEB1	594.4023
TCEB2	1208.0557	TCEB2	1111.9545
TCEB3	1840.6797	TCEB3	1297.1964
removed	removed	TCERG1L	5.6926
TCERG1	654.8125	TCERG1	880.4554
TCF12	1937.9839	TCF12	1886.6224
removed	removed	TCF15	42.2201
TCF19	180.2776	TCF19	236.2429
TCF20	1376.9026	TCF20	1157.9696
TCF25	1476.5125	TCF25	2055.5028
TCF3	719.4773	TCF3	928.3681
TCF4	478.7806	TCF4	1989.5636
TCF7L1	969.9717	TCF7L1	1104.8387
TCF7L2	239.7169	TCF7L2	970.5882
TCF7	331.1621	TCF7	936.4326
TCFL5	304.7083	TCFL5	361.0057
removed	removed	TCHH	6.167
TCHP	381.7835	TCHP	339.6584
TCIRG1	758.3415	TCIRG1	853.8899
removed	removed	TCN1	986.7173
TCN2	295.2372	TCN2	1151.3283
TCOF1	710.0062	TCOF1	931.6888
TCP10L	15.8919	TCP10L	7.851
TCP11L1	152.2431	TCP11L1	166.5085
TCP11L2	117.8989	TCP11L2	218.2163
TCP1	1738.4375	TCP1	3233.814
TCTA	1719.8219	TCTA	747.6281
removed	removed	TCTE1	6.167
TCTE3	11.4306	TCTE3	43.1689
removed	removed	TCTEX1D1	24.6679
TCTEX1D2	167.214	TCTEX1D2	67.3624
removed	removed	TCTEX1D4	13.7571
TCTN1	1206.6905	TCTN1	560.7211
TCTN2	1108.1192	TCTN2	424.5731
TCTN3	1317.7898	TCTN3	792.2201
TDG	379.8239	TDG	447.3435
TDO2	23.8411	TDO2	8.0645
TDP1	492.824	TDP1	361.9545
TDP2	924.9023	TDP2	910.3416
removed	removed	TDRD10	35.5787
TDRD12	320.316	TDRD12	9.9763
removed	removed	TDRD1	20.8729
TDRD3	349.7777	TDRD3	756.167
TDRD5	514.7055	TDRD5	151.3283
removed	removed	TDRD6	27.5142
TDRD7	636.5235	TDRD7	468.2163
removed	removed	TDRD9	39.3738
TDRKH	784.4687	TDRKH	269.9241
TEAD1	802.1045	TEAD1	2399.4307
TEAD2	291.3181	TEAD2	1043.6433
TEAD3	681.2663	TEAD3	1249.5256
TEAD4	252.4539	TEAD4	185.9583
TECPR1	162.3151	TECPR1	347.2486
TECPR2	695.3097	TECPR2	997.6281
TECR	1901.4058	TECR	1511.3852
TECTA	14.37	TECTA	19.9241
TEC	59.7659	TEC	43.6433
TEF	277.9279	TEF	932.1632
TEKT2	39.1908	TEKT2	20.3985
TEKT3	33.3122	TEKT3	19.4497
removed	removed	TEKT4	11.8596
TEK	151.8643	TEK	949.241
TELO2	293.6042	TELO2	495.7306
TENC1	1589.088	TENC1	4309.2979
TEP1	606.1507	TEP1	1032.2581
removed	removed	TEPP	9.962
TERF1	786.1016	TERF1	564.5161
TERF2IP	2050.9839	TERF2IP	1704.4592
TERF2	994.1393	TERF2	594.8767
TESC	13.0636	TESC	32.7324
TESK1	881.7925	TESK1	1193.074
TESK2	97.3238	TESK2	326.8501
TES	641.4093	TES	2329.241
TET1	37.8844	TET1	52.6565
TET2	707.3935	TET2	771.3472
TET3	678.6536	TET3	566.888
TEX10	494.1304	TEX10	409.8672
TEX14	14.6965	TEX14	7.5901
TEX261	2710.3687	TEX261	1956.3567
TEX264	2073.192	TEX264	850.0949
TEX2	3414.8229	TEX2	2004.2694
TEX9	211.6302	TEX9	69.7343
TFAM	699.8819	TFAM	518.5009
TFAP2A	4411.2223	TFAP2A	1222.4858
TFAP2B	1252.4719	TFAP2B	853.4156
TFAP2C	338.347	TFAP2C	2050.2846
removed	removed	TFAP2E	19.9241
TFAP4	264.8643	TFAP4	123.814
TFB1M	126.3903	TFB1M	149.9051
TFB2M	1053.5787	TFB2M	267.0778
TFCP2L1	165.2544	TFCP2L1	1347.2486
TFCP2	797.8589	TFCP2	562.6186
TFDP1	853.7057	TFDP1	1116.2239
TFDP2	436.6506	TFDP2	303.1309
TFDP3	45.0694	removed	removed
TFE3	1040.1885	TFE3	2049.8102
TFEB	183.2169	TFEB	473.9089
TFEC	93.0781	TFEC	237.1917
TFF1	15870.9578	TFF1	83.4915
TFF3	13102.1295	TFF3	309.7723
TFG	2238.4465	TFG	1537.0019
TFIP11	1329.9782	TFIP11	773.5389
TFPI2	606.1507	TFPI2	178.8425
TFPI	69.8902	TFPI	769.4497
TFPT	177.3611	TFPT	228.7524
TFR2	16.0029	TFR2	10.9108
TFRC	567.2865	TFRC	1702.5617
removed	removed	TF	1966.3188
TGDS	124.7573	TGDS	253.3207
TGFA	15.6763	TGFA	252.8463
TGFB1I1	130.3093	TGFB1I1	751.4231
TGFB1	538.22	TGFB1	544.1176
TGFB2	166.2342	TGFB2	855.7875
TGFB3	1187.4805	TGFB3	619.0702
TGFBI	987.281	TGFBI	2689.2789
TGFBR1	3019.6493	TGFBR1	2261.8596
TGFBR2	832.4774	TGFBR2	7511.3852
TGFBR3	2804.7532	TGFBR3	2983.3966
TGFBRAP1	392.5609	TGFBRAP1	343.9279
TGIF1	1599.6368	TGIF1	1225.3321
TGIF2	253.5251	TGIF2	597.5569
removed	removed	TGM1	45.0664
TGM2	348.1447	TGM2	1096.7742
removed	removed	TGM5	19.4497
TGOLN2	10173.9254	TGOLN2	6872.3909
TGS1	578.0639	TGS1	560.7211
TH1L	1592.7784	TH1L	1305.5028
THADA	1175.7233	THADA	960.6262
THAP10	82.6272	THAP10	40.797
THAP11	665.59	THAP11	444.0228
THAP1	430.7719	THAP1	189.7533
THAP2	134.555	THAP2	100.5693
THAP3	299.3489	THAP3	194.0275
THAP4	1701.2063	THAP4	802.1822
THAP5	906.2867	THAP5	510.9108
THAP6	510.4599	THAP6	312.1442
THAP7	466.0436	THAP7	220.5882
THAP8	126.0637	THAP8	87.2865
THAP9	172.766	THAP9	130.9298
THBD	1019.2868	THBD	1897.5332
THBS1	6950.1575	THBS1	18680.74
THBS2	1731.9057	THBS2	2185.0095
THBS3	531.3779	THBS3	593.1025
THBS4	5.2254	THBS4	1486.7173
THEM4	848.4803	THEM4	260.4364
removed	removed	THEM5	9.0133
THEMIS	7.8382	THEMIS	33.6812
THG1L	197.5868	THG1L	154.649
THNSL1	444.8153	THNSL1	166.5085
THNSL2	819.7404	THNSL2	575.9013
THOC1	482.0465	THOC1	424.0987
THOC2	1329.8737	THOC2	1317.8368
THOC3	403.0118	THOC3	301.2334
THOC4	908.5728	THOC4	598.1973
THOC5	400.0725	THOC5	421.2524
THOC6	265.5796	THOC6	363.8994
THOC7	951.0295	THOC7	793.1689
THOP1	1020.2665	THOP1	500
THPO	92.0983	THPO	10.4364
THRAP3	4376.6299	THRAP3	3842.5047
THRA	641.2623	THRA	1214.9526
THRB	704.4542	THRB	1059.2979
THRSP	51.6012	THRSP	2163.6622
THSD1P1	100.8607	THSD1P1	152.7514
THSD1	78.3816	THSD1	296.0152
THSD4	2620.5565	THSD4	1192.5996
THSD7A	18.9422	THSD7A	185.0095
THSD7B	5.2254	THSD7B	148.9564
THTPA	696.2895	THTPA	342.9791
THUMPD1	1695.0011	THUMPD1	1405.5977
THUMPD2	244.6158	THUMPD2	225.8065
THUMPD3	1425.2379	THUMPD3	726.7552
THY1	959.8474	THY1	1086.3378
THYN1	610.3963	THYN1	657.9696
TIA1	968.3388	TIA1	1785.1044
TIAF1	142.3834	TIAF1	356.4801
TIAL1	1463.1223	TIAL1	1205.408
TIAM1	157.4163	TIAM1	447.3435
TIAM2	21.63	TIAM2	201.2713
TICAM1	655.4657	TICAM1	666.9829
TICAM2	143.2456	TICAM2	32.9554
TIE1	250.821	TIE1	1330.1708
TIFA	562.7142	TIFA	283.2068
TIGD1	55.1937	TIGD1	69.26
TIGD2	155.1302	TIGD2	234.3454
TIGD3	29.7197	TIGD3	8.5389
TIGD4	15.0231	TIGD4	13.7571
TIGD5	116.5926	TIGD5	63.093
TIGD6	504.5812	TIGD6	206.8311
TIGD7	390.5916	TIGD7	213.8378
TIGIT	12.0838	TIGIT	46.9639
TIMELESS	442.8558	TIMELESS	325.9013
TIMM10	509.8067	TIMM10	343.4535
TIMM13	788.3878	TIMM13	674.0987
TIMM16	118.944	TIMM16	87.3008
TIMM17A	1646.9924	TIMM17A	731.9734
TIMM17B	579.0437	TIMM17B	379.981
TIMM22	330.8355	TIMM22	382.3529
TIMM44	353.3702	TIMM44	417.9317
TIMM50	573.1651	TIMM50	532.7324
TIMM8A	121.1648	TIMM8A	87.2865
TIMM8B	215.8759	TIMM8B	390.8918
TIMM9	638.8096	TIMM9	427.4194
TIMP1	7418.1607	TIMP1	2974.8577
TIMP2	2298.539	TIMP2	10657.4953
TIMP3	6559.5561	TIMP3	20096.7742
removed	removed	TIMP4	1660.3416
TINAGL1	111.0405	TINAGL1	2061.1954
TINF2	1525.1744	TINF2	1388.0455
TIPARP	279.5609	TIPARP	2197.3387
TIPIN	188.4423	TIPIN	66.4137
TIPRL	1748.5618	TIPRL	885.6736
TIRAP	310.2603	TIRAP	168.4061
TJAP1	567.6131	TJAP1	517.5522
TJP1	1710.0242	TJP1	2847.2486
TJP2	1026.1451	TJP2	2423.1499
TJP3	945.1509	TJP3	313.093
TK1	1076.1134	TK1	119.5446
TK2	1088.5238	TK2	1770.3985
TKT	2093.4406	TKT	4349.6205
TLCD1	316.1389	TLCD1	42.6945
TLE1	960.8272	TLE1	1117.6471
TLE2	394.1939	TLE2	1225.8065
TLE3	4055.5921	TLE3	1718.6907
TLE4	38.8642	TLE4	567.3624
TLE6	143.3729	TLE6	10.9108
TLK1	2186.1921	TLK1	1471.537
TLK2	783.4889	TLK2	614.3264
TLL1	23.8411	TLL1	260.9108
TLN1	4382.8351	TLN1	11447.8178
TLN2	401.3789	TLN2	2714.8956
TLR10	23.8411	TLR10	28.463
TLR1	194.6475	TLR1	406.5465
TLR2	155.7833	TLR2	776.0911
TLR3	246.2487	TLR3	247.6281
TLR4	251.8007	TLR4	1198.2922
TLR5	881.1393	TLR5	330.6452
TLR6	50.948	TLR6	76.8501
TLR7	184.5232	TLR7	251.4231
TLR8	26.1272	TLR8	75.4269
TLR9	7.8382	TLR9	20.8729
TM2D1	724.3762	TM2D1	318.7856
TM2D2	1234.836	TM2D2	722.0114
TM2D3	798.1855	TM2D3	714.8956
TM4SF18	1639.4808	TM4SF18	602.9412
TM4SF19	8.5926	TM4SF19	92.908
TM4SF1	12476.7101	TM4SF1	12176.4706
TM6SF1	91.7717	TM6SF1	282.7324
TM7SF2	742.9918	TM7SF2	529.8861
TM7SF3	1752.4809	TM7SF3	1043.1689
TM7SF4	6.8584	TM7SF4	30.3605
TM9SF1	3432.4816	TM9SF1	1236.3757
TM9SF2	3732.5948	TM9SF2	3559.7723
TM9SF3	6706.8481	TM9SF3	5585.389
TM9SF4	2244.6517	TM9SF4	1584.4402
TMBIM1	1543.1368	TMBIM1	5921.2524
TMBIM4	2700.1922	TMBIM4	1603.259
TMBIM6	32030.9476	TMBIM6	17154.649
removed	removed	TMC2	6.6414
TMC4	2666.9323	TMC4	699.241
TMC5	1508.8449	TMC5	753.3207
TMC6	621.1738	TMC6	764.2315
TMC7	45.7226	TMC7	111.9545
TMC8	72.8295	TMC8	217.7419
TMCC1	791.9803	TMCC1	900.8539
TMCC2	5.8786	TMCC2	54.5541
TMCC3	214.2429	TMCC3	641.8406
TMCO1	7031.8049	TMCO1	1642.7894
TMCO3	1155.8013	TMCO3	1279.4118
TMCO4	700.5351	TMCO4	775.6167
TMCO6	196.6071	TMCO6	177.4194
TMCO7	349.7777	TMCO7	372.3909
TMED10P1	58.133	TMED10P1	24.1935
TMED10	12339.8689	TMED10	6835.389
TMED1	400.7747	TMED1	491.0199
TMED2	10465.5701	TMED2	4798.3871
TMED3	4124.5026	TMED3	1361.9545
TMED4	1269.128	TMED4	757.1157
TMED5	1693.6947	TMED5	1825.9013
TMED7-TICAM2	194.2654	TMED7-TICAM2	131.0342
TMED7	3816.7113	TMED7	2127.2865
TMED8	927.515	TMED8	377.6091
TMED9	3881.8463	TMED9	2507.5901
TMEFF1	23.5798	TMEFF1	50.5123
removed	removed	TMEM100	239.5636
TMEM101	1841.9665	TMEM101	618.1214
TMEM102	122.7978	TMEM102	159.3928
TMEM104	411.5031	TMEM104	368.1214
TMEM105	11.4306	TMEM105	26.5655
TMEM106A	231.5522	TMEM106A	137.0968
TMEM106B	1935.3711	TMEM106B	1342.9791
TMEM106C	1414.1338	TMEM106C	785.1044
TMEM107	226.0001	TMEM107	191.6509
TMEM108	5.2254	TMEM108	72.5806
TMEM109	2185.5389	TMEM109	2698.2922
TMEM110	311.0964	TMEM110	201.6129
TMEM111	1586.8998	TMEM111	1177.4194
TMEM115	1471.6136	TMEM115	917.9317
TMEM116	439.2633	TMEM116	230.0759
TMEM117	43.1099	TMEM117	93.4535
TMEM119	306.3412	TMEM119	326.8501
TMEM11	561.4079	TMEM11	404.649
TMEM120A	550.3038	TMEM120A	820.2087
TMEM120B	195.0884	TMEM120B	618.5152
TMEM121	94.0579	TMEM121	36.0531
TMEM123	4370.0981	TMEM123	5005.2182
TMEM125	841.6219	TMEM125	200.1898
TMEM126A	341.9395	TMEM126A	217.2676
TMEM126B	556.1824	TMEM126B	463.9469
TMEM127	2453.6692	TMEM127	2213.4725
TMEM128	832.1508	TMEM128	509.962
TMEM129	1016.674	TMEM129	766.129
TMEM130	7.5116	TMEM130	19.9241
TMEM131	1592.7784	TMEM131	1336.8121
TMEM132A	638.1565	TMEM132A	496.6793
removed	removed	TMEM132B	8.0645
removed	removed	TMEM132C	1036.5275
removed	removed	TMEM132E	5.2182
TMEM133	54.5405	TMEM133	127.1347
TMEM134	529.7287	TMEM134	433.5863
TMEM135	884.4052	TMEM135	896.5844
TMEM136	156.7631	TMEM136	244.7818
TMEM138	561.0813	TMEM138	558.3491
TMEM139	704.4542	TMEM139	361.4801
TMEM140	268.8063	TMEM140	900.6262
TMEM141	1418.7061	TMEM141	685.4839
TMEM143	138.4741	TMEM143	154.1746
TMEM144	1176.0499	TMEM144	508.0645
TMEM145	31.6792	removed	removed
TMEM147	1457.8969	TMEM147	823.055
TMEM149	73.6885	TMEM149	124.6157
TMEM14A	816.4745	TMEM14A	328.7476
TMEM14B	996.0989	TMEM14B	713.4725
TMEM14C	2248.2442	TMEM14C	1668.4061
TMEM150A	355.3297	TMEM150A	277.9886
removed	removed	TMEM150B	10.4364
TMEM150C	28.4133	TMEM150C	446.3947
removed	removed	TMEM151B	11.0958
TMEM154	407.9107	TMEM154	200.6641
TMEM156	6.2052	TMEM156	9.4877
TMEM158	11.7572	TMEM158	34.63
TMEM159	887.3445	TMEM159	837.2865
TMEM160	56.5	TMEM160	54.0797
TMEM161A	533.3211	TMEM161A	322.5806
TMEM161B	419.3413	TMEM161B	330.6452
TMEM163	31.026	TMEM163	76.8501
TMEM164	115.2862	TMEM164	709.6774
TMEM165	1650.5848	TMEM165	1203.0361
TMEM167A	2672.8109	TMEM167A	1688.3302
TMEM167B	2488.6143	TMEM167B	1412.7135
TMEM168	1000.018	TMEM168	908.444
TMEM169	5.552	TMEM169	21.8216
TMEM170A	558.4686	TMEM170A	511.8596
TMEM170B	231.5522	TMEM170B	428.8425
TMEM173	254.74	TMEM173	1000
TMEM175	401.3789	TMEM175	330.1708
TMEM176A	257.0262	TMEM176A	751.8975
TMEM176B	566.3067	TMEM176B	1354.3643
TMEM177	210.6504	TMEM177	108.1594
TMEM178	10.1243	TMEM178	70.2087
TMEM179B	1580.368	TMEM179B	683.5863
TMEM17	78.055	TMEM17	57.4004
TMEM180	61.3989	TMEM180	74.9526
TMEM181	2477.1836	TMEM181	1657.0209
TMEM182	105.4885	TMEM182	84.4402
TMEM183A	1411.1945	TMEM183A	770.3985
TMEM184A	305.5215	TMEM184A	200.8681
TMEM184B	1790.78	TMEM184B	1537.1205
TMEM184C	666.8964	TMEM184C	573.5294
TMEM185A	836.7231	TMEM185A	471.537
TMEM185B	871.9948	TMEM185B	551.2334
TMEM186	278.5811	TMEM186	186.4326
TMEM187	408.5638	TMEM187	176.945
TMEM188	356.3095	TMEM188	221.0626
TMEM189	331.1621	TMEM189	849.1461
TMEM18	359.902	TMEM18	592.9744
TMEM191A	26.4538	removed	removed
TMEM192	1005.57	TMEM192	598.1973
TMEM194A	541.4859	TMEM194A	442.1252
TMEM194B	91.1186	TMEM194B	112.9032
removed	removed	TMEM195	9.0133
TMEM198	66.2977	TMEM198	75.0474
TMEM199	627.0524	TMEM199	375.2277
TMEM19	865.7896	TMEM19	630.4554
TMEM200A	39.1908	TMEM200A	300.2846
TMEM200B	277.6732	TMEM200B	276.3425
removed	removed	TMEM200C	10.9108
TMEM201	240.3701	TMEM201	280.8349
TMEM203	957.5613	TMEM203	585.8634
TMEM204	106.7949	TMEM204	161.7647
TMEM205	2184.8858	TMEM205	1129.0323
TMEM206	273.0291	TMEM206	155.5977
TMEM208	750.1768	TMEM208	451.6129
TMEM209	1045.0874	TMEM209	594.8767
removed	removed	TMEM20	146.5844
TMEM214	2894.2388	TMEM214	2143.2638
TMEM216	313.1996	TMEM216	177.8937
TMEM217	5.2875	TMEM217	50.1044
TMEM218	414.769	TMEM218	324.9526
TMEM219	2309.9696	TMEM219	1706.8311
TMEM220	47.3555	TMEM220	269.9241
TMEM222	973.2376	TMEM222	741.9355
TMEM223	420.9743	TMEM223	146.1101
TMEM229B	207.7111	TMEM229B	191.1765
TMEM22	60.0925	TMEM22	241.4611
TMEM231	286.4029	TMEM231	256.5939
TMEM232	103.2024	TMEM232	23.7192
TMEM25	2706.7762	TMEM25	477.2296
TMEM26	2238.1068	TMEM26	511.2049
TMEM27	24.8208	TMEM27	31.3093
TMEM2	341.2863	TMEM2	2296.0152
TMEM30A	2480.1229	TMEM30A	4907.0209
TMEM30B	1673.1195	TMEM30B	462.0493
TMEM33	1863.5214	TMEM33	1255.6926
removed	removed	TMEM35	9.0133
TMEM37	49.9682	TMEM37	1013.2827
TMEM38A	63.685	TMEM38A	58.3491
TMEM38B	18.9422	TMEM38B	89.1841
TMEM39A	849.7867	TMEM39A	574.0038
TMEM39B	280.8672	TMEM39B	251.4231
removed	removed	TMEM40	27.0398
TMEM41A	1136.8591	TMEM41A	518.9753
TMEM41B	1226.9979	TMEM41B	501.4231
TMEM42	218.4886	TMEM42	170.3036
TMEM43	1619.2322	TMEM43	3377.1347
TMEM44	94.711	TMEM44	150.8539
TMEM45A	393.5407	TMEM45A	229.1271
TMEM45B	212.2834	TMEM45B	126.186
TMEM47	135.8614	TMEM47	1608.6338
TMEM48	365.1274	TMEM48	226.2808
TMEM49	2916.1203	TMEM49	3322.1063
TMEM50A	3292.6783	TMEM50A	2471.0626
TMEM50B	1557.5067	TMEM50B	1090.1328
TMEM51	191.3816	TMEM51	527.5142
removed	removed	TMEM52	6.167
TMEM53	159.4183	TMEM53	235.797
TMEM54	1236.7956	TMEM54	487.1917
TMEM55A	75.7688	TMEM55A	270.3985
TMEM55B	659.3848	TMEM55B	644.6869
TMEM56	303.9473	TMEM56	300.2846
TMEM57	1005.57	TMEM57	733.871
TMEM59L	11.1041	TMEM59L	22.296
TMEM59	14600.1969	TMEM59	5480.0759
TMEM5	489.2315	TMEM5	282.7324
TMEM60	393.2141	TMEM60	286.5275
TMEM61	44.0896	TMEM61	58.3491
TMEM62	1294.2754	TMEM62	540.797
TMEM63A	2011.7932	TMEM63A	1601.0436
TMEM63B	1478.7986	TMEM63B	662.2391
TMEM63C	1178.336	TMEM63C	240.9867
TMEM64	237.1042	TMEM64	642.315
TMEM65	389.295	TMEM65	393.7381
TMEM66	8697.4129	TMEM66	6407.4953
TMEM67	385.0494	TMEM67	249.0512
TMEM68	551.9368	TMEM68	322.1063
TMEM69	1026.7983	TMEM69	444.9715
TMEM70	514.0523	TMEM70	697.8178
TMEM71	17.3093	TMEM71	122.3909
TMEM79	503.6015	TMEM79	273.7192
TMEM80	499.3558	TMEM80	334.4402
TMEM81	42.4567	TMEM81	28.463
TMEM84	277.9279	TMEM84	163.6622
TMEM85	1570.8675	TMEM85	1211.9355
TMEM86A	270.4359	TMEM86A	396.3757
TMEM86B	12.737	TMEM86B	61.6698
TMEM87A	4556.2543	TMEM87A	2270.3985
TMEM87B	2093.114	TMEM87B	1197.8178
TMEM88	7.185	TMEM88	136.6224
TMEM8A	701.5149	TMEM8A	800.759
TMEM8B	354.0233	TMEM8B	466.3188
removed	removed	TMEM90A	5.6926
TMEM90B	38.8642	TMEM90B	15.6546
TMEM91	156.799	TMEM91	149.9051
TMEM93	151.4168	TMEM93	173.0313
TMEM97	702.8539	TMEM97	252.4573
TMEM98	1588.8594	TMEM98	963.9469
TMEM99	1204.4632	TMEM99	305.9772
TMEM9B	2373.0015	TMEM9B	1234.3454
TMEM9	5586.3185	TMEM9	1168.4061
TMF1	2039.2267	TMF1	1515.1803
removed	removed	TMIE	11.3852
TMLHE	316.1389	TMLHE	207.7799
TMOD1	41.2352	TMOD1	410.5645
TMOD2	247.2285	TMOD2	586.8121
TMOD3	1407.9286	TMOD3	1270.8729
TMPO	1034.9239	TMPO	973.6954
TMPPE	30.3729	TMPPE	33.6812
TMPRSS13	771.0785	TMPRSS13	539.3738
TMPRSS15	52.2544	removed	removed
TMPRSS2	450.3673	TMPRSS2	518.0266
TMPRSS3	1307.9921	TMPRSS3	701.6129
removed	removed	TMPRSS5	17.0778
TMPRSS6	333.7748	TMPRSS6	26.0911
TMSB10	5530.7982	TMSB10	12890.4175
removed	removed	TMSB15A	14.7059
removed	removed	TMSB15B	44.1176
TMSL3	9503.7631	TMSL3	30442.1252
TMTC1	41.1503	TMTC1	2039.3738
TMTC2	387.3355	TMTC2	398.9564
TMTC3	681.9195	TMTC3	653.2258
TMTC4	214.2429	TMTC4	353.4156
