gene_id	TCGA-E9-A1NF-01A-11R-A14D-07	gene_id	TCGA-E9-A1NF-11A-73R-A14D-07
TCF20	798.7072	TCF20	1049.0826
removed	removed	TCF21	11.4679
TCF25	1870.4608	TCF25	1866.9725
TCF3	1184.4394	TCF3	748.1651
TCF4	4407.7493	TCF4	5316.9725
TCF7L1	452.6008	TCF7L1	1197.2477
TCF7L2	598.7208	TCF7L2	1221.5596
TCF7	79.2516	TCF7	100
TCFL5	490.3691	TCFL5	313.7615
TCHH	41.4832	TCHH	51.3761
TCHP	338.0575	TCHP	332.1101
TCIRG1	1126.2391	TCIRG1	1152.7523
TCN1	54.4855	removed	removed
TCN2	677.9724	TCN2	2023.8532
TCOF1	1184.4394	TCOF1	868.8073
TCP10L	8.049	TCP10L	9.1743
TCP11L1	282.3337	TCP11L1	349.0826
TCP11L2	95.9687	TCP11L2	380.7339
TCP1	6891.0786	TCP1	2987.8073
TCTA	785.0858	TCTA	911.4679
TCTE3	43.3407	TCTE3	9.633
TCTEX1D1	14.8597	TCTEX1D1	13.7615
TCTEX1D2	388.2089	TCTEX1D2	22.0183
TCTEX1D4	8.6681	removed	removed
TCTN1	981.3573	TCTN1	330.7339
TCTN2	642.0615	TCTN2	277.5229
TCTN3	1848.7905	TCTN3	977.5229
TDG	590.0527	TDG	284.8624
TDH	13.0022	removed	removed
TDO2	94.1112	removed	removed
TDP1	687.2597	TDP1	231.1927
TDP2	770.8453	TDP2	778.4404
TDRD10	8.6681	TDRD10	92.6606
TDRD1	58.2004	TDRD1	19.7248
TDRD3	665.5893	TDRD3	486.2385
TDRD5	25.3853	removed	removed
removed	removed	TDRD6	27.5229
TDRD7	469.3179	TDRD7	600.4587
removed	removed	TDRD9	10.0917
TDRKH	185.7459	TDRKH	205.0459
TEAD1	2355.8767	TEAD1	5082.5688
TEAD2	595.0059	TEAD2	608.2569
TEAD3	854.431	TEAD3	493.578
TEAD4	458.1731	TEAD4	113.3028
TECPR1	178.9352	TECPR1	476.6055
TECPR2	788.1816	TECPR2	890.8257
TECR	2529.2395	TECR	1219.7248
TECTA	16.098	TECTA	18.3486
TEC	31.5768	TEC	81.6514
TEF	514.516	TEF	2035.3211
TEKT3	14.2405	TEKT3	12.844
TEKT5	7.4298	removed	removed
TEK	326.9127	TEK	1775.2294
TELO2	964.6402	TELO2	366.5138
TENC1	2077.2579	TENC1	9181.6376
TEP1	638.3466	TEP1	1166.055
TERF1	323.817	TERF1	276.6055
TERF2IP	1427.1474	TERF2IP	1495.8716
TERF2	494.7031	TERF2	645.4128
TESC	19.8129	TESC	48.1651
TESK1	899.01	TESK1	1811.0092
TESK2	64.3919	TESK2	116.9725
TES	1858.6536	TES	842.5459
TET1	68.726	TET1	50.4587
TET2	551.6652	TET2	639.9083
TET3	655.6829	TET3	433.945
TEX10	383.8748	TEX10	247.7064
TEX14	179.5543	TEX14	5.9633
TEX19	35.9109	removed	removed
TEX261	2358.3533	TEX261	3274.3119
TEX264	1066.8004	TEX264	589.4495
TEX2	1503.3032	TEX2	1670.1835
TEX9	80.4899	TEX9	10.5505
TFAM	356.6321	TFAM	404.5872
TFAP2A	755.3665	removed	removed
TFAP2B	2049.396	removed	removed
TFAP2C	611.723	TFAP2C	37.6147
TFAP2E	16.7171	TFAP2E	19.7248
TFAP4	370.2534	TFAP4	141.7431
TFB1M	263.7591	TFB1M	94.0367
TFB2M	285.4295	TFB2M	209.1743
TFCP2L1	179.5543	TFCP2L1	94.9541
TFCP2	700.8811	TFCP2	577.0642
TFDP1	1628.9912	TFDP1	1263.7615
TFDP2	245.1845	TFDP2	301.8349
TFE3	1620.3231	TFE3	3905.5046
TFEB	345.4873	TFEB	338.9908
TFEC	193.1757	TFEC	384.4037
TFF1	391.9238	removed	removed
TFF3	848.8586	TFF3	47.2477
TFG	3280.8911	TFG	1463.7615
TFIP11	886.4845	TFIP11	762.1376
TFPI2	6.1915	TFPI2	188.5321
TFPI	727.5046	TFPI	1919.2661
TFPT	300.9331	TFPT	156.1697
TFR2	60.0578	removed	removed
TFRC	2319.3467	TFRC	2717.4312
TF	6.8107	TF	574.7706
TGDS	244.5654	TGDS	219.2661
TGFA	53.2471	TGFA	76.6055
TGFB1I1	1778.2071	TGFB1I1	618.8073
TGFB1	1816.5945	TGFB1	1461.9266
TGFB2	459.4114	TGFB2	194.9541
TGFB3	2581.8675	TGFB3	483.4862
TGFBI	8175.9137	TGFBI	10945.8716
TGFBR1	2701.364	TGFBR1	1916.055
TGFBR2	6106.0857	TGFBR2	20509.633
TGFBR3	273.6656	TGFBR3	12158.2569
TGFBRAP1	297.8125	TGFBRAP1	540.367
TGIF1	2184.9905	TGIF1	518.3486
TGIF2	289.4354	TGIF2	301.5963
TGM1	8.049	removed	removed
TGM2	968.9742	TGM2	2217.4312
TGM3	8.6681	removed	removed
removed	removed	TGM5	5.5046
TGOLN2	7387.7321	TGOLN2	11463.3028
TGS1	562.1908	TGS1	445.8716
TG	21.6704	TG	9.1743
TH1L	1997.3872	TH1L	838.0734
THADA	1033.3661	THADA	1031.6514
THAP10	66.2494	THAP10	39.4495
THAP11	575.8122	THAP11	450.4587
THAP1	182.0309	THAP1	180.2752
THAP2	129.403	THAP2	95.8716
THAP3	268.3285	THAP3	266.4862
THAP4	574.5739	THAP4	738.9908
THAP5	565.2866	THAP5	484.8624
THAP6	322.5786	THAP6	271.1009
THAP7	332.4851	THAP7	157.3394
THAP8	84.2048	THAP8	112.844
THAP9	99.6836	THAP9	109.1743
THBD	733.077	THBD	1464.2202
THBS1	67739.0394	THBS1	19955.9633
THBS2	44289.2435	THBS2	5166.9725
THBS3	1531.7842	THBS3	1260.6422
THBS4	1081.6601	THBS4	2600.4587
THEM4	273.0464	THEM4	272.0183
removed	removed	THEM5	5.0459
THEMIS	17.9554	THEMIS	13.7615
THG1L	270.5698	THG1L	130.2752
THNSL1	182.0309	THNSL1	111.9266
THNSL2	555.9993	THNSL2	384.4037
THOC1	861.2416	THOC1	270.6422
THOC2	1227.7802	THOC2	1238.0734
THOC3	1265.5485	THOC3	450.9174
THOC4	881.0545	THOC4	422.4771
THOC5	367.1577	THOC5	439.9083
THOC6	841.082	THOC6	202.2752
THOC7	1074.2302	THOC7	713.7615
THOP1	456.3157	THOP1	300.9174
THPO	32.8151	THPO	27.5229
THRAP3	3305.038	THRAP3	3561.9266
THRA	673.0687	THRA	1685.1239
THRB	360.9661	THRB	1774.3119
THRSP	835.8564	THRSP	2922.0183
THSD1P1	134.3562	THSD1P1	116.9725
THSD1	260.0442	THSD1	305.5046
THSD4	1221.5886	THSD4	139.4495
THSD7A	43.9599	THSD7A	398.6239
THSD7B	6.8107	THSD7B	173.3945
THTPA	214.2269	THTPA	367.4312
THUMPD1	1591.842	THUMPD1	1094.9541
THUMPD2	286.6678	THUMPD2	111.0092
THUMPD3	824.7116	THUMPD3	761.0092
THY1	17440.2982	THY1	4132.1101
THYN1	531.8523	THYN1	555.5046
TH	32.8151	removed	removed
TIA1	1507.6373	TIA1	902.7523
TIAF1	332.9433	TIAF1	186.2936
TIAL1	1334.8936	TIAL1	1153.211
TIAM1	196.8906	TIAM1	523.8532
TIAM2	279.1636	TIAM2	38.867
TICAM1	861.8608	TICAM1	463.7615
TICAM2	224.9135	TICAM2	237.9908
TIE1	741.7451	TIE1	1869.7248
TIFA	263.14	TIFA	117.4312
TIGD1	55.1046	TIGD1	42.2018
TIGD2	87.9197	TIGD2	90.367
TIGD3	11.1448	removed	removed
TIGD5	191.3182	TIGD5	94.4954
TIGD6	253.8527	TIGD6	147.2477
TIGD7	352.7066	TIGD7	187.711
TIGIT	64.3919	TIGIT	21.5596
removed	removed	TIMD4	92.2018
TIMELESS	661.2553	TIMELESS	355.9633
TIMM10	346.1065	TIMM10	253.211
TIMM13	1368.947	TIMM13	438.5321
TIMM16	299.93	TIMM16	51.1835
TIMM17A	1253.1654	TIMM17A	743.1193
TIMM17B	796.8498	TIMM17B	235.7798
TIMM22	417.9282	TIMM22	371.1009
TIMM44	766.5113	TIMM44	394.0367
TIMM50	511.4203	TIMM50	494.0367
TIMM8A	95.9687	TIMM8A	66.055
TIMM8B	505.2287	TIMM8B	339.9083
TIMM9	622.2486	TIMM9	372.0183
TIMP1	8552.3587	TIMP1	3180.2752
TIMP2	34000.7801	TIMP2	33918.8073
TIMP3	54349.2394	TIMP3	49931.6514
TIMP4	11.1448	TIMP4	2486.2385
TINAGL1	562.81	TINAGL1	2313.3028
TINF2	1012.315	TINF2	1400.4587
TIPARP	948.5422	TIPARP	1180.2615
TIPIN	118.2582	TIPIN	48.6239
TIPRL	975.1658	TIPRL	676.1468
TIRAP	162.2181	TIRAP	194.4954
TJAP1	346.7256	TJAP1	537.6147
TJP1	2607.8719	TJP1	3813.3028
TJP2	409.8792	TJP2	3302.7523
TJP3	681.6873	removed	removed
TK1	767.7496	TK1	68.8073
TK2	845.1437	TK2	2773.3945
TKT	5821.8945	TKT	6370.6422
TLCD1	154.7882	TLCD1	19.2661
TLE1	888.4844	TLE1	1619.7248
TLE2	179.5543	TLE2	825.6881
TLE3	1566.4568	TLE3	903.211
TLE4	416.6899	TLE4	495.8716
TLE6	34.0534	TLE6	6.422
TLK1	1503.9223	TLK1	1183.4862
TLK2	728.1238	TLK2	543.578
TLL1	331.8659	TLL1	406.8807
TLL2	71.8217	TLL2	13.7615
TLN1	10880.3735	TLN1	32069.7248
TLN2	708.3109	TLN2	7488.5321
removed	removed	TLR10	7.3394
TLR1	225.9908	TLR1	416.5138
TLR2	385.1131	TLR2	370.1835
TLR3	175.8394	TLR3	580.2752
TLR4	815.4243	TLR4	3341.7431
TLR5	94.7304	TLR5	397.7064
TLR6	41.4832	TLR6	108.2569
TLR7	242.7079	TLR7	344.4954
TLR8	39.0066	TLR8	320.1835
TLR9	13.6523	TLR9	27.0413
TLX3	45.1982	removed	removed
TM2D1	357.2512	TM2D1	285.7798
TM2D2	853.8118	TM2D2	743.1193
TM2D3	1930.5187	TM2D3	607.3394
TM4SF18	232.1823	TM4SF18	257.3394
TM4SF19	21.6332	TM4SF19	204.0092
TM4SF1	1864.8885	TM4SF1	2547.7064
TM4SF4	10.5256	removed	removed
TM6SF1	118.8774	TM6SF1	298.1651
TM6SF2	44.3871	removed	removed
TM7SF2	501.5138	TM7SF2	953.211
TM7SF3	1188.1544	TM7SF3	1300.9174
TM7SF4	10.5256	TM7SF4	53.6697
TM9SF1	1544.2973	TM9SF1	1245.8394
TM9SF2	4865.3033	TM9SF2	3753.6697
TM9SF3	6880.0267	TM9SF3	5985.7798
TM9SF4	2199.8502	TM9SF4	1702.7523
TMBIM1	2336.683	TMBIM1	12082.5688
TMBIM4	1929.5218	TMBIM4	1641.7431
TMBIM6	22066.6085	TMBIM6	17047.7064
removed	removed	TMC2	44.0367
TMC3	12.3831	removed	removed
TMC4	1648.185	TMC4	15.1376
TMC5	1204.8715	TMC5	58.7156
TMC6	612.3422	TMC6	589.4495
TMC7	34.6726	TMC7	149.0826
TMC8	148.5967	TMC8	206.422
TMCC1	1138.6221	TMCC1	1023.8532
TMCC2	23.5278	TMCC2	126.1468
TMCC3	162.8372	TMCC3	822.4771
TMCO1	2363.3065	TMCO1	1439.4495
TMCO3	2290.2465	TMCO3	1238.0734
TMCO4	551.0461	TMCO4	533.0275
TMCO6	188.2225	TMCO6	147.2477
TMCO7	308.3381	TMCO7	492.6606
TMED10P1	66.8685	TMED10P1	51.8349
TMED10	14143.3091	TMED10	6904.5872
TMED1	830.5812	TMED1	403.4862
TMED2	9043.966	TMED2	4756.8807
TMED3	4563.7758	TMED3	506.422
TMED4	1173.2947	TMED4	711.0092
TMED5	991.8829	TMED5	2325.6881
TMED7-TICAM2	288.2157	TMED7-TICAM2	135.3716
TMED7	2565.299	TMED7	2099.1147
TMED8	425.9772	TMED8	361.9266
TMED9	5899.9077	TMED9	2610.0917
TMEFF1	168.3724	TMEFF1	67.5321
TMEM100	13.6214	TMEM100	957.3394
TMEM101	242.0888	TMEM101	301.8349
TMEM102	142.4052	TMEM102	73.8532
TMEM104	531.2332	TMEM104	676.6055
TMEM105	71.2026	removed	removed
TMEM106A	203.0821	TMEM106A	341.7431
TMEM106B	1008.6	TMEM106B	1435.7798
TMEM106C	1040.796	TMEM106C	544.0367
TMEM107	181.4118	TMEM107	150
TMEM108	43.9599	TMEM108	37.6147
TMEM109	2904.4461	TMEM109	4634.8624
TMEM110	109.5901	TMEM110	252.2936
TMEM111	907.059	TMEM111	1636.2385
TMEM115	1046.9875	TMEM115	935.7798
TMEM116	235.2781	TMEM116	106.8807
TMEM117	130.6413	TMEM117	142.2018
TMEM119	3411.5323	TMEM119	777.0642
TMEM11	643.919	TMEM11	494.4954
TMEM120A	603.0549	TMEM120A	865.1376
TMEM120B	281.1016	TMEM120B	538.0872
TMEM121	99.6836	TMEM121	11.4679
TMEM123	5470.2157	TMEM123	3037.156
TMEM125	398.7345	removed	removed
TMEM126A	331.8659	TMEM126A	245.8716
TMEM126B	654.4446	TMEM126B	553.6697
TMEM127	2413.4579	TMEM127	2955.5046
TMEM128	508.3245	TMEM128	470.6422
TMEM129	735.5536	TMEM129	919.7248
TMEM130	181.4118	TMEM130	11.9266
TMEM131	1360.898	TMEM131	1675.2294
TMEM132A	941.1124	TMEM132A	127.9817
TMEM132B	18.5746	TMEM132B	9.1743
removed	removed	TMEM132C	2508.2569
TMEM132E	6.1915	TMEM132E	9.1743
TMEM133	129.403	TMEM133	205.0459
TMEM134	931.2059	TMEM134	214.6789
TMEM135	713.2641	TMEM135	1132.5688
TMEM136	177.6969	TMEM136	119.7248
TMEM138	565.2866	TMEM138	453.6697
TMEM139	8.6681	TMEM139	49.5413
TMEM140	605.2653	TMEM140	2398.4954
TMEM141	1210.4439	TMEM141	259.633
removed	removed	TMEM143	167.8899
TMEM144	266.2357	TMEM144	248.6239
TMEM145	9.2873	removed	removed
TMEM147	1087.2324	TMEM147	827.9817
TMEM149	135.0682	TMEM149	101.8211
TMEM14A	981.3573	TMEM14A	224.3119
TMEM14B	638.9348	TMEM14B	733.945
TMEM14C	1620.3231	TMEM14C	1692.2018
TMEM150A	456.9348	TMEM150A	330.2752
TMEM150B	15.4788	TMEM150B	48.6239
TMEM150C	105.256	TMEM150C	132.1101
TMEM151B	10.5751	TMEM151B	5.9862
TMEM154	165.3138	TMEM154	50
TMEM155	8.6681	removed	removed
TMEM156	12.3831	TMEM156	5.0459
TMEM158	326.9127	TMEM158	9.633
TMEM159	1216.6354	TMEM159	971.5596
TMEM160	61.2961	TMEM160	59.633
TMEM161A	580.1462	TMEM161A	260.0917
TMEM161B	184.5076	TMEM161B	150.4587
TMEM163	20.432	TMEM163	18.8073
TMEM164	265.6166	TMEM164	802.2936
TMEM165	1638.2785	TMEM165	946.789
TMEM167A	2914.3526	TMEM167A	2759.1743
TMEM167B	1525.5927	TMEM167B	1488.5321
TMEM168	564.0483	TMEM168	673.8532
TMEM169	81.109	TMEM169	46.3303
TMEM170A	287.9061	TMEM170A	405.9633
TMEM170B	89.158	TMEM170B	678.8991
TMEM171	7.4298	removed	removed
TMEM173	1098.9964	TMEM173	1031.6514
TMEM175	513.2777	TMEM175	358.7156
TMEM176A	1147.2903	TMEM176A	691.7431
TMEM176B	2443.7964	TMEM176B	1794.4954
TMEM177	134.3562	TMEM177	56.8807
TMEM178	55.7238	TMEM178	41.2844
TMEM179B	1552.8354	TMEM179B	773.3945
TMEM17	52.628	TMEM17	83.945
TMEM180	43.9599	TMEM180	82.1101
TMEM181	2180.0373	TMEM181	1540.367
TMEM182	74.2983	TMEM182	56.8807
TMEM183A	1263.691	TMEM183A	637.6147
TMEM184A	140.5229	TMEM184A	15.156
TMEM184B	1834.4509	TMEM184B	2211.8394
TMEM184C	539.2822	TMEM184C	771.5596
TMEM185A	632.1551	TMEM185A	603.211
TMEM185B	406.1643	TMEM185B	483.945
TMEM186	313.2914	TMEM186	149.5413
TMEM187	233.4206	TMEM187	177.5229
TMEM188	348.5831	TMEM188	368.3486
TMEM189-UBE2V1	23.7693	TMEM189-UBE2V1	12.6927
TMEM189	1060.8132	TMEM189	891.4725
TMEM18	285.4295	TMEM18	491.2844
TMEM191A	34.6726	removed	removed
TMEM192	463.1264	TMEM192	728.8991
TMEM194A	521.9459	TMEM194A	393.1193
TMEM194B	130.6413	TMEM194B	141.2844
removed	removed	TMEM195	67.4312
TMEM198	104.0177	TMEM198	16.055
TMEM199	478.6052	TMEM199	303.1972
TMEM19	860.6225	TMEM19	947.2477
TMEM200A	494.084	TMEM200A	50
TMEM200B	271.4862	TMEM200B	412.1239
TMEM201	281.0954	TMEM201	239.9083
TMEM203	979.4998	TMEM203	576.1468
TMEM204	768.3687	TMEM204	451.3761
TMEM205	1665.5212	TMEM205	722.9358
TMEM206	134.3562	TMEM206	106.422
TMEM208	848.8586	TMEM208	316.9725
TMEM209	515.7543	TMEM209	442.6606
TMEM20	52.0088	TMEM20	90.8257
TMEM214	3080.2856	TMEM214	3068.3486
TMEM216	273.6656	TMEM216	145.4128
TMEM217	7.4298	TMEM217	9.9312
TMEM218	218.561	TMEM218	330.7339
TMEM219	3331.6616	TMEM219	1360.0917
TMEM220	52.628	TMEM220	261.9266
TMEM222	1147.9094	TMEM222	700.4587
TMEM223	283.572	TMEM223	154.1284
TMEM229B	262.5208	TMEM229B	62.3853
TMEM22	85.4431	TMEM22	457.3394
TMEM231	191.9312	TMEM231	173.3807
TMEM232	11.1448	TMEM232	10.5505
TMEM233	11.7639	TMEM233	26.1468
TMEM25	586.3378	TMEM25	136.2385
TMEM26	106.4943	TMEM26	16.055
TMEM27	39.0066	removed	removed
TMEM2	2856.7714	TMEM2	1536.6972
TMEM30A	4888.8311	TMEM30A	4322.0183
TMEM30B	1391.2365	TMEM30B	231.6514
TMEM31	8.049	removed	removed
TMEM33	1213.5396	TMEM33	970.1835
TMEM35	8.049	TMEM35	301.3761
TMEM37	155.4074	TMEM37	3641.7431
TMEM38A	26.0044	TMEM38A	25.6881
TMEM38B	52.628	TMEM38B	182.5688
TMEM39A	1051.3216	TMEM39A	572.0183
TMEM39B	304.6232	TMEM39B	234.8624
TMEM40	59.4387	removed	removed
TMEM41A	833.9989	TMEM41A	483.945
TMEM41B	530.614	TMEM41B	295.8716
TMEM42	136.2136	TMEM42	248.6239
TMEM43	2999.7957	TMEM43	6037.156
TMEM44	238.3739	TMEM44	205.9633
TMEM45A	1048.845	TMEM45A	246.789
TMEM45B	61.2961	removed	removed
TMEM47	1486.5861	TMEM47	2216.5138
TMEM48	296.5742	TMEM48	254.5872
TMEM49	3005.9872	TMEM49	1457.3394
TMEM50A	3386.7662	TMEM50A	2542.6606
TMEM50B	645.7764	TMEM50B	1008.2569
TMEM51	303.3849	TMEM51	84.8624
TMEM52	24.7661	TMEM52	7.3394
TMEM53	262.3289	TMEM53	279.578
TMEM54	951.0188	TMEM54	244.4954
TMEM55A	221.6567	TMEM55A	550
TMEM55B	458.7923	TMEM55B	513.7615
TMEM56	24.147	TMEM56	884.867
TMEM57	961.5444	TMEM57	650.4587
TMEM59L	22.2895	removed	removed
TMEM59	5490.0285	TMEM59	4948.1651
TMEM5	389.4472	TMEM5	225.2294
TMEM60	447.0284	TMEM60	236.2385
TMEM61	11.1448	removed	removed
TMEM62	736.7919	TMEM62	351.3761
TMEM63A	977.0232	TMEM63A	1134.4037
TMEM63B	705.8343	TMEM63B	525.2294
TMEM63C	557.2376	removed	removed
TMEM64	549.8078	TMEM64	758.7156
TMEM65	539.9013	TMEM65	335.7798
TMEM66	5631.8146	TMEM66	4768.8073
TMEM67	251.9952	TMEM67	147.7064
TMEM68	365.9193	TMEM68	208.2569
TMEM69	578.9079	TMEM69	356.8807
TMEM70	541.7588	TMEM70	347.2477
TMEM71	29.1002	TMEM71	90.8257
removed	removed	TMEM74	7.7982
TMEM79	209.2737	TMEM79	76.1468
TMEM80	279.2379	TMEM80	292.2018
TMEM81	46.4365	TMEM81	25.6881
TMEM84	279.8571	removed	removed
TMEM85	959.6622	TMEM85	1136.6422
TMEM86A	325.662	TMEM86A	225.2202
TMEM86B	31.5768	TMEM86B	37.6147
TMEM87A	3234.4546	TMEM87A	1569.2661
TMEM87B	1945.9975	TMEM87B	821.1009
TMEM88	15.4788	TMEM88	116.055
TMEM8A	1575.7441	TMEM8A	687.156
TMEM8B	393.1621	TMEM8B	443.578
TMEM90A	24.147	TMEM90A	11.4679
TMEM90B	790.0391	TMEM90B	21.5596
TMEM91	75.5367	TMEM91	125.7569
TMEM92	42.1024	removed	removed
TMEM93	208.5864	TMEM93	147.789
TMEM97	309.2483	TMEM97	88.5321
TMEM98	1131.8115	TMEM98	436.2385
TMEM99	515.7543	TMEM99	168.8073
TMEM9B	1205.4906	TMEM9B	970.6422
TMEM9	2313.7743	TMEM9	646.789
TMF1	1238.3058	TMF1	1392.2018
removed	removed	TMIE	8.2569
TMLHE	227.2291	TMLHE	309.1743
TMOD1	102.5627	TMOD1	656.5596
TMOD2	437.7411	TMOD2	880.7339
TMOD3	1498.9691	TMOD3	2216.9725
TMPO	926.1351	TMPO	745.3578
TMPPE	24.7661	TMPPE	49.5413
TMPRSS13	368.396	TMPRSS13	7.7982
TMPRSS2	256.3293	removed	removed
TMPRSS3	146.7392	removed	removed
removed	removed	TMPRSS5	5.5046
TMPRSS6	76.1558	removed	removed
TMSB10	21626.3908	TMSB10	9620.1835
TMSB15A	23.5278	removed	removed
TMSB15B	43.9599	TMSB15B	14.6789
TMSL3	28048.8635	TMSL3	38411.4679
TMTC1	172.1245	TMTC1	3676.6055
TMTC2	218.561	TMTC2	247.7064
TMTC3	1016.649	TMTC3	621.1009
TMTC4	615.438	TMTC4	302.2936
TMUB1	416.0707	TMUB1	212.3853
TMUB2	700.2619	TMUB2	733.945
TMX1	1235.21	TMX1	1037.156
TMX2	1442.6262	TMX2	1525.2294
TMX3	1150.386	TMX3	1577.0642
TMX4	745.4601	TMX4	1116.5138
TNC	4862.2075	TNC	2549.5413
TNFAIP1	1554.049	TNFAIP1	1465.4587
TNFAIP2	2556.4822	TNFAIP2	2977.9817
TNFAIP3	466.8413	TNFAIP3	985.7798
TNFAIP6	590.6718	TNFAIP6	319.7248
TNFAIP8L1	232.8015	TNFAIP8L1	140.367
TNFAIP8L2	135.5945	TNFAIP8L2	140.8257
TNFAIP8L3	82.3473	TNFAIP8L3	87.156
TNFAIP8	228.4674	TNFAIP8	765.1376
TNFRSF10A	56.9621	TNFRSF10A	108.7156
TNFRSF10B	567.144	TNFRSF10B	811.9266
TNFRSF10C	24.147	TNFRSF10C	46.789
TNFRSF10D	47.6748	TNFRSF10D	135.7798
TNFRSF11A	39.6258	TNFRSF11A	169.2661
TNFRSF11B	112.0667	TNFRSF11B	204.5872
TNFRSF12A	1225.9227	TNFRSF12A	194.4954
TNFRSF14	747.7138	TNFRSF14	741.3945
TNFRSF18	132.4987	TNFRSF18	8.7156
TNFRSF19	946.0656	TNFRSF19	93.1193
TNFRSF1A	3207.2119	TNFRSF1A	3846.789
TNFRSF1B	739.8877	TNFRSF1B	3162.844
TNFRSF21	747.9367	TNFRSF21	3209.1743
TNFRSF25	30.9576	TNFRSF25	81.6514
TNFRSF4	81.7282	TNFRSF4	30.2752
TNFRSF6B	27.5461	TNFRSF6B	25.4083
TNFRSF8	14.2405	TNFRSF8	89.9083
TNFRSF9	21.0512	removed	removed
TNFSF10	7812.471	TNFSF10	1961.0092
TNFSF11	17.9554	removed	removed
TNFSF12-TNFSF13	240.5533	TNFSF12-TNFSF13	155.2339
TNFSF12	801.8277	TNFSF12	1289.2202
TNFSF13B	225.9908	TNFSF13B	97.2477
TNFSF13	1042.3005	TNFSF13	625.2706
TNFSF14	7.4298	TNFSF14	10.5505
TNFSF15	8.049	TNFSF15	9.1743
TNFSF4	868.6715	TNFSF4	151.8349
TNFSF8	76.1558	TNFSF8	208.7156
TNFSF9	22.9087	TNFSF9	71.1009
TNF	26.6236	TNF	8.2569
TNIK	487.2733	TNIK	126.6055
TNIP1	2689.6001	TNIP1	6807.7982
TNIP2	688.498	TNIP2	627.0642
TNK1	420.4048	TNK1	43.578
TNK2	1127.4093	TNK2	613.2477
TNKS1BP1	4424.4664	TNKS1BP1	7990.8257
TNKS2	2020.915	TNKS2	2116.9725
TNKS	1281.504	TNKS	1372.3257
removed	removed	TNMD	836.6972
removed	removed	TNNC1	5.9633
TNNC2	6.1915	TNNC2	19.7248
TNNI1	27.2427	removed	removed
TNNI3K	9.956	TNNI3K	22.0459
TNNT1	93.4921	removed	removed
TNNT2	5.5724	removed	removed
removed	removed	TNNT3	570.1835
TNN	284.8103	TNN	310.5505
TNPO1	2545.9566	TNPO1	3062.3853
TNPO2	1872.9374	TNPO2	1871.1009
TNPO3	994.9787	TNPO3	1202.7523
TNRC18	1885.9397	TNRC18	2321.1009
TNRC6A	1684.715	TNRC6A	1986.2385
TNRC6B	494.084	TNRC6B	959.633
TNRC6C	424.7946	TNRC6C	769.6743
TNS1	2995.4616	TNS1	65284.8624
TNS3	2836.3393	TNS3	6403.6697
TNS4	94.7304	removed	removed
TNXB	244.522	TNXB	58288.8899
TOB1	1759.1619	TOB1	823.7798
TOB2	1411.6686	TOB2	3121.5596
TOE1	254.2304	TOE1	171.6147
TOLLIP	964.021	TOLLIP	1175.6881
TOM1L1	474.8841	TOM1L1	249.7477
TOM1L2	682.3065	TOM1L2	2000.9174
TOM1	1287.838	TOM1	1129.3578
TOMM20	3506.8819	TOMM20	3475.2294
TOMM22	1077.9452	TOMM22	759.1743
TOMM34	1536.7374	TOMM34	327.0642
TOMM40L	659.6145	TOMM40L	445.6468
TOMM40	843.2862	TOMM40	472.4771
TOMM5	869.2844	TOMM5	618.344
TOMM6	1634.2478	TOMM6	1035.6514
TOMM70A	2977.308	TOMM70A	1931.1927
TOMM7	3335.9957	TOMM7	1576.6055
TOP1MT	518.231	TOP1MT	194.4954
TOP1P1	106.4943	TOP1P1	52.2936
TOP1	3042.511	TOP1	1388.0734
TOP2A	1363.3746	TOP2A	173.3945
TOP2B	2731.7025	TOP2B	3162.3853
TOP3A	376.4449	TOP3A	398.6239
TOP3B	260.6634	TOP3B	269.7248
TOPBP1	869.9098	TOPBP1	850.9174
TOPORS	461.2689	TOPORS	640.367
TOR1AIP1	1647.5658	TOR1AIP1	2618.3486
TOR1AIP2	443.3135	TOR1AIP2	500.9174
TOR1A	1217.8737	TOR1A	838.9908
TOR1B	652.5871	TOR1B	543.578
TOR2A	435.2645	TOR2A	132.5688
TOR3A	1157.1967	TOR3A	570.6422
TOX2	40.8641	TOX2	107.7982
TOX3	134.9753	removed	removed
TOX4	1119.9485	TOX4	1854.8532
TOX	29.1002	TOX	48.1651
TP53BP1	1326.8446	TP53BP1	1087.156
TP53BP2	822.235	TP53BP2	818.3486
TP53I11	3129.8178	TP53I11	2365.1376
TP53I13	536.8055	TP53I13	435.7798
TP53I3	470.5562	TP53I3	266.055
TP53INP1	1840.7415	TP53INP1	756.8807
TP53INP2	941.1124	TP53INP2	844.4954
TP53RK	496.5606	TP53RK	286.6972
TP53TG1	946.0656	TP53TG1	155.0459
removed	removed	TP53	796.3303
TP63	9.9064	TP63	6.8807
TP73	11.7639	removed	removed
TPBG	1115.7135	TPBG	374.3119
TPCN1	1181.9628	TPCN1	2122.4771
TPCN2	208.314	TPCN2	506.5229
TPD52L1	1881.6056	TPD52L1	308.2569
TPD52L2	2784.9496	TPD52L2	3455.0459
TPD52	5794.1007	TPD52	224.9358
TPI1P2	17.3363	TPI1P2	5.0459
TPI1	8276.8356	TPI1	3584.4037
TPK1	102.1602	TPK1	160.5505
TPM1	12606.4169	TPM1	3227.6606
TPM2	6124.6602	TPM2	2548.1651
