gene_id	TCGA-E2-A15K-01A-11R-A12P-07	gene_id	TCGA-E2-A15K-11A-13R-A12P-07
SUMF2	3122.3806	SUMF2	3638.9023
SUMO1P3	185.2454	SUMO1P3	177.6601
SUMO1	2509.2336	SUMO1	1873.3751
SUMO2	3276.2415	SUMO2	2783.8228
SUMO3	2073.6772	SUMO3	2588.3486
SUN1	1939.7187	SUN1	2142.5132
SUN2	2696.01	SUN2	7844.0058
SUOX	895.6081	SUOX	615.3105
SUPT16H	5345.3258	SUPT16H	2177.1786
SUPT3H	155.7746	SUPT3H	133.8469
SUPT4H1	1327.6318	SUPT4H1	1601.6659
SUPT5H	2611.042	SUPT5H	2854.1165
SUPT6H	3290.7856	SUPT6H	2971.1122
SUPT7L	926.6099	SUPT7L	738.5652
SUPV3L1	445.5076	SUPV3L1	484.8339
SURF1	787.6758	SURF1	1197.4001
SURF2	214.3336	SURF2	484.3524
SURF4	5095.7803	SURF4	5724.6028
SURF6	556.5018	SURF6	837.7468
SUSD1	182.1835	SUSD1	176.6972
SUSD2	498.7083	SUSD2	1026.4805
SUSD3	56.2626	SUSD3	208.9552
SUSD4	403.4064	SUSD4	199.8074
SUSD5	50.9042	SUSD5	76.0713
SUV39H1	321.1176	SUV39H1	276.8416
SUV39H2	201.3204	SUV39H2	79.923
SUV420H1	1046.0243	SUV420H1	771.7862
SUV420H2	280.5473	SUV420H2	220.5104
SUZ12P	157.3055	SUZ12P	139.6245
SUZ12	1240.0727	SUZ12	442.9466
SV2A	27.1744	SV2A	172.364
SV2B	20.2851	SV2B	179.1045
SVEP1	161.1329	SVEP1	4246.6057
SVIL	1655.2292	SVIL	2647.9297
SVIP	466.941	SVIP	209.9182
SVOPL	29.0881	SVOPL	28.8878
SWAP70	1633.5279	SWAP70	2024.5546
SYAP1	1587.5993	SYAP1	675.012
SYBU	1066.6922	SYBU	570.053
removed	removed	SYCE1L	100.6259
SYCE1	400.2641	SYCE1	124.4295
SYCE2	46.3114	SYCE2	5.2961
SYCP2	215.4818	SYCP2	98.7
SYDE1	197.4931	SYDE1	902.2629
SYDE2	142.3787	SYDE2	45.739
SYF2	1120.2756	SYF2	1783.8228
SYK	470.7683	SYK	532.0173
SYMPK	2450.6746	SYMPK	1991.8151
SYN1	8.4202	SYN1	29.8507
removed	removed	SYN2	353.8758
removed	removed	SYN3	7.222
SYNCRIP	4396.1343	SYNCRIP	2713.5291
SYNC	389.5819	SYNC	673.4184
SYNE1	572.194	SYNE1	1820.4141
SYNE2	4784.9967	SYNE2	3226.7694
SYNGAP1	508.2767	SYNGAP1	486.2783
SYNGR1	498.7848	SYNGR1	945.6668
SYNGR2	5473.1605	SYNGR2	4641.3096
SYNGR3	210.8889	SYNGR3	23.5917
SYNGR4	9.5685	removed	removed
SYNJ1	292.4122	SYNJ1	232.0655
SYNJ2BP	2407.0424	SYNJ2BP	879.1526
SYNJ2	840.111	SYNJ2	334.1358
SYNM	79.6096	SYNM	14741.454
SYNPO2L	23.7298	removed	removed
SYNPO2	207.827	SYNPO2	3108.3293
SYNPO	1151.6601	SYNPO	8397.689
SYNRG	906.3248	SYNRG	677.9008
SYPL1	3952.1577	SYPL1	2695.715
SYPL2	9.9512	SYPL2	26.4805
SYP	22.1988	SYP	102.5518
SYS1-DBNDD2	15.6196	SYS1-DBNDD2	24.935
SYS1	1394.8713	SYS1	1179.4271
SYT11	270.5961	SYT11	564.7569
SYT12	2918.7638	SYT12	1170.9196
SYT13	1891.1109	SYT13	29.3693
SYT15	61.6209	SYT15	321.6177
SYT17	581.3798	SYT17	62.5903
SYT1	393.0724	SYT1	89.0708
SYT2	8.803	SYT2	6.7405
removed	removed	SYT3	12.9995
removed	removed	SYT6	10.5922
SYT7	771.6008	SYT7	740.4911
SYT8	9.5685	SYT8	606.6442
SYT9	1119.1274	SYT9	27.4434
SYTL1	768.9216	SYTL1	742.8984
SYTL2	2354.2245	SYTL2	517.5734
SYTL3	212.4199	SYTL3	162.2532
SYTL4	654.4828	SYTL4	818.0067
SYTL5	497.9428	SYTL5	21.6659
SYVN1	2100.0861	SYVN1	1798.2667
TAB1	784.9201	TAB1	1033.1488
TAB2	1106.497	TAB2	1360.6163
TAB3	832.0735	TAB3	383.2451
removed	removed	TAC1	17.3327
TACC1	1098.0767	TACC1	3967.2605
TACC2	716.4865	TACC2	936.4468
TACC3	1904.124	TACC3	403.948
TACO1	467.3237	TACO1	434.2802
TACR1	21.0506	TACR1	779.4896
TACR2	14.1613	TACR2	20.2215
TACSTD2	8021.8161	TACSTD2	16340.3948
TADA1	302.7461	TADA1	222.9177
TADA2A	231.1741	TADA2A	135.7727
TADA2B	1208.6882	TADA2B	873.3751
TADA3	2128.1064	TADA3	2307.7708
TAF10	693.5222	TAF10	1319.6919
TAF11	603.5786	TAF11	521.9066
TAF12	530.0928	TAF12	488.6856
TAF13	158.071	TAF13	98.2186
TAF15	2033.8724	TAF15	3289.8411
TAF1A	93.0055	TAF1A	48.6278
TAF1B	290.8813	TAF1B	109.7737
TAF1C	434.4082	TAF1C	985.0746
TAF1D	288.6078	TAF1D	576.3024
TAF1L	22.9643	TAF1L	17.3327
TAF1	1113.769	TAF1	841.117
TAF2	706.1525	TAF2	278.7675
TAF3	307.7217	TAF3	156.4757
TAF4B	37.1256	TAF4B	103.0332
TAF4	505.5976	TAF4	350.5055
TAF5L	839.7283	TAF5L	510.8329
TAF5	115.9698	TAF5	138.1801
TAF6L	122.0936	TAF6L	317.766
TAF6	1506.076	TAF6	1630.2359
TAF7	2311.7405	TAF7	2359.1719
TAF8	405.3201	TAF8	534.9061
TAF9B	920.4861	TAF9B	589.793
TAF9	1092.3357	TAF9	937.1305
TAGAP	203.6169	TAGAP	251.8055
TAGLN2	10604.9182	TAGLN2	19479.0563
TAGLN	2619.8986	TAGLN	47144.2176
TAL1	32.15	TAL1	274.4343
TALDO1	3609.224	TALDO1	3706.7886
TANC1	1152.4256	TANC1	918.6326
TANC2	2165.9171	TANC2	473.7602
TANK	783.083	TANK	1131.4396
TAOK1	247.6318	TAOK1	39.48
TAOK2	2736.1975	TAOK2	2146.3649
TAOK3	1047.938	TAOK3	684.1598
TAP1	2770.644	TAP1	2187.7708
TAP2	1046.5869	TAP2	1359.0178
TAPBPL	540.4765	TAPBPL	592.6914
TAPBP	6620.2277	TAPBP	6580.6452
TAPT1	434.7909	TAPT1	649.013
TARBP1	1100.3732	TARBP1	380.8377
TARBP2	500.2392	TARBP2	464.131
TARDBP	3891.685	TARDBP	3015.4068
TARP	19.9024	TARP	32.7395
TARS2	1704.7173	TARS2	519.9807
TARSL2	105.2531	TARSL2	231.1026
TARS	1115.3	TARS	941.7429
TAS1R3	10.3339	removed	removed
TAS2R14	7.4098	TAS2R14	5.662
TAS2R20	12.6304	TAS2R20	19.2585
TASP1	158.8365	TASP1	143.4762
TATDN1	214.7163	TATDN1	260.4718
TATDN2	1355.6597	TATDN2	1215.2143
TATDN3	392.307	TATDN3	205.1035
removed	removed	TAT	21.1844
TAX1BP1	2622.1414	TAX1BP1	1990.8522
TAX1BP3	2354.6225	TAX1BP3	3774.8002
TAZ	405.3201	TAZ	478.5749
TBC1D10A	605.3507	TBC1D10A	962.9706
TBC1D10B	2563.1997	TBC1D10B	1830.0433
TBC1D10C	213.1853	TBC1D10C	159.8459
TBC1D12	375.4665	TBC1D12	316.8031
TBC1D13	803.7508	TBC1D13	1512.2773
TBC1D14	1430.6765	TBC1D14	2009.1478
TBC1D15	833.6044	TBC1D15	906.1146
TBC1D16	524.3517	TBC1D16	381.3192
TBC1D17	1209.0211	TBC1D17	1604.8002
TBC1D19	99.512	TBC1D19	73.6639
TBC1D1	1098.0767	TBC1D1	1409.7256
TBC1D20	1384.7479	TBC1D20	1353.8758
TBC1D22A	404.1718	TBC1D22A	684.6413
TBC1D22B	544.1929	TBC1D22B	403.1343
TBC1D23	682.4227	TBC1D23	523.8325
TBC1D24	519.778	TBC1D24	260.9533
TBC1D25	300.4497	TBC1D25	568.6086
TBC1D2B	1158.9322	TBC1D2B	2148.2908
TBC1D2	628.4566	TBC1D2	508.9071
TBC1D3B	121.3281	TBC1D3B	153.5869
TBC1D3C	16.4578	TBC1D3C	39.9615
TBC1D3G	13.7786	TBC1D3G	17.8142
TBC1D3H	27.1744	TBC1D3H	5.7776
TBC1D3	278.0366	TBC1D3	173.8084
TBC1D4	677.8299	TBC1D4	1039.48
TBC1D5	1395.4645	TBC1D5	1388.0597
TBC1D7	287.8193	TBC1D7	155.9942
TBC1D8B	177.9734	TBC1D8B	112.181
TBC1D8	1405.7985	TBC1D8	800.674
TBC1D9B	3231.4611	TBC1D9B	3514.6846
TBC1D9	13956.1764	TBC1D9	2138.1801
TBCA	801.4544	TBCA	1214.7328
TBCB	1230.7569	TBCB	1663.5773
TBCCD1	313.4628	TBCCD1	204.1406
TBCC	429.0499	TBCC	698.1223
TBCD	1472.5366	TBCD	2145.2961
TBCEL	85.7334	TBCEL	139.143
TBCE	740.4842	TBCE	242.6962
TBCK	516.7582	TBCK	363.1343
TBK1	734.0924	TBK1	497.3519
TBKBP1	64.6828	TBKBP1	697.6408
TBL1XR1	3418.6202	TBL1XR1	2088.1078
TBL1X	562.6256	TBL1X	831.4877
TBL2	1068.2231	TBL2	777.5638
TBL3	1790.0679	TBL3	1233.0284
TBPL1	225.8157	TBPL1	292.7299
TBP	243.4217	TBP	304.285
TBRG1	431.729	TBRG1	819.6293
TBRG4	1061.3338	TBRG4	1040.4429
TBX15	58.1763	TBX15	314.8772
TBX18	38.2738	TBX18	89.5522
TBX19	29.0881	TBX19	102.0703
TBX1	9.9512	TBX1	101.1074
TBX21	34.0637	TBX21	65.9605
TBX2	92.6227	TBX2	513.2403
TBX3	722.6103	TBX3	1505.5368
removed	removed	TBX4	5.2961
TBX5	46.6941	TBX5	130.4766
TBX6	239.2116	TBX6	48.6278
TBXA2R	70.4239	TBXA2R	103.0332
TBXAS1	262.9413	TBXAS1	421.7622
TC2N	4958.3772	TC2N	1169.9567
TCAM1P	6.5066	removed	removed
removed	removed	TCAP	33.7025
TCEA1	1866.9984	TCEA1	997.1112
TCEA2	401.8754	TCEA2	744.3428
TCEA3	2157.8796	TCEA3	692.8262
TCEAL1	339.1063	TCEAL1	483.3895
removed	removed	TCEAL2	116.9957
TCEAL3	608.9369	TCEAL3	854.598
TCEAL4	2348.8661	TCEAL4	3507.4627
TCEAL5	7.272	TCEAL5	78.4786
TCEAL6	27.9399	TCEAL6	65.4791
TCEAL7	20.2851	TCEAL7	217.6216
TCEAL8	328.7724	TCEAL8	1041.8873
TCEANC	42.8667	TCEANC	48.6278
TCEB1	474.213	TCEB1	552.2388
TCEB2	2246.675	TCEB2	2998.0741
TCEB3	1617.2845	TCEB3	1208.9937
TCERG1	957.6117	TCERG1	607.1257
TCF12	1886.9429	TCF12	1053.9239
removed	removed	TCF15	181.9933
TCF19	943.8331	TCF19	399.1334
TCF20	1454.789	TCF20	799.2297
removed	removed	TCF21	6.7405
TCF25	1259.2096	TCF25	3248.9167
TCF3	1699.7417	TCF3	1539.7208
TCF4	983.6379	TCF4	2112.6625
TCF7L1	85.3507	TCF7L1	2393.8373
TCF7L2	566.453	TCF7L2	1066.442
TCF7	567.9839	TCF7	743.3799
TCFL5	449.7177	TCFL5	336.5431
removed	removed	TCHH	28.8878
TCHP	345.9956	TCHP	396.726
TCIRG1	2152.904	TCIRG1	1776.1194
TCL1A	70.4239	removed	removed
TCL6	9.9512	removed	removed
TCN1	88.7953	TCN1	613.3847
TCN2	263.7068	TCN2	2099.1815
TCOF1	1275.6674	TCOF1	1278.286
TCP10L	7.9227	TCP10L	25.3105
TCP11L1	84.9679	TCP11L1	190.1541
TCP11L2	165.343	TCP11L2	70.2937
TCP1	2884.9641	TCP1	3273.8854
TCTA	901.3492	TCTA	947.5205
TCTE3	55.1143	TCTE3	22.6288
TCTEX1D1	9.1857	TCTEX1D1	27.4434
TCTEX1D2	224.2848	TCTEX1D2	129.013
TCTEX1D4	6.5066	removed	removed
TCTN1	787.5878	TCTN1	556.0905
TCTN2	582.1452	TCTN2	523.8325
TCTN3	991.6754	TCTN3	930.1878
TDG	448.1868	TDG	239.7689
TDO2	43.6322	removed	removed
TDP1	726.8204	TDP1	357.246
TDP2	868.8164	TDP2	661.0496
removed	removed	TDRD10	106.4035
removed	removed	TDRD12	8.4112
TDRD1	298.9188	TDRD1	6.259
TDRD3	439.0011	TDRD3	386.1338
removed	removed	TDRD5	17.8142
removed	removed	TDRD6	16.3698
TDRD7	450.8659	TDRD7	355.8016
removed	removed	TDRD9	18.2956
TDRKH	409.9129	TDRKH	156.9571
TEAD1	868.8164	TEAD1	1196.9186
TEAD2	1234.7144	TEAD2	1304.7665
TEAD3	774.6627	TEAD3	1067.4049
TEAD4	380.4421	TEAD4	321.1363
TECPR1	208.2097	TECPR1	368.8012
TECPR2	1066.6922	TECPR2	1014.9254
TECR	3131.1836	TECR	2198.363
removed	removed	TECTA	6.259
TEC	41.3358	TEC	37.5542
TEF	696.2013	TEF	1208.9552
TEKT2	70.0411	TEKT2	20.2215
TEKT3	34.4465	TEKT3	27.9249
removed	removed	TEKT4	10.1107
TEK	166.4912	TEK	804.0443
TELO2	1222.084	TELO2	948.0019
TENC1	1733.4226	TENC1	6090.9966
TEP1	1777.4376	TEP1	641.791
removed	removed	TEPP	23.1103
TERF1	446.2731	TERF1	335.0987
TERF2IP	967.1802	TERF2IP	2329.3211
TERF2	348.6748	TERF2	515.6476
TESC	19.1369	TESC	263.8421
TESK1	960.6736	TESK1	1607.1257
TESK2	324.1795	TESK2	153.1054
TES	971.3826	TES	2010.5441
TET1	57.4108	TET1	14.9254
TET2	416.0367	TET2	320.1733
TET3	590.5655	TET3	313.9143
TEX10	290.4985	TEX10	361.0977
TEX14	13.7786	TEX14	7.7034
TEX261	1859.3436	TEX261	2687.0486
TEX264	1595.6368	TEX264	1760.7126
TEX2	1623.9594	TEX2	1433.3173
TEX9	109.4632	TEX9	15.8883
TFAM	517.0797	TFAM	276.8416
TFAP2A	3128.1217	TFAP2A	1122.6529
TFAP2B	551.5262	TFAP2B	623.4954
TFAP2C	734.4752	TFAP2C	1422.7251
TFAP2E	8.0375	TFAP2E	28.8878
TFAP4	462.3481	TFAP4	463.168
TFB1M	259.4967	TFB1M	174.2898
TFB2M	552.6744	TFB2M	173.3269
TFCP2L1	14.1613	TFCP2L1	306.6923
TFCP2	620.8018	TFCP2	468.9456
TFDP1	2015.5009	TFDP1	1055.8498
TFDP2	245.7181	TFDP2	195.9557
TFDP3	21.8161	TFDP3	13.9624
TFE3	1203.3298	TFE3	2441.5022
TFEB	414.8885	TFEB	843.5243
TFEC	142.7615	TFEC	44.7761
TFF1	5500.3349	TFF1	323.0621
TFF3	3701.8467	TFF3	648.0501
TFG	2612.573	TFG	1611.9403
TFIP11	1151.6793	TFIP11	867.8527
TFPI2	9.9512	TFPI2	158.4015
TFPI	123.2418	TFPI	1678.8637
TFPT	365.8482	TFPT	547.4819
TFR2	186.3936	TFR2	12.9995
TFRC	1794.2781	TFRC	604.2369
TF	7.6548	TF	893.1151
TGDS	198.6413	TGDS	181.5118
TGFA	29.0881	TGFA	147.3279
TGFB1I1	496.0291	TGFB1I1	2581.1266
TGFB1	949.1915	TGFB1	1558.9793
TGFB2	226.5812	TGFB2	864.7087
TGFB3	1230.887	TGFB3	780.4526
TGFBI	2735.432	TGFBI	3903.2258
TGFBR1	802.9854	TGFBR1	1069.8122
TGFBR2	1328.1026	TGFBR2	8385.1709
TGFBR3	1505.3105	TGFBR3	4026.962
TGFBRAP1	254.1384	TGFBRAP1	133.8469
TGIF1	1303.6073	TGIF1	1701.0111
TGIF2	904.5833	TGIF2	724.2417
TGM1	5.7411	TGM1	48.1464
TGM2	1134.4369	TGM2	1538.2764
removed	removed	TGM5	22.6288
TGOLN2	5261.8888	TGOLN2	4624.9398
TGS1	423.6915	TGS1	337.0246
TH1L	1615.5392	TH1L	1485.7968
THADA	1147.0673	THADA	1010.1107
THAP10	80.3751	THAP10	53.4425
THAP11	502.1529	THAP11	945.5946
THAP1	207.0615	THAP1	179.5859
THAP2	112.1424	THAP2	121.3288
THAP3	248.9637	THAP3	631.17
THAP4	1348.3877	THAP4	1427.0583
THAP5	502.1529	THAP5	324.988
THAP6	398.8135	THAP6	180.0674
THAP7	399.3685	THAP7	657.5494
THAP8	133.5757	THAP8	182.9562
THAP9	62.3864	THAP9	73.6639
THBD	410.2957	THBD	1836.3024
THBS1	5300.5454	THBS1	6975.9268
THBS2	4320.3521	THBS2	5909.4848
THBS3	992.8237	THBS3	1678.3871
THBS4	2358.4346	THBS4	754.4535
THEM4	270.9789	THEM4	276.3601
THEMIS	63.9173	THEMIS	28.8878
THG1L	175.677	THG1L	194.9928
THNSL1	134.7239	THNSL1	138.6615
THNSL2	1606.3535	THNSL2	1505.0554
THOC1	672.8543	THOC1	433.7987
THOC2	1540.1397	THOC2	567.6456
THOC3	759.3532	THOC3	447.2797
THOC4	926.6099	THOC4	998.0741
THOC5	499.4737	THOC5	587.3857
THOC6	1231.6793	THOC6	654.4535
THOC7	803.7508	THOC7	971.1122
THOP1	664.434	THOP1	648.5315
THPO	58.559	THPO	22.6288
THRAP3	3942.2065	THRAP3	2858.4497
THRA	746.0951	THRA	1801.2807
THRB	257.9657	THRB	863.7458
THRSP	8.0375	THRSP	891.6707
THSD1P1	129.6833	THSD1P1	138.1801
THSD1	85.3507	THSD1	568.6086
THSD4	2361.8792	THSD4	467.9827
THSD7A	19.9024	THSD7A	61.1459
THSD7B	13.0131	THSD7B	47.1834
THTPA	375.8492	THTPA	394.8002
THUMPD1	2708.6403	THUMPD1	1006.259
THUMPD2	150.799	THUMPD2	145.8835
THUMPD3	1010.8124	THUMPD3	566.6827
THY1	3273.5623	THY1	7785.7487
THYN1	396.1343	THYN1	997.1112
TIA1	1727.2988	TIA1	916.2253
TIAF1	312.4294	TIAF1	1059.7785
TIAL1	1540.9052	TIAL1	922.9658
TIAM1	798.7752	TIAM1	437.169
TIAM2	49.9091	TIAM2	78.2908
TICAM1	505.5976	TICAM1	622.051
TICAM2	103.1901	TICAM2	179.6678
TIE1	395.3689	TIE1	2833.4136
TIFAB	31.3846	TIFAB	6.259
TIFA	280.5473	TIFA	288.8782
TIGD1	90.3263	TIGD1	83.7747
TIGD2	140.465	TIGD2	170.4381
TIGD3	43.2494	TIGD3	9.1478
TIGD4	17.606	TIGD4	5.2961
TIGD5	141.2305	TIGD5	244.1021
TIGD6	202.0859	TIGD6	183.4377
TIGD7	345.4177	TIGD7	148.9697
TIGIT	180.6526	TIGIT	28.8878
TIMD4	23.7298	TIMD4	14.9254
TIMELESS	1992.1539	TIMELESS	319.6919
TIMM10	515.166	TIMM10	677.4194
TIMM13	855.4205	TIMM13	1471.3529
TIMM16	208.6422	TIMM16	255.7342
TIMM17A	1681.3702	TIMM17A	690.4189
TIMM17B	627.3084	TIMM17B	757.3423
TIMM22	518.6107	TIMM22	678.3823
TIMM44	511.7214	TIMM44	709.196
TIMM50	631.5185	TIMM50	792.0077
TIMM8A	85.7334	TIMM8A	92.9225
TIMM8B	253.3729	TIMM8B	618.1993
TIMM9	554.9708	TIMM9	614.8291
TIMP1	6715.1469	TIMP1	9596.052
TIMP2	6272.7012	TIMP2	20388.0597
TIMP3	9955.7937	TIMP3	32626.3842
TIMP4	42.8667	TIMP4	1277.8045
TINAGL1	677.4471	TINAGL1	5664.4198
TINF2	1535.5468	TINF2	1269.1382
TIPARP	614.678	TIPARP	841.117
TIPIN	136.2549	TIPIN	89.5522
TIPRL	1040.2832	TIPRL	604.2369
TIRAP	118.2662	TIRAP	151.661
TJAP1	578.7006	TJAP1	827.636
TJP1	1473.1605	TJP1	2145.402
TJP2	1632.7624	TJP2	1822.8214
TJP3	2158.6451	TJP3	433.7987
TK1	2578.1265	TK1	333.6543
TK2	488.7571	TK2	1684.1598
removed	removed	TKTL1	5.2961
TKT	3458.8078	TKT	5680.7896
TLCD1	189.4556	TLCD1	62.5903
TLE1	698.8805	TLE1	1103.0332
TLE2	766.2425	TLE2	2120.3659
TLE3	3539.9483	TLE3	1284.545
TLE4	125.921	TLE4	654.7906
TLE6	184.0972	TLE6	23.5917
TLK1	1398.9092	TLK1	848.8204
TLK2	576.4042	TLK2	517.092
TLL1	52.4352	TLL1	304.7665
TLN1	7079.8967	TLN1	12236.3987
TLN2	600.134	TLN2	1580.6452
TLR10	93.0055	TLR10	11.0737
TLR1	230.7913	TLR1	167.5494
TLR2	218.1609	TLR2	315.8402
TLR3	29.8536	TLR3	153.1054
TLR4	248.3973	TLR4	888.3004
TLR5	236.9151	TLR5	294.1743
TLR6	171.8496	TLR6	14.9254
TLR7	150.0335	TLR7	134.8098
TLR8	50.1387	TLR8	70.2937
TLR9	44.5316	TLR9	47.6312
TLX1NB	6.1238	removed	removed
TLX1	63.9173	removed	removed
TM2D1	378.1456	TM2D1	240.2504
TM2D2	493.7327	TM2D2	995.6668
TM2D3	687.0156	TM2D3	1006.259
TM4SF18	57.4108	TM4SF18	226.7694
TM4SF19	7.2682	TM4SF19	63.5532
TM4SF1	3109.7503	TM4SF1	9805.9701
TM6SF1	107.9323	TM6SF1	162.7347
TM6SF2	6.1238	TM6SF2	14.9254
TM7SF2	314.9938	TM7SF2	560.9052
TM7SF3	2265.8119	TM7SF3	1151.1796
removed	removed	TM7SF4	9.6293
TM9SF1	3532.4696	TM9SF1	1804.025
TM9SF2	3762.3194	TM9SF2	2249.3982
TM9SF3	4546.5506	TM9SF3	3923.9287
TM9SF4	2160.1761	TM9SF4	1758.7867
TMBIM1	2792.0773	TMBIM1	7405.8739
TMBIM4	1311.951	TMBIM4	1331.9547
TMBIM6	25754.4733	TMBIM6	16006.259
TMC3	133.9585	removed	removed
TMC4	1570.7588	TMC4	503.1295
TMC5	3681.1788	TMC5	265.2865
TMC6	853.5068	TMC6	906.1146
TMC7	128.6001	TMC7	85.2191
TMC8	418.3332	TMC8	290.804
TMCC1	922.3998	TMCC1	675.975
TMCC2	62.7691	TMCC2	143.4762
TMCC3	103.3394	TMCC3	587.8671
TMCO1	3289.6374	TMCO1	1852.6721
TMCO3	2383.6953	TMCO3	1028.4064
TMCO4	644.9144	TMCO4	806.4516
TMCO6	218.9264	TMCO6	291.767
TMCO7	186.0109	TMCO7	312.4699
TMED10P1	62.3864	TMED10P1	21.1844
TMED10	10774.8541	TMED10	5376.986
TMED1	497.9964	TMED1	876.2109
TMED2	6635.1545	TMED2	3709.6774
TMED3	3096.3544	TMED3	2138.1801
TMED4	765.8597	TMED4	677.4194
TMED5	1144.7708	TMED5	785.2672
TMED7-TICAM2	76.0999	TMED7-TICAM2	41.4781
TMED7	2444.7613	TMED7	1010.9196
TMED8	637.2596	TMED8	302.8406
TMED9	3513.9221	TMED9	4948.9649
TMEFF1	21.8161	TMEFF1	32.1762
TMEM100	13.7786	TMEM100	712.0847
TMEM101	295.0914	TMEM101	1248.4352
TMEM102	297.3878	TMEM102	343.765
TMEM104	493.7327	TMEM104	555.6091
removed	removed	TMEM105	9.1478
TMEM106A	136.2549	TMEM106A	110.2552
TMEM106B	1696.6797	TMEM106B	582.571
TMEM106C	2206.1047	TMEM106C	1282.6192
TMEM107	342.9337	TMEM107	237.843
TMEM108	12.2476	TMEM108	70.2937
TMEM109	1872.3567	TMEM109	5324.5065
TMEM110	188.3073	TMEM110	149.2874
TMEM111	1336.9056	TMEM111	1419.3548
TMEM115	1364.4627	TMEM115	2177.6601
TMEM116	305.0426	TMEM116	134.3284
TMEM117	34.8292	TMEM117	130.9581
TMEM119	729.4996	TMEM119	1829.5619
TMEM11	445.1249	TMEM11	710.1589
TMEM120A	362.0706	TMEM120A	1078.96
TMEM120B	264.0322	TMEM120B	360.3563
TMEM121	272.8925	TMEM121	145.8835
TMEM123	3584.7287	TMEM123	3961.0014
TMEM125	844.7039	TMEM125	351.4685
TMEM126A	129.3656	TMEM126A	288.8782
TMEM126B	297.3878	TMEM126B	532.4988
TMEM127	2905.3679	TMEM127	2954.261
TMEM128	533.9202	TMEM128	496.389
TMEM129	904.7938	TMEM129	1574.8676
TMEM130	6.8893	TMEM130	32.7395
TMEM131	1538.226	TMEM131	965.3346
TMEM132A	904.4111	TMEM132A	845.9316
TMEM132B	8.803	removed	removed
TMEM132C	7.272	TMEM132C	594.1261
removed	removed	TMEM132E	14.9254
TMEM133	26.409	TMEM133	104.4776
TMEM134	1221.7013	TMEM134	781.4155
TMEM135	404.5546	TMEM135	467.9827
TMEM136	122.4763	TMEM136	176.2157
TMEM138	310.7837	TMEM138	543.091
removed	removed	TMEM139	682.234
TMEM140	375.3937	TMEM140	1561.844
TMEM141	1223.9977	TMEM141	992.778
TMEM143	179.5044	TMEM143	161.2903
TMEM144	553.8226	TMEM144	264.805
TMEM145	75.7822	TMEM145	7.222
TMEM147	1062.0993	TMEM147	1511.3144
TMEM149	279.4756	TMEM149	213.221
TMEM14A	703.0906	TMEM14A	376.0231
TMEM14B	763.1806	TMEM14B	703.4184
TMEM14C	1452.4926	TMEM14C	2289.3597
TMEM150A	386.9486	TMEM150A	488.6856
removed	removed	TMEM150B	23.5917
TMEM150C	35.2119	TMEM150C	176.2157
TMEM151B	11.8687	TMEM151B	11.5551
TMEM154	189.8383	TMEM154	64.0347
TMEM156	97.9811	TMEM156	11.5551
TMEM158	50.5215	TMEM158	129.0323
TMEM159	1053.6791	TMEM159	1373.6158
TMEM160	81.1406	TMEM160	156.4757
TMEM161A	449.7177	TMEM161A	714.0106
TMEM161B	258.3485	TMEM161B	89.0708
TMEM163	40.953	TMEM163	35.6283
TMEM164	877.2366	TMEM164	785.7487
TMEM165	1883.8389	TMEM165	859.4126
TMEM167A	2044.9718	TMEM167A	1380.8377
TMEM167B	1354.1288	TMEM167B	1196.4372
TMEM168	541.1922	TMEM168	462.2051
TMEM169	13.3958	TMEM169	23.5917
TMEM170A	298.1533	TMEM170A	480.0193
TMEM170B	67.7447	TMEM170B	202.2147
TMEM173	1086.2118	TMEM173	1533.9432
TMEM175	431.729	TMEM175	591.7188
TMEM176A	455.8415	TMEM176A	2129.5137
TMEM176B	1034.1594	TMEM176B	3859.4126
TMEM177	230.4086	TMEM177	193.0669
TMEM178	17.9887	TMEM178	106.4035
TMEM179B	684.3364	TMEM179B	1414.5402
TMEM17	35.2119	TMEM17	47.6649
TMEM180	161.8984	TMEM180	154.0684
TMEM181	1199.5024	TMEM181	928.2619
TMEM182	48.6078	TMEM182	78.96
TMEM183A	1777.8203	TMEM183A	1072.701
TMEM184A	415.3095	TMEM184A	255.402
TMEM184B	2382.306	TMEM184B	2149.4896
TMEM184C	584.8244	TMEM184C	374.5787
TMEM185A	486.8434	TMEM185A	827.1545
TMEM185B	621.9501	TMEM185B	402.5036
TMEM186	382.7385	TMEM186	282.6192
TMEM187	382.3558	TMEM187	419.8363
TMEM188	163.0466	TMEM188	267.6938
TMEM189	661.3721	TMEM189	1009.6293
TMEM18	397.2787	TMEM18	784.7857
TMEM191A	25.2607	TMEM191A	20.7029
TMEM192	168.7877	TMEM192	323.0621
TMEM194A	795.7133	TMEM194A	291.2855
TMEM194B	208.5925	TMEM194B	132.4025
removed	removed	TMEM195	14.9254
TMEM198	12.2476	TMEM198	73.1825
TMEM199	506.9142	TMEM199	401.2855
TMEM19	813.3193	TMEM19	594.1261
TMEM200A	119.0317	TMEM200A	144.9206
TMEM200B	31.2544	TMEM200B	327.3616
TMEM200C	9.9512	TMEM200C	16.8512
TMEM201	350.9712	TMEM201	491.5744
TMEM203	721.4621	TMEM203	1024.0732
TMEM204	193.2829	TMEM204	869.0419
TMEM205	3325.6148	TMEM205	1851.7092
TMEM206	221.9883	TMEM206	130.4766
