gene_id	TCGA-BH-A18P-01A-11R-A12D-07	gene_id	TCGA-BH-A18P-11A-43R-A12D-07
SEPT1	33.6904	SEPT1	40.529
SEPT2	12258.537	SEPT2	11776.4505
SEPT3	220.0861	SEPT3	150.1706
SEPT4	150.8743	SEPT4	814.8464
SEPT5	488.5105	SEPT5	360.9215
SEPT6	390.0027	SEPT6	637.372
removed	removed	SEPT7P2	169.7952
SEPT7	3766.7308	SEPT7	3690.273
SEPT8	1504.1399	SEPT8	1169.1169
SEPT9	4230.7059	SEPT9	2779.0102
SEPW1	1425.2495	SEPW1	2186.0068
SEPX1	402.0873	SEPX1	496.587
SERAC1	371.3266	SERAC1	238.4812
SERBP1	5521.1938	SERBP1	6239.3345
SERF1A	421.4959	SERF1A	333.1911
SERF2	6719.6668	SERF2	4220.0469
SERGEF	494.3697	SERGEF	299.9147
SERHL2	433.5329	SERHL2	97.1374
SERHL	420.3973	SERHL	182.5939
SERINC1	6902.1331	SERINC1	12717.1502
SERINC2	4986.5422	SERINC2	683.4471
SERINC3	2606.2437	SERINC3	4021.3311
removed	removed	SERINC4	5.6357
SERINC5	152.3391	SERINC5	222.2696
SERP1	2930.4697	SERP1	3787.3635
SERP2	47.2398	SERP2	45.6485
SERPINA11	9.155	SERPINA11	12.7986
SERPINA1	456.2849	SERPINA1	269.198
SERPINA3	419.6649	SERPINA3	2207.3379
SERPINA5	119.3811	SERPINA5	242.3208
SERPINB1	873.7526	SERPINB1	913.3959
SERPINB5	31.4932	SERPINB5	863.9078
SERPINB6	1518.2642	SERPINB6	3712.884
SERPINB8	232.5368	SERPINB8	148.4642
SERPINB9	218.2551	SERPINB9	292.2355
SERPINE1	618.8776	SERPINE1	121.587
SERPINE2	308.7064	SERPINE2	253.413
SERPINF1	2581.7083	SERPINF1	10497.0137
SERPINF2	18.6762	SERPINF2	90.0171
SERPING1	3214.5015	SERPING1	13706.058
SERPINH1	4988.7394	SERPINH1	2886.5188
SERPINI1	383.4112	SERPINI1	644.6246
SERTAD1	238.7622	SERTAD1	465.4437
SERTAD2	1116.1769	SERTAD2	1648.0375
SERTAD3	793.5549	SERTAD3	1021.3311
SERTAD4	725.0755	SERTAD4	453.9249
SESN1	900.4852	SESN1	794.7952
SESN2	254.875	SESN2	564.8464
SESN3	182.0013	SESN3	453.0717
SESTD1	2020.6903	SESTD1	3473.5495
SETBP1	1168.9096	SETBP1	891.2116
SETD1A	812.5973	SETD1A	672.7816
SETD1B	1467.3624	SETD1B	928.3276
SETD2	2012.2677	SETD2	2929.6075
SETD3	1292.6852	SETD3	2194.1126
SETD4	309.0726	SETD4	234.6416
SETD5	3690.195	SETD5	2510.6655
SETD6	186.2272	SETD6	294.0102
SETD7	4060.423	SETD7	5623.7201
SETD8	728.0051	SETD8	587.884
SETDB1	1697.7021	SETDB1	962.4573
SETDB2	316.7628	SETDB2	500
SETMAR	820.6537	SETMAR	736.3481
SETX	3114.8952	SETX	3070.8191
SET	13940.4925	SET	4454.3515
SEZ6L2	1461.8694	SEZ6L2	334.0444
SEZ6L	11.3522	removed	removed
SF1	3015.655	SF1	3735.0683
SF3A1	2969.8727	SF3A1	3404.006
SF3A2	691.3852	SF3A2	696.6724
SF3A3	1361.8969	SF3A3	1563.5666
SF3B14	1251.6708	SF3B14	924.4881
SF3B1	10045.2257	SF3B1	7350.6826
SF3B2	3345.9672	SF3B2	5333.6177
SF3B3	3269.4315	SF3B3	3189.4198
SF3B4	2547.6517	SF3B4	996.1604
SF3B5	771.2167	SF3B5	895.0512
SF4	504.2571	SF4	412.9693
SFI1	298.4528	SFI1	165.529
SFMBT1	251.9454	SFMBT1	310.1536
SFMBT2	217.8889	SFMBT2	176.6212
SFN	457.5849	SFN	485.9215
SFPQ	5983.532	SFPQ	2275.5845
SFRP1	496.2007	SFRP1	17116.041
SFRP2	6286.5513	SFRP2	4448.8055
SFRP4	495.4683	SFRP4	218.8567
SFRS11	3454.7286	SFRS11	2918.5154
SFRS12IP1	582.2576	SFRS12IP1	788.3959
SFRS12	2238.5791	SFRS12	1409.1297
SFRS13A	1778.6322	SFRS13A	1420.6485
SFRS13B	5.1268	SFRS13B	17.0648
SFRS14	1853.337	SFRS14	997.4616
SFRS15	921.7248	SFRS15	808.0205
SFRS16	339.101	SFRS16	315.6997
SFRS17A	691.019	SFRS17A	545.2218
SFRS18	1674.2653	SFRS18	2443.686
SFRS1	4895.3584	SFRS1	3152.7304
SFRS2B	680.3992	SFRS2B	1404.0102
SFRS2IP	3254.7835	SFRS2IP	3458.6177
SFRS2	2811.235	SFRS2	2106.8686
SFRS3	6476.609	SFRS3	4300.3413
SFRS4	1610.9128	SFRS4	1864.3345
SFRS5	2467.8202	SFRS5	5352.3891
SFRS6	3797.4915	SFRS6	3230.3754
SFRS7	2075.6203	SFRS7	1780.2901
SFRS8	1044.7679	SFRS8	771.3311
SFRS9	1960.9997	SFRS9	1160.8362
SFT2D1	439.8059	SFT2D1	472.6962
SFT2D2	122.6769	SFT2D2	67.4061
SFT2D3	351.5518	SFT2D3	323.3788
removed	removed	SFTA1P	5.5461
SFTPA2	46.5074	removed	removed
removed	removed	SFTPD	19.6246
SFXN1	807.4705	SFXN1	398.0375
SFXN2	476.0597	SFXN2	276.0239
SFXN3	726.5403	SFXN3	781.57
SFXN4	266.2272	SFXN4	444.5392
SFXN5	223.0157	SFXN5	154.0102
removed	removed	SGCA	11.9454
SGCB	1139.6137	SGCB	2489.3345
SGCD	819.9213	SGCD	549.0614
SGCE	149.7757	SGCE	1149.744
removed	removed	SGCG	253.413
SGEF	369.4956	SGEF	470.5631
SGIP1	78.3667	SGIP1	40.1024
SGK196	68.4794	SGK196	38.8225
SGK1	611.5536	SGK1	2090.0171
SGK223	1037.8101	SGK223	884.3857
SGK269	1179.5294	SGK269	2588.7372
removed	removed	SGK2	499.1468
SGK3	264.8064	SGK3	776.0538
SGK494	32.5918	SGK494	26.4505
SGMS1	332.5094	SGMS1	700.9386
SGMS2	172.8463	SGMS2	287.9693
SGOL1	145.0151	removed	removed
SGOL2	564.3138	SGOL2	111.7747
SGPL1	2879.4287	SGPL1	2363.9078
SGPP1	286.3682	SGPP1	421.0751
SGPP2	22.7044	SGPP2	30.7167
SGSH	626.934	SGSH	602.3891
SGSM1	21.6058	SGSM1	131.8259
SGSM2	826.8791	SGSM2	1321.2457
SGSM3	896.8232	SGSM3	773.4642
SGTA	1059.4159	SGTA	1064.8464
SGTB	117.2315	SGTB	238.1783
SH2B1	518.1727	SH2B1	942.4061
removed	removed	SH2B2	9.8123
SH2B3	660.6244	SH2B3	942.4061
SH2D1A	26.3664	SH2D1A	11.0922
removed	removed	SH2D1B	10.6655
SH2D2A	23.803	SH2D2A	5.5461
SH2D3A	228.8749	SH2D3A	78.9249
SH2D3C	188.2267	SH2D3C	471.4164
SH2D4A	1078.8245	SH2D4A	234.215
SH3BGRL2	380.1154	SH3BGRL2	1159.5563
SH3BGRL3	1642.7721	SH3BGRL3	1195.8191
SH3BGRL	14780.9137	SH3BGRL	3805.0341
SH3BGR	18.6762	SH3BGR	178.3276
SH3BP1	216.7903	SH3BP1	120.3029
SH3BP2	1266.685	SH3BP2	1110.0683
SH3BP4	9254.6004	SH3BP4	1895.9044
SH3BP5L	1518.2642	SH3BP5L	710.3242
SH3BP5	356.8067	SH3BP5	2434.3302
removed	removed	SH3D19	7601.5358
removed	removed	SH3D20	6.8259
SH3GL1	1695.5049	SH3GL1	973.1229
SH3GLB1	2416.5522	SH3GLB1	6329.3515
SH3GLB2	1348.7137	SH3GLB2	904.0102
SH3KBP1	487.0457	SH3KBP1	2706.058
SH3PXD2A	2554.9757	SH3PXD2A	2161.6894
SH3PXD2B	1279.502	SH3PXD2B	1059.3003
SH3RF1	3635.6312	SH3RF1	874.1468
SH3RF2	15.0142	SH3RF2	301.1945
SH3RF3	136.2263	SH3RF3	118.1741
SH3TC1	205.8043	SH3TC1	87.0307
removed	removed	SH3TC2	136.0922
SH3YL1	1023.1621	SH3YL1	754.6928
SHANK1	7.6902	removed	removed
SHANK2	600.9338	SHANK2	816.1263
SHANK3	510.4825	SHANK3	1650.1706
SHARPIN	478.6231	SHARPIN	712.0307
removed	removed	SHBG	13.2253
SHB	714.0895	SHB	316.9795
SHC1	3670.4202	SHC1	2530.2901
SHC2	180.5365	SHC2	212.4573
SHC3	6.9578	SHC3	6.3993
SHC4	12.4508	SHC4	85.3242
SHCBP1	199.5789	SHCBP1	13.6519
SHE	97.0429	SHE	729.0956
SHFM1	1098.5993	SHFM1	838.7372
SHF	72.8738	SHF	127.9863
SHISA2	6464.8906	SHISA2	778.5836
removed	removed	SHISA3	14.5051
SHISA4	397.3267	SHISA4	151.8771
SHISA5	2145.1982	SHISA5	2091.7235
removed	removed	SHISA6	29.0102
SHISA9	332.8756	SHISA9	41.8089
SHKBP1	768.6533	SHKBP1	442.4061
SHMT1	397.9969	SHMT1	2676.0964
SHMT2	2065.7329	SHMT2	717.1502
SHOC2	1444.2919	SHOC2	1597.6962
SHOX2	53.099	SHOX2	163.8225
SHPK	403.5521	SHPK	362.628
SHPRH	641.9042	SHPRH	838.0461
SHQ1	292.5936	SHQ1	349.4027
SHROOM1	53.099	SHROOM1	162.5427
SHROOM2	477.1583	SHROOM2	141.2116
SHROOM3	3235.0087	SHROOM3	2033.2765
SHROOM4	242.058	SHROOM4	949.6587
SIAE	335.8528	SIAE	1005.5461
SIAH1	419.9872	SIAH1	635.4437
SIAH2	445.6651	SIAH2	567.4061
SIDT1	1198.5718	SIDT1	391.2116
SIDT2	544.7661	SIDT2	2777.7176
SIGIRR	329.2136	SIGIRR	271.3311
SIGLEC10	95.5781	SIGLEC10	49.4881
removed	removed	SIGLEC11	9.3857
removed	removed	SIGLEC15	10.6655
SIGLEC16	8.0564	SIGLEC16	7.6792
SIGLEC1	141.3531	SIGLEC1	159.1297
SIGLEC5	25.2678	removed	removed
removed	removed	SIGLEC6	6.3993
SIGLEC7	22.3382	SIGLEC7	6.3993
SIGLEC8	51.6342	SIGLEC8	29.0102
SIGLEC9	33.3242	SIGLEC9	6.8259
removed	removed	SIGLECP3	14.0785
SIGMAR1	752.9067	SIGMAR1	973.5495
SIK1	320.791	SIK1	2138.6519
SIK2	626.934	SIK2	6615.1877
SIK3	481.1865	SIK3	1475.6826
SIKE1	699.4415	SIKE1	945.3925
SIL1	602.0324	SIL1	654.8635
SILV	34.4228	SILV	233.3618
SIM1	5.493	SIM1	143.7713
SIM2	389.2703	SIM2	42.6621
SIN3A	2637.3707	SIN3A	2319.5392
SIN3B	721.4135	SIN3B	1064.8464
SIP1	142.4517	SIP1	107.9352
SIPA1L1	1225.3044	SIPA1L1	1087.884
SIPA1L2	2468.9188	SIPA1L2	511.0922
SIPA1L3	3009.0634	SIPA1L3	856.6553
SIPA1	314.9318	SIPA1	414.2491
SIRPA	562.4828	SIRPA	2445.3925
SIRPB1	35.5214	SIRPB1	142.0648
SIRPB2	21.6058	SIRPB2	11.5188
SIRPG	16.1128	removed	removed
SIRT1	930.5136	SIRT1	1228.2423
SIRT2	577.1308	SIRT2	1622.8669
SIRT3	510.336	SIRT3	959.2747
SIRT4	21.972	SIRT4	23.8908
SIRT5	188.5929	SIRT5	445.8191
SIRT6	243.889	SIRT6	103.6689
SIRT7	181.6351	SIRT7	133.1058
SIT1	30.0284	SIT1	11.5188
SIVA1	544.1728	SIVA1	695.3925
SIX1	1360.7983	SIX1	537.116
SIX2	441.2707	SIX2	14.0785
SIX4	1855.9004	SIX4	172.7816
SIX5	495.4683	SIX5	678.3276
SKA1	166.6209	SKA1	6.3993
SKA2	580.4266	SKA2	375
SKA3	338.6286	SKA3	5.1195
SKAP1	92.2823	SKAP1	73.3788
SKAP2	282.34	SKAP2	1680.4608
SKIL	1519.729	SKIL	651.4505
SKIV2L2	2223.9714	SKIV2L2	1744.599
SKIV2L	1074.7963	SKIV2L	710.593
SKI	1643.8707	SKI	3151.8771
SKP1	6961.4575	SKP1	5833.1911
SKP2	144.6489	SKP2	168.0887
SLA2	41.3806	SLA2	15.785
SLAIN1	9.8874	SLAIN1	124.1468
SLAIN2	1997.6197	SLAIN2	1915.529
SLAMF1	17.2114	SLAMF1	9.8123
SLAMF6	41.7468	SLAMF6	19.6246
SLAMF7	245.3538	SLAMF7	46.5017
SLAMF8	381.0089	SLAMF8	36.1988
SLA	194.0859	SLA	74.2321
SLBP	1102.6275	SLBP	712.4573
SLC10A3	421.1297	SLC10A3	519.198
SLC10A5	6.2254	removed	removed
SLC10A6	9.5212	SLC10A6	53.3276
SLC10A7	194.4521	SLC10A7	203.9249
SLC11A1	41.3806	SLC11A1	14.0785
SLC11A2	1513.5036	SLC11A2	1354.9488
SLC12A2	34727.822	SLC12A2	2282.4232
SLC12A3	5.493	removed	removed
SLC12A4	550.3616	SLC12A4	1766.9966
SLC12A6	451.9271	SLC12A6	999.279
SLC12A7	2300.1007	SLC12A7	1119.8805
SLC12A8	640.1172	SLC12A8	78.4983
SLC12A9	695.7795	SLC12A9	406.57
SLC13A2	1320.1501	SLC13A2	130.1195
SLC13A3	20.5072	SLC13A3	49.0614
SLC14A1	25.634	SLC14A1	164.6758
SLC14A2	6.2254	SLC14A2	104.9488
SLC15A2	260.368	SLC15A2	95.1365
SLC15A3	386.7069	SLC15A3	257.2526
SLC15A4	462.5103	SLC15A4	597.6962
removed	removed	SLC16A10	17.9181
SLC16A11	5.1268	SLC16A11	29.8635
removed	removed	SLC16A12	78.4983
SLC16A13	49.0708	SLC16A13	46.9283
SLC16A14	257.0722	SLC16A14	331.4846
SLC16A1	225.2129	SLC16A1	433.4471
SLC16A2	209.4663	SLC16A2	1507.6792
SLC16A3	360.7068	SLC16A3	43.942
SLC16A4	462.1441	SLC16A4	351.1092
SLC16A5	317.4952	SLC16A5	150.5973
SLC16A6	312.0022	SLC16A6	62.7133
SLC16A7	27.0988	SLC16A7	1246.1604
removed	removed	SLC16A8	6.3993
SLC16A9	24.5354	SLC16A9	83.1911
SLC17A5	825.7805	SLC17A5	904.0102
removed	removed	SLC17A7	40.9556
SLC17A9	28.1974	SLC17A9	13.2253
SLC18A2	5.493	SLC18A2	17.9181
SLC19A1	407.9465	SLC19A1	407.4232
SLC19A2	507.9191	SLC19A2	649.3174
SLC19A3	44.6764	SLC19A3	5214.5904
SLC1A1	666.8498	SLC1A1	224.8294
SLC1A2	31.4932	SLC1A2	121.587
SLC1A3	185.6633	SLC1A3	1102.3891
SLC1A4	1718.2093	SLC1A4	937.2867
SLC1A5	3016.0212	SLC1A5	5805.0341
SLC1A7	5.1268	SLC1A7	17.4915
SLC20A1	2391.2844	SLC20A1	426.6212
SLC20A2	1647.8989	SLC20A2	1087.884
SLC22A15	59.6906	SLC22A15	38.8225
SLC22A17	246.0862	SLC22A17	588.7372
SLC22A18AS	9.155	removed	removed
SLC22A18	240.9594	SLC22A18	188.9932
SLC22A20	5.1268	removed	removed
SLC22A23	2146.663	SLC22A23	690.8276
removed	removed	SLC22A25	19.6246
SLC22A3	20.141	SLC22A3	705.2048
SLC22A4	8.0564	SLC22A4	30.2901
SLC22A5	317.8614	SLC22A5	293.942
SLC23A1	12.817	SLC23A1	7.2526
SLC23A2	944.7954	SLC23A2	1218.8567
SLC24A1	546.392	SLC24A1	519.2406
SLC24A2	13.9156	removed	removed
SLC24A3	1159.0222	SLC24A3	698.8055
removed	removed	SLC24A4	5.5461
SLC24A6	489.2429	SLC24A6	554.6075
SLC25A10	468.0033	SLC25A10	1081.058
SLC25A11	532.4545	SLC25A11	1039.2491
SLC25A12	462.1441	SLC25A12	593.0034
SLC25A13	481.5527	SLC25A13	380.1195
SLC25A14	131.0995	SLC25A14	95.5631
SLC25A15	435.049	SLC25A15	212.4232
SLC25A16	290.7626	SLC25A16	874.1468
SLC25A17	676.371	SLC25A17	456.9113
SLC25A18	6.9578	SLC25A18	233.7884
SLC25A19	140.9869	SLC25A19	81.9113
SLC25A1	757.3011	SLC25A1	3250.8532
SLC25A20	121.2121	SLC25A20	730.3754
SLC25A21	23.521	SLC25A21	11.3695
removed	removed	SLC25A22	240.6143
SLC25A23	813.3297	SLC25A23	2296.5017
SLC25A24	1374.3477	SLC25A24	1321.6724
SLC25A25	575.2998	SLC25A25	1393.3447
SLC25A26	204.8155	SLC25A26	408.5836
SLC25A27	25.2678	SLC25A27	216.7235
SLC25A28	324.0868	SLC25A28	598.1229
SLC25A29	720.6811	SLC25A29	391.6382
SLC25A30	513.4121	SLC25A30	1058.0205
SLC25A32	471.6506	SLC25A32	515.6783
SLC25A33	164.7899	SLC25A33	455.2048
SLC25A34	10.2536	SLC25A34	107.5085
SLC25A35	175.6953	SLC25A35	198.3148
SLC25A36	1784.4914	SLC25A36	2242.3208
SLC25A37	342.3968	SLC25A37	521.3311
SLC25A38	811.4987	SLC25A38	779.4369
SLC25A39	1536.5742	SLC25A39	1204.3515
SLC25A3	7181.5435	SLC25A3	8922.7816
SLC25A40	292.5936	SLC25A40	207.3379
SLC25A42	61.1554	SLC25A42	553.3276
SLC25A43	532.4545	SLC25A43	523.8908
SLC25A44	1555.9828	SLC25A44	713.7372
SLC25A45	105.0993	SLC25A45	144.6246
SLC25A46	776.7097	SLC25A46	968.43
SLC25A4	551.4968	SLC25A4	846.4164
SLC25A5	4942.232	SLC25A5	3695.8191
SLC25A6	5224.2058	SLC25A6	10806.7406
removed	removed	SLC26A10	16.2073
SLC26A11	340.1996	SLC26A11	322.5256
SLC26A1	60.0897	SLC26A1	20.9428
SLC26A2	498.7641	SLC26A2	661.2628
removed	removed	SLC26A3	84.471
SLC26A4	62.2064	SLC26A4	45.994
SLC26A6	64.4512	SLC26A6	77.2184
removed	removed	SLC26A7	40.9556
SLC27A1	491.0739	SLC27A1	1407.4232
SLC27A2	106.1979	SLC27A2	753.413
SLC27A3	351.5518	SLC27A3	665.1024
SLC27A4	991.3028	SLC27A4	439.8464
SLC27A5	45.2037	SLC27A5	63.8097
SLC27A6	12.817	SLC27A6	298.6348
removed	removed	SLC28A3	219.7099
SLC29A1	764.6251	SLC29A1	3822.9522
SLC29A2	114.2214	SLC29A2	126.2031
SLC29A3	325.5516	SLC29A3	159.5563
SLC29A4	73.24	SLC29A4	1913.3959
SLC2A10	4506.0881	SLC2A10	600.6826
SLC2A11	147.9447	SLC2A11	188.5666
SLC2A12	45.775	SLC2A12	283.2765
SLC2A13	295.5232	SLC2A13	293.942
SLC2A14	8.0564	SLC2A14	12.7986
SLC2A1	1696.9697	SLC2A1	896.7577
SLC2A3	377.9182	SLC2A3	515.785
SLC2A4RG	1477.2498	SLC2A4RG	1643.7713
SLC2A4	12.817	SLC2A4	2625.4266
SLC2A5	14.2818	SLC2A5	325.0853
SLC2A6	33.3242	SLC2A6	40.1024
SLC2A8	505.3557	SLC2A8	310.1536
SLC2A9	69.9442	SLC2A9	72.9522
SLC30A1	272.4526	SLC30A1	345.1365
removed	removed	SLC30A2	38.3959
SLC30A4	160.0293	SLC30A4	197.9522
removed	removed	SLC30A5	1372.4403
SLC30A6	480.0879	SLC30A6	429.1809
SLC30A7	1030.1199	SLC30A7	563.1399
SLC30A9	2420.2142	SLC30A9	1495.7338
SLC31A1	1404.0099	SLC31A1	1227.3891
SLC31A2	132.5643	SLC31A2	459.0444
SLC33A1	790.9915	SLC33A1	611.3481
removed	removed	SLC34A2	676.6212
SLC35A1	682.9479	SLC35A1	758.3106
SLC35A2	773.7801	SLC35A2	331.4846
SLC35A3	1194.9098	SLC35A3	414.2491
SLC35A4	1879.7034	SLC35A4	1889.5051
SLC35A5	975.19	SLC35A5	831.058
SLC35B1	618.5114	SLC35B1	413.3959
SLC35B2	1847.4778	SLC35B2	947.9522
SLC35B3	555.8912	SLC35B3	466.7235
SLC35B4	452.9891	SLC35B4	476.5358
SLC35C1	506.4543	SLC35C1	605.802
SLC35C2	985.0774	SLC35C2	642.9181
SLC35D1	855.4426	SLC35D1	646.3311
SLC35D2	379.0168	SLC35D2	371.587
SLC35E1	1994.6901	SLC35E1	2058.0205
SLC35E2	2075.9755	SLC35E2	2938.1101
SLC35E2	69.2227	SLC35E2	101.9923
SLC35E3	177.9731	SLC35E3	205.6314
SLC35E4	75.8107	SLC35E4	37.1203
SLC35F1	12.4508	SLC35F1	19.6246
SLC35F2	155.2687	SLC35F2	97.2696
removed	removed	SLC35F3	87.0307
SLC35F5	1468.461	SLC35F5	738.9078
SLC36A1	254.875	SLC36A1	237.628
removed	removed	SLC36A2	9.8123
SLC36A4	78.7329	SLC36A4	115.6143
SLC37A1	1115.8107	SLC37A1	250
SLC37A2	192.9873	SLC37A2	105.3754
SLC37A3	1164.149	SLC37A3	730.3754
SLC37A4	227.7763	SLC37A4	478.2423
SLC38A10	1226.403	SLC38A10	1894.198
removed	removed	SLC38A11	9.3857
SLC38A1	9497.3908	SLC38A1	4419.7952
SLC38A2	3423.6016	SLC38A2	3823.3788
SLC38A3	10.2536	SLC38A3	94.7099
SLC38A4	8.7888	SLC38A4	19.198
SLC38A5	75.8034	SLC38A5	17.9181
SLC38A6	156.7335	SLC38A6	151.0239
SLC38A7	219.3537	SLC38A7	149.744
SLC38A9	158.9307	SLC38A9	179.1809
SLC39A10	1087.6133	SLC39A10	703.9249
SLC39A11	1433.3059	SLC39A11	432.1672
removed	removed	SLC39A12	5.9727
SLC39A13	681.864	SLC39A13	597.2696
SLC39A14	1427.8129	SLC39A14	997.0137
SLC39A1	3959.3518	SLC39A1	1856.6553
removed	removed	SLC39A2	11.5188
SLC39A3	413.0733	SLC39A3	346.843
SLC39A4	152.7053	SLC39A4	95.9898
SLC39A6	4555.1588	SLC39A6	5779.4369
SLC39A7	6365.2843	SLC39A7	1700.0853
SLC39A8	152.7053	SLC39A8	564.4198
SLC39A9	3779.9139	SLC39A9	2310.5802
removed	removed	SLC3A1	5.3541
SLC3A2	2168.635	SLC3A2	2112.628
SLC40A1	2599.2859	SLC40A1	3531.1433
SLC41A1	991.669	SLC41A1	1502.9863
SLC41A2	195.9169	SLC41A2	202.2184
SLC41A3	372.4252	SLC41A3	791.8089
SLC43A1	81.2963	SLC43A1	402.3038
SLC43A2	260.7342	SLC43A2	433.8737
SLC43A3	540.877	SLC43A3	1215.0171
SLC44A1	4103.2683	SLC44A1	3017.0648
SLC44A2	5543.8982	SLC44A2	5412.9693
SLC44A3	80.1977	SLC44A3	159.5563
SLC44A4	7896.3655	SLC44A4	185.5802
SLC44A5	562.849	SLC44A5	70.8191
SLC45A1	27.465	SLC45A1	54.1809
SLC45A3	312.0022	SLC45A3	88.7372
SLC45A4	270.6216	SLC45A4	319.5392
SLC46A1	971.5023	SLC46A1	1026.6766
SLC46A3	262.199	SLC46A3	719.7099
SLC47A1	22.7044	SLC47A1	55.0341
SLC48A1	430.2847	SLC48A1	847.6962
removed	removed	SLC4A10	8.5324
SLC4A11	155.2687	SLC4A11	48.6348
SLC4A1AP	833.1045	SLC4A1AP	642.0648
SLC4A2	1001.3183	SLC4A2	1399.2363
SLC4A3	397.3267	SLC4A3	164.6758
SLC4A4	8.4226	SLC4A4	1229.0956
SLC4A5	220.1483	SLC4A5	99.1852
SLC4A7	699.8077	SLC4A7	1073.3788
SLC4A8	1891.4218	SLC4A8	86.1775
SLC5A1	458.8483	SLC5A1	253.413
SLC5A3	711.2332	SLC5A3	1273.9548
removed	removed	SLC5A4	15.3584
SLC5A6	1652.1066	SLC5A6	1295.5418
removed	removed	SLC5A9	5.5461
SLC6A10P	5.1268	SLC6A10P	5.1195
SLC6A11	32.5918	removed	removed
SLC6A12	13.1832	SLC6A12	19.198
SLC6A14	17.9438	SLC6A14	259.8123
removed	removed	SLC6A15	25.1706
SLC6A16	10.6198	SLC6A16	68.2594
SLC6A17	7.324	SLC6A17	7.2526
SLC6A1	21.2396	SLC6A1	7.6792
removed	removed	SLC6A20	6.8259
removed	removed	SLC6A2	40.1024
SLC6A4	20.141	SLC6A4	10.2389
SLC6A6	961.2744	SLC6A6	1094.7099
SLC6A8	643.7792	SLC6A8	1466.2969
SLC6A9	165.2769	SLC6A9	127.1331
SLC7A10	7.324	SLC7A10	1863.5495
SLC7A11	314.5656	SLC7A11	37.5427
SLC7A1	1490.0668	SLC7A1	500
SLC7A2	1886.295	SLC7A2	1158.2765
removed	removed	SLC7A3	61.4334
removed	removed	SLC7A4	47.3549
SLC7A5	572.3702	SLC7A5	142.9181
SLC7A6OS	196.5687	SLC7A6OS	244.4923
SLC7A6	716.3673	SLC7A6	1471.8046
SLC7A7	291.8612	SLC7A7	127.9863
SLC7A8	4220.0861	SLC7A8	1231.6553
SLC8A1	158.1983	SLC8A1	210.7509
SLC8A2	8.4226	removed	removed
SLC9A1	1846.013	SLC9A1	1128.8396
SLC9A2	68.1132	SLC9A2	42.6621
SLC9A3R1	2575.8491	SLC9A3R1	1873.7201
SLC9A3R2	1533.6446	SLC9A3R2	1495.3072
SLC9A5	11.3522	SLC9A5	29.4369
SLC9A6	76.1696	SLC9A6	525.5973
SLC9A7	160.7617	SLC9A7	112.628
SLC9A8	692.8499	SLC9A8	721.4164
SLC9A9	47.606	SLC9A9	371.1604
removed	removed	SLCO1A2	29.0102
removed	removed	SLCO1C1	30.2901
SLCO2A1	371.6928	SLCO2A1	565.273
SLCO2B1	604.5958	SLCO2B1	398.8908
SLCO3A1	382.6788	SLCO3A1	590.0171
removed	removed	SLCO4A1	17.6877
removed	removed	SLCO4C1	9.3857
SLFN11	376.4534	SLFN11	850.256
SLFN12L	16.8452	SLFN12L	29.8635
SLFN12	65.5498	SLFN12	101.9625
SLFN13	50.1694	SLFN13	337.0307
SLFN5	986.5422	SLFN5	1290.529
SLIT1	13.9156	SLIT1	13.6519
SLIT2	416.3691	SLIT2	351.9625
SLIT3	558.0884	SLIT3	2320.8191
removed	removed	SLITRK1	5.9727
removed	removed	SLITRK2	10.2389
removed	removed	SLITRK3	10.2389
SLITRK4	5.493	SLITRK4	22.6109
removed	removed	SLITRK5	89.5904
SLITRK6	1002.2887	SLITRK6	117.3208
SLK	3141.994	SLK	2882.6792
SLMAP	863.1328	SLMAP	1512.7986
SLMO1	20.5072	SLMO1	32.4232
SLMO2	1748.9701	SLMO2	1347.2696
SLPI	160.3955	SLPI	752.9863
SLTM	2854.8933	SLTM	2596.843
SLU7	1239.22	SLU7	1489.7611
SMAD1	1078.8245	SMAD1	787.9693
SMAD2	2370.0449	SMAD2	2687.2867
SMAD3	1977.1125	SMAD3	1510.6655
SMAD4	1845.9215	SMAD4	2211.8003
removed	removed	SMAD5OS	5.1195
SMAD5	2114.0712	SMAD5	2638.2253
SMAD6	106.5641	SMAD6	202.6451
SMAD7	748.8785	SMAD7	880.5461
SMAD9	17.5776	SMAD9	82.3379
SMAGP	152.3391	SMAGP	169.3686
SMAP1	973.9742	SMAP1	982.5299
SMAP2	662.8216	SMAP2	749.5734
SMARCA1	1807.9282	SMARCA1	1935.1536
SMARCA2	3662.73	SMARCA2	6199.2321
SMARCA4	4121.5783	SMARCA4	1322.099
SMARCA5	3988.9078	SMARCA5	2258.1058
SMARCAD1	1576.8562	SMARCAD1	962.4573
SMARCAL1	648.906	SMARCAL1	569.1126
SMARCB1	1723.3361	SMARCB1	905.2901
SMARCC1	3133.2052	SMARCC1	2292.2355
SMARCC2	3824.9565	SMARCC2	4028.5836
SMARCD1	1306.967	SMARCD1	1200.9386
SMARCD2	1607.617	SMARCD2	1908.7031
SMARCD3	99.6063	SMARCD3	467.1502
SMARCE1	6543.2573	SMARCE1	3046.0751
SMC1A	3945.07	SMC1A	2383.5324
removed	removed	SMC1B	7.6792
SMC2	1617.1381	SMC2	549.9147
SMC3	2336.3545	SMC3	2028.5836
removed	removed	SMC4	664.6758
SMC5	1538.4052	SMC5	1101.1092
