gene_id	TCGA-E9-A1ND-01A-11R-A144-07	gene_id	TCGA-E9-A1ND-11A-43R-A144-07
SLC45A3	68.4654	SLC45A3	210.5059
SLC45A4	286.8551	SLC45A4	433.5938
SLC46A1	456.0847	SLC46A1	1206.6588
SLC46A2	20.9894	SLC46A2	20.8086
SLC46A3	720.6361	SLC46A3	670.7155
SLC47A1	29.4851	SLC47A1	141.3051
removed	removed	SLC47A2	5.8071
SLC48A1	606.1939	SLC48A1	1433.86
SLC4A11	769.1116	SLC4A11	179.535
SLC4A1AP	722.3902	SLC4A1AP	597.6433
SLC4A2	1677.6228	SLC4A2	2115.1153
SLC4A3	79.4599	SLC4A3	288.4173
SLC4A4	16.4917	SLC4A4	139.8534
SLC4A5	145.5065	SLC4A5	103.6173
SLC4A7	568.2131	SLC4A7	321.8079
SLC4A8	37.9808	SLC4A8	92.913
SLC5A1	349.3236	SLC5A1	524.5711
SLC5A3	662.8103	SLC5A3	898.2893
removed	removed	SLC5A4	9.6784
SLC5A6	5673.3749	SLC5A6	1932.28
removed	removed	SLC5A9	7.2588
removed	removed	SLC6A10P	36.2941
SLC6A11	43.478	removed	removed
SLC6A12	59.9697	SLC6A12	112.7538
SLC6A14	3313.8265	SLC6A14	203.731
removed	removed	SLC6A15	7.2588
removed	removed	SLC6A16	31.9388
SLC6A17	233.3821	SLC6A17	15.4855
SLC6A1	8.4957	SLC6A1	9.6784
SLC6A20	5.4972	SLC6A20	13.5498
SLC6A2	81.4589	SLC6A2	12.582
SLC6A4	9.995	SLC6A4	10.6463
SLC6A6	976.0071	SLC6A6	1021.5587
removed	removed	SLC6A7	8.2267
SLC6A8	443.2761	SLC6A8	866.2198
SLC6A9	823.1093	SLC6A9	150.9836
removed	removed	SLC7A10	663.6696
SLC7A11	135.9314	SLC7A11	19.8408
SLC7A1	1439.2732	SLC7A1	631.0339
SLC7A2	39.9798	SLC7A2	567.6402
removed	removed	SLC7A3	23.2282
removed	removed	SLC7A4	90.4934
SLC7A5	9355.2756	SLC7A5	454.8864
SLC7A6OS	177.1755	SLC7A6OS	218.2487
SLC7A6	580.4419	SLC7A6	1208.8364
SLC7A7	1180.9036	SLC7A7	1316.267
SLC7A8	834.0788	SLC7A8	1678.7244
SLC7A9	6.4967	SLC7A9	5.8071
SLC8A1	362.317	SLC8A1	317.4526
SLC8A2	11.9939	removed	removed
removed	removed	SLC8A3	12.098
SLC9A1	1084.4524	SLC9A1	1453.7008
SLC9A2	40.4796	SLC9A2	11.6141
SLC9A3R1	5664.1396	SLC9A3R1	1853.4201
SLC9A3R2	598.6977	SLC9A3R2	3371.4825
SLC9A5	5.4972	SLC9A5	23.7122
SLC9A6	603.6951	SLC9A6	417.1405
SLC9A7	156.9208	SLC9A7	54.6832
SLC9A8	456.2696	SLC9A8	596.1915
SLC9A9	152.423	SLC9A9	540.5405
removed	removed	SLCO1A2	27.0996
removed	removed	SLCO1C1	8.7106
SLCO2A1	303.3468	SLCO2A1	451.015
SLCO2B1	2497.7386	SLCO2B1	3066.6118
SLCO3A1	141.4286	SLCO3A1	731.6896
SLCO4A1	73.198	SLCO4A1	93.3243
SLCO4C1	43.9778	SLCO4C1	6.291
SLCO5A1	19.4902	removed	removed
SLFN11	836.0778	SLFN11	1078.6615
SLFN12L	41.4791	SLFN12L	9.1945
SLFN12	94.952	SLFN12	160.1781
SLFN13	232.8824	SLFN13	338.2613
SLFN5	1909.5357	SLFN5	317.4526
SLFNL1	5.997	SLFNL1	6.291
SLIT1	5.997	SLIT1	28.5514
SLIT2	155.9213	SLIT2	396.8158
SLIT3	215.3912	SLIT3	5188.1246
removed	removed	SLITRK2	17.9051
removed	removed	SLITRK3	7.7427
SLITRK4	13.4932	SLITRK4	54.6832
SLITRK5	6.9965	SLITRK5	19.3569
removed	removed	SLITRK6	51.7796
SLK	1471.7568	SLK	1047.6905
SLMAP	1149.4195	SLMAP	911.2246
SLMO1	41.9788	SLMO1	50.3279
SLMO2	1207.3903	SLMO2	834.7649
SLN	8.9955	removed	removed
SLPI	27073.8277	SLPI	3386.0001
SLTM	1782.5998	SLTM	1595.9738
SLU7	706.6431	SLU7	1111.0842
SLURP1	33.9828	removed	removed
SMAD1	457.2691	SMAD1	518.2801
SMAD2	1601.1914	SMAD2	1647.2695
SMAD3	501.2469	SMAD3	1436.7635
SMAD4	1080.2495	SMAD4	1436.7635
removed	removed	SMAD5OS	6.291
SMAD5	842.0748	SMAD5	906.3853
SMAD6	53.9727	SMAD6	208.5703
SMAD7	521.7365	SMAD7	745.2394
SMAD9	17.9909	SMAD9	15.0016
SMAGP	635.679	SMAGP	227.4432
SMAP1	1002.3438	SMAP1	784.7032
SMAP2	1380.8027	SMAP2	1606.1361
SMARCA1	1703.1399	SMARCA1	1032.6889
SMARCA2	2414.2808	SMARCA2	3429.0692
SMARCA4	3488.7382	SMARCA4	2159.2586
SMARCA5	2557.7084	SMARCA5	1325.9455
SMARCAD1	559.2176	SMARCAD1	472.7915
SMARCAL1	418.7885	SMARCAL1	773.7908
SMARCB1	1474.2555	SMARCB1	1519.9981
SMARCC1	3787.0875	SMARCC1	1621.1377
SMARCC2	1870.5554	SMARCC2	2662.0533
SMARCD1	1305.3408	SMARCD1	1375.7894
SMARCD2	2889.5408	SMARCD2	3510.368
SMARCD3	1118.9349	SMARCD3	933.9689
SMARCE1	2242.8674	SMARCE1	2436.5458
SMC1A	3413.776	SMC1A	1404.3408
SMC1B	8.9955	removed	removed
SMC2	1217.885	SMC2	355.1985
SMC3	1175.9062	SMC3	1031.7211
SMC4	1953.5135	SMC4	452.4668
SMC5	982.0041	SMC5	581.6739
SMC6	781.6053	SMC6	439.8848
SMCHD1	1300.3433	SMCHD1	686.6849
SMCR7L	1061.9637	SMCR7L	1029.3015
SMCR7	248.8743	SMCR7	349.3915
SMCR8	787.3174	SMCR8	728.8151
SMEK1	2167.4055	SMEK1	1204.965
SMEK2	2007.4862	SMEK2	1272.2302
SMG1	2658.1576	SMG1	1386.9196
SMG5	4449.7529	SMG5	2182.9708
SMG6	921.0349	SMG6	1636.6232
SMG7	2921.0249	SMG7	1376.7572
SMN2	826.9474	SMN2	689.4045
SMNDC1	680.1565	SMNDC1	518.7641
SMOC1	15.9919	SMOC1	265.1891
SMOC2	187.4054	SMOC2	4238.1863
SMOX	307.3448	SMOX	191.1491
SMO	551.7214	SMO	568.1241
SMPD1	754.1192	SMPD1	1422.2459
SMPD2	249.8738	SMPD2	211.4738
SMPD3	29.9849	SMPD3	93.3969
SMPD4	1734.1243	SMPD4	1685.4993
SMPDL3A	547.7234	SMPDL3A	389.073
SMPDL3B	407.7941	SMPDL3B	153.8871
SMPX	9.995	removed	removed
removed	removed	SMR3B	6.7749
SMS	2666.6533	SMS	1566.4545
SMTNL1	12.9934	removed	removed
removed	removed	SMTNL2	16.4533
SMTN	381.3074	SMTN	2316.5332
SMU1	1844.0687	SMU1	1399.0176
SMUG1	500.7471	SMUG1	537.1531
SMURF1	1418.0539	SMURF1	741.5858
SMURF2	605.6941	SMURF2	406.4942
removed	removed	SMYD1	621.3555
SMYD2	621.686	SMYD2	668.7798
SMYD3	161.4185	SMYD3	156.3067
SMYD4	193.4023	SMYD4	427.3029
SMYD5	710.1414	SMYD5	721.5273
SNAI1	278.3594	SNAI1	130.1749
SNAI2	430.7825	SNAI2	824.1187
SNAI3	28.9854	SNAI3	76.9436
SNAP23	1083.4529	SNAP23	1299.8137
SNAP25	6.9965	SNAP25	14.5177
SNAP29	739.6265	SNAP29	1013.816
SNAP47	590.5668	SNAP47	703.4963
removed	removed	SNAP91	5.3231
SNAPC1	204.3968	SNAPC1	143.7247
SNAPC2	410.7925	SNAPC2	594.7398
SNAPC3	553.7204	SNAPC3	326.1632
SNAPC4	560.2171	SNAPC4	453.9186
SNAPC5	62.6684	SNAPC5	105.4369
SNAPIN	704.1444	SNAPIN	787.8245
SNCAIP	852.5695	SNCAIP	184.3742
SNCA	18.4907	SNCA	252.1232
SNCG	67.4659	SNCG	4265.7698
SND1	5475.235	SND1	4127.3682
SNED1	160.419	SNED1	1243.1949
SNF8	957.0167	SNF8	1279.489
SNHG10	90.9541	SNHG10	68.233
SNHG11	115.7615	SNHG11	196.6125
SNHG12	222.8874	SNHG12	369.7162
SNHG1	490.2524	SNHG1	537.637
SNHG3-RCC1	91.7037	SNHG3-RCC1	170.1904
SNHG3	51.9738	SNHG3	46.4565
SNHG4	8.7656	SNHG4	7.7427
SNHG5	872.0596	SNHG5	2641.2446
SNHG6	341.3276	SNHG6	1007.525
SNHG7	645.7189	SNHG7	1309.4679
SNHG8	277.8597	SNHG8	1005.5893
SNHG9	20.4897	SNHG9	38.7137
SNIP1	239.3791	SNIP1	251.6393
SNN	792.5997	SNN	1926.9762
removed	removed	SNORA39	7.1185
removed	removed	SNORA7B	8.6525
SNORA8	378.5438	SNORA8	200.8759
removed	removed	SNORD116-4	9.0784
SNORD1C	21.9239	SNORD1C	7.9702
SNPH	402.2968	SNPH	195.5044
SNRK	808.5917	SNRK	1091.2434
SNRNP200	5601.6712	SNRNP200	4335.9384
SNRNP25	353.8213	SNRNP25	553.1225
SNRNP27	481.7567	SNRNP27	406.9782
SNRNP35	318.1044	SNRNP35	533.4269
SNRNP40	803.5942	SNRNP40	748.143
SNRNP48	226.8854	SNRNP48	321.8079
SNRNP70	2199.8891	SNRNP70	3322.6064
SNRPA1	413.2913	SNRPA1	332.9381
SNRPA	1159.4145	SNRPA	1372.4019
SNRPB2	1889.046	SNRPB2	903.4818
SNRPB	3308.829	SNRPB	2166.0335
SNRPC	1807.5872	SNRPC	1172.5423
SNRPD1	836.0778	SNRPD1	596.6755
SNRPD2	2651.6609	SNRPD2	2696.4117
SNRPD3	1444.2706	SNRPD3	1335.5561
SNRPE	564.2151	SNRPE	745.7233
SNRPF	765.1136	SNRPF	610.2253
SNRPG	778.6068	SNRPG	478.5986
SNRPN	346.4051	SNRPN	1647.434
SNTA1	678.6573	SNTA1	1241.7431
SNTB1	732.63	SNTB1	407.946
SNTB2	485.7547	SNTB2	1011.8803
removed	removed	SNTG2	13.5498
SNUPN	245.8758	SNUPN	664.4245
removed	removed	SNURF	64.1971
SNW1	1857.0622	SNW1	1424.6655
SNX10	1093.4478	SNX10	667.328
SNX11	644.1747	SNX11	749.1108
SNX12	315.8405	SNX12	150.4996
SNX13	1048.4705	SNX13	560.8653
SNX14	984.5028	SNX14	1067.0474
SNX15	375.3105	SNX15	707.4935
SNX16	224.3867	SNX16	220.1844
SNX17	2673.1501	SNX17	3582.4724
SNX18	673.1601	SNX18	992.0395
SNX19	2625.1743	SNX19	1732.4397
SNX1	2019.9799	SNX1	3823.4654
SNX20	198.9695	SNX20	65.5666
SNX21	312.797	SNX21	1549.6334
SNX22	189.5143	SNX22	192.296
SNX24	259.369	SNX24	210.5059
SNX25	200.8985	SNX25	195.0204
SNX27	1430.3027	SNX27	913.5861
SNX29	490.7522	SNX29	1093.663
SNX2	1683.6498	SNX2	2213.4579
SNX30	551.7214	SNX30	505.2143
removed	removed	SNX31	6.291
removed	removed	SNX32	15.9694
SNX33	524.2353	SNX33	1659.8514
SNX3	3172.8977	SNX3	3870.8897
SNX4	849.0712	SNX4	648.939
SNX5	2867.0521	SNX5	2695.9278
SNX6	2521.7265	SNX6	1615.8146
SNX7	607.6931	SNX7	483.4378
SNX8	973.0086	SNX8	611.1931
SNX9	1150.9188	SNX9	2554.1387
SOAT1	1152.418	SOAT1	1184.6403
removed	removed	SOAT2	10.1624
SOBP	44.9773	SOBP	275.8354
SOCS1	197.4003	SOCS1	70.6526
SOCS2	44.4775	SOCS2	654.2621
SOCS3	2239.8689	SOCS3	3100.9703
SOCS4	631.1813	SOCS4	311.1617
SOCS5	687.153	SOCS5	666.3602
SOCS6	753.6194	SOCS6	570.0598
SOCS7	47.476	SOCS7	16.9373
SOD1	2287.3449	SOD1	3862.1791
SOD2	14942.4541	SOD2	4150.5964
SOD3	281.8577	SOD3	3988.4827
SOLH	745.1237	SOLH	707.0096
SON	4382.7867	SON	3799.7532
SORBS1	1978.5009	SORBS1	8323.9372
SORBS2	473.261	SORBS2	983.8128
SORBS3	973.5084	SORBS3	5313.9442
removed	removed	SORCS1	12.582
SORCS2	86.4563	SORCS2	234.702
SORD	528.2332	SORD	328.5828
SORL1	1237.3751	SORL1	953.8097
SORT1	5850.5455	SORT1	3387.4519
SOS1	3433.2662	SOS1	1033.6568
SOS2	1370.8077	SOS2	855.5736
SOSTDC1	113.9425	SOSTDC1	421.4958
removed	removed	SOX10	2059.0868
SOX11	1078.9551	SOX11	18.389
SOX12	369.8132	SOX12	466.0166
SOX13	203.3973	SOX13	1157.5407
SOX15	9.4952	SOX15	31.4549
SOX17	33.9828	SOX17	239.5412
SOX18	72.9632	SOX18	575.3829
SOX30	8.4957	removed	removed
SOX4	4529.2127	SOX4	1264.0035
SOX5	20.4897	SOX5	14.0337
removed	removed	SOX6	52.2635
SOX7	290.8531	SOX7	389.7554
SOX8	6.9965	SOX8	167.9208
SOX9	4721.1158	SOX9	1364.1753
SP100	2476.7492	SP100	1730.0201
SP110	1087.4508	SP110	543.4441
SP140L	455.7698	SP140L	327.1311
SP140	268.8642	SP140	66.2973
SP1	2235.8709	SP1	2294.2728
SP2	517.2388	SP2	630.0661
SP3	2646.6634	SP3	1129.4733
SP4	161.4185	SP4	79.3632
SP5	7.996	SP5	30.971
SP6	1435.7749	SP6	120.9804
SPA17	143.9273	SPA17	120.0126
SPAG16	134.9319	SPAG16	285.0299
removed	removed	SPAG17	59.5224
SPAG1	237.3801	SPAG1	73.5561
SPAG4	117.4407	SPAG4	29.5192
SPAG5	687.6527	SPAG5	231.7985
SPAG6	5.4972	removed	removed
SPAG7	592.7007	SPAG7	1358.8521
SPAG8	8.4957	SPAG8	18.8729
SPAG9	2183.3974	SPAG9	1646.7856
SPARCL1	1473.7558	SPARCL1	15999.4193
SPARC	25728.0074	SPARC	67710.8084
SPAST	570.212	SPAST	373.1036
SPATA12	6.9965	SPATA12	19.8408
SPATA13	342.8269	SPATA13	87.493
removed	removed	SPATA17	7.2588
SPATA18	101.4488	SPATA18	255.0267
SPATA20	645.1742	SPATA20	1916.4945
removed	removed	SPATA22	11.8561
SPATA24	39.9798	SPATA24	45.0047
SPATA2L	317.3397	SPATA2L	237.1216
SPATA2	474.2605	SPATA2	314.5491
SPATA5L1	167.9152	SPATA5L1	209.0542
SPATA5	122.4382	SPATA5	113.2377
SPATA6	25.4871	SPATA6	76.4596
SPATA7	182.4079	SPATA7	287.9334
removed	removed	SPATA9	17.4212
SPATC1	5.997	removed	removed
SPATS2L	1871.0551	SPATS2L	1480.8004
SPATS2	575.2095	SPATS2	360.5217
SPC24	19.4902	SPC24	9.6784
SPC25	345.8254	SPC25	38.2298
SPCS1	1819.0814	SPCS1	1749.377
SPCS2	884.0536	SPCS2	529.8943
SPCS3	2875.5478	SPCS3	1883.9072
SPDEF	92.9531	SPDEF	990.1038
SPDYA	17.741	SPDYA	8.0621
SPDYE1	11.9939	SPDYE1	6.291
SPDYE3	90.2144	SPDYE3	64.8503
SPDYE5	8.9955	SPDYE5	5.3231
SPDYE6	36.4816	SPDYE6	15.0016
SPDYE7P	9.995	removed	removed
SPDYE8P	12.9934	SPDYE8P	9.1945
removed	removed	SPEF1	8.7106
SPEF2	45.477	SPEF2	128.2393
SPEG	252.8723	SPEG	563.2849
SPEN	1479.253	SPEN	1601.2969
SPESP1	7.996	SPESP1	58.0706
SPG11	1140.9238	SPG11	1162.8638
SPG20	653.1701	SPG20	1457.0882
SPG21	2097.4408	SPG21	1942.9456
SPG7	1292.8471	SPG7	1504.0286
SPHAR	54.5774	SPHAR	154.5404
SPHK1	373.3864	SPHK1	579.1188
SPHK2	212.3977	SPHK2	327.1311
removed	removed	SPHKAP	66.7812
SPI1	1529.7275	SPI1	2365.4093
SPIB	21.9889	SPIB	26.6157
SPIN1	2945.5125	SPIN1	1663.2389
removed	removed	SPIN2A	15.9694
SPIN2B	115.1618	SPIN2B	124.4937
SPIN3	217.89	SPIN3	204.215
SPIN4	358.319	SPIN4	79.3632
SPINK1	8.9955	removed	removed
SPINK5	1577.7033	SPINK5	69.2008
SPINK8	8.4957	SPINK8	12.098
SPINT1	4247.3551	SPINT1	2145.7088
SPINT2	7206.3608	SPINT2	4401.7518
SPIRE1	479.258	SPIRE1	663.9406
SPIRE2	255.8708	SPIRE2	83.2345
SPNS1	774.4389	SPNS1	1244.1482
SPNS2	1054.3925	SPNS2	913.3877
SPNS3	10.9944	SPNS3	27.5835
SPN	410.2928	SPN	511.5052
SPOCD1	50.4745	SPOCD1	792.1798
SPOCK1	57.9707	SPOCK1	751.5304
SPOCK2	1344.8209	SPOCK2	365.8448
SPON1	211.3932	SPON1	980.9093
SPON2	858.5664	SPON2	2569.1403
SPOPL	857.5669	SPOPL	396.8158
SPOP	966.5119	SPOP	1343.8506
SPP1	45359.5934	SPP1	17054.8525
SPPL2A	893.5488	SPPL2A	715.2363
SPPL2B	410.2928	SPPL2B	1083.9846
removed	removed	SPPL3	1500.1573
SPRED1	1505.2399	SPRED1	1075.274
SPRED2	624.6845	SPRED2	827.99
SPRN	82.4584	SPRN	98.72
SPRR1A	1752.1152	removed	removed
SPRR1B	1685.149	removed	removed
SPRR2A	336.3302	removed	removed
SPRR2D	263.8667	removed	removed
SPRR2E	209.3943	removed	removed
SPRR2F	13.9929	SPRR2F	8.7106
SPRR3	3010.4797	removed	removed
SPRR4	23.4881	removed	removed
SPRY1	423.2862	SPRY1	1880.0358
SPRY2	187.9051	SPRY2	1576.6169
SPRY3	558.7178	SPRY3	60.4902
SPRY4	343.8264	SPRY4	589.4166
SPRYD3	868.5614	SPRYD3	2037.3104
SPRYD4	290.3534	SPRYD4	323.7436
SPR	731.6305	SPR	704.59
SPSB1	818.0869	SPSB1	1186.0921
SPSB2	134.9319	SPSB2	136.9498
SPSB3	377.3095	SPSB3	1222.3862
SPSB4	9.4952	SPSB4	55.651
SPTA1	6.4967	SPTA1	7.7427
SPTAN1	5237.3551	SPTAN1	9493.5759
SPTBN1	2952.509	SPTBN1	19989.3537
SPTBN2	2577.6983	SPTBN2	519.7319
SPTBN4	19.4902	SPTBN4	72.1043
SPTBN5	53.9727	SPTBN5	150.9836
SPTB	55.9717	SPTB	67.749
SPTLC1	2027.9759	SPTLC1	1300.2976
SPTLC2	1831.0753	SPTLC2	1045.2709
SPTLC3	841.575	SPTLC3	230.8307
SPTY2D1	888.8511	SPTY2D1	558.7699
SQLE	676.1585	SQLE	265.673
SQRDL	2329.8234	SQRDL	1838.9025
SQSTM1	9140.2442	SQSTM1	12157.4342
SR140	1980.0001	SR140	1249.4858
SRA1	526.2343	SRA1	662.9727
SRBD1	372.8117	SRBD1	309.7099
SRCAP	3058.9552	SRCAP	2713.349
SRCIN1	117.9404	SRCIN1	154.8549
SRCRB4D	60.4695	SRCRB4D	76.5806
SRC	1036.4766	SRC	1068.983
SRD5A1	406.2948	SRD5A1	194.0526
SRD5A2	73.4629	removed	removed
SRD5A3	982.9486	SRD5A3	503.7625
SREBF1	6494.2204	SREBF1	2470.4203
SREBF2	2422.2768	SREBF2	2438.4815
SRFBP1	175.4114	SRFBP1	147.5961
SRF	1576.7038	SRF	1848.097
SRGAP1	219.889	SRGAP1	314.0652
SRGAP2	803.0944	SRGAP2	972.6826
SRGAP3	185.4064	SRGAP3	220.1844
SRGN	2910.5302	SRGN	3349.706
SRI	2815.5781	SRI	1670.4977
removed	removed	SRL	63.3937
SRM	1534.2252	SRM	1587.2632
SRP14	3162.403	SRP14	4521.7644
SRP19	703.4548	SRP19	632.1034
SRP54	1564.7098	SRP54	854.6057
SRP68	2344.3161	SRP68	1983.5951
SRP72	2151.9133	SRP72	1814.7064
SRP9	2325.8255	SRP9	2919.9835
SRPK1	3207.88	SRPK1	542.4762
SRPK2	1519.7325	SRPK2	594.2558
SRPK3	21.3792	SRPK3	24.1429
SRPRB	1819.0814	SRPRB	1112.536
SRPR	6026.4566	SRPR	3414.0676
SRPX2	236.3806	SRPX2	1104.3093
SRPX	173.4124	SRPX	4102.2043
SRRD	212.3927	SRRD	231.3146
SRRM1	1927.5266	SRRM1	1695.1777
SRRM2	8655.1292	SRRM2	8472.0172
SRRM3	45.9768	SRRM3	160.1781
SRRM5	23.5231	SRRM5	20.9732
SRRT	2042.9683	SRRT	1890.1982
SRR	456.1996	SRR	317.7914
SRXN1	1162.9127	SRXN1	722.979
SS18L1	412.2918	SS18L1	248.2518
SS18L2	354.3211	SS18L2	259.866
SS18	1794.094	SS18	1537.9032
SSBP1	1734.1243	SSBP1	1011.3964
SSBP2	208.8945	SSBP2	585.5453
SSBP3	426.7845	SSBP3	682.3296
SSBP4	433.2812	SSBP4	953.8097
SSB	4484.2355	SSB	2417.6293
SSC5D	132.4331	SSC5D	2169.9049
SSFA2	2084.9471	SSFA2	1554.8404
SSH1	1522.2313	SSH1	905.9014
SSH2	618.1878	SSH2	620.3876
SSH3	1241.8729	SSH3	1118.827
SSNA1	1200.3938	SSNA1	1056.885
SSPN	331.8324	SSPN	1516.6106
SSPO	18.9904	SSPO	45.9726
SSR1	3541.2117	SSR1	2896.2714
SSR2	6157.8903	SSR2	6106.124
SSR3	3953.5035	SSR3	3183.7209
SSR4	5998.4708	SSR4	3160.0087
SSRP1	3166.401	SSRP1	3213.2401
SSSCA1	339.8284	SSSCA1	373.5876
removed	removed	SSTR1	28.0675
SSTR2	58.4705	SSTR2	30.0031
SSTR3	9.995	removed	removed
SSU72	2502.2364	SSU72	2882.7216
SSX2IP	774.6088	SSX2IP	166.953
ST13	2872.5494	ST13	5786.7357
ST14	11229.8289	ST14	3539.4033
removed	removed	ST18	9.1945
ST20	34.1128	ST20	50.1053
ST3GAL1	2393.7911	ST3GAL1	1269.3266
removed	removed	ST3GAL2	872.5108
ST3GAL3	67.4659	ST3GAL3	407.4621
ST3GAL4	774.1091	ST3GAL4	561.3492
ST3GAL5	311.3428	ST3GAL5	890.4159
ST3GAL6	149.9243	ST3GAL6	141.3051
ST5	1197.8951	ST5	1997.1449
ST6GAL1	2412.2818	ST6GAL1	1621.6216
ST6GAL2	13.9929	ST6GAL2	48.3922
ST6GALNAC1	7.4962	ST6GALNAC1	71.6204
ST6GALNAC2	166.9157	ST6GALNAC2	578.7704
ST6GALNAC3	20.4897	ST6GALNAC3	115.6573
ST6GALNAC4	257.37	ST6GALNAC4	538.1209
ST6GALNAC5	234.8814	ST6GALNAC5	90.0094
ST6GALNAC6	622.1858	ST6GALNAC6	3685.5477
ST7L	216.8905	ST7L	277.2871
ST7OT1	50.5445	ST7OT1	52.2829
ST7	658.5824	ST7	539.5049
ST8SIA1	319.3387	ST8SIA1	235.6699
ST8SIA2	26.4866	ST8SIA2	26.6157
ST8SIA4	497.7486	ST8SIA4	244.8644
ST8SIA6	71.9637	removed	removed
STAB1	3015.9769	STAB1	7102.3301
removed	removed	STAB2	76.9436
STAC2	6175.3814	STAC2	3416.4872
STAC3	185.9061	STAC3	297.1279
STAC	789.6013	STAC	79.3632
STAG1	764.7338	STAG1	495.7487
STAG2	2076.9511	STAG2	1421.278
STAG3L1	70.4644	STAG3L1	45.9726
STAG3L2	96.4513	STAG3L2	49.8439
STAG3L3	154.8768	STAG3L3	204.0746
STAG3L4	162.418	STAG3L4	112.7538
STAG3	23.0983	STAG3	78.8502
STAM2	654.6694	STAM2	521.1837
STAMBPL1	150.424	STAMBPL1	126.7875
STAMBP	728.1323	STAMBP	576.8347
STAM	382.8067	STAM	357.1342
STAP1	57.9707	STAP1	8.7106
STAP2	2050.9643	STAP2	425.3672
STARD10	985.5023	STARD10	867.1877
STARD13	619.1873	STARD13	638.7766
STARD3NL	796.098	STARD3NL	628.6143
STARD3	745.1237	STARD3	1350.1415
STARD4	125.4367	STARD4	30.971
STARD5	50.9743	STARD5	174.6957
STARD7	3547.3886	STARD7	3337.0611
STARD8	184.4069	STARD8	598.6111
removed	removed	STAR	13.0659
STAT1	37292.6672	STAT1	2737.0611
STAT2	3868.5464	STAT2	2520.2642
STAT3	6825.0533	STAT3	4535.7981
STAT4	176.9107	STAT4	91.4612
STAT5A	1233.8769	STAT5A	4129.7878
STAT5B	1225.3812	STAT5B	3116.4558
STAT6	1946.0173	STAT6	5202.6422
STAU1	3837.562	STAU1	2426.8673
STAU2	806.0929	STAU2	498.4394
STBD1	152.7629	STBD1	1114.9653
STC1	1607.1884	STC1	284.546
STC2	500.7471	STC2	4123.9807
STEAP1	93.9526	STEAP1	504.2464
STEAP2	223.3872	STEAP2	539.0888
STEAP3	2952.0092	STEAP3	1579.0365
STEAP4	2090.9441	STEAP4	2015.05
STIL	879.5558	STIL	73.5561
STIM1	2276.3504	STIM1	1861.6468
STIM2	437.7789	STIM2	483.4378
STIP1	2924.5231	STIP1	2543.4925
STK10	1034.9773	STK10	1872.2931
STK11IP	351.8223	STK11IP	521.6676
STK11	549.2226	STK11	1200.1258
STK16	310.3433	STK16	692.492
STK17A	619.6871	STK17A	474.2433
STK17B	1082.4534	STK17B	738.4645
STK19	531.9913	STK19	484.1975
STK24	4640.6565	STK24	2487.3575
STK25	1578.203	STK25	2198.4563
STK32B	21.9889	STK32B	256.9624
STK32C	59.9697	STK32C	253.7347
removed	removed	STK33	9.1945
removed	removed	STK35	820.2473
STK36	340.3281	STK36	427.3029
STK38L	1110.4392	STK38L	586.997
STK38	2884.0436	STK38	1627.9126
STK39	377.3095	STK39	446.6597
STK3	375.8102	STK3	378.4268
STK40	1479.253	STK40	2099.7363
STK4	1250.3686	STK4	695.8794
STMN1	4446.7544	STMN1	3131.9413
removed	removed	STMN2	24.1961
STMN3	232.3826	STMN3	1107.2129
STOML1	185.9061	STOML1	440.3687
STOML2	1964.0082	STOML2	1746.9573
STOM	12175.8512	STOM	5979.8205
STON1-GTF2A1L	7.916	removed	removed
STON1	137.0008	STON1	481.8166
STON2	291.3529	STON2	274.3836
STOX1	54.4725	STOX1	123.884
STOX2	66.9662	STOX2	18.8729
STRA13	685.6537	STRA13	439.8848
STRA6	106.4462	STRA6	40.1655
STRA8	14.4927	removed	removed
STRADA	479.258	STRADA	731.6896
STRADB	145.4266	STRADB	420.044
STRAP	3069.4499	STRAP	2082.3151
STRBP	1236.8754	STRBP	313.0973
removed	removed	STRC	18.3939
STRN3	560.7168	STRN3	434.5617
STRN4	2303.3368	STRN4	1903.2641
STRN	437.2792	STRN	78.8792
STS	924.0334	STS	1053.4975
STT3A	5830.0558	STT3A	2573.4956
STT3B	1766.1081	STT3B	842.5077
STUB1	1120.794	STUB1	2267.0086
STX10	386.8047	STX10	408.4299
STX11	282.8572	STX11	508.1178
STX12	1219.884	STX12	1783.7354
STX16	1473.7558	STX16	1619.6859
STX17	1372.8067	STX17	613.1288
STX18	397.7991	STX18	563.7688
STX19	95.4518	STX19	29.5192
STX1A	122.4382	STX1A	60.4612
STX1B	14.9924	STX1B	81.2988
STX2	154.422	STX2	541.5084
STX3	651.1712	STX3	496.9876
STX4	1046.4715	STX4	1435.3118
STX5	757.6174	STX5	1308.0404
STX6	2124.4022	STX6	979.9753
STX7	994.4978	STX7	1625.0091
STX8	309.8435	STX8	529.8943
STXBP1	207.895	STXBP1	1004.6215
STXBP2	2580.197	STXBP2	1283.3604
STXBP3	964.0132	STXBP3	694.9116
STXBP4	116.9409	STXBP4	56.1349
STXBP5	247.8748	STXBP5	256.8947
removed	removed	STXBP6	83.7185
STYK1	153.4225	STYK1	25.1639
STYXL1	1149.4195	STYXL1	541.0245
STYX	582.7057	STYX	361.9734
SUB1	2703.6347	SUB1	2870.6235
SUCLA2	834.6485	SUCLA2	919.7513
SUCLG1	1479.253	SUCLG1	2343.1489
