gene_id	TCGA-BH-A1EN-01A-11R-A13Q-07	gene_id	TCGA-BH-A1EN-11A-23R-A13Q-07
SRP19	1334.2976	SRP19	539.0177
SRP54	2571.752	SRP54	1034.2183
SRP68	1625.1669	SRP68	2034.5133
SRP72	3979.0869	SRP72	2221.8289
SRP9	9792.5991	SRP9	3388.4956
SRPK1	1431.7854	SRPK1	697.3451
SRPK2	1550.5451	SRPK2	965.1917
SRPK3	12.4475	SRPK3	15.0855
SRPRB	3012.4968	SRPRB	1017.4041
SRPR	4376.3287	SRPR	3766.6667
SRPX2	565.2202	SRPX2	625.9587
SRPX	185.443	SRPX	3433.6283
SRRD	263.2402	SRRD	233.3333
SRRM1	1497.516	SRRM1	1952.8024
SRRM2	7268.1605	SRRM2	12464.0118
SRRM3	27.3084	SRRM3	112.6844
SRRM5	13.1398	SRRM5	12.3097
SRRT	1359.3864	SRRT	1245.1327
SRR	153.5557	SRR	259.4572
SRXN1	1938.5783	SRXN1	707.9646
SS18L1	257.207	SS18L1	335.1032
SS18L2	197.192	SS18L2	214.4543
SS18	1092.6532	SS18	1851.6224
SSBP1	2115.1303	SSBP1	780.826
SSBP2	460.1147	SSBP2	638.6431
SSBP3	350.8811	SSBP3	794.9853
SSBP4	228.6284	SSBP4	333.6283
SSB	1920.8977	SSB	2616.2684
SSC5D	134.6367	SSC5D	713.2743
SSFA2	2727.0288	SSFA2	3292.0354
SSH1	832.5884	SSH1	1264.3068
SSH2	231.1687	SSH2	949.8525
SSH3	879.2667	SSH3	813.2743
SSNA1	514.0964	SSNA1	550.7375
SSPN	1000.2493	SSPN	2187.6106
removed	removed	SSPO	41.2979
SSR1	5739.5256	SSR1	3575.5162
SSR2	6262.513	SSR2	3917.6991
SSR3	5245.7517	SSR3	3348.0826
SSR4	6178.0475	SSR4	1695.2802
SSRP1	2311.6872	SSRP1	3069.6165
SSSCA1	312.1413	SSSCA1	259.587
removed	removed	SSTR1	67.5516
SSTR2	14.9244	SSTR2	65.4867
SSU72	2164.3489	SSU72	2284.9558
SSX2IP	285.468	SSX2IP	152.5074
ST13	6169.1564	ST13	7405.0147
ST14	2151.9649	ST14	804.7198
ST20	47.2784	ST20	22.5251
ST3GAL1	4450.9505	ST3GAL1	2007.9646
ST3GAL2	206.0831	ST3GAL2	633.9233
ST3GAL3	70.4938	ST3GAL3	459.292
ST3GAL4	1216.1761	ST3GAL4	352.8024
ST3GAL5	3052.1892	ST3GAL5	508.8496
ST3GAL6	49.2186	ST3GAL6	269.3215
ST5	696.364	ST5	1528.9086
ST6GAL1	4787.2248	ST6GAL1	2330.0885
ST6GAL2	120.3475	ST6GAL2	89.6755
ST6GALNAC1	80.0199	ST6GALNAC1	103.2448
ST6GALNAC2	778.9243	ST6GALNAC2	433.9233
ST6GALNAC3	40.01	ST6GALNAC3	390.2655
ST6GALNAC4	893.556	ST6GALNAC4	299.705
ST6GALNAC5	6.3508	ST6GALNAC5	114.4543
ST6GALNAC6	589.9883	ST6GALNAC6	3966.9617
ST7L	134.6367	ST7L	293.2153
ST7OT1	30.868	ST7OT1	41.9528
ST7	1549.1829	ST7	611.4307
removed	removed	ST8SIA1	210.0295
removed	removed	ST8SIA2	50.1475
ST8SIA4	236.2494	ST8SIA4	329.4985
removed	removed	ST8SIA6	38.3481
STAB1	696.7006	STAB1	2712.6401
removed	removed	STAB2	174.3363
STAC2	60.015	STAC2	3355.1622
STAC3	24.4505	STAC3	29.2035
removed	removed	STAC	112.0944
STAG1	936.4873	STAG1	1169.174
STAG2	2036.698	STAG2	3111.2094
STAG3L1	99.3898	STAG3L1	108.5546
STAG3L2	36.517	STAG3L2	66.6667
STAG3L3	84.3639	STAG3L3	151.7493
STAG3L4	103.5179	STAG3L4	141.2979
removed	removed	STAG3	15.5723
STAM2	1828.3922	STAM2	883.4808
STAMBPL1	152.1014	STAMBPL1	127.1386
STAMBP	839.2568	STAMBP	569.0265
STAM	736.6915	STAM	488.7906
removed	removed	STAP1	10.9145
STAP2	899.2717	STAP2	200.59
STARD10	3458.6397	STARD10	532.1534
STARD13	460.1147	STARD13	1156.3422
STARD3NL	566.4904	STARD3NL	633.3333
STARD3	12532.3295	STARD3	916.8142
STARD4	104.4705	STARD4	37.1681
STARD5	60.015	STARD5	81.7109
STARD7	6101.8921	STARD7	3291.9027
STARD8	160.0399	STARD8	717.4041
STAR	6.6683	STAR	5.3097
STAT1	2397.7404	STAT1	5537.7581
STAT2	1697.2484	STAT2	2389.9705
STAT3	3058.54	STAT3	7727.7286
STAT4	18.7348	STAT4	188.4956
STAT5A	261.97	STAT5A	4502.9499
STAT5B	1166.9575	STAT5B	4392.6254
STAT6	1812.5152	STAT6	4384.6608
STAU1	4331.2381	STAU1	2860.472
STAU2	952.9359	STAU2	897.0501
STBD1	308.045	STBD1	4041.2478
STC1	164.803	STC1	336.5782
STC2	68.271	STC2	4243.9528
STEAP1	484.5652	STEAP1	477.2861
STEAP2	248.6334	STEAP2	959.882
STEAP3	2891.1967	STEAP3	1069.9115
STEAP4	3222.0728	STEAP4	5727.7286
STIL	154.3242	STIL	53.9823
STIM1	1552.1328	STIM1	1758.1121
STIM2	428.9958	STIM2	763.4218
STIP1	2063.0538	STIP1	1831.5634
STK10	340.7198	STK10	1274.3363
STK11IP	407.4031	STK11IP	259.587
removed	removed	STK11	700
STK16	817.029	STK16	554.2773
STK17A	499.172	STK17A	624.7788
STK17B	1647.7122	STK17B	1005.3097
STK19	199.98	STK19	314.9499
STK24	2309.782	STK24	2580.826
STK25	1239.9916	STK25	1703.5398
removed	removed	STK32A	19.174
STK32B	17.1471	STK32B	221.8289
STK32C	80.9726	STK32C	96.4602
removed	removed	STK33	8.2596
STK35	1774.0929	STK35	981.4159
STK36	335.0041	STK36	321.2389
STK38L	3339.5624	STK38L	1066.6667
STK38	1596.5884	STK38	1419.174
STK39	505.5228	STK39	684.0708
STK3	496.3142	STK3	584.0708
STK40	1095.1936	STK40	1692.3304
STK4	836.7165	STK4	938.3481
removed	removed	STL	6.8024
STMN1	1889.3597	STMN1	1317.9941
STMN2	81.2901	STMN2	25.9587
STMN3	369.2984	STMN3	553.0973
STOML1	371.2036	STOML1	324.1888
STOML2	1866.4969	STOML2	1245.1327
STOM	3772.0511	STOM	11479.646
STON1-GTF2A1L	13.6224	STON1-GTF2A1L	41.9263
STON1	159.4366	STON1	1235.5752
STON2	95.5794	STON2	303.5398
STOX1	37.7872	STOX1	391.1504
STOX2	107.0108	STOX2	56.3422
STRA13	382.9526	STRA13	228.9086
STRA6	48.266	STRA6	55.7522
STRADA	474.4039	STRADA	531.2684
STRADB	208.6234	STRADB	594.6903
STRAP	3586.9256	STRAP	2232.7434
STRBP	748.4405	STRBP	345.7227
removed	removed	STRC	12.9794
STRN3	869.7406	STRN3	862.8319
STRN4	1340.0165	STRN4	1491.7404
STRN	1025.3349	STRN	418.5841
STS	2243.0987	STS	1301.7699
STT3A	3404.0229	STT3A	2818.8791
STT3B	3696.1592	STT3B	1700
STUB1	1364.6036	STUB1	1271.6726
STX10	257.842	STX10	210.0295
STX11	31.4364	STX11	714.7493
STX12	820.5219	STX12	2402.0649
STX16	1091.7006	STX16	1544.5428
STX17	896.7314	STX17	1071.0914
STX18	1006.2825	STX18	500
STX19	155.2768	STX19	16.2242
STX1A	239.4216	STX1A	54.5723
removed	removed	STX1B	56.6372
STX2	139.7174	STX2	492.3304
STX3	1422.8943	STX3	566.6667
STX4	381.6824	STX4	734.5133
STX5	645.5577	STX5	961.9469
STX6	1330.0394	STX6	977.7109
STX7	1140.2842	STX7	1989.3805
STX8	266.4156	STX8	366.9617
STXBP1	277.5295	STXBP1	1946.0177
STXBP2	1673.7504	STXBP2	467.8466
STXBP3	346.118	STXBP3	876.4012
STXBP4	186.3957	STXBP4	135.3982
STXBP5L	787.8154	removed	removed
STXBP5	1942.6365	STXBP5	499.6549
removed	removed	STXBP6	80.531
STYK1	139.0823	STYK1	44.5428
STYXL1	1570.8677	STYXL1	350.7375
STYX	853.546	STYX	591.1504
SUB1	2656.535	SUB1	3011.7994
SUCLA2	887.98	SUCLA2	1490.1593
SUCLG1	2985.5059	SUCLG1	2420.649
SUCLG2	2096.713	SUCLG2	1702.3599
SUCNR1	10.1613	SUCNR1	33.6283
SUDS3	1291.1154	SUDS3	1020.944
SUFU	736.0564	SUFU	662.5369
SUGT1L1	8.2465	SUGT1L1	39.1475
removed	removed	SUGT1P1	12.9794
SUGT1	483.9301	SUGT1	491.4454
SULF1	9703.3705	SULF1	2796.4602
SULF2	1836.9657	SULF2	3983.7758
SULT1A1	366.4405	SULT1A1	406.7847
SULT1A2	51.1239	SULT1A2	18.2891
SULT1A3	583.9328	SULT1A3	850.3363
removed	removed	SULT1B1	7.3746
removed	removed	SULT1C2	44.5428
SULT1C4	8.256	SULT1C4	95.5752
SULT2B1	98.7548	SULT2B1	61.0619
removed	removed	SULT4A1	6.1947
SUMF1	1033.9085	SUMF1	1011.5044
SUMF2	5039.6686	SUMF2	3015.0442
SUMO1P3	198.4622	SUMO1P3	125.0737
SUMO1	2541.9033	SUMO1	1743.6578
SUMO2	1548.6399	SUMO2	2471.0914
SUMO3	3096.6447	SUMO3	1953.3923
SUN1	1862.3689	SUN1	3286.8761
SUN2	2437.1153	SUN2	7502.9499
SUOX	628.4106	SUOX	874.0413
SUPT16H	2768.3089	SUPT16H	3061.0619
SUPT3H	81.9252	SUPT3H	106.4897
SUPT4H1	1971.2182	SUPT4H1	1135.059
SUPT5H	3521.5125	SUPT5H	2444.5428
SUPT6H	1182.1994	SUPT6H	3370.7965
SUPT7L	1202.9506	SUPT7L	978.1711
SUPV3L1	604.2776	SUPV3L1	503.2448
SURF1	445.1903	SURF1	584.0708
SURF2	112.0914	SURF2	153.6873
SURF4	6739.1398	SURF4	6232.7434
SURF6	308.0133	SURF6	670.2065
SUSD1	225.1355	SUSD1	259.587
SUSD2	275.6242	SUSD2	398.5251
SUSD3	7.3034	SUSD3	134.5133
SUSD4	783.3698	SUSD4	103.5398
SUSD5	15.5594	SUSD5	130.6785
SUV39H1	251.4912	SUV39H1	213.5693
SUV39H2	364.8528	SUV39H2	121.2389
SUV420H1	1815.6906	SUV420H1	1269.6165
SUV420H2	111.7739	SUV420H2	89.0855
SUZ12P	26.3558	SUZ12P	79.941
SUZ12	293.0889	SUZ12	865.4867
SV2A	7.6209	SV2A	109.4395
SV2B	39.0574	SV2B	462.2419
SVEP1	345.0003	SVEP1	15433.5664
SVIL	669.4049	SVIL	3803.0265
SVIP	336.9094	SVIP	228.3186
SVOPL	6.9859	SVOPL	7.9646
SWAP70	1423.5294	SWAP70	3583.1858
SYAP1	4378.869	SYAP1	1048.9676
SYBU	914.8312	SYBU	714.1593
removed	removed	SYCE1	64.3068
SYCE2	5.3982	removed	removed
removed	removed	SYCP2L	6.1947
SYCP2	240.3774	SYCP2	135.1032
SYDE1	126.3807	SYDE1	658.1121
SYDE2	197.5095	SYDE2	154.8673
SYF2	681.1221	SYF2	1412.9794
SYK	2007.1669	SYK	513.5693
SYMPK	1408.9225	SYMPK	1499.705
SYN1	10.7963	SYN1	9.7345
removed	removed	SYN2	588.2006
SYN3	81.2901	SYN3	17.1091
SYNCRIP	3057.5874	SYNCRIP	4056.6372
SYNC	257.8389	SYNC	487.8289
SYNE1	420.7398	SYNE1	3828.3186
SYNE2	2199.2782	SYNE2	5816.8142
SYNGAP1	265.7805	SYNGAP1	316.2242
SYNGR1	947.7473	SYNGR1	682.7463
SYNGR2	4669.4176	SYNGR2	2248.6726
SYNGR3	73.3516	SYNGR3	5.8997
SYNGR4	19.3699	removed	removed
SYNJ1	426.1379	SYNJ1	466.3717
SYNJ2BP	1068.5203	SYNJ2BP	1387.9056
SYNJ2	664.2925	SYNJ2	667.2566
SYNM	292.1363	SYNM	14518.5841
removed	removed	SYNPO2L	8.5546
SYNPO2	395.3366	SYNPO2	6771.0914
SYNPO	1139.9666	SYNPO	7140.118
SYNRG	449.6359	SYNRG	1079.351
SYPL1	7902.2868	SYPL1	3405.6047
SYPL2	64.4605	SYPL2	66.9617
SYP	16.5121	SYP	50.1475
SYS1-DBNDD2	55.3725	removed	removed
SYS1	977.4087	SYS1	960.3068
SYT11	205.7656	SYT11	876.9912
removed	removed	SYT12	346.0177
SYT13	5838.9154	SYT13	51.6224
SYT15	10.1613	SYT15	790.5605
SYT17	251.1737	SYT17	181.7109
removed	removed	SYT1	59.292
removed	removed	SYT2	12.0944
SYT3	9.5262	SYT3	5.8997
removed	removed	SYT6	12.9794
SYT7	1547.0522	SYT7	626.2537
SYT8	20.6401	SYT8	33.6283
SYT9	10.7963	SYT9	17.9941
SYTL1	1412.4155	SYTL1	188.7906
SYTL2	447.4131	SYTL2	1003.8348
SYTL3	67.3184	SYTL3	187.3156
SYTL4	456.3042	SYTL4	596.4602
SYTL5	100.0249	SYTL5	47.1976
SYVN1	1693.1203	SYVN1	1598.8201
TAB1	447.8386	TAB1	652.9469
TAB2	2292.9524	TAB2	2551.6224
TAB3	1382.2492	TAB3	789.6755
removed	removed	TAC1	31.8584
TACC1	709.0656	TACC1	9578.1711
TACC2	5144.7742	TACC2	1353.9823
TACC3	758.9193	TACC3	196.4602
TACO1	658.8944	TACO1	340.118
removed	removed	TACR1	596.7552
TACR2	33.0241	TACR2	17.9941
TACSTD2	3950.1908	TACSTD2	3640.413
TADA1	259.1122	TADA1	250.1475
TADA2A	75.2568	TADA2A	227.4336
TADA2B	1274.9209	TADA2B	968.4366
TADA3	1363.0444	TADA3	1587.354
TAF10	395.0191	TAF10	558.7021
TAF11	630.9509	TAF11	464.3068
TAF12	363.5827	TAF12	385.2507
TAF13	338.1795	TAF13	173.7463
TAF15	496.9492	TAF15	2464.8968
TAF1A	149.2435	TAF1A	74.0413
TAF1B	337.5444	TAF1B	305.0147
TAF1C	252.1263	TAF1C	711.5044
TAF1D	349.1029	TAF1D	503.6519
TAF1L	19.3699	TAF1L	40.708
TAF1	843.0672	TAF1	1729.7935
TAF2	3190.9539	TAF2	743.6578
TAF3	181.315	TAF3	275.2212
TAF4B	44.4555	TAF4B	270.2065
TAF4	427.4081	TAF4	372.5664
TAF5L	947.5377	TAF5L	615.0442
TAF5	77.1621	TAF5	120.354
TAF6L	85.7357	TAF6L	190.5605
TAF6	635.714	TAF6	872.8968
TAF7	3191.589	TAF7	2748.3776
TAF8	433.7589	TAF8	659.587
TAF9B	739.5494	TAF9B	968.7316
TAF9	1744.5617	TAF9	1145.5015
TAGAP	51.1239	TAGAP	150.7375
TAGLN2	9780.2151	TAGLN2	9084.3658
TAGLN	4329.6504	TAGLN	25248.3599
TAL1	32.7066	TAL1	400.59
TALDO1	3207.1484	TALDO1	2708.5546
TANC1	1132.6632	TANC1	1569.6165
TANC2	1560.3889	TANC2	710.3245
TANK	950.078	TANK	1291.1504
TAOK1	331.8287	TAOK1	617.4041
TAOK2	937.694	TAOK2	1897.6401
TAOK3	814.4887	TAOK3	967.5516
TAP1	822.1096	TAP1	1759.882
TAP2	752.035	TAP2	1629.1416
TAPBPL	345.5083	TAPBPL	719.2271
TAPBP	2617.1601	TAPBP	2582.3009
TAPT1	1252.3756	TAPT1	803.8348
TARBP1	1321.9167	TARBP1	458.7021
TARBP2	573.1587	TARBP2	251.3274
TARDBP	3233.5042	TARDBP	3193.5103
removed	removed	TARP	47.1976
TARS2	747.1703	TARS2	413.2743
TARSL2	413.4364	TARSL2	379.056
TARS	2235.7953	TARS	1511.5044
removed	removed	TAS1R1	5.0147
TAS1R3	65.0956	TAS1R3	6.7847
removed	removed	TAS2R14	7.0649
TAS2R20	6.0332	TAS2R20	20.059
removed	removed	TAS2R5	10.0295
TASP1	228.3109	TASP1	207.3746
TATDN1	707.4779	TATDN1	384.3392
TATDN2	1370.5003	TATDN2	1242.4779
TATDN3	323.5727	TATDN3	358.7021
removed	removed	TAT	1596.7552
TAX1BP1	5933.5422	TAX1BP1	3077.5811
TAX1BP3	2775.6473	TAX1BP3	2155.5575
TAZ	252.1263	TAZ	296.7552
TBC1D10A	367.7297	TBC1D10A	529.9646
TBC1D10B	1042.482	TBC1D10B	1007.3746
TBC1D10C	12.7016	TBC1D10C	78.4661
TBC1D12	475.9916	TBC1D12	507.0796
TBC1D13	864.3424	TBC1D13	1367.5516
TBC1D14	3264.9406	TBC1D14	2035.6932
TBC1D15	961.1919	TBC1D15	1501.7699
TBC1D16	689.0606	TBC1D16	795.8702
TBC1D17	690.1339	TBC1D17	1086.7375
TBC1D19	138.4472	TBC1D19	100.295
TBC1D1	688.4255	TBC1D1	1462.8319
TBC1D20	1619.4512	TBC1D20	1617.6991
TBC1D22A	690.3308	TBC1D22A	374.6313
TBC1D22B	819.274	TBC1D22B	337.0354
TBC1D23	999.6142	TBC1D23	932.1534
TBC1D24	237.202	TBC1D24	346.9233
TBC1D25	548.7082	TBC1D25	490.2655
TBC1D2B	1610.2426	TBC1D2B	2952.8024
TBC1D2	705.2551	TBC1D2	331.5634
TBC1D3B	7.9385	TBC1D3B	61.6519
removed	removed	TBC1D3C	10.9145
TBC1D3	59.4561	TBC1D3	214.292
TBC1D4	506.1579	TBC1D4	1660.767
TBC1D5	1033.9085	TBC1D5	2022.7139
TBC1D7	394.1903	TBC1D7	137.7581
TBC1D8B	617.9318	TBC1D8B	205.3097
TBC1D8	1676.6083	TBC1D8	863.1268
TBC1D9B	3821.2697	TBC1D9B	4744.2478
TBC1D9	1659.4612	TBC1D9	3262.2419
TBCA	1427.9749	TBCA	907.0796
TBCB	469.1963	TBCB	599.8702
TBCCD1	193.064	TBCCD1	258.1121
TBCC	635.0789	TBCC	457.2271
TBCD	1462.5168	TBCD	1413.4808
TBCEL	282.2926	TBCEL	456.6372
TBCE	441.7133	TBCE	261.6195
TBCK	259.3345	TBCK	507.6165
TBK1	524.2576	TBK1	671.0914
TBKBP1	127.6509	TBKBP1	470.2065
TBL1XR1	2621.9232	TBL1XR1	2832.1534
TBL1X	1423.8469	TBL1X	1233.9233
TBL2	2800.698	TBL2	748.3776
TBL3	908.1628	TBL3	661.9469
TBPL1	127.9684	TBPL1	239.823
TBP	196.2394	TBP	251.9174
TBRG1	598.5619	TBRG1	971.1947
TBRG4	1660.0962	TBRG4	687.3156
TBX15	93.9917	TBX15	573.4513
TBX18	46.3608	TBX18	233.3333
TBX19	18.738	TBX19	56.6401
removed	removed	TBX1	107.0796
removed	removed	TBX21	56.6372
TBX2	99.7074	TBX2	282.5959
TBX3	373.7439	TBX3	1283.1858
TBX4	9.5262	TBX4	6.4897
TBX5	26.6733	TBX5	192.9204
TBX6	41.2801	TBX6	23.0088
TBXA2R	37.4697	TBXA2R	59.292
TBXAS1	149.2435	TBXAS1	190.8555
TC2N	11739.751	TC2N	1990.8555
TCAP	12.384	TCAP	8.5546
TCEA1	1477.8286	TCEA1	1384.0708
TCEA2	219.4198	TCEA2	322.4189
TCEA3	2152.9175	TCEA3	451.0324
TCEAL1	358.8196	TCEAL1	505.0147
removed	removed	TCEAL2	86.7257
TCEAL3	433.4413	TCEAL3	564.3068
TCEAL4	1439.4063	TCEAL4	2866.0767
TCEAL5	7.6209	TCEAL5	59.292
TCEAL6	23.1804	TCEAL6	28.3186
TCEAL7	9.5262	TCEAL7	166.9617
TCEAL8	2216.7429	TCEAL8	1085.8407
TCEANC	36.8346	TCEANC	68.4366
TCEB1	947.2202	TCEB1	453.6873
TCEB2	2003.6739	TCEB2	1126.5487
TCEB3	1482.833	TCEB3	1740.0236
TCERG1	952.3008	TCERG1	887.6106
removed	removed	TCF12	1821.8289
removed	removed	TCF15	144.5428
TCF19	609.0407	TCF19	252.2124
TCF20	1492.1179	TCF20	1040.118
removed	removed	TCF21	12.3894
TCF25	1828.0746	TCF25	2207.0796
TCF3	882.7597	TCF3	769.3215
TCF4	1078.9991	TCF4	4823.8938
TCF7L1	601.7373	TCF7L1	1177.8761
TCF7L2	420.7398	TCF7L2	1112.0944
TCF7	25.4032	TCF7	587.6106
TCFL5	218.7847	TCFL5	413.8643
removed	removed	TCHH	6.4897
TCHP	315.9518	TCHP	395.2802
TCIRG1	902.7647	TCIRG1	647.1976
removed	removed	TCL1A	28.9086
TCN1	22.5453	TCN1	641.5929
TCN2	426.1379	TCN2	1593.8053
TCOF1	1008.1878	TCOF1	1008.2596
TCP10L	43.7792	TCP10L	15.6991
TCP11L1	614.515	TCP11L1	246.6077
TCP11L2	164.803	TCP11L2	239.233
TCP1	3321.8373	TCP1	3547.351
TCTA	3403.7054	TCTA	916.5192
TCTE3	12.0665	TCTE3	32.1534
TCTEX1D1	6.0332	TCTEX1D1	22.7139
TCTEX1D2	80.0199	TCTEX1D2	46.6077
TCTEX1D4	5.7157	removed	removed
TCTN1	515.3665	TCTN1	494.3953
TCTN2	311.1887	TCTN2	415.3392
TCTN3	2270.4071	TCTN3	1117.6991
removed	removed	TDGF1	26.2537
TDG	473.4513	TDG	298.8201
TDO2	13.9717	removed	removed
TDP1	421.6924	TDP1	280.236
TDP2	1329.2201	TDP2	843.9528
removed	removed	TDRD10	77.8761
removed	removed	TDRD12	9.4395
TDRD1	5.7157	TDRD1	26.2537
TDRD3	228.6284	TDRD3	492.0354
removed	removed	TDRD5	45.4277
removed	removed	TDRD6	24.4838
TDRD7	205.448	TDRD7	500.295
removed	removed	TDRD9	19.764
TDRKH	365.1704	TDRKH	218.2891
TEAD1	1154.2559	TEAD1	4408.8496
TEAD2	1294.9259	TEAD2	874.6313
TEAD3	1136.1562	TEAD3	690.2655
TEAD4	258.1596	TEAD4	250.1475
TECPR1	504.5702	TECPR1	423.0088
TECPR2	826.5552	TECPR2	1013.2743
TECR	1573.7255	TECR	1312.3894
TECTA	9.5262	TECTA	18.8791
TEC	22.2278	TEC	39.823
TEF	307.6957	TEF	2381.1209
removed	removed	TEKT2	7.3746
removed	removed	TEKT3	5.3097
TEK	297.2169	TEK	1947.7876
TELO2	263.5577	TELO2	383.7758
TENC1	1045.3399	TENC1	7312.3894
TEP1	844.9725	TEP1	976.4012
TERF1	561.4097	TERF1	604.1298
TERF2IP	883.7123	TERF2IP	1998.2301
TERF2	304.8379	TERF2	659.587
TESC	79.3849	TESC	114.7493
TESK1	1222.2093	TESK1	1184.6608
TESK2	40.3275	TESK2	145.1327
TES	2367.8568	TES	1962.1829
TET1	113.044	TET1	73.1563
TET2	872.2809	TET2	621.8289
TET3	873.2335	TET3	380.826
TEX10	441.0623	TEX10	344.8378
TEX261	5768.4217	TEX261	3043.6578
TEX264	1370.1827	TEX264	817.6991
TEX2	2469.8218	TEX2	1827.1386
TEX9	154.3242	TEX9	62.5369
TFAM	693.5062	TFAM	548.0826
TFAP2A	1479.3941	TFAP2A	540.118
TFAP2B	1127.5826	TFAP2B	590.5605
TFAP2C	483.9301	TFAP2C	710.3245
removed	removed	TFAP2E	12.6844
TFAP4	122.8878	TFAP4	207.6696
TFB1M	109.8686	TFB1M	109.1445
TFB2M	1016.1262	TFB2M	261.9469
TFCP2L1	35.2469	TFCP2L1	1076.1062
TFCP2	468.6882	TFCP2	647.1976
TFDP1	997.3914	TFDP1	1249.2625
TFDP2	196.5569	TFDP2	298.5251
TFE3	952.6184	TFE3	2541.2979
TFEB	246.7282	TFEB	442.4779
TFEC	81.2901	TFEC	79.941
TFF1	5437.8631	TFF1	117.4041
TFF3	86709.2275	TFF3	1670.7965
TFG	2818.1626	TFG	1464.3068
TFIP11	1073.1786	TFIP11	891.354
removed	removed	TFPI2	226.5487
TFPI	246.4106	TFPI	2657.8171
TFPT	476.3568	TFPT	182.6224
TFR2	35.882	removed	removed
TFRC	3464.6729	TFRC	1416.8142
TF	5.7157	TF	2334.2183
TGDS	98.7548	TGDS	212.3894
TGFA	633.1737	TGFA	153.0973
TGFB1I1	247.9983	TGFB1I1	1103.8348
TGFB1	448.3657	TGFB1	687.6106
TGFB2	103.2003	TGFB2	848.3776
TGFB3	1708.6798	TGFB3	1028.0236
TGFBI	2464.1061	TGFBI	3910.6195
TGFBR1	1219.0339	TGFBR1	2124.7788
TGFBR2	2208.4869	TGFBR2	16165.1917
TGFBR3	223.5478	TGFBR3	6966.0767
TGFBRAP1	566.1728	TGFBRAP1	417.1091
TGIF1	730.9758	TGIF1	773.4513
TGIF2	295.3434	TGIF2	507.2861
removed	removed	TGM1	39.528
TGM2	719.8619	TGM2	2395.2802
TGM3	76.2095	removed	removed
removed	removed	TGM5	11.5044
TGOLN2	8992.7172	TGOLN2	7515.0442
TGS1	505.2053	TGS1	541.0029
TH1L	1884.5966	TH1L	1316.5192
THADA	1192.0431	THADA	856.9322
THAP10	46.6783	THAP10	52.2124
THAP11	344.2128	THAP11	617.1091
THAP1	268.3208	THAP1	245.4277
THAP2	98.1197	THAP2	123.8938
THAP3	100.714	THAP3	345.4218
THAP4	1187.5975	THAP4	890.2655
THAP5	771.6209	THAP5	598.5251
THAP6	469.6408	THAP6	293.8053
THAP7	341.0374	THAP7	221.8289
THAP8	123.8404	THAP8	87.0206
THAP9	109.5511	THAP9	120.059
THBD	466.1479	THBD	1606.1947
THBS1	16940.7297	THBS1	6610.9145
THBS2	4145.16	THBS2	6453.3923
THBS3	375.3348	THBS3	814.4543
THBS4	1087.2551	THBS4	3229.7935
THEM4	792.5785	THEM4	350.1475
THEM5	33.0241	removed	removed
THEMIS	5.0806	THEMIS	40.708
THG1L	114.6317	THG1L	132.1534
THNSL1	169.2485	THNSL1	174.0413
THNSL2	583.0024	THNSL2	852.8024
THOC1	195.6043	THOC1	385.2507
THOC2	1129.8054	THOC2	1261.0619
THOC3	563.9501	THOC3	415.3392
THOC4	483.295	THOC4	503.2448
THOC5	1618.4986	THOC5	574.6313
THOC6	230.7559	THOC6	268.7109
THOC7	779.8769	THOC7	810.6195
THOP1	664.6101	THOP1	330.0885
THPO	6.0332	THPO	23.3038
THRAP3	2794.9822	THRAP3	4108.8496
THRA	305.8445	THRA	1550.5516
THRB	605.5477	THRB	1345.7227
THRSP	35.2469	THRSP	3642.1829
THSD1P1	31.7539	THSD1P1	162.8319
THSD1	100.3425	THSD1	555.7522
THSD4	52.394	THSD4	1213.5693
THSD7A	80.9726	THSD7A	308.5546
removed	removed	THSD7B	135.1032
THTPA	304.8379	THTPA	373.1563
THUMPD1	968.8129	THUMPD1	1562.8319
THUMPD2	200.6849	THUMPD2	197.0501
THUMPD3	1174.896	THUMPD3	703.2448
THY1	3108.3937	THY1	3277.2861
THYN1	325.4779	THYN1	912.9794
TIA1	1267.935	TIA1	1211.2094
TIAF1	84.7545	TIAF1	250.0265
TIAL1	1481.6391	TIAL1	1347.1976
TIAM1	62.5553	TIAM1	288.7906
TIAM2	28.7818	TIAM2	85.3304
TICAM1	410.261	TICAM1	341.0029
TICAM2	215.387	TICAM2	214.7345
TIE1	371.5212	TIE1	1760.472
TIFA	358.502	TIFA	335.6932
TIGD1	121.3001	TIGD1	59.882
TIGD2	359.7722	TIGD2	223.3038
TIGD3	6.9859	removed	removed
TIGD4	11.4314	TIGD4	6.7847
TIGD5	104.4705	TIGD5	86.7257
TIGD6	182.9027	TIGD6	181.1209
TIGD7	294.1146	TIGD7	187.4248
TIGIT	12.0665	TIGIT	39.823
removed	removed	TIMD4	35.3982
TIMELESS	641.1122	TIMELESS	307.9646
TIMM10	339.7672	TIMM10	297.6401
TIMM13	1203.157	TIMM13	574.9263
TIMM16	89.2095	TIMM16	69.2773
TIMM17A	2064.959	TIMM17A	669.3215
TIMM17B	863.3898	TIMM17B	308.2596
TIMM22	518.2244	TIMM22	434.2183
TIMM44	371.5212	TIMM44	450.1475
TIMM50	888.7929	TIMM50	548.6726
TIMM8A	222.5952	TIMM8A	104.7198
TIMM8B	358.8196	TIMM8B	358.1121
TIMM9	538.8644	TIMM9	517.1091
