gene_id	TCGA-BH-A0AU-01A-11R-A12P-07	gene_id	TCGA-BH-A0AU-11A-11R-A12P-07
SGSM1	24.3682	SGSM1	235.9834
SGSM2	871.3899	SGSM2	2614.8096
SGSM3	864.1697	SGSM3	1680.1697
SGTA	1205.3249	SGTA	1460.7536
SGTB	156.2365	SGTB	165.2894
SH2B1	961.1913	SH2B1	1594.1004
SH2B2	17.5993	SH2B2	16.5673
SH2B3	617.3285	SH2B3	664.3095
SH2D1A	75.8123	SH2D1A	38.7918
removed	removed	SH2D1B	7.6775
SH2D2A	53.2491	SH2D2A	43.6408
SH2D3A	114.1697	SH2D3A	438.8322
SH2D3C	206.6787	SH2D3C	429.9424
SH2D4A	687.2744	SH2D4A	301.8487
SH2D4B	9.4765	removed	removed
SH3BGRL2	337.9964	SH3BGRL2	1670.4718
SH3BGRL3	3056.4079	SH3BGRL3	1077.6846
SH3BGRL	13644.3863	SH3BGRL	3544.5843
SH3BGR	97.4729	SH3BGR	198.4039
SH3BP1	292.8881	SH3BP1	220.1515
SH3BP2	740.9747	SH3BP2	1773.1084
SH3BP4	2795.1264	SH3BP4	2498.0301
SH3BP5L	1148.0144	SH3BP5L	1021.9214
SH3BP5	1623.8989	SH3BP5	1783.566
SH3D19	2238.7184	SH3D19	2363.067
removed	removed	SH3D20	6.8694
SH3GL1	1162.0036	SH3GL1	1151.2274
SH3GL2	7.2202	removed	removed
SH3GLB1	1847.4729	SH3GLB1	3234.6702
SH3GLB2	785.1986	SH3GLB2	1640.9738
SH3KBP1	650.722	SH3KBP1	583.0892
SH3PXD2A	2824.0072	SH3PXD2A	2215.5773
SH3PXD2B	2907.491	SH3PXD2B	1512.8801
SH3RF1	1115.9747	SH3RF1	1113.6478
SH3RF2	29.3321	SH3RF2	376.1996
SH3RF3	133.574	SH3RF3	219.8202
SH3TC1	241.8773	SH3TC1	183.0488
SH3TC2	19.4043	SH3TC2	182.6447
SH3YL1	423.2852	SH3YL1	1240.5293
SHANK1	21.2094	SHANK1	7.6775
SHANK2	1225.1805	SHANK2	1919.3858
SHANK3	259.9278	SHANK3	1013.4357
SHARPIN	2642.148	SHARPIN	648.9544
SHB	416.065	SHB	493.3832
SHC1	6245.9386	SHC1	2607.132
SHC2	258.574	SHC2	461.0567
SHC3	11.2816	SHC3	36.3673
SHC4	9.0253	SHC4	265.4814
SHCBP1	469.3141	SHCBP1	19.3959
SHE	153.4296	SHE	435.5996
SHFM1	1120.9386	SHFM1	768.9666
SHF	66.787	SHF	157.5917
SHISA2	385.8303	SHISA2	127.6897
removed	removed	SHISA3	5.6571
SHISA4	575.8123	SHISA4	203.2529
SHISA5	3109.657	SHISA5	2077.7856
SHISA6	20.7581	SHISA6	17.3755
SHISA9	67.6895	SHISA9	24.649
SHKBP1	1422.8339	SHKBP1	546.3178
SHMT1	1198.3529	SHMT1	1072.8356
SHMT2	1860.5596	SHMT2	1315.6885
SHOC2	7997.7437	SHOC2	1266.7946
SHOX2	83.935	SHOX2	68.6938
SHPK	328.5199	SHPK	488.8171
SHPRH	310.8935	SHPRH	917.2199
SHQ1	818.1408	SHQ1	472.775
SHROOM1	238.2671	SHROOM1	184.6651
SHROOM2	868.6823	SHROOM2	333.7711
SHROOM3	6371.8412	SHROOM3	5284.5742
SHROOM4	271.2094	SHROOM4	485.3015
SIAE	779.3321	SIAE	939.0848
SIAH1	501.2049	SIAH1	668.9605
SIAH2	4951.2635	SIAH2	1176.6845
SIDT1	794.6751	SIDT1	382.6649
SIDT2	880.0045	SIDT2	1842.0325
SIGIRR	532.491	SIGIRR	536.2158
SIGLEC10	120.9386	SIGLEC10	118.7999
SIGLEC14	47.3827	SIGLEC14	12.9306
removed	removed	SIGLEC15	8.4857
removed	removed	SIGLEC16	6.0612
SIGLEC1	338.8989	SIGLEC1	78.3918
SIGLEC5	37.9061	SIGLEC5	19.3959
SIGLEC6	17.5993	removed	removed
SIGLEC7	31.1372	SIGLEC7	12.5265
SIGLEC8	62.7256	SIGLEC8	45.2571
SIGLEC9	39.2599	SIGLEC9	11.3143
SIGLECP3	12.1841	SIGLECP3	20.2041
SIGMAR1	944.0433	SIGMAR1	907.5664
SIK1	401.1733	SIK1	615.0116
SIK2	406.5884	SIK2	1684.6146
SIK3	772.5632	SIK3	1649.8636
SIKE1	717.9603	SIKE1	804.5257
SIL1	464.3502	SIL1	559.6525
SILV	115.9747	SILV	300.2323
SIM1	7.2202	SIM1	18.1837
SIM2	26.6245	SIM2	42.0244
SIN3A	2882.2202	SIN3A	2608.7484
SIN3B	1603.7906	SIN3B	1617.9412
SIP1	79.4224	SIP1	129.306
SIPA1L1	901.1733	SIPA1L1	1431.6598
SIPA1L2	491.426	SIPA1L2	851.8032
SIPA1L3	2405.2347	SIPA1L3	1743.6105
SIPA1	564.5307	SIPA1	556.8239
SIRPA	763.9892	SIRPA	3199.111
SIRPB1	83.935	SIRPB1	151.9345
SIRPB2	50.9928	SIRPB2	23.8408
SIRPG	46.0289	SIRPG	18.1837
SIRT1	450.361	SIRT1	1061.5214
SIRT2	1250	SIRT2	1071.2193
SIRT3	795.8619	SIRT3	787.2027
SIRT4	18.9531	SIRT4	48.8938
SIRT5	261.7329	SIRT5	452.975
SIRT6	95.6679	SIRT6	174.5631
SIRT7	345.6679	SIRT7	303.8691
SIT1	34.296	SIT1	42.8326
SIVA1	330.3249	SIVA1	696.636
SIX1	677.3466	SIX1	52.1265
removed	removed	SIX2	10.9102
removed	removed	SIX3	15.7592
SIX4	425.5415	SIX4	176.1794
SIX5	337.9964	SIX5	706.334
SKA1	176.8953	SKA1	12.1224
SKA2	897.5632	SKA2	346.2976
SKA3	225.6363	SKA3	22.2245
SKAP1	273.917	SKAP1	269.1181
SKAP2	797.8339	SKAP2	952.0154
SKIL	1261.2816	SKIL	521.6689
SKIV2L2	952.4684	SKIV2L2	1679.5313
SKIV2L	1016.2455	SKIV2L	1034.4479
SKI	1508.1227	SKI	2820.891
SKP1	4819.4946	SKP1	5465.6026
SKP2	215.704	SKP2	166.4815
SLA2	54.6029	SLA2	55.3591
SLAIN1	146.2094	SLAIN1	204.061
SLAIN2	1998.6462	SLAIN2	1331.0435
SLAMF1	40.1625	SLAMF1	32.7306
SLAMF6	111.0108	SLAMF6	76.7754
SLAMF7	376.8051	SLAMF7	279.6242
SLAMF8	375.8529	SLAMF8	103.1013
SLA	288.3574	SLA	149.106
SLBP	1104.2419	SLBP	698.2523
SLC10A3	591.6065	SLC10A3	502.677
SLC10A4	7.2202	removed	removed
SLC10A5	29.3321	SLC10A5	10.102
removed	removed	SLC10A6	13.7388
SLC10A7	261.7329	SLC10A7	259.0161
SLC11A1	26.1733	SLC11A1	13.3347
SLC11A2	1636.7329	SLC11A2	2374.7853
SLC12A1	118.231	SLC12A1	11.3143
SLC12A2	812.2744	SLC12A2	4157.9958
SLC12A3	5.4152	removed	removed
SLC12A4	849.7292	SLC12A4	1143.6226
SLC12A5	38.3574	removed	removed
SLC12A6	461.6516	SLC12A6	972.7084
SLC12A7	2433.213	SLC12A7	1673.7044
SLC12A8	740.5235	SLC12A8	299.0201
SLC12A9	895.7581	SLC12A9	860.2889
SLC13A2	15.343	SLC13A2	939.4888
SLC13A3	68.5921	SLC13A3	92.5346
SLC13A4	6.3177	SLC13A4	20.2041
removed	removed	SLC13A5	13.3347
SLC14A1	18.0505	SLC14A1	48.8938
removed	removed	SLC14A2	16.5673
SLC15A1	11.2816	SLC15A1	6.0612
SLC15A2	23.917	SLC15A2	178.1998
SLC15A3	669.6751	SLC15A3	252.1467
SLC15A4	446.2996	SLC15A4	664.7136
removed	removed	SLC16A10	18.9918
removed	removed	SLC16A11	106.6774
removed	removed	SLC16A12	35.5591
SLC16A13	79.8736	SLC16A13	90.5142
SLC16A14	240.9747	SLC16A14	189.11
SLC16A1	368.6823	SLC16A1	358.42
SLC16A2	602.4368	SLC16A2	553.9954
SLC16A3	947.2022	SLC16A3	111.5264
SLC16A4	649.3682	SLC16A4	423.4771
SLC16A5	284.7473	SLC16A5	294.5752
SLC16A6	346.1191	SLC16A6	94.1509
SLC16A7	22.1119	SLC16A7	74.755
removed	removed	SLC16A8	16.1632
SLC16A9	41.065	SLC16A9	88.4938
SLC17A5	319.4946	SLC17A5	802.5053
SLC17A7	15.343	SLC17A7	56.1673
SLC17A9	46.0289	SLC17A9	53.7428
SLC18A2	43.3213	removed	removed
SLC19A1	137.6354	SLC19A1	156.3794
SLC19A2	2862.8159	SLC19A2	625.1136
SLC19A3	111.4621	SLC19A3	594.4035
SLC1A1	33.8448	SLC1A1	252.9548
SLC1A2	303.2491	SLC1A2	381.0486
SLC1A3	249.0975	SLC1A3	151.9345
SLC1A4	966.1552	SLC1A4	2993.4337
SLC1A5	6313.1769	SLC1A5	3312.6578
SLC1A6	98.3755	removed	removed
SLC1A7	10.8303	SLC1A7	11.7184
SLC20A1	1983.7545	SLC20A1	561.6729
SLC20A2	997.7437	SLC20A2	1114.0519
removed	removed	SLC22A11	6.0612
SLC22A15	119.5848	SLC22A15	92.1305
SLC22A17	144.4043	SLC22A17	975.048
SLC22A18AS	46.4801	SLC22A18AS	6.4653
SLC22A18	265.343	SLC22A18	244.0651
SLC22A20	5.8664	SLC22A20	8.4857
SLC22A23	958.3032	SLC22A23	1218.0463
SLC22A3	19.4043	SLC22A3	163.6529
SLC22A4	27.9783	SLC22A4	78.5291
SLC22A5	600.6318	SLC22A5	513.1831
SLC23A1	41.9675	SLC23A1	10.102
SLC23A2	560.0181	SLC23A2	1414.6884
SLC23A3	9.7608	SLC23A3	16.8542
SLC24A1	642.6986	SLC24A1	660.7092
SLC24A2	58.213	removed	removed
SLC24A3	2003.1588	SLC24A3	535.4076
SLC24A5	6.9134	SLC24A5	6.239
SLC24A6	639.4404	SLC24A6	700.6768
SLC25A10	1477.4368	SLC25A10	433.9832
SLC25A11	699.9097	SLC25A11	804.1216
SLC25A12	459.3863	SLC25A12	795.2318
SLC25A13	672.3827	SLC25A13	524.9015
SLC25A14	146.2094	SLC25A14	124.457
SLC25A15	342.2247	SLC25A15	324.5661
SLC25A16	225.1805	SLC25A16	225.8814
SLC25A17	662.0036	SLC25A17	565.7137
SLC25A18	23.0144	SLC25A18	15.3551
SLC25A19	195.8484	SLC25A19	118.7999
SLC25A1	6067.2383	SLC25A1	894.2317
SLC25A20	463.8989	SLC25A20	460.2485
removed	removed	SLC25A21	16.2602
SLC25A22	848.3755	SLC25A22	301.0405
SLC25A23	1137.6354	SLC25A23	1223.962
SLC25A24	1072.2022	SLC25A24	983.1296
SLC25A25	479.6931	SLC25A25	450.1465
SLC25A26	356.4982	SLC25A26	502.3619
SLC25A27	38.8087	SLC25A27	609.3545
SLC25A28	556.4079	SLC25A28	610.1626
SLC25A29	278.4296	SLC25A29	1123.7499
SLC25A30	464.8014	SLC25A30	527.7301
SLC25A32	796.3538	SLC25A32	334.7773
SLC25A33	183.6643	SLC25A33	133.3468
SLC25A34	6.3177	SLC25A34	50.9142
SLC25A35	87.1525	SLC25A35	182.8952
SLC25A36	1342.0578	SLC25A36	2228.5079
SLC25A37	535.1986	SLC25A37	939.4888
SLC25A38	693.5921	SLC25A38	801.6971
SLC25A39	3924.1877	SLC25A39	1481.7658
SLC25A3	5655.6859	SLC25A3	6159.006
SLC25A40	239.1697	SLC25A40	265.0773
SLC25A42	274.8195	SLC25A42	394.3833
SLC25A43	790.1625	SLC25A43	362.4609
SLC25A44	1523.0144	SLC25A44	669.5626
SLC25A45	123.1949	SLC25A45	233.1549
SLC25A46	642.148	SLC25A46	602.081
SLC25A4	582.5812	SLC25A4	556.4198
SLC25A5	4156.1372	SLC25A5	3193.4539
SLC25A6	5970.6679	SLC25A6	10424.8914
SLC26A10	12.6038	SLC26A10	46.4613
SLC26A11	586.1913	SLC26A11	414.9914
SLC26A1	52.4007	SLC26A1	82.0285
SLC26A2	587.5451	SLC26A2	941.9133
removed	removed	SLC26A3	23.4367
SLC26A4	35.1986	SLC26A4	54.955
removed	removed	SLC26A5	10.102
SLC26A6	95.6679	SLC26A6	151.9345
SLC26A7	23.917	SLC26A7	30.3061
removed	removed	SLC26A8	7.6775
SLC27A1	798.7365	SLC27A1	1784.8268
SLC27A2	120.4874	SLC27A2	42.4285
SLC27A3	307.3105	SLC27A3	374.1792
SLC27A4	1058.6643	SLC27A4	406.9098
SLC27A5	209.4991	SLC27A5	107.9018
SLC27A6	17.148	SLC27A6	323.6691
removed	removed	SLC28A3	98.9999
SLC29A1	985.5596	SLC29A1	2490.7566
SLC29A2	359.0704	SLC29A2	314.7389
SLC29A3	1223.3755	SLC29A3	233.5589
SLC29A4	70.3971	SLC29A4	149.5101
SLC2A10	2661.1011	SLC2A10	914.4358
SLC2A11	301.8953	SLC2A11	293.767
SLC2A12	43.3213	SLC2A12	339.8323
SLC2A13	167.4188	SLC2A13	122.0325
SLC2A14	51.444	removed	removed
SLC2A1	4068.5921	SLC2A1	820.2849
SLC2A3	513.5379	SLC2A3	231.1345
SLC2A4RG	741.8773	SLC2A4RG	752.3992
SLC2A4	9.9278	SLC2A4	106.2734
SLC2A5	50.9928	SLC2A5	24.649
SLC2A6	84.8375	SLC2A6	18.1837
SLC2A8	156.1372	SLC2A8	210.9304
SLC2A9	32.491	SLC2A9	184.261
SLC30A1	793.7726	SLC30A1	342.6609
SLC30A2	51.444	removed	removed
SLC30A4	98.3755	SLC30A4	104.657
SLC30A5	1175.0903	SLC30A5	1328.215
SLC30A6	513.5379	SLC30A6	347.5098
SLC30A7	1363.2671	SLC30A7	704.3136
SLC30A9	2559.1155	SLC30A9	1528.2352
SLC31A1	1116.8773	SLC31A1	1285.7864
SLC31A2	305.0542	SLC31A2	532.579
SLC33A1	1585.2888	SLC33A1	692.1911
SLC34A2	46.9314	SLC34A2	1794.5247
removed	removed	SLC34A3	6.4653
SLC35A1	725.167	SLC35A1	889.6777
SLC35A2	1633.574	SLC35A2	515.6076
SLC35A3	526.6245	SLC35A3	457.0159
SLC35A4	1293.3213	SLC35A4	2192.9488
SLC35A5	759.4765	SLC35A5	742.2972
SLC35B1	866.426	SLC35B1	510.3546
SLC35B2	1049.1877	SLC35B2	1172.2396
SLC35B3	446.7509	SLC35B3	496.2117
SLC35B4	356.0469	SLC35B4	338.216
SLC35C1	854.6931	SLC35C1	474.7954
SLC35C2	1733.3032	SLC35C2	1031.6194
SLC35D1	852.4368	SLC35D1	553.9954
SLC35D2	223.3755	SLC35D2	488.9383
SLC35D3	11.7329	removed	removed
SLC35E1	4258.574	SLC35E1	2190.5243
SLC35E2	2375.88	SLC35E2	3006.0855
SLC35E2	94.7879	SLC35E2	116.6542
SLC35E3	385.3791	SLC35E3	292.1507
SLC35E4	97.9377	SLC35E4	61.8244
removed	removed	SLC35F1	9.6979
SLC35F2	203.5199	SLC35F2	306.6976
SLC35F3	31.5884	SLC35F3	234.3671
SLC35F5	1035.1986	SLC35F5	813.4155
SLC36A1	511.7329	SLC36A1	253.3589
SLC36A4	143.0505	SLC36A4	96.9795
SLC37A1	376.3538	SLC37A1	421.8608
SLC37A2	271.2094	SLC37A2	119.608
SLC37A3	828.9711	SLC37A3	863.9256
SLC37A4	387.1841	SLC37A4	529.7505
SLC38A10	2097.9242	SLC38A10	2193.3529
SLC38A1	22824.4585	SLC38A1	6934.4378
SLC38A2	6132.2202	SLC38A2	5214.2641
SLC38A3	5.4152	SLC38A3	41.2163
SLC38A4	41.9675	removed	removed
SLC38A5	155.6859	SLC38A5	25.8612
SLC38A6	135.8303	SLC38A6	130.9223
SLC38A7	388.0866	SLC38A7	209.7182
SLC38A9	130.4152	SLC38A9	201.6365
SLC39A10	872.7437	SLC39A10	690.5748
SLC39A11	3895.7581	SLC39A11	868.7746
removed	removed	SLC39A12	5.2531
SLC39A13	959.3863	SLC39A13	718.4564
SLC39A14	2639.4404	SLC39A14	1052.6316
SLC39A1	3970.2166	SLC39A1	2432.973
SLC39A2	9.4765	SLC39A2	11.7184
SLC39A3	361.9134	SLC39A3	283.665
SLC39A4	689.0794	SLC39A4	185.0692
SLC39A6	14393.0505	SLC39A6	20457.0159
SLC39A7	3162.4549	SLC39A7	2628.9524
SLC39A8	667.4188	SLC39A8	1055.4601
SLC39A9	2596.5704	SLC39A9	2632.1851
SLC3A1	10.8303	SLC3A1	5.0914
SLC3A2	2979.2419	SLC3A2	2519.8505
SLC40A1	10760.8303	SLC40A1	4105.8693
SLC41A1	1032.491	SLC41A1	688.9585
SLC41A2	396.6606	SLC41A2	215.7794
SLC41A3	787.4549	SLC41A3	1466.0067
SLC43A1	165.6137	SLC43A1	202.8488
SLC43A2	585.2888	SLC43A2	662.6932
SLC43A3	558.0731	SLC43A3	1265.1783
SLC44A1	2618.231	SLC44A1	2778.0584
SLC44A2	8508.1227	SLC44A2	4791.9992
SLC44A3	147.5632	SLC44A3	381.0486
SLC44A4	1108.7545	SLC44A4	544.7015
SLC44A5	7.6715	SLC44A5	26.2653
SLC45A1	154.3321	SLC45A1	28.6898
SLC45A3	97.9242	SLC45A3	86.4734
SLC45A4	324.0072	SLC45A4	629.9626
SLC46A1	1241.6381	SLC46A1	1393.5549
removed	removed	SLC46A2	12.9306
SLC46A3	648.4657	SLC46A3	407.3139
SLC47A1	83.4838	SLC47A1	83.6448
removed	removed	SLC47A2	8.8898
SLC48A1	872.2924	SLC48A1	903.5256
removed	removed	SLC4A10	5.6571
SLC4A11	87.5451	SLC4A11	191.1304
SLC4A1AP	897.5632	SLC4A1AP	680.8769
SLC4A2	3329.0614	SLC4A2	1483.3094
SLC4A3	235.1083	SLC4A3	346.2976
SLC4A4	9.0253	SLC4A4	42.4285
SLC4A5	105.6634	SLC4A5	179.2262
SLC4A7	1083.4838	SLC4A7	2417.2139
SLC4A8	1019.8556	SLC4A8	245.6814
SLC5A1	6.769	SLC5A1	967.7745
SLC5A3	823.2807	SLC5A3	1104.552
removed	removed	SLC5A4	12.1224
SLC5A6	1828.8628	SLC5A6	2189.8778
SLC5A7	10.3791	removed	removed
removed	removed	SLC5A8	8.4857
removed	removed	SLC5A9	26.2653
SLC6A10P	7.6715	SLC6A10P	8.4857
SLC6A11	97.4729	SLC6A11	14.5469
SLC6A12	37.9061	SLC6A12	16.9714
SLC6A14	12.6354	SLC6A14	816.2441
removed	removed	SLC6A15	8.4857
SLC6A16	5.4152	SLC6A16	24.649
SLC6A17	7.6715	SLC6A17	23.0326
SLC6A1	11.2816	SLC6A1	6.4653
SLC6A20	6.3177	SLC6A20	5.6571
removed	removed	SLC6A2	48.0857
SLC6A4	9.0253	removed	removed
SLC6A6	1105.5957	SLC6A6	847.7624
SLC6A8	1845.6679	SLC6A8	518.8403
SLC6A9	431.5162	SLC6A9	485.9683
removed	removed	SLC7A10	32.8882
SLC7A11	482.4007	SLC7A11	68.2897
SLC7A13	11.2816	removed	removed
removed	removed	SLC7A14	14.1428
SLC7A1	1434.1155	SLC7A1	1228.811
SLC7A2	13704.8736	SLC7A2	2412.769
SLC7A3	13.0866	SLC7A3	286.8977
SLC7A4	578.5199	SLC7A4	62.2285
removed	removed	SLC7A5P2	5.0995
SLC7A5	1335.7401	SLC7A5	442.4689
SLC7A6OS	173.3935	SLC7A6OS	211.8557
SLC7A6	748.0866	SLC7A6	799.1555
SLC7A7	409.296	SLC7A7	182.6447
SLC7A8	3399.3682	SLC7A8	1624.0024
SLC7A9	5.4152	SLC7A9	12.9306
SLC8A1	159.7473	SLC8A1	220.2243
SLC8A2	79.4224	SLC8A2	5.2531
SLC9A1	3406.5884	SLC9A1	1489.0393
SLC9A2	232.852	SLC9A2	164.8651
SLC9A3R1	24474.7292	SLC9A3R1	2716.234
SLC9A3R2	1705.3249	SLC9A3R2	1330.2354
SLC9A5	8.574	SLC9A5	29.902
SLC9A6	194.0433	SLC9A6	411.7588
SLC9A7	169.6751	SLC9A7	199.6161
SLC9A8	508.1227	SLC9A8	815.4359
SLC9A9	116.426	SLC9A9	101.8285
removed	removed	SLCO1A2	279.2201
SLCO2A1	477.4368	SLCO2A1	558.8443
SLCO2B1	711.1913	SLCO2B1	1022.3255
SLCO3A1	150.2708	SLCO3A1	534.5995
SLCO4A1	11.2816	SLCO4A1	32.5285
SLCO4C1	13.5379	SLCO4C1	33.9428
SLFN11	1992.7798	SLFN11	633.5994
SLFN12L	16.6968	SLFN12L	25.4571
SLFN12	184.5668	SLFN12	167.6937
SLFN13	452.6173	SLFN13	650.9748
SLFN5	1205.3249	SLFN5	908.3746
removed	removed	SLFNL1	8.8898
SLIT1	23.4657	SLIT1	18.1837
SLIT2	259.4765	SLIT2	258.612
SLIT3	675.9928	SLIT3	991.6153
SLITRK4	74.9097	SLITRK4	117.9917
SLITRK5	53.2491	SLITRK5	166.8855
SLITRK6	5407.491	SLITRK6	787.1502
SLK	2422.8339	SLK	2160.2182
SLMAP	1069.0433	SLMAP	1558.5413
SLMO1	79.8736	SLMO1	62.2285
SLMO2	2439.5307	SLMO2	1174.6641
SLPI	29.7834	SLPI	1324.9823
SLTM	1785.1986	SLTM	2272.1487
SLU7	689.0794	SLU7	1636.933
SMAD1	815.4332	SMAD1	858.6726
SMAD2	2298.2852	SMAD2	2139.6101
SMAD3	729.2419	SMAD3	1510.4556
SMAD4	1282.491	SMAD4	2723.5842
SMAD5	1583.935	SMAD5	2103.2428
SMAD6	14.8917	SMAD6	54.551
SMAD7	880.4152	SMAD7	577.028
SMAD9	33.8448	SMAD9	80.8162
SMAGP	299.639	SMAGP	244.4691
SMAP1	661.3944	SMAP1	685.2126
SMAP2	1077.1661	SMAP2	787.5543
SMARCA1	1086.1913	SMARCA1	1324.5782
SMARCA2	2408.3935	SMARCA2	5880.9981
SMARCA4	9023.917	SMARCA4	2479.0383
SMARCA5	3836.6426	SMARCA5	2432.5205
SMARCAD1	1066.3357	SMARCAD1	1128.1948
SMARCAL1	842.9603	SMARCAL1	670.3707
SMARCB1	1746.8412	SMARCB1	1214.6681
SMARCC1	2849.278	SMARCC1	4114.355
SMARCC2	4738.2671	SMARCC2	4000
SMARCD1	1373.1949	SMARCD1	1491.4638
SMARCD2	4326.7148	SMARCD2	3341.7517
SMARCD3	554.6029	SMARCD3	585.5137
SMARCE1	4086.6426	SMARCE1	2831.8012
SMC1A	4289.2599	SMC1A	2797.8584
SMC2	711.6426	SMC2	560.8647
SMC3	2006.3177	SMC3	2171.5325
SMC4	1941.787	SMC4	855.0359
SMC5	875.4513	SMC5	1405.7986
SMC6	796.4801	SMC6	629.9626
SMCHD1	1320.8484	SMCHD1	1851.5002
SMCR7L	2839.8014	SMCR7L	1300.3334
SMCR7	561.3718	SMCR7	442.0649
SMCR8	2311.1236	SMCR8	2112.9407
SMEK1	1259.9278	SMEK1	1979.998
SMEK2	3156.5884	SMEK2	2458.0261
SMG1	3521.2094	SMG1	4798.4645
SMG5	3977.4368	SMG5	2395.3935
SMG6	1217.0578	SMG6	1726.235
SMG7	4520.3069	SMG7	2262.8548
SMN2	1015.7175	SMN2	1095.0399
SMNDC1	687.7256	SMNDC1	555.2076
removed	removed	SMOC1	139.0039
SMOC2	1092.9603	SMOC2	1949.2878
SMOX	295.1264	SMOX	192.7467
SMO	782.9422	SMO	717.6482
SMPD1	1044.6751	SMPD1	532.9831
SMPD2	178.7004	SMPD2	218.2039
SMPD3	176.444	SMPD3	395.5955
SMPD4	4526.6245	SMPD4	1868.8756
SMPDL3A	86.6426	SMPDL3A	285.2813
SMPDL3B	274.8195	SMPDL3B	335.7915
removed	removed	SMR3B	76.7754
SMS	3358.7545	SMS	1057.8846
SMTNL1	14.8917	SMTNL1	5.2531
SMTN	664.2599	SMTN	872.0073
SMU1	1135.8303	SMU1	1730.6799
SMUG1	487.3646	SMUG1	454.5914
SMURF1	950.722	SMURF1	964.2105
SMURF2	467.509	SMURF2	758.0564
removed	removed	SMYD1	655.0157
SMYD2	817.2383	SMYD2	627.5381
SMYD3	300.9928	SMYD3	194.3631
SMYD4	261.7329	SMYD4	552.7831
SMYD5	762.1841	SMYD5	838.4685
SNAI1	113.2671	SNAI1	61.8244
SNAI2	403.8809	SNAI2	700.6768
SNAI3	15.7942	SNAI3	22.2245
SNAP23	1044.2238	SNAP23	1320.5374
SNAP25	14.4404	SNAP25	25.8612
SNAP29	3958.0325	SNAP29	975.8561
SNAP47	1338.2175	SNAP47	753.3811
SNAPC1	95.6679	SNAPC1	205.6773
SNAPC2	434.1155	SNAPC2	366.9057
SNAPC3	370.4874	SNAPC3	442.873
SNAPC4	186.8231	SNAPC4	500.6566
SNAPC5	75.3023	SNAPC5	97.6907
SNAPIN	803.7004	SNAPIN	450.9546
SNCAIP	73.1047	SNCAIP	136.1754
SNCA	20.3069	SNCA	145.4692
SNCG	631.769	SNCG	664.7136
SND1	7303.7004	SND1	4955.248
SNED1	995.4874	SNED1	716.8401
SNF8	1021.6606	SNF8	656.632
SNHG10	18.9531	SNHG10	117.5876
SNHG11	293.935	SNHG11	194.1893
SNHG12	111.4621	SNHG12	244.4691
SNHG1	585.7401	SNHG1	1099.9091
SNHG3-RCC1	134.3231	SNHG3-RCC1	254.1226
SNHG3	31.1372	SNHG3	70.3101
SNHG4	12.9152	SNHG4	41.2809
SNHG5	316.787	SNHG5	2422.871
SNHG6	1020.3069	SNHG6	749.1666
SNHG7	613.3078	SNHG7	1294.555
SNHG8	603.3394	SNHG8	1258.713
SNHG9	52.3466	SNHG9	22.2245
SNIP1	414.2599	SNIP1	454.9955
SNN	852.4368	SNN	1034.0438
SNORA39	6.6065	SNORA39	15.1248
SNORA7B	7.0262	SNORA7B	9.0635
SNORA8	205.1264	SNORA8	409.0474
SNORD116-20	10.8303	SNORD116-20	21.4163
SNORD116-28	36.5343	SNORD116-28	113.9024
SNORD116-4	42.148	SNORD116-4	89.7788
SNORD1C	18.2987	SNORD1C	21.2506
SNPH	232.852	SNPH	130.9223
SNRK	813.1769	SNRK	1466.8148
SNRNP200	7201.7148	SNRNP200	9427.619
SNRNP25	701.7148	SNRNP25	311.1425
SNRNP27	338.8989	SNRNP27	390.3425
SNRNP35	317.4368	SNRNP35	342.2245
SNRNP40	893.0505	SNRNP40	705.9299
SNRNP48	282.0397	SNRNP48	594.8076
SNRNP70	1998.6462	SNRNP70	4309.9303
SNRPA1	353.7906	SNRPA1	237.1957
SNRPA	1006.769	SNRPA	1202.9498
SNRPB2	993.231	SNRPB2	745.5299
SNRPB	2313.1769	SNRPB	1505.6066
SNRPC	655.2347	SNRPC	798.8686
SNRPD1	488.7184	SNRPD1	509.1423
SNRPD2	2111.9134	SNRPD2	2478.2301
SNRPD3	1095.9973	SNRPD3	1412.1467
SNRPE	758.1227	SNRPE	629.5585
SNRPF	564.5307	SNRPF	453.7832
SNRPG	245.4874	SNRPG	307.9099
SNRPN	1710.5731	SNRPN	1852.28
SNTA1	535.6498	SNTA1	310.3344
SNTB1	237.8159	SNTB1	920.497
SNTB2	692.2383	SNTB2	880.0889
removed	removed	SNTG2	15.3551
SNTN	8.1227	removed	removed
SNUPN	595.2166	SNUPN	472.3709
SNURF	110.7265	SNURF	100.6081
SNW1	1136.7329	SNW1	1574.7045
SNX10	676.8953	SNX10	185.0692
SNX11	599.7292	SNX11	543.8933
SNX12	255.4152	SNX12	266.2895
SNX13	1203.9711	SNX13	1177.4927
SNX14	853.7906	SNX14	1185.9784
SNX15	699.4585	SNX15	603.2933
SNX16	382.2202	SNX16	240.4283
SNX17	2896.6606	SNX17	2177.1896
SNX18	1019.4043	SNX18	1183.5539
SNX19	2197.2022	SNX19	1960.6021
SNX1	2032.0397	SNX1	4058.1877
SNX20	47.4052	SNX20	26.8391
SNX21	708.4386	SNX21	530.4899
SNX22	111.4395	SNX22	106.9522
SNX24	326.2635	SNX24	111.9305
SNX25	418.7726	SNX25	414.9914
